SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
HBAN,USA,15.23,2025-04-18,46.03,0.41,1.88,3.546,9.165,533,25.68%,28.95%  (  -1.03%),46.04%,"67,296",5,4,4,80
AXP,USA,276.40,2025-04-17,46.43,7.91,2.62,4.644,6.779,"11,673",30.44%,30.56%  (  -2.46%),60.71%,"198,172",7,4,4,85
GPC,USA,121.01,2025-04-17,47.38,2.97,0.72,6.353,8.959,"1,614",25.95%,27.25%  (  -0.75%),50.73%,"15,681",8,4,5,60
INFY,USA,18.56,2025-04-17,33.76,0.39,4.03,4.935,8.744,554,18.98%,31.19%  (  -3.19%),65.25%,"71,317",7,4,4,88
TSM,USA,181.73,2025-04-17,48.64,6.20,10.47,3.013,9.337,"47,786",40.40%,40.30%  (  -1.23%),31.54%,"1,521,432",10,5,5,85
PPG,USA,113.53,2025-04-17,48.99,2.64,1.48,3.979,6.185,284,24.35%,27.51%  (  +1.25%),77.22%,"36,655",9,4,4,80
KNX,USA,44.85,2025-04-23,31.36,1.52,0.98,7.766,11.509,58,25.82%,33.94%  (  -4.20%),53.64%,"26,063",5,4,4,70
UNP,USA,236.57,2025-04-24,43.19,4.40,5.95,3.214,0.000,589,19.31%,23.12%  (  -0.98%),64.45%,"94,889",9,4,4,88
ALK,USA,54.11,2025-04-17,34.53,2.81,0.57,7.083,14.293,438,52.34%,49.61%  (  -0.90%),59.02%,"97,581",9,5,5,85
ISRG,USA,508.65,2025-04-17,42.90,18.34,21.82,5.903,8.742,"2,086",37.95%,34.75%  (  -1.32%),68.94%,"61,939",9,4,5,80
IRDM,USA,28.12,2025-04-17,43.33,0.95,3.68,11.000,14.902,23,52.74%,44.11%  (  +0.33%),26.22%,"21,683",9,5,4,85
WAL,USA,79.95,2025-04-17,48.82,2.99,1.76,6.749,13.169,101,39.68%,40.78%  (  -0.71%),44.56%,"27,889",5,5,5,75
FNB,USA,13.81,2025-04-16,44.51,0.36,1.92,4.130,11.396,10,26.78%,51.82%  (  +5.93%),43.05%,"4,175",6,5,5,87
DGX,USA,167.33,2025-04-22,46.86,3.80,1.88,5.881,7.254,"1,173",22.43%,22.00%  (  +1.02%),46.51%,"10,305",4,4,4,85
PHM,USA,105.03,2025-04-22,48.88,3.12,1.18,5.017,9.095,229,26.83%,37.73%  (  +0.68%),69.34%,"36,227",7,4,4,78
UAL,USA,79.97,2025-04-15,43.75,4.92,0.46,6.531,12.029,"24,317",59.50%,59.41%  (  +1.90%),76.24%,"589,019",8,5,5,85
IBKR,USA,181.47,2025-04-15,44.98,8.81,8.17,4.558,8.300,996,58.80%,40.80%  (  -2.72%),51.50%,"45,038",8,5,5,88
OMC,USA,80.35,2025-04-15,42.38,2.10,1.01,3.757,5.140,25,24.11%,27.74%  (  -0.39%),65.87%,"8,269",10,4,4,88
WFRD,Ireland,53.41,2025-04-22,38.44,2.49,0.71,9.903,15.593,102,56.38%,47.23%  (  -4.56%),50.47%,"3,299",8,5,4,70
LMT,USA,430.33,2025-04-22,34.09,13.14,1.43,3.733,6.483,"11,652",28.06%,27.39%  (  +0.42%),99.03%,"92,948",8,4,4,85
CMG,USA,49.11,2025-04-23,38.65,1.59,5.88,8.148,9.830,"18,168",32.70%,40.08%  (  +2.35%),59.13%,"886,882",6,5,5,85
IBM,USA,246.99,2025-04-23,47.33,7.44,3.65,6.193,9.088,"6,290",27.33%,36.64%  (  +2.57%),87.80%,"259,197",9,4,4,85
NSC,USA,235.09,2025-04-23,43.69,5.21,4.39,4.122,6.125,174,21.61%,25.53%  (  -0.53%),50.59%,"15,922",9,4,4,80
STX,Ireland,88.85,2025-04-22,40.94,2.78,2.34,7.174,10.243,414,33.39%,40.70%  (  +1.64%),63.82%,"108,467",4,4,4,82
HAS,USA,61.37,2025-04-23,48.64,1.70,2.07,9.114,10.175,238,43.11%,28.00%  (  -1.05%),22.85%,"37,864",9,5,5,68
WSC,USA,30.26,2025-05-01,42.19,1.31,2.32,8.934,0.000,411,50.58%,43.38%  (  -2.64%),42.48%,"141,963",8,4,4,65
META,USA,616.39,2025-04-23,46.29,24.27,9.49,8.394,8.910,"216,160",36.07%,36.23%  (  -1.05%),38.71%,"1,878,422",10,5,5,85
NOW,USA,847.58,2025-04-23,41.99,32.44,15.90,6.608,9.657,"2,447",41.90%,39.19%  (  +0.85%),71.27%,"83,181",7,5,5,88
TMO,USA,522.93,2025-04-23,46.41,11.27,4.60,4.079,6.305,466,20.32%,25.76%  (  +0.90%),66.84%,"36,718",8,5,5,79
BG,Switzerland,73.06,2025-04-23,46.25,1.99,0.18,6.216,9.285,289,23.03%,27.70%  (  -0.36%),44.85%,"51,043",4,4,4,65
ETR,USA,83.57,2025-04-23,49.91,1.98,3.03,2.705,7.901,646,28.70%,23.28%  (  unch),49.64%,"27,210",6,4,4,85
VRT,USA,93.69,2025-04-23,49.97,6.55,4.45,10.541,16.265,"13,794",78.96%,66.02%  (  -2.77%),45.40%,"494,406",8,5,5,90
MAT,USA,20.16,2025-04-22,47.30,0.52,1.24,8.642,10.337,184,22.99%,27.43%  (  -3.84%),22.47%,"10,304",9,4,4,80
RJF,USA,145.21,2025-04-23,45.52,4.16,1.94,6.159,9.175,131,28.75%,27.47%  (  -2.47%),52.54%,"10,939",6,4,4,80
PTC,USA,161.73,2025-05-07,46.25,3.82,8.41,6.793,0.000,17,20.40%,25.04%  (  -0.41%),33.11%,"8,125",8,4,5,75
PG,USA,166.28,2025-04-24,41.34,3.11,4.62,2.955,0.000,"3,477",21.38%,19.24%  (  -1.00%),74.99%,"260,857",8,4,4,78
SNY,USA,56.14,2025-04-24,47.18,0.99,3.09,6.438,0.000,256,21.55%,24.49%  (  +2.26%),30.56%,"30,834",4,4,4,80
MRK,USA,92.12,2025-04-24,46.03,2.08,3.64,4.285,0.000,"6,770",20.69%,27.80%  (  +0.62%),72.93%,"528,524",9,4,4,75
PEP,USA,145.80,2025-04-24,40.57,3.15,2.18,3.154,0.000,"12,382",22.41%,20.80%  (  -0.36%),64.22%,"272,363",7,4,4,78
GILD,USA,107.35,2025-04-24,45.41,2.66,4.65,4.169,0.000,"2,178",29.77%,26.50%  (  -0.92%),53.32%,"214,639",8,4,5,78
DXCM,USA,75.53,2025-04-24,44.30,2.81,7.32,10.100,0.000,"1,001",45.61%,39.29%  (  -5.05%),23.74%,"112,885",8,5,5,80
RCL,Liberia,224.14,2025-04-24,48.99,10.89,3.66,5.936,0.000,"2,293",52.55%,42.42%  (  -0.80%),56.42%,"141,469",8,5,5,90
DLR,USA,154.78,2025-05-01,49.18,4.90,9.38,4.447,0.000,"1,143",33.11%,27.62%  (  -1.82%),42.18%,"54,817",10,4,4,92
AAPL,USA,219.65,2025-05-01,41.87,6.20,8.34,3.991,0.000,"285,675",27.48%,24.76%  (  -1.80%),41.37%,"4,164,383",5,4,4,87
MA,USA,542.47,2025-05-07,49.35,10.17,17.56,3.350,0.000,"2,558",17.78%,19.58%  (  -1.28%),38.82%,"94,919",8,5,5,80
STM,USA,24.35,2025-04-24,46.41,0.92,1.63,9.184,0.000,"2,976",52.89%,44.53%  (  -0.56%),65.82%,"155,061",5,4,4,62
WDC,USA,43.56,2025-04-24,41.86,1.88,0.97,5.834,0.000,"5,630",49.83%,43.04%  (  -1.16%),59.14%,"335,098",9,5,4,70
SSNC,USA,83.23,2025-04-24,48.01,1.71,3.49,5.817,0.000,4,19.93%,23.77%  (  +2.77%),64.39%,"5,721",8,5,5,80
COF,USA,179.54,2025-04-24,48.50,6.80,1.28,4.511,0.000,"2,631",41.84%,38.28%  (  -1.66%),61.10%,"123,110",9,4,4,70
FBIN,USA,63.89,2025-04-29,47.80,1.77,1.70,6.701,0.000,10,26.84%,32.75%  (  -6.47%),48.10%,983,6,4,4,68
LKQ,USA,41.10,2025-04-24,49.67,1.02,0.74,6.940,0.000,45,26.69%,25.52%  (  -0.78%),33.01%,"27,339",8,5,5,72
APD,USA,292.58,2025-04-29,37.68,6.42,5.41,6.562,0.000,101,21.10%,23.54%  (  +0.89%),34.37%,"19,108",5,4,4,72
BAX,USA,33.49,2025-05-01,46.25,0.87,1.33,4.948,0.000,"1,153",34.23%,18.26%  (  -11.44%),0.00%,"64,218",7,4,4,75
AMZN,USA,202.02,2025-04-29,45.63,6.44,3.36,7.251,0.000,"309,507",28.12%,28.45%  (  -2.24%),23.90%,"3,514,122",8,5,5,85
XEL,USA,69.03,2025-04-24,48.83,1.29,2.94,4.741,0.000,166,16.78%,18.84%  (  -0.16%),27.15%,"14,434",8,4,4,68
HOG,USA,25.50,2025-04-24,48.08,1.00,0.61,7.827,0.000,447,40.26%,44.90%  (  +0.89%),67.28%,"56,122",7,4,4,60
ASX,USA,9.85,2025-04-24,46.98,0.30,1.15,8.103,0.000,27,42.35%,37.68%  (  -6.87%),20.71%,"2,789",7,4,4,75
SM,USA,31.72,2025-05-01,48.33,1.35,1.35,8.246,0.000,371,54.17%,44.70%  (  +0.08%),48.01%,"21,933",10,4,4,85
EBC,USA,16.85,2025-04-24,49.33,0.46,3.36,8.736,0.000,782,29.25%,31.63%  (  -13.77%),33.14%,743,7,4,4,80
SGI,USA,57.84,2025-05-06,46.25,2.21,2.45,2.957,0.000,412,36.20%,37.38%  (  -0.76%),53.24%,"10,584",9,5,5,75
EXLS,USA,47.12,2025-05-01,47.85,1.25,4.16,7.164,0.000,26,25.96%,31.09%  (  -1.76%),32.70%,"2,150",10,5,5,85
FTV,USA,75.59,2025-04-23,45.48,1.55,4.13,6.067,7.765,10,21.31%,22.70%  (  -0.44%),36.72%,"1,377",5,4,4,85
TAL,USA,12.87,2025-04-24,45.74,0.72,2.85,10.000,0.000,420,53.88%,58.54%  (  +0.14%),21.30%,"56,980",7,5,4,75
IPG,USA,26.47,2025-04-23,43.12,0.70,0.92,6.240,10.110,13,25.31%,29.94%  (  +2.09%),48.97%,"4,558",6,4,4,68
MBLY,USA,15.14,2025-04-24,47.64,0.95,7.43,14.445,0.000,"4,314",64.89%,75.65%  (  +6.64%),51.10%,"302,466",4,4,4,70
KIM,USA,21.13,2025-05-01,46.78,0.50,6.98,6.164,0.000,4,22.62%,24.35%  (  -1.36%),30.31%,"7,296",7,4,4,70
FSLR,USA,133.54,2025-05-07,41.82,6.56,3.40,7.950,0.000,"10,202",55.69%,53.37%  (  +0.51%),34.51%,"382,125",9,5,5,75
CDP,USA,27.22,2025-04-24,48.80,0.58,8.15,11.572,0.000,5,18.44%,63.35%  (  +11.15%),82.05%,569,7,4,4,80
FE,USA,39.32,2025-04-24,46.88,0.81,1.68,4.037,0.000,"6,279",38.26%,18.73%  (  -0.08%),32.56%,"62,615",6,4,4,75
VLY,USA,9.12,2025-04-24,48.34,0.28,1.43,10.783,0.000,631,28.88%,34.89%  (  -2.20%),16.91%,"15,536",8,4,4,75
AAL,USA,11.82,2025-04-24,36.81,0.59,0.14,7.441,0.000,"44,802",49.35%,53.81%  (  +1.18%),73.38%,"2,764,045",6,4,4,70
CL,USA,90.51,2025-04-25,49.44,2.02,3.65,3.250,0.000,701,25.98%,23.20%  (  -1.96%),63.93%,"76,061",9,4,4,85
LYB,Netherlands,71.86,2025-04-25,39.12,1.84,0.58,5.177,0.000,"2,174",26.61%,24.73%  (  -1.21%),62.31%,"58,173",9,4,4,68
GNTX,USA,24.29,2025-04-25,45.58,0.59,2.39,6.289,0.000,14,24.37%,27.87%  (  -0.47%),35.69%,"3,744",6,4,4,55
WY,USA,29.31,2025-04-24,44.39,0.71,2.98,5.267,0.000,190,24.32%,25.10%  (  -1.21%),46.32%,"23,238",7,5,5,70
NVT,Ireland,58.92,2025-05-02,49.69,2.35,2.96,9.189,0.000,72,38.69%,41.45%  (  -6.29%),48.60%,"28,289",7,5,5,80
AVTR,USA,16.37,2025-04-25,41.89,0.67,1.64,8.377,0.000,119,44.76%,40.09%  (  -2.23%),44.53%,"34,491",8,5,5,72
ARES,USA,153.10,2025-05-01,43.89,6.43,11.46,6.110,0.000,85,45.68%,36.07%  (  -1.56%),52.13%,"17,437",6,4,4,80
NXPI,Netherlands,209.80,2025-05-05,48.01,7.90,4.22,6.447,0.000,436,45.09%,37.23%  (  -0.87%),50.16%,"37,343",5,5,5,60
NUE,USA,128.81,2025-04-28,47.33,4.84,0.97,5.085,0.000,"5,021",42.31%,36.50%  (  -2.41%),54.39%,"128,500",8,4,4,80
BRX,USA,25.86,2025-05-05,42.38,0.58,6.15,6.580,0.000,1,23.29%,52.58%  (  +3.29%),64.00%,383,4,4,4,78
KO,USA,68.77,2025-04-29,47.83,1.24,6.33,2.437,0.000,"16,506",22.01%,16.83%  (  -0.51%),58.43%,"651,654",7,5,5,85
AXTA,Bermuda,34.82,2025-05-07,48.22,0.92,1.44,6.128,0.000,40,27.66%,27.62%  (  +0.77%),44.95%,"2,780",5,4,5,90
AGNC,USA,10.15,2025-04-28,47.12,0.17,1.91,4.125,0.000,"7,138",15.90%,19.74%  (  -1.97%),26.62%,"671,945",7,4,4,70
CADE,USA,31.06,2025-04-28,46.21,0.88,1.92,10.654,0.000,2,25.80%,39.78%  (  -7.67%),51.10%,"1,494",9,4,4,80
ACI,USA,20.86,2025-04-28,48.25,0.52,0.15,6.681,0.000,205,30.45%,22.39%  (  -5.23%),14.07%,"118,854",10,4,4,80
CCK,USA,87.60,2025-05-05,46.14,1.97,0.87,6.707,0.000,126,23.36%,31.37%  (  +6.67%),70.62%,"15,673",10,5,5,78
ECL,USA,251.99,2025-04-29,40.84,4.60,4.53,6.662,0.000,65,22.42%,19.33%  (  +1.16%),41.22%,"9,281",4,4,5,82
PFE,USA,26.10,2025-05-07,49.52,0.50,2.33,4.412,0.000,"43,359",16.88%,22.81%  (  -1.75%),31.98%,"2,739,858",9,4,4,80
AZN,USA,74.21,2025-04-24,45.20,1.20,4.26,4.852,0.000,"2,538",18.65%,21.29%  (  -0.03%),29.07%,"165,096",9,5,4,80
KRG,USA,22.36,2025-04-29,49.07,0.55,5.79,8.577,0.000,2,27.23%,37.55%  (  -3.06%),45.19%,295,8,4,4,70
WBS,USA,52.59,2025-04-22,47.74,1.67,2.16,6.526,12.335,7,35.10%,36.90%  (  -2.36%),61.51%,"6,274",4,5,5,75
TRU,USA,0,2025-04-24,,,,9.198,0.000,12,43.26%,36.85%  (  +0.81%),53.36%,"7,426",9,4,4,82
ENTG,USA,0,2025-05-07,,,,10.167,0.000,66,42.35%,41.76%  (  -0.59%),40.41%,"6,755",7,5,5,78
EQR,USA,0,2025-04-22,,,,4.612,6.878,70,16.26%,21.36%  (  +0.14%),46.30%,"10,529",4,4,4,70
HAL,USA,0,2025-04-22,,,,3.893,8.055,"4,881",29.97%,31.73%  (  -1.79%),45.44%,"403,139",7,5,5,75
GOOG,USA,0,2025-04-24,,,,6.490,0.000,"58,719",27.13%,28.47%  (  -0.92%),42.66%,"1,189,532",6,5,5,85
EDU,USA,0,2025-04-23,,,,11.190,15.876,415,57.21%,51.24%  (  +3.23%),52.83%,"22,458",4,4,4,70
SYF,USA,0,2025-04-23,,,,6.952,11.113,421,35.27%,35.45%  (  -1.77%),41.87%,"51,350",9,4,5,65
PCAR,USA,0,2025-04-29,,,,7.180,0.000,229,32.34%,28.19%  (  -0.98%),57.42%,"25,056",5,4,4,85
TER,USA,0,2025-04-23,,,,10.612,13.270,208,64.59%,39.69%  (  -1.83%),39.82%,"66,901",10,4,5,75
TENB,USA,0,2025-05-07,,,,10.853,0.000,4,25.13%,41.18%  (  +4.90%),47.69%,"1,675",7,4,4,80
UPS,USA,0,2025-04-22,,,,6.095,5.040,"7,377",19.34%,21.06%  (  +0.06%),13.05%,"310,750",6,4,4,80
NEE,USA,0,2025-04-22,,,,3.951,6.629,"6,012",27.08%,26.58%  (  -0.43%),32.51%,"449,671",9,4,4,85
MSFT,USA,0,2025-04-24,,,,4.911,0.000,"122,625",21.49%,22.35%  (  -0.25%),32.58%,"1,858,362",10,5,5,85
GPK,USA,0,2025-04-29,,,,8.524,0.000,17,24.57%,29.25%  (  -1.95%),33.32%,"2,946",5,4,4,78
SHW,USA,0,2025-04-22,,,,6.201,7.729,118,20.74%,24.06%  (  -0.27%),51.71%,"17,995",4,4,4,78
GOOGL,USA,0,2025-04-24,,,,6.498,0.000,"98,696",26.87%,28.59%  (  -1.01%),41.99%,"2,652,889",8,4,4,85
ONB,USA,0,2025-04-22,,,,7.597,11.825,6,32.65%,44.23%  (  +2.70%),57.68%,"5,002",9,5,5,80
ARCC,USA,0,2025-05-07,,,,3.512,0.000,829,18.34%,15.14%  (  -3.40%),27.26%,"111,107",10,5,5,78
GEHC,USA,0,2025-04-29,,,,6.499,0.000,402,30.58%,27.37%  (  -1.97%),36.33%,"88,427",9,5,5,77
HST,USA,0,2025-04-30,,,,5.090,0.000,247,30.27%,25.60%  (  -0.96%),38.40%,"33,632",9,4,4,79
SCI,USA,0,2025-05-07,,,,6.698,0.000,130,34.94%,25.78%  (  -0.27%),46.37%,"3,845",7,5,4,81
ATI,USA,0,2025-04-29,,,,9.845,0.000,194,37.87%,38.41%  (  -2.17%),39.55%,"9,264",9,5,5,85
TECH,USA,0,2025-05-07,,,,9.431,0.000,9,37.00%,42.28%  (  -0.38%),57.90%,"1,229",8,4,4,88
HLT,USA,0,2025-04-23,,,,5.352,8.743,341,28.78%,27.60%  (  -0.20%),41.07%,"77,577",6,4,4,80
Z,USA,0,2025-05-07,,,,10.019,0.000,"2,811",46.30%,42.11%  (  +2.89%),18.31%,"112,870",6,4,4,75
TTEK,USA,0,2025-05-07,,,,5.389,0.000,169,29.36%,36.33%  (  -4.83%),70.88%,"21,235",8,4,4,90
MLCO,USA,0,2025-04-29,,,,9.227,0.000,305,47.05%,50.13%  (  -1.84%),19.79%,"62,605",7,4,4,60
BRKR,USA,0,2025-05-01,,,,9.189,0.000,201,41.28%,45.71%  (  -0.36%),59.88%,"2,312",9,5,4,75
SRPT,USA,0,2025-05-07,,,,8.883,0.000,969,103.52%,50.58%  (  -1.34%),15.96%,"35,990",9,5,5,85
NBIX,USA,0,2025-05-07,,,,9.456,0.000,63,27.71%,34.93%  (  -2.11%),17.51%,"15,024",7,5,5,78
SYK,USA,0,2025-04-29,,,,6.065,0.000,227,19.44%,21.30%  (  -1.17%),35.26%,"21,412",4,5,5,90
IQV,USA,0,2025-05-01,,,,7.369,0.000,189,25.34%,33.72%  (  +1.94%),67.31%,"4,384",7,5,5,75
IP,USA,0,2025-04-24,,,,4.634,0.000,257,33.39%,34.09%  (  -1.08%),51.03%,"82,780",10,4,4,75
RSI,USA,0,2025-05-07,,,,21.453,0.000,"1,051",88.47%,66.21%  (  -2.02%),31.44%,"32,411",7,5,5,85
RELY,USA,0,2025-05-07,,,,17.438,0.000,42,43.46%,45.42%  (  -4.60%),28.88%,"29,182",7,5,5,85
CWAN,USA,0,2025-05-07,,,,10.501,0.000,79,46.67%,38.49%  (  -3.82%),50.27%,"12,979",10,5,5,85
IR,USA,0,2025-05-01,,,,5.939,0.000,75,33.00%,27.25%  (  -1.26%),46.04%,"9,459",7,4,5,70
CIVI,USA,0,2025-05-01,,,,6.953,0.000,508,79.61%,46.82%  (  -1.99%),58.51%,"27,275",7,5,5,75
GTES,UK,0,2025-05-07,,,,7.436,0.000,316,42.44%,38.33%  (  +3.31%),37.97%,"21,816",7,5,5,80
PYPL,USA,0,2025-04-29,,,,8.805,0.000,"21,093",30.65%,28.92%  (  -2.18%),11.80%,"1,083,865",5,4,4,80
PSN,USA,0,2025-05-07,,,,7.832,0.000,70,50.59%,41.87%  (  +0.15%),74.31%,"16,919",6,4,5,86
PCOR,USA,0,2025-05-07,,,,12.021,0.000,2,61.63%,43.52%  (  +0.52%),46.08%,"19,050",8,5,5,75
APLE,USA,0,2025-05-01,,,,5.667,0.000,86,26.58%,27.11%  (  +0.58%),24.67%,"11,651",10,4,4,78
SWTX,USA,0,2025-05-01,,,,15.403,0.000,"4,980",101.94%,133.01%  (  -4.35%),70.59%,"99,381",9,5,5,0
EXPE,USA,0,2025-05-01,,,,9.338,0.000,"2,119",40.75%,35.04%  (  +0.17%),31.85%,"89,585",7,4,4,85
APTV,Jersey,0,2025-05-01,,,,9.100,0.000,366,24.10%,33.20%  (  -0.91%),28.31%,"43,103",10,4,4,80
SHAK,USA,0,2025-05-01,,,,10.393,0.000,"1,115",71.95%,45.42%  (  -1.29%),43.89%,"28,236",8,4,4,78
HTGC,USA,0,2025-05-01,,,,5.074,0.000,213,28.56%,23.37%  (  +0.01%),47.36%,"24,204",9,4,4,80
CFLT,USA,0,2025-05-06,,,,19.345,0.000,959,95.61%,57.73%  (  -0.78%),39.50%,"188,622",6,4,4,85
XRAY,USA,0,2025-05-01,,,,12.794,0.000,161,39.85%,39.82%  (  -3.34%),38.41%,"16,598",7,4,4,48
CNH,Netherlands,0,2025-05-01,,,,6.429,0.000,347,41.34%,39.02%  (  +2.09%),40.40%,"37,029",5,4,4,55
BTSG,USA,0,2025-05-01,,,,13.682,0.000,25,50.09%,55.13%  (  +2.02%),37.85%,"2,221",4,5,5,70
LXP,USA,0,2025-05-01,,,,12.458,0.000,30,24.29%,68.83%  (  +18.01%),49.28%,415,7,4,4,80
BLDR,USA,0,2025-05-06,,,,9.273,0.000,206,35.61%,42.22%  (  -1.15%),30.36%,"27,514",8,5,4,75
LYV,USA,0,2025-05-01,,,,7.562,0.000,"2,384",40.15%,35.03%  (  -1.59%),48.63%,"80,964",7,5,5,82
FROG,Israel,0,2025-05-08,,,,15.101,0.000,193,42.41%,41.98%  (  +0.47%),16.93%,"16,214",9,5,5,78
NET,USA,0,2025-05-01,,,,12.765,0.000,"1,989",50.67%,49.19%  (  +0.66%),33.42%,"153,437",9,4,4,80
NOG,USA,0,2025-04-29,,,,5.579,0.000,258,45.94%,37.40%  (  -0.98%),62.18%,"34,613",8,4,4,70
FIVN,USA,0,2025-05-01,,,,15.675,0.000,114,47.48%,51.88%  (  +0.71%),25.50%,"24,419",7,5,4,82
SW,Ireland,0,2025-05-01,,,,6.846,0.000,5,48.57%,38.16%  (  -1.22%),33.20%,"3,517",6,5,5,80
BWA,USA,0,2025-05-01,,,,8.039,0.000,497,30.22%,32.49%  (  -1.99%),61.07%,"20,452",8,4,5,75
BALL,USA,0,2025-04-25,,,,6.609,0.000,125,24.34%,26.91%  (  -0.25%),54.00%,"39,665",7,4,4,65
SRE,USA,0,2025-05-06,,,,4.673,0.000,472,64.03%,23.19%  (  +0.26%),49.17%,"62,273",8,4,4,75
IRM,USA,0,2025-05-01,,,,5.967,0.000,564,37.33%,32.60%  (  +2.33%),45.63%,"52,041",6,4,4,80
COLD,USA,0,2025-05-08,,,,8.035,0.000,19,33.42%,34.46%  (  -4.90%),37.58%,"1,597",4,4,4,60
FOUR,USA,0,2025-05-08,,,,12.555,0.000,"1,949",67.65%,44.84%  (  +0.09%),21.35%,"26,138",9,4,4,90
PENN,USA,0,2025-05-01,,,,10.162,0.000,"1,634",53.09%,54.59%  (  -2.15%),32.12%,"398,990",8,4,4,55
ZTS,USA,0,2025-05-01,,,,7.280,0.000,133,31.06%,24.56%  (  -1.69%),18.08%,"37,176",7,5,5,90
BILL,USA,0,2025-05-01,,,,13.839,0.000,986,52.06%,46.03%  (  -3.47%),16.70%,"93,666",7,4,4,78
DKNG,USA,0,2025-05-01,,,,10.383,0.000,"18,233",71.25%,44.38%  (  -2.22%),26.95%,"565,327",9,5,5,75
XYZ,USA,0,2025-05-01,,,,4.904,0.000,"10,329",72.68%,42.66%  (  -2.60%),0.15%,"583,564",5,5,5,78
TEAM,USA,0,2025-04-24,,,,11.706,0.000,714,60.22%,45.84%  (  -0.94%),41.71%,"66,135",9,4,4,75
XPO,USA,0,2025-05-02,,,,11.486,0.000,66,35.50%,46.75%  (  -0.49%),38.15%,"17,600",6,5,5,80
CNK,USA,0,2025-05-01,,,,8.146,0.000,95,51.07%,36.72%  (  -13.11%),20.27%,"86,066",9,5,4,75
PK,USA,0,2025-05-05,,,,7.502,0.000,104,34.83%,37.54%  (  -3.83%),36.09%,"7,969",6,4,4,65
FLS,USA,0,2025-05-05,,,,6.314,0.000,26,40.17%,30.64%  (  -1.73%),51.25%,"9,719",4,5,5,85
