SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
VNOM,USA,43.30,2025-04-29,43.25,1.81,10.99,7.594,0.000,127,37.05%,37.15%  (  -2.88%),70.63%,"15,166",8,5,5,80
PK,USA,11.35,2025-04-29,34.36,0.43,0.88,7.502,0.000,435,31.85%,54.79%  (  -2.36%),81.62%,"8,263",6,4,4,65
FANG,USA,150.20,2025-04-29,46.76,5.41,3.93,4.640,0.000,"3,576",36.29%,35.57%  (  -1.18%),70.71%,"64,868",9,5,5,78
SYY,USA,73.27,2025-04-29,47.22,1.62,0.44,5.368,0.000,"1,924",20.20%,21.48%  (  -1.43%),50.05%,"50,142",7,5,5,80
TMDX,USA,68.53,2025-04-29,48.88,4.79,5.22,21.640,0.000,"1,798",63.09%,75.50%  (  -4.33%),37.59%,"45,431",4,4,5,85
ETN,Ireland,293.61,2025-04-29,47.66,12.20,4.63,6.359,0.000,"4,853",36.58%,36.17%  (  -3.41%),59.76%,"118,892",7,4,4,85
PEG,USA,81.53,2025-04-29,48.52,2.08,3.96,4.810,0.000,160,19.30%,23.97%  (  -2.21%),57.51%,"60,229",7,4,5,70
RITM,USA,11.65,2025-04-29,48.93,0.23,1.28,5.628,0.000,434,20.01%,25.07%  (  +0.26%),37.78%,"89,599",8,5,5,85
STAG,USA,35.45,2025-04-29,48.34,0.75,8.79,5.863,0.000,87,17.69%,25.04%  (  +0.46%),29.32%,"3,249",6,4,5,75
KRG,USA,21.75,2025-04-29,40.69,0.57,5.64,8.577,0.000,3,27.01%,51.61%  (  +4.28%),63.15%,398,8,4,4,70
LDOS,USA,134.55,2025-04-29,48.19,4.62,1.04,6.819,0.000,338,27.31%,32.18%  (  -5.42%),58.17%,"23,948",8,4,4,80
SBUX,USA,98.11,2025-04-29,32.89,3.03,3.09,6.520,0.000,"39,640",29.67%,30.10%  (  -2.67%),45.67%,"642,918",10,4,4,70
AMD,USA,100.97,2025-04-29,42.79,4.19,6.35,8.559,0.000,"464,063",41.31%,42.54%  (  -4.35%),27.18%,"3,953,334",9,4,4,90
CZR,USA,28.07,2025-04-29,31.67,1.54,0.53,6.864,0.000,"26,103",47.64%,52.22%  (  -4.42%),51.84%,"235,208",8,4,5,65
AMCR,Jersey,9.78,2025-04-29,42.36,0.21,1.04,6.080,0.000,192,24.96%,26.27%  (  -0.77%),38.28%,"65,621",10,5,5,70
CCCS,USA,9.32,2025-04-29,29.00,0.29,6.49,12.542,0.000,2,21.96%,44.47%  (  -1.62%),26.52%,"3,479",6,4,4,75
GLW,USA,46.75,2025-04-29,42.12,1.51,3.05,5.648,0.000,"70,310",29.47%,38.11%  (  -0.94%),89.88%,"334,426",9,4,5,85
DAR,USA,29.51,2025-04-24,29.68,1.64,0.82,10.527,0.000,"1,217",50.06%,49.42%  (  -4.43%),74.98%,"26,697",9,5,5,78
11:35:51 AM,,,,,,,,,,,,,,,,,
