SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
JEF,USA,56.33,2025-03-26,30.77,2.44,1.10,6.434,10.563,"1,652",35.98%,44.24%  (  -5.80%),77.63%,"32,092",6,5,4,0
LULU,USA,311.03,2025-03-27,21.96,13.00,3.88,9.874,12.084,"12,675",30.05%,63.09%  (  -1.03%),91.35%,"173,546",9,4,5,88
SMPL,USA,34.53,2025-04-03,35.28,1.05,2.56,9.306,7.964,13,22.34%,39.12%  (  -4.44%),58.32%,"4,212",5,5,4,72
LW,USA,50.95,2025-04-03,39.02,2.05,1.15,10.078,15.309,"48,524",36.14%,62.82%  (  +2.50%),83.88%,"120,453",5,4,4,50
LEVI,USA,16.11,2025-04-02,38.16,0.65,1.00,7.756,12.570,386,37.29%,50.41%  (  -2.19%),83.89%,"37,870",7,4,4,78
DAL,USA,46.75,2025-04-09,28.32,2.94,0.49,6.093,12.021,"84,228",50.20%,54.07%  (  -5.35%),72.76%,"917,697",4,5,5,80
BK,USA,81.75,2025-04-11,41.34,2.20,1.48,4.484,7.453,"1,225",23.74%,32.32%  (  -3.98%),78.60%,"77,855",5,4,4,85
MS,USA,115.34,2025-04-15,35.28,4.31,1.80,3.448,0.000,"20,079",36.91%,37.27%  (  -2.58%),73.46%,"587,773",4,4,4,85
JPM,USA,232.44,2025-04-11,32.05,6.95,2.30,3.236,6.927,"103,220",28.13%,30.85%  (  -4.01%),68.22%,"789,011",6,4,5,88
WFC,USA,70.85,2025-04-11,41.07,2.42,1.84,4.088,8.963,"93,132",31.96%,37.48%  (  -4.24%),70.06%,"1,158,559",7,4,4,80
FAST,USA,75.26,2025-04-11,49.10,1.92,5.72,5.666,7.216,717,25.63%,28.52%  (  -3.01%),59.07%,"43,510",7,4,4,75
STT,USA,86.81,2025-04-11,31.19,2.65,1.18,5.230,8.064,"1,431",26.40%,33.08%  (  -2.40%),76.63%,"32,471",6,4,4,85
GS,USA,541.41,2025-04-21,33.62,20.00,1.34,3.705,0.000,"34,108",33.09%,34.82%  (  -3.21%),72.41%,"261,644",5,4,4,82
MTB,USA,175.59,2025-04-21,34.92,4.78,2.15,4.436,0.000,220,22.76%,33.90%  (  -2.39%),79.61%,"9,840",6,4,4,75
PNC,USA,172.99,2025-04-15,32.56,4.75,2.02,3.861,0.000,"1,492",24.14%,28.22%  (  -2.44%),65.41%,"48,857",8,4,4,80
BAC,USA,40.89,2025-04-15,35.98,1.27,1.56,3.660,0.000,"209,755",29.87%,30.81%  (  -2.26%),70.46%,"2,747,729",7,5,5,80
C,USA,68.78,2025-04-15,32.72,2.53,0.76,3.596,0.000,"79,463",33.79%,34.55%  (  -4.02%),63.00%,"1,821,929",4,5,5,85
CFG,USA,40.70,2025-04-16,34.05,1.40,1.43,4.379,0.000,"1,614",27.07%,37.59%  (  -2.79%),71.63%,"69,658",4,4,4,80
USB,USA,42.02,2025-04-16,32.54,1.23,1.55,3.938,0.000,"12,708",25.10%,31.48%  (  -2.54%),48.97%,"228,222",4,4,5,82
FHN,USA,19.03,2025-04-16,39.90,0.70,1.99,5.189,0.000,87,35.00%,39.49%  (  -1.61%),76.25%,"34,662",7,4,5,70
LVS,USA,43.19,2025-04-16,43.14,1.51,2.74,4.343,0.000,"23,612",32.17%,39.77%  (  +0.90%),79.38%,"344,394",5,4,5,80
EFX,USA,235.92,2025-04-16,37.13,6.85,5.15,5.463,0.000,39,33.61%,35.25%  (  -2.87%),65.28%,"5,721",4,5,5,70
ABT,USA,126.71,2025-04-16,38.04,3.03,5.24,3.897,0.000,"17,141",22.76%,26.00%  (  -0.67%),77.19%,"180,209",7,5,5,85
DFS,USA,164.26,2025-04-16,36.61,7.26,1.75,3.771,0.000,"1,601",41.42%,55.86%  (  -0.56%),92.26%,"43,876",7,4,4,80
STLD,USA,127.14,2025-04-22,49.06,4.70,1.09,5.917,0.000,"1,019",34.00%,38.60%  (  -3.57%),55.38%,"48,917",10,4,5,78
AA,USA,33.53,2025-04-16,48.01,1.61,0.71,4.278,0.000,"8,788",49.05%,53.94%  (  -1.36%),68.23%,"263,548",4,4,5,73
ASML,USA,714.00,2025-04-16,48.60,24.76,9.19,6.032,0.000,"13,301",39.86%,42.35%  (  -1.11%),58.12%,"163,228",7,4,4,82
REXR,USA,39.99,2025-04-16,48.30,1.08,9.77,3.774,0.000,33,23.60%,32.41%  (  -2.90%),54.28%,"7,672",7,4,4,75
THC,USA,122.67,2025-04-29,40.52,5.54,0.56,9.405,0.000,759,44.95%,44.37%  (  -3.97%),54.17%,"28,978",5,5,5,85
SNV,USA,45.68,2025-04-16,32.95,1.76,1.88,3.398,0.000,63,33.59%,40.09%  (  -1.79%),60.70%,"11,373",9,4,4,75
LBRT,USA,14.54,2025-04-16,29.48,0.76,0.55,5.345,0.000,,,,,,7,4,4,72
NDAQ,USA,73.26,2025-04-24,33.85,1.90,5.70,5.387,0.000,,,,,,9,4,4,85
FR,USA,55.08,2025-04-16,46.40,1.16,11.19,4.301,0.000,30,19.16%,36.36%  (  -0.77%),67.36%,864,5,4,4,85
ALLY,USA,34.08,2025-04-17,39.03,1.28,0.64,6.757,0.000,,,,,,9,4,4,70
KEY,USA,15.68,2025-04-17,38.75,0.56,1.89,4.626,0.000,"3,590",30.30%,35.92%  (  -2.41%),52.13%,"208,835",8,4,4,70
RF,USA,21.43,2025-04-18,33.43,0.63,2.07,4.331,0.000,228,23.86%,34.19%  (  -2.13%),69.01%,"104,095",7,4,4,78
TFC,USA,40.55,2025-04-28,30.63,1.24,2.16,3.911,0.000,"7,944",24.28%,33.39%  (  -1.43%),64.75%,"229,294",6,4,4,70
AXP,USA,265.63,2025-04-18,34.20,8.63,2.52,4.644,0.000,,,,,,8,4,4,85
FITB,USA,38.55,2025-04-18,32.01,1.13,1.85,4.115,0.000,"9,418",23.10%,33.59%  (  -2.38%),78.43%,"77,671",6,4,4,80
HBAN,USA,14.75,2025-04-18,35.16,0.45,1.82,3.546,0.000,,,,,,7,4,4,80
KNX,USA,46.52,2025-04-23,33.14,1.68,1.02,7.766,0.000,,,,,,6,4,4,70
NUE,USA,132.09,2025-04-28,49.89,4.73,0.99,5.085,0.000,"19,399",36.36%,42.43%  (  -1.51%),78.99%,"139,619",9,4,4,80
WAL,USA,77.24,2025-04-17,39.66,3.33,1.70,6.749,0.000,"2,129",40.99%,45.05%  (  -3.76%),62.35%,"38,579",8,5,5,75
HOMB,USA,28.38,2025-04-17,41.23,0.69,3.85,8.284,0.000,,,,,,7,4,4,80
DHR,USA,210.74,2025-04-22,49.47,5.51,6.31,4.766,0.000,"6,788",23.68%,27.31%  (  -2.54%),69.77%,"122,623",6,4,4,70
TSM,USA,174.09,2025-04-17,39.31,7.14,10.03,3.013,0.000,"138,280",41.88%,43.16%  (  -0.94%),41.47%,"1,754,033",10,5,5,85
GPC,USA,122.00,2025-04-17,49.10,3.23,0.72,6.353,0.000,84,23.99%,29.41%  (  -2.64%),59.47%,"16,011",9,4,5,68
PPG,USA,113.47,2025-04-17,47.12,2.97,1.48,3.979,0.000,"2,378",31.53%,26.09%  (  -2.76%),68.64%,"44,450",10,4,4,80
BANC,USA,13.96,2025-04-22,41.79,0.52,1.25,9.683,0.000,"1,657",35.80%,39.57%  (  -6.38%),42.40%,"24,613",7,5,5,70
ALK,USA,53.94,2025-04-17,27.01,3.25,0.57,7.083,0.000,"5,292",49.49%,56.89%  (  -0.88%),80.12%,"156,454",9,5,5,85
INFY,USA,18.40,2025-04-17,20.68,0.41,4.00,4.935,0.000,376,17.41%,33.05%  (  -1.28%),74.07%,"85,919",8,4,4,88
BX,USA,140.89,2025-04-17,33.02,5.69,13.78,4.033,0.000,"17,999",33.12%,40.30%  (  -2.14%),64.08%,"324,109",4,4,4,88
UNP,USA,237.53,2025-04-24,42.33,4.83,5.97,3.214,0.000,"2,622",19.83%,22.26%  (  -2.21%),57.06%,"105,665",9,4,4,88
PNR,Ireland,86.08,2025-04-22,32.02,2.47,3.47,6.385,0.000,"1,106",23.54%,28.95%  (  -1.02%),56.34%,"12,900",5,4,4,79
ISRG,USA,484.44,2025-04-17,30.25,20.47,20.69,5.903,0.000,"5,430",36.65%,39.71%  (  -0.75%),89.09%,"81,996",8,5,5,80
IRDM,USA,27.59,2025-04-17,37.66,1.14,3.61,11.000,0.000,305,53.07%,46.81%  (  -4.48%),32.01%,"24,892",9,5,4,85
HCA,USA,319.39,2025-04-25,49.53,10.80,1.11,8.224,0.000,634,36.03%,34.17%  (  -3.59%),62.49%,"53,538",7,4,4,80
ELS,USA,67.05,2025-04-28,49.04,1.53,8.72,5.467,0.000,37,18.41%,27.49%  (  -6.66%),64.24%,181,8,4,4,82
SCHW,USA,77.11,2025-04-21,49.38,2.50,5.53,4.958,0.000,"35,683",30.63%,32.91%  (  -2.42%),57.97%,"522,621",9,4,4,80
FNB,USA,13.46,2025-04-16,34.63,0.40,1.88,4.130,0.000,25,27.62%,82.46%  (  +11.52%),75.75%,"4,278",6,5,5,87
GE,USA,197.11,2025-04-22,49.12,5.64,4.62,5.726,0.000,"10,536",24.53%,31.64%  (  -2.98%),43.06%,"234,943",9,5,5,85
PHM,USA,102.94,2025-04-22,42.81,3.27,1.16,5.017,0.000,749,31.38%,39.48%  (  -0.38%),80.86%,"43,409",8,4,4,78
BKR,USA,42.84,2025-04-22,45.58,1.39,1.52,6.602,0.000,"1,131",31.96%,33.09%  (  -2.87%),67.03%,"136,674",8,5,5,88
EWBC,USA,87.97,2025-04-22,36.92,2.73,2.73,7.216,0.000,72,27.53%,35.02%  (  -4.85%),68.37%,"3,295",5,5,5,80
SAP,USA,263.88,2025-04-28,42.25,7.46,8.33,11.932,0.000,"1,529",32.02%,30.49%  (  -3.04%),60.36%,"32,609",10,4,4,88
PLD,USA,111.89,2025-04-16,34.53,2.94,12.96,4.365,0.000,"3,668",22.67%,29.21%  (  -1.65%),48.78%,"56,192",4,4,4,74
NFLX,USA,918.00,2025-04-17,44.36,34.51,10.10,8.223,0.000,"110,099",38.78%,39.52%  (  -1.72%),61.58%,"551,804",7,4,4,85
OMC,USA,80.83,2025-04-15,42.68,2.35,1.01,3.757,0.000,218,24.37%,33.89%  (  +5.80%),100.00%,"17,955",9,4,4,88
IBKR,USA,168.11,2025-04-15,32.16,9.97,7.56,4.558,0.000,"3,828",58.19%,47.79%  (  -5.11%),69.92%,"60,203",8,5,5,88
UNH,USA,488.65,2025-04-15,47.45,14.19,1.12,4.588,0.000,"26,172",32.33%,36.00%  (  -0.41%),83.20%,"311,108",7,5,5,76
UAL,USA,73.67,2025-04-15,30.12,5.63,0.42,6.531,0.000,"39,079",54.31%,63.79%  (  -2.50%),88.21%,"795,959",8,5,5,85
CSX,USA,30.01,2025-04-16,35.70,0.70,3.91,3.550,0.000,"12,061",22.01%,24.84%  (  -1.45%),35.20%,"123,851",9,4,4,65
GEV,USA,313.63,2025-04-24,45.95,21.54,2.48,8.763,0.000,"11,868",58.86%,58.82%  (  -4.84%),65.62%,"151,979",7,5,5,85
IBM,USA,248.35,2025-04-23,47.12,7.20,3.67,6.193,0.000,"23,195",26.30%,28.45%  (  -1.99%),53.48%,"332,621",8,4,4,85
SLM,USA,29.26,2025-04-23,49.10,1.11,2.03,8.187,0.000,651,33.76%,39.78%  (  -3.75%),46.20%,"48,093",9,5,5,78
EPRT,USA,31.70,2025-04-23,49.85,0.82,13.26,7.567,0.000,17,20.47%,30.49%  (  +0.39%),36.26%,954,6,4,4,80
META,USA,607.60,2025-04-23,39.08,25.03,9.36,8.394,0.000,"490,924",33.16%,37.47%  (  -5.71%),43.08%,"2,162,493",9,5,5,85
TEL,Ireland,145.88,2025-04-23,45.55,3.89,2.75,5.615,0.000,456,26.76%,27.91%  (  -1.60%),68.49%,"11,404",10,4,4,75
HUM,USA,252.88,2025-04-23,42.19,9.50,0.26,6.711,0.000,"6,970",35.39%,69.52%  (  -3.56%),88.10%,"152,824",7,4,4,70
VRT,USA,87.45,2025-04-23,42.19,7.55,4.16,10.541,0.000,"49,234",78.20%,70.15%  (  -9.23%),54.28%,"621,437",6,5,5,90
FTI,UK,27.24,2025-04-24,43.49,1.06,1.26,8.373,0.000,612,38.36%,37.89%  (  -3.05%),52.67%,"20,333",8,5,4,88
NOW,USA,844.33,2025-04-23,38.04,37.12,15.84,6.608,0.000,"9,324",40.72%,38.83%  (  -2.30%),69.79%,"101,918",9,5,5,88
BSX,USA,97.16,2025-04-23,41.47,2.61,8.56,5.753,0.000,"10,343",26.27%,28.10%  (  -3.96%),57.60%,"231,046",9,5,5,90
WAB,USA,178.69,2025-04-23,40.08,4.94,2.94,5.413,0.000,30,37.76%,29.08%  (  -2.53%),79.71%,"5,823",6,5,5,75
HAS,USA,59.79,2025-04-23,41.51,1.91,2.02,9.114,0.000,411,45.30%,28.51%  (  -3.05%),24.69%,"37,299",10,5,5,65
STX,Ireland,87.90,2025-04-22,35.83,3.21,2.32,7.174,0.000,"5,507",33.28%,37.42%  (  -2.33%),49.67%,"116,941",5,4,4,82
NSC,USA,232.30,2025-04-23,37.47,5.85,4.34,4.122,0.000,253,21.86%,27.33%  (  -4.28%),61.01%,"19,057",9,4,4,80
BA,USA,161.81,2025-04-23,43.60,6.21,1.83,5.109,0.000,"73,839",37.83%,37.95%  (  -3.52%),46.63%,"1,135,878",9,4,4,50
TMO,USA,522.05,2025-04-23,44.19,12.53,4.59,4.079,0.000,"2,615",21.07%,26.47%  (  -1.52%),71.81%,"50,670",8,5,5,79
APH,USA,63.00,2025-04-23,41.97,2.23,5.01,7.267,0.000,"4,794",30.70%,36.41%  (  +0.39%),72.31%,"74,443",7,5,4,85
MAT,USA,19.75,2025-04-22,39.43,0.56,1.21,8.642,0.000,103,49.85%,30.20%  (  +1.75%),30.64%,"19,957",10,4,4,80
TMHC,USA,58.69,2025-04-29,38.64,2.02,0.73,7.838,0.000,14,32.17%,38.80%  (  -0.23%),71.40%,"3,043",4,5,5,82
MTH,USA,70.42,2025-04-23,40.18,2.57,0.79,5.638,0.000,159,35.87%,41.48%  (  -3.87%),59.83%,"5,934",6,4,4,75
RJF,USA,142.39,2025-04-23,36.11,4.22,1.90,6.159,0.000,295,25.81%,31.28%  (  -3.59%),70.77%,"11,970",7,4,4,80
PG,USA,167.97,2025-04-24,43.84,3.38,4.67,2.955,0.000,"21,141",21.48%,18.77%  (  -1.12%),71.08%,"351,354",7,4,4,80
PEP,USA,148.59,2025-04-24,44.73,3.67,2.22,3.154,0.000,"27,416",25.31%,21.65%  (  -2.82%),71.42%,"323,360",4,4,4,78
VLO,USA,129.14,2025-04-24,48.73,4.81,0.31,3.264,0.000,"5,792",38.66%,36.99%  (  -2.74%),61.42%,"154,129",8,5,5,60
CMCSA,USA,35.43,2025-04-24,47.16,0.94,1.08,5.072,0.000,"27,266",25.36%,26.31%  (  -3.43%),43.37%,"581,268",8,4,4,80
PINS,USA,31.95,2025-04-29,39.99,1.56,5.94,13.897,0.000,"48,188",67.89%,40.34%  (  -5.44%),33.76%,"450,123",9,5,5,80
EBC,USA,16.27,2025-04-24,39.23,0.51,3.25,8.736,0.000,31,30.91%,48.78%  (  +6.64%),57.65%,"1,620",8,4,4,75
AAL,USA,10.87,2025-04-24,19.40,0.68,0.13,7.441,0.000,"127,533",43.05%,55.59%  (  -3.53%),79.83%,"3,227,485",8,4,4,70
MBLY,USA,14.97,2025-04-24,43.45,1.05,7.35,14.445,0.000,"4,162",63.52%,71.80%  (  -1.38%),45.34%,"341,537",4,4,4,70
TBBB,Virgin Islands (British),25.06,2025-03-17,39.55,1.09,0.93,8.984,6.685,1,38.07%,52.15%  (  -1.51%),18.07%,828,7,4,4,80
AOS,USA,66.85,2025-04-24,48.95,1.64,2.51,6.476,0.000,113,21.80%,27.08%  (  -2.01%),60.26%,"12,625",5,4,4,70
CUZ,USA,28.68,2025-04-24,42.55,0.83,5.61,8.159,0.000,3,24.16%,45.10%  (  +2.53%),47.83%,458,8,4,4,85
HON,USA,209.47,2025-04-24,45.91,4.35,3.53,3.551,0.000,"8,683",24.21%,23.00%  (  -2.48%),54.75%,"206,731",4,4,4,75
FTAI,Cayman Islands,104.31,2025-04-24,42.74,9.89,6.13,10.248,0.000,"3,273",87.31%,78.99%  (  -9.43%),56.90%,"142,459",5,5,5,68
FBIN,USA,62.12,2025-04-29,39.10,1.96,1.65,6.701,0.000,5,27.20%,37.57%  (  +3.49%),71.39%,"1,551",8,4,4,68
HOG,USA,24.56,2025-04-24,39.93,1.10,0.59,7.827,0.000,"2,973",37.48%,43.22%  (  -2.32%),61.11%,"65,251",7,4,4,60
ASX,USA,9.66,2025-04-24,42.75,0.36,1.13,8.103,0.000,92,43.36%,44.37%  (  -3.04%),27.52%,"6,221",8,4,4,75
WDC,USA,44.53,2025-04-24,44.40,2.23,0.99,5.834,0.000,"36,448",49.67%,47.52%  (  -3.18%),68.76%,"384,964",9,5,4,70
AMZN,USA,197.95,2025-04-29,35.88,6.88,3.29,7.251,0.000,"709,580",29.35%,33.30%  (  -4.10%),42.26%,"4,085,317",9,5,5,85
COF,USA,171.87,2025-04-24,37.52,6.97,1.23,4.511,0.000,"4,694",38.99%,37.83%  (  -5.37%),59.45%,"157,645",10,4,4,68
RCL,Liberia,212.02,2025-04-24,35.10,10.97,3.46,5.936,0.000,"7,720",43.15%,46.39%  (  -3.35%),70.34%,"188,171",8,5,5,85
SSNC,USA,81.41,2025-04-24,38.93,1.89,3.41,5.817,0.000,1,25.81%,26.42%  (  -0.13%),75.73%,"6,349",6,5,5,80
DXCM,USA,70.69,2025-04-24,29.16,2.96,6.85,10.100,0.000,"6,208",42.25%,41.49%  (  -3.73%),28.05%,"136,398",7,5,5,80
SPGI,USA,486.49,2025-04-24,34.89,10.64,10.54,4.047,0.000,716,23.78%,23.44%  (  -1.67%),69.11%,"25,956",9,5,5,85
STM,USA,24.86,2025-04-24,49.41,1.01,1.67,9.184,0.000,"1,970",52.76%,47.32%  (  -0.72%),76.79%,"182,042",4,4,4,65
TMUS,USA,255.98,2025-04-24,48.83,7.05,3.59,3.845,0.000,"8,456",28.90%,27.97%  (  -1.57%),84.37%,"209,529",4,4,4,0
ROKU,USA,67.78,2025-04-24,33.77,4.93,2.41,15.252,0.000,"20,642",67.43%,57.53%  (  -4.92%),42.51%,"253,256",8,4,4,80
CDP,USA,26.79,2025-04-24,41.56,0.65,8.02,11.572,0.000,1,18.54%,44.10%  (  -20.19%),59.93%,568,6,4,4,80
FTV,USA,73.71,2025-04-23,34.63,1.66,4.02,6.067,0.000,123,20.51%,26.70%  (  -2.50%),48.75%,"2,630",7,4,4,85
CL,USA,89.82,2025-04-25,47.08,2.34,3.63,3.250,0.000,"3,693",29.34%,22.90%  (  -1.62%),62.42%,"84,920",8,4,4,85
LYB,Netherlands,74.15,2025-04-25,45.06,2.06,0.59,5.177,0.000,774,27.26%,28.19%  (  -1.53%),86.40%,"92,026",8,4,4,60
WY,USA,29.47,2025-04-24,45.51,0.73,3.00,5.267,0.000,419,23.22%,28.19%  (  -4.16%),69.60%,"27,134",8,5,5,70
AVTR,USA,16.30,2025-04-25,39.05,0.76,1.64,8.377,0.000,"4,229",54.23%,41.73%  (  -3.75%),47.97%,"42,007",8,5,5,72
CDNS,USA,247.43,2025-04-28,39.73,9.75,14.61,8.015,0.000,"2,440",38.14%,36.31%  (  -3.90%),46.03%,"51,499",7,5,5,78
CADE,USA,29.85,2025-04-28,30.80,0.96,1.85,10.654,0.000,2,25.07%,43.64%  (  -5.22%),59.03%,"2,281",9,4,4,80
SHW,USA,341.78,2025-04-22,38.43,8.50,3.72,6.201,0.000,"1,142",20.94%,26.47%  (  -1.90%),68.92%,"18,667",6,4,4,78
GOOG,USA,167.62,2025-04-24,37.49,5.12,5.80,6.490,0.000,"197,225",33.63%,31.12%  (  -3.29%),56.78%,"1,413,466",6,5,5,85
UPS,USA,116.76,2025-04-22,45.76,2.51,1.10,6.095,0.000,"25,552",19.84%,23.64%  (  -3.09%),25.82%,"423,686",7,4,4,80
TRU,USA,82.38,2025-04-24,36.03,3.24,3.84,9.198,0.000,13,39.90%,39.95%  (  -2.58%),66.52%,"11,636",8,4,4,82
TXN,USA,176.42,2025-04-22,36.83,5.70,10.26,4.948,0.000,"9,997",32.00%,33.42%  (  -2.82%),64.00%,"277,634",4,4,4,65
HAL,USA,25.07,2025-04-22,45.11,0.84,0.95,3.893,0.000,"14,713",32.84%,34.90%  (  -2.38%),61.97%,"427,256",6,4,5,75
SYF,USA,53.34,2025-04-23,32.98,2.35,1.00,6.952,0.000,889,33.81%,42.08%  (  -4.95%),67.93%,"86,757",10,4,5,75
TER,USA,86.74,2025-04-23,26.89,5.42,4.98,10.612,0.000,"1,565",63.22%,46.90%  (  -1.17%),64.86%,"78,658",10,4,5,75
ONB,USA,20.96,2025-04-22,37.34,0.71,2.26,7.597,0.000,33,32.53%,52.22%  (  +9.45%),69.48%,"6,557",10,5,5,80
MTDR,USA,48.62,2025-04-22,41.09,2.17,1.75,7.482,0.000,647,45.29%,43.13%  (  -2.26%),75.42%,"63,181",10,5,5,85
MSFT,USA,388.56,2025-04-24,42.25,9.67,11.03,4.911,0.000,"328,547",21.18%,24.93%  (  -3.60%),46.58%,"2,278,717",10,5,5,85
WFRD,Ireland,53.11,2025-04-22,33.34,2.88,0.70,9.903,0.000,88,55.36%,52.82%  (  -3.01%),68.70%,"4,278",9,5,4,70
WBS,USA,50.36,2025-04-22,37.21,1.88,2.07,6.526,0.000,144,34.90%,41.03%  (  -1.38%),73.65%,"5,364",5,5,5,75
GOOGL,USA,165.49,2025-04-24,37.05,5.15,5.80,6.498,0.000,"369,850",34.35%,31.20%  (  -3.17%),55.85%,"3,052,562",8,4,4,85
WM,USA,224.86,2025-04-23,48.67,3.88,4.10,4.143,0.000,"1,082",13.86%,18.71%  (  -0.84%),43.89%,"37,030",6,4,4,88
V,USA,331.80,2025-04-22,38.05,7.00,17.61,3.366,0.000,"27,616",18.36%,23.01%  (  -3.60%),60.13%,"294,414",7,5,5,92
PCAR,USA,99.21,2025-04-29,38.18,3.28,1.55,7.180,0.000,563,31.68%,30.22%  (  -1.11%),64.36%,"25,245",7,4,4,85
FBP,Puerto Rico,18.26,2025-04-22,39.73,0.53,2.44,8.708,0.000,41,29.64%,33.07%  (  -15.04%),43.31%,450,7,4,4,80
FI,USA,214.61,2025-04-22,41.18,5.69,5.89,4.678,0.000,"5,773",31.82%,28.99%  (  -1.05%),75.39%,"54,132",8,5,5,85
CNC,USA,58.19,2025-04-25,45.96,2.04,0.18,5.655,0.000,"3,797",36.92%,41.85%  (  -2.18%),67.65%,"134,708",10,4,4,80
CMG,USA,50.03,2025-04-23,36.84,1.79,5.99,8.148,0.000,"41,475",30.54%,35.62%  (  -3.20%),47.32%,"1,106,437",7,5,5,85
GEHC,USA,81.97,2025-04-29,34.50,2.44,1.91,6.499,0.000,"1,419",30.96%,27.34%  (  -8.24%),36.20%,"83,889",8,5,5,77
ATI,USA,51.48,2025-04-29,36.12,2.57,1.68,9.845,0.000,430,47.85%,43.43%  (  -2.42%),52.63%,"11,821",9,5,5,85
EQH,USA,51.27,2025-04-29,47.49,1.91,1.10,6.620,0.000,,,,,,9,5,5,85
MLCO,USA,5.63,2025-04-29,48.90,0.29,0.51,9.227,0.000,"2,260",52.94%,56.74%  (  -0.12%),32.83%,"66,070",6,4,4,55
BGC,USA,8.81,2025-04-29,42.66,0.38,1.88,12.242,0.000,,,,,,7,4,4,85
PYPL,USA,68.95,2025-04-29,38.29,2.38,2.15,8.805,0.000,"102,503",49.40%,34.54%  (  -3.16%),33.29%,"1,390,227",7,4,4,80
SYK,USA,369.53,2025-04-29,39.89,8.79,6.24,6.065,0.000,"2,289",19.17%,25.30%  (  +0.07%),59.58%,"26,779",4,5,5,90
IP,USA,51.41,2025-04-24,41.41,1.76,1.45,4.634,0.000,"10,280",36.06%,35.26%  (  -3.52%),55.33%,"97,549",10,4,4,75
MIR,USA,14.46,2025-04-29,43.19,0.72,3.90,12.752,0.000,28,40.36%,51.86%  (  -3.08%),29.43%,"24,226",7,5,5,70
LLY,USA,813.48,2025-04-29,39.30,26.01,17.12,6.043,0.000,"30,443",31.35%,32.39%  (  -2.07%),30.45%,"287,722",10,5,5,80
NOG,USA,29.39,2025-04-29,38.00,1.28,1.35,5.579,0.000,,,,,,8,4,4,70
TEAM,USA,218.44,2025-04-24,31.27,14.16,11.94,11.706,0.000,"8,094",71.57%,50.29%  (  -6.21%),52.21%,"93,746",8,4,4,75
BALL,USA,51.89,2025-04-25,48.63,1.33,1.24,6.609,0.000,251,31.56%,28.78%  (  -3.14%),64.93%,"30,839",4,4,4,65
