SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
U,USA,21.07,2025-05-07,52.09,1.43,1.45%,4.83,13.949,15.026,"20,997",86.26%,81.00%  (  -0.21%),42.56%,"697,862",7,4,4,75
GEO,USA,31.28,2025-05-07,59.92,1.73,38.82%,1.84,8.404,12.127,"4,097",55.66%,83.91%  (  +9.41%),43.04%,"322,408",10,5,4,80
TPG,USA,46.45,2025-05-07,50.28,2.57,-18.62%,4.95,7.138,9.635,"3,082",75.07%,54.95%  (  +4.42%),65.58%,"15,440",5,4,4,80
VST,USA,129.63,2025-05-07,57.63,8.53,4.10%,2.28,8.910,11.578,"26,939",88.82%,69.53%  (  +3.17%),44.91%,"369,473",8,5,5,90
TRMB,USA,62.14,2025-05-07,50.37,2.50,-4.34%,4.03,6.708,8.533,"1,212",56.53%,43.28%  (  -0.32%),53.58%,"16,847",7,5,4,80
TEVA,USA,15.51,2025-05-07,58.64,0.65,-11.51%,1.08,8.163,10.264,"8,143",50.03%,68.53%  (  +17.08%),87.61%,"936,613",6,5,4,65
COR,USA,292.67,2025-05-07,67.95,6.60,19.65%,0.19,4.839,5.344,"2,265",20.37%,26.52%  (  +1.12%),55.23%,"48,369",4,4,4,80
APP,USA,269.31,2025-05-07,49.88,26.80,13.85%,19.35,14.752,21.788,"40,740",121.42%,120.13%  (  +2.96%),79.68%,"360,020",10,4,5,85
DASH,USA,192.89,2025-05-07,57.87,9.05,19.14%,7.62,9.596,11.002,"6,710",62.56%,59.51%  (  +1.17%),63.27%,"201,247",9,4,4,75
IONQ,USA,27.46,2025-05-07,54.70,2.57,22.01%,155.27,13.907,17.219,"29,091",112.37%,112.49%  (  +4.67%),61.69%,"390,564",9,5,5,60
ARM,USA,114.05,2025-05-07,55.41,6.89,-15.73%,32.54,11.669,12.016,"29,983",90.07%,65.97%  (  -2.50%),41.12%,"746,123",8,4,5,88
BROS,USA,59.74,2025-05-07,47.87,3.79,20.82%,7.61,13.768,16.936,"4,460",72.66%,81.43%  (  -1.80%),68.74%,"60,536",8,5,5,85
COHR,USA,64.32,2025-05-07,53.43,4.87,-22.99%,1.88,12.542,12.139,"2,231",116.92%,81.46%  (  +2.51%),58.09%,"83,277",6,5,5,70
CORZ,USA,8.10,2025-05-07,53.45,0.70,-31.22%,4.68,11.180,14.841,"19,728",109.06%,95.54%  (  +0.59%),52.09%,"1,311,117",8,5,5,60
CDE,USA,5.55,2025-05-07,44.91,0.39,-10.98%,3.42,15.020,14.626,"2,129",74.18%,351.88%  (  +193.05%),96.88%,"214,752",10,5,5,85
CLSK,USA,8.17,2025-05-08,50.79,0.71,-25.04%,4.91,7.603,14.115,"115,996",110.23%,94.18%  (  +0.11%),17.24%,"1,249,683",5,5,5,80
ADMA,USA,23.80,2025-05-07,63.54,1.54,33.47%,13.31,18.268,14.182,"2,799",78.02%,69.59%  (  -1.42%),52.22%,"67,226",10,4,4,85
BUD,USA,65.81,2025-05-08,62.95,1.18,12.25%,1.93,4.093,5.099,"5,002",24.81%,27.00%  (  -7.52%),40.91%,"184,116",10,5,4,85
BHVN,Virgin Islands (British),22.12,2025-05-08,48.32,2.20,-42.50%,-,11.795,19.042,705,112.13%,103.30%  (  -0.35%),43.50%,"42,646",5,5,5,0
OKLO,USA,23.74,2025-05-12,48.65,2.40,14.34%,-,11.977,18.711,"26,130",108.11%,102.13%  (  +3.52%),25.35%,"300,418",7,4,4,65
PBR,USA,11.29,2025-05-12,33.90,0.46,-17.73%,0.46,3.458,7.612,"15,744",48.19%,39.77%  (  +12.59%),43.04%,"1,020,050",7,5,4,78
CRSP,Switzerland,38.67,2025-05-14,52.07,2.23,-14.87%,89.51,7.510,12.206,"4,087",68.03%,62.21%  (  +2.59%),46.38%,"124,464",8,4,4,
CELH,USA,34.96,2025-05-06,49.16,2.04,8.08%,6.65,14.831,12.113,"20,966",51.60%,73.61%  (  +3.51%),50.96%,"639,478",7,4,5,80
SONY,USA,26.00,2025-05-13,65.86,0.74,25.62%,1.72,2.376,7.907,"9,482",40.53%,34.15%  (  -4.40%),46.70%,"93,305",9,5,4,84
GDS,USA,25.21,2025-05-28,53.75,1.96,13.60%,3.09,17.511,24.683,"2,738",95.50%,80.36%  (  -4.22%),35.67%,"30,971",6,5,4,78
GRAB,Cayman Islands,4.88,2025-05-21,62.93,0.26,15.27%,6.82,10.819,11.753,"66,969",78.13%,59.09%  (  -19.62%),43.28%,"924,906",9,5,5,75
FUTU,USA,92.31,2025-05-27,51.00,6.27,7.16%,5.97,8.267,14.658,"6,571",77.95%,63.67%  (  -1.07%),35.27%,"144,288",5,5,4,88
ROST,USA,139.00,2025-05-22,55.15,4.21,-3.45%,2.16,6.860,7.609,642,33.81%,38.07%  (  +2.94%),78.56%,"47,710",9,4,4,72
BEKE,USA,20.30,2025-05-15,49.64,1.02,8.82%,1.80,7.789,12.882,"1,633",51.37%,73.31%  (  +12.42%),45.98%,"481,905",6,5,5,80
BBWI,USA,30.51,2025-05-29,52.92,1.74,-8.28%,0.89,10.687,13.906,773,80.98%,61.75%  (  +4.25%),71.79%,"105,199",9,5,5,68
AKRO,USA,45.61,2025-05-09,65.18,2.46,35.02%,-,9.646,15.925,"1,036",66.47%,79.67%  (  +3.44%),19.88%,"25,144",7,5,5,0
RUM,USA,7.72,2025-05-13,48.12,0.53,-1.47%,35.12,15.059,14.165,"14,346",76.96%,86.34%  (  +0.52%),43.68%,"166,612",4,4,4,70
GLNG,Bermuda,42.51,2025-05-27,66.62,1.88,13.86%,17.08,9.336,16.974,"9,169",70.27%,56.72%  (  +0.96%),48.98%,"105,313",10,5,4,75
PANW,USA,186.93,2025-05-19,61.58,7.15,3.86%,14.44,9.089,10.191,"17,451",56.95%,47.40%  (  +0.63%),62.35%,"545,897",7,4,4,80
DKS,USA,187.74,2025-06-04,47.26,10.76,-11.84%,1.12,9.955,0.000,"3,346",69.45%,57.37%  (  +2.18%),59.88%,"61,140",7,4,4,88
SNOW,USA,159.49,2025-05-28,57.68,7.57,10.44%,14.69,11.778,14.870,"20,108",63.94%,66.13%  (  +2.78%),67.92%,"507,854",7,5,5,75
ANF,USA,69.42,2025-06-04,39.49,4.64,-45.51%,0.69,13.229,0.000,"6,537",79.99%,77.91%  (  -1.19%),71.50%,"134,145",9,4,4,70
BILI,USA,17.50,2025-05-22,48.28,0.86,-5.24%,1.55,10.763,13.609,"8,688",61.27%,70.32%  (  +3.04%),26.26%,"358,714",9,5,5,85
SNPS,USA,459.01,2025-05-28,59.91,18.56,-8.47%,11.70,8.904,11.826,"2,490",52.86%,40.06%  (  +0.72%),38.52%,"33,256",7,5,5,80
ADSK,USA,274.25,2025-06-10,58.40,8.27,-0.88%,9.56,5.815,0.000,907,41.01%,35.04%  (  +0.79%),43.16%,"42,577",9,5,5,75
INTU,USA,627.47,2025-05-22,59.73,19.43,0.88%,10.22,5.693,6.986,"2,508",42.18%,37.36%  (  -0.41%),56.18%,"91,489",9,5,5,90
BURL,USA,225.04,2025-05-29,45.44,11.74,-13.58%,1.33,8.185,12.014,536,56.57%,52.56%  (  +2.68%),70.89%,"58,562",7,5,5,72
GAP,USA,21.90,2025-05-29,59.10,1.25,-1.21%,0.55,7.952,14.661,"10,040",94.68%,67.18%  (  +11.18%),57.80%,"225,010",9,4,4,82
WDAY,USA,245.00,2025-05-22,58.03,8.70,-1.10%,7.79,8.742,8.720,"1,047",44.45%,44.59%  (  +0.29%),60.73%,"69,565",6,4,4,90
DECK,USA,110.83,2025-05-22,47.71,5.86,-30.52%,3.42,5.583,12.571,"5,215",74.06%,66.17%  (  +4.62%),64.23%,"123,468",6,4,4,88
DLTR,USA,81.77,2025-06-04,61.61,3.81,7.88%,0.64,12.298,0.000,"18,999",70.79%,46.10%  (  -4.71%),33.98%,"380,465",10,4,4,65
PDD,USA,105.57,2025-05-28,51.31,4.89,-8.51%,2.69,8.949,11.768,"39,651",51.77%,50.46%  (  -0.49%),44.55%,"1,351,066",4,4,4,80
GLBE,Israel,35.91,2025-05-14,51.60,2.14,-15.26%,8.08,15.562,20.442,964,87.08%,69.06%  (  +4.78%),63.72%,"87,174",6,5,5,78
ZM,USA,77.54,2025-05-19,61.25,2.43,4.66%,5.07,9.418,8.063,"5,644",40.13%,40.19%  (  -1.35%),41.50%,"241,267",6,4,4,75
TOL,USA,100.87,2025-05-20,51.07,4.10,-23.60%,0.93,5.992,8.503,"3,388",47.50%,42.27%  (  -1.58%),45.80%,"45,714",9,4,4,70
LI,USA,24.39,2025-05-19,51.05,1.00,2.93%,1.01,9.984,12.765,"6,889",53.14%,64.73%  (  +2.21%),48.66%,"273,012",9,4,4,75
NVDA,USA,108.92,2025-05-28,50.41,6.31,-13.03%,20.37,9.229,0.000,"2,387,443",75.26%,55.47%  (  +1.87%),38.99%,"21,840,140",7,5,5,85
NTNX,USA,68.70,2025-06-04,56.53,3.15,8.55%,7.90,13.097,0.000,"2,874",67.93%,49.71%  (  +0.53%),53.99%,"107,166",8,5,5,87
CRM,USA,268.71,2025-06-04,53.68,9.62,-8.21%,6.80,7.799,0.000,"18,348",46.47%,46.55%  (  +2.84%),70.85%,"508,354",6,4,4,85
PSTG,USA,45.36,2025-06-04,51.04,2.40,-18.32%,4.67,14.476,0.000,843,76.30%,59.27%  (  -0.04%),54.16%,"78,442",4,4,4,75
CRDO,Cayman Islands,43.05,2025-06-04,51.85,3.74,-8.04%,22.32,21.846,0.000,"1,566",110.02%,89.12%  (  -1.87%),49.07%,"88,629",5,5,5,82
CHWY,USA,37.50,2025-06-04,63.11,1.64,18.16%,1.31,12.474,0.000,"10,059",44.74%,48.21%  (  -11.92%),10.52%,"216,354",9,5,4,85
MRVL,USA,58.37,2025-05-29,47.55,4.07,-30.02%,8.77,9.547,16.440,"37,170",97.55%,73.57%  (  +3.67%),56.03%,"802,966",8,5,5,85
COST,USA,994.50,2025-05-29,58.80,28.60,7.00%,1.67,3.965,7.011,"49,231",30.22%,30.17%  (  +1.43%),51.65%,"273,081",6,4,5,85
DELL,USA,91.76,2025-05-29,52.67,5.15,-17.85%,0.67,10.210,14.349,"26,925",90.65%,62.94%  (  +2.24%),59.20%,"706,904",4,5,5,80
CRWD,USA,428.87,2025-06-03,64.74,20.37,28.36%,26.89,9.624,0.000,"28,816",66.71%,48.76%  (  +2.81%),38.23%,"374,339",7,5,5,85
ZS,USA,226.17,2025-05-29,65.36,9.20,17.60%,14.45,10.489,10.287,"15,655",62.03%,44.64%  (  -0.33%),33.47%,"217,684",9,5,5,85
ULTA,USA,395.64,2025-05-29,62.57,15.34,4.34%,1.59,7.885,10.080,948,46.93%,44.61%  (  +0.66%),56.53%,"67,274",9,4,4,65
VEEV,USA,233.69,2025-05-29,58.65,7.72,7.64%,13.84,8.977,12.318,519,31.91%,36.71%  (  +0.50%),50.61%,"26,543",10,4,4,80
OKTA,USA,112.16,2025-06-04,63.26,5.09,26.95%,7.46,12.035,0.000,"8,273",56.35%,69.77%  (  +8.14%),83.74%,"176,715",4,4,4,75
LULU,USA,270.77,2025-06-04,44.86,13.92,-13.72%,3.22,9.756,0.000,"11,478",70.52%,42.52%  (  -0.41%),35.68%,"185,654",9,4,4,80
ESTC,Netherlands,86.20,2025-05-29,52.04,4.47,-9.78%,6.29,17.729,18.287,845,65.75%,57.68%  (  +1.27%),42.97%,"29,829",5,5,5,80
IOT,USA,39.66,2025-06-05,53.06,2.22,-11.85%,18.07,16.060,0.000,"2,980",68.52%,55.94%  (  -5.93%),35.03%,"116,044",5,4,4,80
TCOM,USA,58.99,2025-05-19,51.25,2.23,-0.65%,5.14,11.323,13.384,"3,366",43.63%,43.80%  (  +1.94%),40.02%,"86,819",6,5,5,
S,USA,18.50,2025-05-29,52.53,0.91,-19.01%,7.42,14.847,13.800,"2,019",63.15%,60.68%  (  +3.52%),52.56%,"182,431",9,5,5,78
STNE,Cayman Islands,14.06,2025-05-08,74.15,0.57,29.61%,4.05,9.617,10.660,"5,898",64.27%,58.25%  (  -10.50%),26.79%,"115,394",10,4,4,78
HPE,USA,16.22,2025-06-03,55.12,0.79,-16.65%,0.68,9.193,0.000,"12,178",78.85%,45.81%  (  +1.72%),35.48%,"563,272",7,4,4,72
MDB,USA,172.17,2025-05-29,48.25,9.93,-31.73%,6.97,13.517,13.695,"8,000",72.65%,58.35%  (  -1.49%),41.13%,"219,593",7,5,4,70
SIG,Bermuda,59.30,2025-06-12,56.05,3.34,-22.03%,0.38,11.456,0.000,"3,029",82.48%,56.77%  (  +8.06%),46.96%,"20,584",4,4,4,70
GTLB,USA,46.67,2025-06-02,50.37,2.76,-15.59%,10.08,15.728,0.000,"1,110",72.84%,53.14%  (  -2.52%),34.08%,"102,977",6,5,5,80
ADBE,USA,374.98,2025-06-12,53.19,11.98,-21.00%,7.25,7.904,0.000,"13,768",37.22%,28.61%  (  -0.43%),20.02%,"302,631",8,4,4,85
AVGO,USA,192.47,2025-06-11,57.77,9.79,4.26%,16.60,7.327,0.000,"138,214",77.39%,46.90%  (  +1.01%),30.62%,"2,090,136",10,5,5,88
UEC,USA,5.25,2025-06-06,55.35,0.32,-16.53%,33.68,6.243,0.000,"2,571",60.42%,73.84%  (  +1.18%),69.80%,"213,620",6,4,4,0
RBRK,USA,70.53,2025-06-10,60.88,4.00,35.76%,15.10,19.038,0.000,799,80.44%,71.12%  (  +0.28%),38.03%,"39,461",6,5,5,75
ORCL,USA,140.72,2025-06-10,52.33,5.94,-11.87%,7.07,8.738,0.000,"47,694",55.76%,37.27%  (  +2.54%),39.25%,"694,552",7,4,4,90
NBIS,Netherlands,22.73,2025-05-02,46.69,2.07,-39.73%,45.52,8.357,10.454,"29,471",106.63%,89.11%  (  -3.40%),15.22%,"374,900",10,4,4,70
08:48:17 AM,,,,,,,,,,,,,,,,,,
