SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
VRT,USA,91.58,2025-04-23,47.89,6.42,4.35,10.541,16.260,"22,437",78.26%,67.45%  (  +1.18%),48.47%,"507,360",8,5,5,90
TMHC,USA,60.82,2025-04-29,49.44,1.93,0.76,7.838,0.000,18,29.84%,34.50%  (  +1.30%),58.28%,"2,631",7,5,5,82
ALKS,Ireland,33.88,2025-05-07,48.79,1.02,3.54,9.416,0.000,"1,018",34.51%,40.81%  (  +4.94%),68.11%,"4,563",9,4,4,82
AMGN,USA,306.86,2025-05-01,46.90,6.90,4.96,4.789,0.000,"17,539",21.55%,22.21%  (  +1.29%),10.83%,"159,223",5,4,4,85
BG,Switzerland,73.45,2025-04-23,48.31,1.97,0.19,6.216,9.292,453,23.13%,27.58%  (  +0.61%),44.19%,"51,163",4,4,4,65
WSC,USA,29.87,2025-05-01,41.05,1.29,2.29,8.934,0.000,93,50.88%,43.52%  (  +5.81%),42.83%,"142,225",8,4,4,65
PEP,USA,145.54,2025-04-24,40.52,3.08,2.17,3.154,5.009,"11,688",22.55%,21.18%  (  +1.67%),67.41%,"282,273",7,4,4,78
SNY,USA,55.45,2025-04-24,43.56,1.04,3.05,6.438,8.538,"5,588",21.96%,26.98%  (  +2.85%),41.87%,"31,161",4,4,4,80
BMY,USA,59.19,2025-04-24,48.76,1.54,2.49,4.518,7.828,"59,262",27.29%,31.44%  (  +2.16%),68.47%,"510,143",9,4,4,75
PG,USA,162.85,2025-04-24,34.97,3.15,4.53,2.955,4.770,"30,046",21.92%,19.36%  (  +0.06%),76.05%,"264,552",8,4,4,78
MRK,USA,87.87,2025-04-24,34.29,2.32,3.47,4.285,8.164,"126,641",25.07%,33.70%  (  +4.24%),100.00%,"568,220",9,4,4,75
GILD,USA,107.89,2025-04-24,47.27,2.59,4.68,4.169,6.886,"9,939",29.74%,26.59%  (  -0.10%),53.88%,"217,991",8,4,5,78
AAL,USA,11.51,2025-04-24,34.55,0.60,0.14,7.441,12.503,"96,964",49.29%,54.50%  (  +2.62%),75.90%,"2,799,759",6,4,4,70
CUBE,USA,41.07,2025-04-24,42.84,0.98,8.82,7.346,7.592,78,21.84%,28.50%  (  +2.91%),34.46%,"1,939",5,4,4,65
XEL,USA,67.93,2025-04-24,42.50,1.31,2.90,4.741,5.839,362,17.32%,17.83%  (  -2.66%),20.98%,"14,612",7,4,4,68
SM,USA,30.53,2025-05-01,43.16,1.39,1.30,8.246,0.000,422,52.49%,44.66%  (  +1.68%),47.90%,"22,204",9,4,4,85
LKQ,USA,40.78,2025-04-24,47.44,1.01,0.74,6.940,8.828,45,26.79%,24.91%  (  -0.76%),30.57%,"27,403",9,5,5,72
AOS,USA,66.73,2025-04-24,48.24,1.46,2.51,6.476,8.580,309,21.33%,24.70%  (  -0.64%),47.15%,"10,834",6,4,4,70
BAX,USA,32.94,2025-05-01,42.50,0.88,1.31,4.948,0.000,"1,504",34.85%,22.58%  (  -2.57%),9.80%,"66,650",7,4,4,75
WDC,USA,43.39,2025-04-24,41.89,1.87,0.97,5.834,10.986,"15,281",45.62%,47.19%  (  +6.03%),68.06%,"348,661",9,5,4,70
APD,USA,293.16,2025-04-29,38.59,6.21,5.42,6.562,0.000,845,21.19%,23.35%  (  -0.14%),33.44%,"19,565",5,4,4,72
FTV,USA,75.97,2025-04-23,47.24,1.51,4.15,6.067,7.339,30,20.94%,21.86%  (  -0.04%),34.18%,"1,388",5,4,4,85
KIM,USA,21.19,2025-05-01,47.72,0.51,7.00,6.164,0.000,21,23.64%,23.75%  (  +0.10%),28.97%,"7,463",8,4,4,70
IPG,USA,26.29,2025-04-23,42.89,0.71,0.92,6.240,12.674,387,26.14%,30.31%  (  -1.30%),50.47%,"4,823",6,4,4,68
ASX,USA,9.76,2025-04-24,45.17,0.29,1.14,8.103,10.503,121,42.27%,38.16%  (  +1.02%),21.20%,"2,815",7,4,4,75
RCL,Liberia,225.02,2025-04-24,49.53,10.58,3.67,5.936,9.555,"4,500",53.02%,41.02%  (  -1.29%),51.53%,"144,136",8,5,5,90
SGI,USA,57.50,2025-05-06,45.22,2.14,2.43,2.957,0.000,124,35.89%,34.47%  (  -2.42%),37.14%,"10,492",9,5,5,75
VLY,USA,9.11,2025-04-24,47.99,0.27,1.43,10.783,10.977,"1,197",29.37%,37.34%  (  +2.23%),23.03%,"16,347",9,4,4,75
STM,USA,24.04,2025-04-24,44.61,0.89,1.61,9.184,12.804,"2,213",52.88%,40.51%  (  -2.15%),50.07%,"159,128",5,4,4,62
AAPL,USA,223.75,2025-05-01,47.15,6.07,8.49,3.991,0.000,"646,589",27.93%,23.31%  (  -0.81%),34.56%,"4,311,586",5,4,4,87
DOC,USA,20.16,2025-04-24,48.20,0.45,5.32,5.683,6.821,137,19.41%,24.10%  (  +0.15%),22.44%,"8,396",5,5,5,78
FE,USA,37.95,2025-04-24,38.70,0.86,1.62,4.037,6.456,"1,848",39.09%,21.76%  (  +2.43%),50.20%,"68,243",5,4,4,75
AMZN,USA,205.71,2025-04-29,49.97,6.22,3.42,7.251,0.000,"441,618",28.15%,28.36%  (  -0.39%),23.58%,"3,611,257",9,5,5,85
CDP,USA,27.07,2025-04-24,46.78,0.59,8.10,11.572,15.907,1,17.67%,62.92%  (  +1.33%),81.48%,328,7,4,4,80
SSNC,USA,83.31,2025-04-24,48.54,1.66,3.49,5.817,7.222,100,19.80%,21.30%  (  -1.95%),53.84%,"5,725",6,5,5,80
HOG,USA,25.58,2025-04-24,48.61,1.00,0.61,7.827,10.947,935,39.28%,46.54%  (  -0.01%),73.33%,"59,529",7,4,4,60
FSLR,USA,131.46,2025-05-07,40.52,6.63,3.35,7.950,0.000,"29,701",55.76%,52.60%  (  -1.01%),32.92%,"407,004",9,5,5,75
DXCM,USA,73.55,2025-04-24,40.55,2.86,7.13,10.100,10.099,"4,078",45.57%,39.88%  (  +1.58%),24.90%,"114,281",8,5,5,80
FBIN,USA,62.79,2025-04-29,43.85,1.78,1.67,6.701,0.000,35,27.14%,34.06%  (  -1.87%),54.42%,"1,004",6,4,4,68
DLR,USA,151.42,2025-05-01,44.98,4.94,9.18,4.447,0.000,"1,461",34.33%,28.63%  (  +0.67%),46.59%,"64,542",10,4,4,92
EXLS,USA,47.20,2025-05-01,48.69,1.25,4.17,7.164,0.000,2,25.84%,29.60%  (  -1.71%),29.85%,"2,158",10,5,5,85
EBC,USA,16.76,2025-04-24,47.90,0.45,3.34,8.736,9.121,91,29.69%,33.53%  (  -3.93%),35.86%,"1,815",8,4,4,80
TAL,USA,13.03,2025-04-24,47.10,0.70,2.88,10.000,15.816,316,52.58%,80.58%  (  +19.01%),37.52%,"57,398",7,5,4,75
CNC,USA,58.94,2025-04-25,48.88,1.76,0.18,5.655,0.000,"1,119",32.55%,39.87%  (  -0.28%),62.10%,"102,356",10,4,4,80
CL,USA,89.59,2025-04-25,46.48,2.01,3.62,3.250,0.000,"2,565",26.25%,22.22%  (  -0.58%),58.96%,"76,726",10,4,4,85
ARES,USA,155.63,2025-05-01,46.78,6.32,11.64,6.110,0.000,325,46.21%,36.45%  (  +1.30%),53.39%,"19,821",6,4,4,80
GNTX,USA,24.52,2025-04-25,48.14,0.59,2.41,6.289,0.000,29,24.76%,26.75%  (  +1.17%),32.06%,"3,800",6,4,4,55
PSX,USA,125.49,2025-04-25,49.59,3.62,0.36,3.081,0.000,"1,181",31.93%,28.20%  (  -0.25%),43.98%,"63,020",8,4,4,75
NVT,Ireland,58.45,2025-05-02,48.15,2.29,2.93,9.189,0.000,"2,059",38.14%,42.08%  (  +5.01%),50.47%,"28,444",7,5,5,80
AVTR,USA,16.35,2025-04-25,41.66,0.66,1.64,8.377,0.000,"1,179",44.76%,38.58%  (  -2.36%),41.38%,"34,787",8,5,5,72
ABBV,USA,201.34,2025-04-25,41.83,4.72,6.31,4.162,0.000,"79,116",19.48%,25.22%  (  +3.26%),63.32%,"338,085",10,5,4,85
WY,USA,29.20,2025-04-24,43.88,0.70,2.97,5.267,7.791,216,24.84%,24.55%  (  +1.45%),42.23%,"23,409",8,5,5,70
LYB,Netherlands,69.85,2025-04-25,34.10,1.89,0.56,5.177,0.000,"7,014",27.68%,26.06%  (  +1.37%),71.55%,"62,154",8,4,4,68
NUE,USA,127.56,2025-04-28,45.62,4.66,0.96,5.085,0.000,"10,152",38.15%,34.36%  (  -0.93%),45.53%,"129,504",8,4,4,80
BRX,USA,26.00,2025-05-05,44.50,0.59,6.18,6.580,0.000,34,23.34%,43.58%  (  -9.00%),50.10%,303,4,4,4,78
NXPI,Netherlands,211.33,2025-05-05,49.27,7.90,4.25,6.447,0.000,"2,571",45.44%,35.88%  (  -0.87%),44.39%,"38,178",5,5,5,60
CADE,USA,31.15,2025-04-28,47.09,0.89,1.93,10.654,0.000,5,26.81%,43.58%  (  -2.87%),58.90%,"1,494",8,4,4,80
CCK,USA,87.15,2025-05-05,44.96,2.03,0.87,6.707,0.000,25,23.46%,26.42%  (  -0.74%),48.55%,"8,169",10,5,5,78
KO,USA,68.81,2025-04-29,48.09,1.18,6.33,2.437,0.000,"32,046",21.89%,15.86%  (  -0.22%),49.00%,"664,846",6,5,5,85
AGNC,USA,9.93,2025-04-28,39.34,0.18,1.86,4.125,0.000,"56,679",16.78%,19.24%  (  -0.06%),24.44%,"681,603",7,4,4,70
AXTA,Bermuda,34.18,2025-05-07,44.13,0.93,1.41,6.128,0.000,11,27.75%,32.34%  (  -0.97%),62.79%,"1,682",5,4,5,90
ECL,USA,251.20,2025-04-29,40.03,4.58,4.52,6.662,0.000,85,22.47%,19.23%  (  +0.27%),40.59%,"9,738",4,4,5,82
PFE,USA,25.55,2025-05-07,41.77,0.52,2.28,4.412,0.000,"248,297",17.96%,25.18%  (  +1.74%),48.27%,"2,809,927",8,4,4,80
AZN,USA,73.05,2025-04-24,40.50,1.30,4.19,4.852,5.556,"13,167",18.95%,24.11%  (  +1.77%),43.87%,"168,774",9,5,4,80
UPS,USA,109.95,2025-04-22,32.78,2.75,1.03,6.095,5.392,"66,912",24.13%,23.35%  (  +3.94%),24.35%,"320,954",6,4,4,80
SYF,USA,55.85,2025-04-23,45.43,2.05,1.05,6.952,10.967,"4,834",34.64%,35.22%  (  +0.25%),40.96%,"50,412",9,4,5,65
ONB,USA,21.47,2025-04-22,44.76,0.59,2.32,7.597,9.377,22,32.47%,45.56%  (  +3.50%),59.65%,"5,044",9,5,5,80
GPK,USA,25.27,2025-04-29,35.93,0.70,0.86,8.524,0.000,11,24.47%,29.40%  (  +0.47%),33.59%,"3,557",5,4,4,78
ENTG,USA,94.22,2025-05-07,41.26,4.04,4.40,10.167,0.000,985,43.51%,42.90%  (  +3.03%),44.62%,"6,849",7,5,5,78
WBS,USA,52.67,2025-04-22,48.08,1.61,2.16,6.526,11.250,"1,305",34.67%,35.60%  (  -1.54%),57.68%,"7,187",6,5,5,75
TER,USA,89.95,2025-04-23,35.77,4.36,5.17,10.612,13.008,"1,836",64.65%,39.44%  (  -0.61%),38.94%,"67,879",10,4,5,75
PCAR,USA,99.24,2025-04-29,41.71,2.75,1.55,7.180,0.000,"1,682",32.38%,28.78%  (  +0.86%),59.46%,"26,445",5,4,4,85
MSFT,USA,395.16,2025-04-24,49.83,8.46,11.22,4.911,5.068,"220,222",21.52%,21.73%  (  -0.30%),29.21%,"1,927,010",10,5,5,85
TXN,USA,183.97,2025-04-22,48.62,5.23,10.70,4.948,7.229,"8,503",33.59%,30.93%  (  -0.06%),53.46%,"230,516",7,4,4,65
SHW,USA,341.16,2025-04-22,43.06,8.06,3.71,6.201,8.017,567,21.25%,23.42%  (  +0.93%),47.15%,"18,323",5,4,4,78
NEE,USA,68.59,2025-04-22,40.57,1.85,5.78,3.951,6.236,"15,011",27.30%,27.03%  (  -0.86%),35.17%,"459,437",8,4,4,85
GOOG,USA,172.79,2025-04-24,49.19,4.77,5.98,6.490,6.525,"118,670",27.72%,28.08%  (  -0.24%),40.55%,"1,227,169",6,5,5,85
ARCC,USA,22.31,2025-05-07,49.97,0.38,5.09,3.512,0.000,"2,806",19.04%,15.34%  (  +1.03%),28.61%,"114,129",10,5,5,78
TRU,USA,87.66,2025-04-24,49.11,3.00,4.09,9.198,11.922,34,43.26%,36.04%  (  +1.49%),49.94%,"9,234",9,4,5,82
GOOGL,USA,170.56,2025-04-24,48.86,4.76,5.98,6.498,6.699,"228,368",27.47%,28.29%  (  -0.36%),40.41%,"2,703,233",9,4,4,85
TENB,USA,36.78,2025-05-07,44.28,1.12,4.92,10.853,0.000,40,24.56%,39.69%  (  -2.46%),44.38%,"1,715",6,4,4,80
GEHC,USA,82.46,2025-04-29,39.86,1.97,1.92,6.499,0.000,"2,521",30.54%,24.64%  (  -1.83%),25.54%,"88,925",9,5,5,77
HST,USA,14.80,2025-04-30,38.22,0.45,1.82,5.090,0.000,357,30.55%,27.44%  (  +2.40%),48.28%,"33,928",9,4,4,79
TECH,USA,59.98,2025-05-07,38.93,2.45,7.93,9.431,0.000,12,35.49%,45.94%  (  +6.16%),71.57%,"1,240",8,4,4,88
ATI,USA,54.24,2025-04-29,48.35,2.18,1.77,9.845,0.000,199,38.73%,37.37%  (  -0.02%),36.85%,"9,587",10,5,5,85
FLEX,Singapore,36.80,2025-05-07,49.26,1.47,0.55,9.654,0.000,171,40.11%,37.15%  (  +0.69%),34.10%,"16,004",8,5,5,88
EXC,USA,42.76,2025-05-01,45.61,0.82,1.87,3.981,0.000,"2,481",17.34%,18.89%  (  +1.85%),42.85%,"71,627",9,4,4,80
TRMB,USA,70.48,2025-05-02,49.59,1.99,4.70,6.708,0.000,339,29.81%,27.23%  (  -2.10%),35.34%,"21,519",4,5,5,78
INFA,USA,18.82,2025-05-07,43.32,0.74,3.98,13.986,0.000,54,76.16%,44.44%  (  -1.02%),31.45%,"13,366",8,4,4,68
IR,USA,82.37,2025-05-01,44.23,2.18,4.59,5.939,0.000,213,32.60%,27.21%  (  +0.70%),45.83%,"9,490",7,4,5,70
BRKR,USA,43.24,2025-05-01,30.34,1.94,1.95,9.189,0.000,"1,340",34.71%,47.17%  (  -2.44%),64.20%,"2,577",9,5,4,75
SRPT,USA,73.61,2025-05-07,29.25,5.47,3.76,8.883,0.000,"3,585",103.53%,49.84%  (  -0.17%),15.32%,"36,858",9,5,5,85
AEP,USA,102.50,2025-04-29,44.88,2.04,2.74,3.941,0.000,"2,025",20.96%,19.29%  (  -0.01%),40.99%,"59,148",9,4,4,75
RSI,USA,11.22,2025-05-07,45.15,0.72,2.77,21.453,0.000,422,88.00%,55.48%  (  -2.06%),21.96%,"33,622",7,5,5,85
MLCO,USA,5.45,2025-04-29,43.11,0.25,0.49,9.227,0.000,557,46.09%,50.03%  (  +1.07%),19.60%,"62,918",7,4,4,60
PYPL,USA,70.86,2025-04-29,45.79,2.06,2.21,8.805,0.000,"47,306",30.18%,29.07%  (  +0.17%),12.34%,"1,097,807",5,4,4,80
CIVI,USA,36.34,2025-05-01,43.67,1.87,0.65,6.953,0.000,471,78.03%,46.47%  (  +1.91%),57.68%,"27,764",8,4,5,75
ALKT,USA,27.62,2025-05-07,46.03,1.16,8.46,10.996,0.000,28,54.60%,40.65%  (  -5.91%),28.94%,995,8,5,4,85
PNW,USA,91.51,2025-05-01,48.67,1.58,2.13,3.973,0.000,277,17.43%,19.90%  (  +0.79%),47.62%,"2,083",10,4,4,75
GTES,UK,20.07,2025-05-07,48.71,0.75,1.50,7.436,0.000,"5,124",42.91%,38.34%  (  -13.09%),37.98%,"22,975",7,5,5,70
CORT,USA,58.32,2025-05-07,47.96,2.94,9.11,17.702,0.000,578,52.32%,78.89%  (  -2.29%),45.49%,"38,711",9,5,4,80
IQV,USA,181.39,2025-05-01,39.74,5.25,2.08,7.369,0.000,517,26.07%,33.15%  (  +3.88%),64.37%,"4,787",7,5,5,75
HLT,USA,234.67,2025-04-23,42.30,6.92,5.05,5.352,9.100,781,29.53%,27.35%  (  -0.01%),40.03%,"78,291",6,4,4,80
TTEK,USA,29.44,2025-05-07,41.87,0.90,1.46,5.389,0.000,23,29.69%,33.69%  (  -3.70%),63.61%,"21,690",8,4,4,90
Z,USA,73.56,2025-05-07,48.73,3.03,7.95,10.019,0.000,"8,222",46.39%,36.69%  (  -3.25%),6.71%,"116,443",5,4,4,75
VICI,USA,31.64,2025-05-07,48.68,0.63,8.69,4.331,0.000,"3,401",19.21%,17.67%  (  -1.23%),12.47%,"36,508",8,5,5,82
RELY,USA,21.02,2025-05-07,44.22,0.88,3.34,17.438,0.000,165,43.68%,43.61%  (  -0.85%),26.85%,"30,030",7,5,5,85
PCOR,USA,72.35,2025-05-07,49.06,2.93,9.42,12.021,0.000,407,61.48%,42.11%  (  -3.45%),42.72%,"19,056",8,5,5,75
CWAN,USA,27.60,2025-05-07,47.84,0.98,15.34,10.501,0.000,389,46.75%,42.51%  (  +5.78%),57.47%,"13,082",10,5,5,85
SYK,USA,372.87,2025-04-29,44.54,7.99,6.30,6.065,0.000,"1,585",19.06%,22.59%  (  +1.13%),43.13%,"22,754",4,5,5,90
SCI,USA,78.60,2025-05-07,47.46,1.73,2.71,6.698,0.000,48,35.28%,26.27%  (  +0.11%),48.67%,"4,006",7,5,4,81
PSN,USA,61.56,2025-05-07,46.35,2.45,0.97,7.832,0.000,"1,213",50.92%,40.49%  (  -0.82%),70.56%,"17,122",6,4,5,86
BDX,USA,228.08,2025-05-01,48.34,4.39,3.17,5.168,0.000,"2,141",15.29%,21.74%  (  +0.48%),47.61%,"39,817",8,5,5,85
APLE,USA,13.22,2025-05-01,33.81,0.37,2.21,5.667,0.000,179,26.15%,28.72%  (  +0.40%),27.93%,"11,914",10,4,4,78
EXPE,USA,176.86,2025-05-01,48.07,6.82,1.66,9.338,0.000,"3,182",41.32%,33.90%  (  -0.19%),29.01%,"81,467",7,4,4,82
NET,USA,127.50,2025-05-01,48.29,6.97,26.35,12.765,0.000,"20,548",50.52%,48.24%  (  +0.82%),31.35%,"156,868",9,4,4,80
IRM,USA,87.87,2025-05-01,43.87,2.88,4.20,5.967,0.000,"2,170",38.00%,28.09%  (  -3.77%),29.59%,"52,664",6,4,4,80
HTGC,USA,19.49,2025-05-01,49.71,0.42,6.84,5.074,0.000,435,28.56%,22.20%  (  +1.10%),43.16%,"24,582",9,4,4,80
CNH,Netherlands,12.43,2025-05-01,45.54,0.46,0.78,6.429,0.000,370,42.28%,37.06%  (  -4.79%),37.55%,"37,384",5,4,4,55
ZTS,USA,161.30,2025-05-01,42.60,3.92,7.80,7.280,0.000,"1,239",31.11%,24.33%  (  +0.15%),17.24%,"37,533",7,5,5,90
COLD,USA,21.49,2025-05-08,46.61,0.66,2.29,8.035,0.000,"3,609",33.67%,34.59%  (  -10.62%),37.82%,"1,665",4,4,4,60
