SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
TBBB,Virgin Islands (British),25.84,2025-04-09,48.34,1.07,0.96,8.984,10.640,34,35.38%,57.73%  (  +3.92%),23.75%,905,8,4,4,80
DAL,USA,46.77,2025-04-09,31.87,2.53,0.49,6.093,9.536,"29,493",50.45%,48.67%  (  -0.74%),58.05%,"920,987",6,5,5,85
PGR,USA,272.86,2025-04-11,49.38,6.92,2.12,2.611,5.644,"3,674",24.21%,26.28%  (  -0.08%),45.74%,"44,770",8,5,5,82
MS,USA,120.14,2025-04-15,44.05,4.01,1.87,3.448,7.344,"14,889",37.44%,33.32%  (  -0.36%),58.02%,"606,743",4,4,4,85
JPM,USA,241.63,2025-04-11,44.08,6.47,2.39,3.236,5.732,"78,020",27.95%,28.13%  (  -0.66%),55.71%,"810,344",8,4,5,88
BK,USA,83.55,2025-04-11,47.71,2.00,1.51,4.484,6.107,"1,638",23.92%,29.82%  (  -0.59%),67.96%,"78,857",7,4,4,85
WFC,USA,72.52,2025-04-11,47.00,2.21,1.89,4.088,7.442,"52,810",31.67%,34.58%  (  -0.27%),58.96%,"1,233,565",6,4,4,85
FAST,USA,74.73,2025-04-11,46.56,1.66,5.68,5.666,6.390,"2,948",24.81%,29.66%  (  +0.18%),64.61%,"44,640",6,4,4,75
STT,USA,90.55,2025-04-11,44.66,2.40,1.23,5.230,6.902,595,26.41%,31.18%  (  -0.24%),67.08%,"34,368",4,4,4,85
BAC,USA,42.47,2025-04-15,46.95,1.18,1.62,3.660,6.712,"133,321",30.03%,30.06%  (  -0.68%),66.20%,"2,834,434",8,5,5,80
PNC,USA,173.61,2025-04-15,34.91,4.23,2.03,3.861,6.020,"2,575",23.11%,28.44%  (  +0.71%),67.00%,"48,837",9,4,4,80
C,USA,71.98,2025-04-15,44.70,2.31,0.79,3.596,7.193,"78,321",32.40%,33.08%  (  -0.65%),56.49%,"1,855,268",6,5,5,80
FHN,USA,19.29,2025-04-16,43.98,0.63,1.98,5.189,8.308,139,34.50%,38.07%  (  -0.51%),70.97%,"34,824",4,4,5,70
CFG,USA,41.19,2025-04-16,38.81,1.26,1.45,4.379,8.131,"3,652",25.27%,35.15%  (  -2.35%),59.14%,"75,262",6,4,4,80
PLD,USA,108.42,2025-04-16,32.25,2.95,12.56,4.365,6.133,"4,827",25.51%,28.20%  (  +0.92%),42.19%,"57,595",6,4,4,74
SNV,USA,47.44,2025-04-16,42.90,1.65,1.95,3.398,8.172,"2,326",34.01%,39.90%  (  +1.58%),60.02%,"10,481",7,4,4,75
REXR,USA,39.04,2025-04-16,41.74,1.08,9.54,3.774,7.174,245,25.24%,30.28%  (  -0.09%),47.23%,"8,359",8,4,4,76
CSX,USA,29.57,2025-04-16,33.50,0.63,3.85,3.550,5.836,"1,263",22.05%,26.93%  (  -0.02%),43.91%,"135,689",9,4,4,65
HOMB,USA,28.00,2025-04-16,38.91,0.64,3.80,8.284,9.947,4,21.18%,39.85%  (  -3.13%),53.01%,"1,142",7,4,4,80
EFX,USA,244.00,2025-04-16,48.60,6.57,5.36,5.463,7.521,44,24.49%,34.53%  (  +1.56%),61.21%,"6,087",5,5,5,70
LBRT,USA,14.63,2025-04-16,32.09,0.64,0.55,5.345,10.638,251,36.77%,52.44%  (  +3.55%),69.88%,"30,583",6,4,4,72
LVS,USA,41.93,2025-04-16,38.69,1.42,2.66,4.343,8.192,"12,871",28.74%,38.77%  (  +4.96%),74.92%,"358,806",7,4,5,80
ASML,USA,716.22,2025-04-16,48.17,22.71,9.22,6.032,9.313,"17,044",40.65%,42.32%  (  -0.36%),58.00%,"162,482",6,4,4,82
ABT,USA,126.34,2025-04-16,39.18,2.70,5.22,3.897,5.447,"16,684",20.45%,24.62%  (  -0.21%),68.37%,"191,993",6,5,5,85
AA,USA,33.95,2025-04-16,49.09,1.58,0.72,4.278,11.879,"9,119",48.46%,52.12%  (  +0.80%),59.91%,"261,658",4,4,5,73
DFS,USA,164.83,2025-04-16,42.00,7.71,1.75,3.771,12.172,"1,781",47.68%,57.50%  (  -0.03%),81.17%,"49,248",7,4,4,85
THC,USA,123.20,2025-04-29,43.03,5.17,0.57,9.405,0.000,936,46.11%,39.77%  (  -2.02%),39.43%,"30,164",6,5,5,85
FR,USA,53.51,2025-04-16,37.19,1.14,10.87,4.301,9.176,5,19.38%,34.88%  (  -8.07%),63.73%,566,6,4,4,85
NDAQ,USA,75.55,2025-04-24,44.17,1.85,5.87,5.387,0.000,615,25.56%,24.31%  (  +0.89%),46.77%,"42,213",9,4,4,85
KEY,USA,16.15,2025-04-17,46.44,0.51,1.94,4.626,8.212,"7,825",28.75%,34.19%  (  -0.67%),45.14%,"211,983",7,4,4,70
TFC,USA,41.42,2025-04-17,38.52,1.13,2.21,3.911,6.664,"6,054",24.18%,31.29%  (  +0.43%),55.16%,"232,028",5,4,4,70
RF,USA,21.71,2025-04-17,38.96,0.58,2.10,4.331,6.689,"4,103",22.83%,31.14%  (  -0.36%),53.90%,"105,254",6,4,4,78
AXP,USA,270.51,2025-04-18,40.60,8.01,2.56,4.644,7.284,"10,484",29.39%,33.01%  (  -0.23%),72.09%,"231,219",8,4,4,85
HBAN,USA,15.02,2025-04-18,41.76,0.42,1.85,3.546,9.337,"6,542",25.39%,29.99%  (  -0.01%),51.40%,"76,006",8,4,4,80
BX,USA,148.29,2025-04-17,44.32,5.47,14.50,4.033,8.540,"10,250",36.48%,37.17%  (  +0.07%),51.91%,"321,612",6,4,4,88
WAL,USA,77.44,2025-04-17,42.58,3.02,1.70,6.749,13.437,703,38.44%,41.50%  (  +0.73%),47.52%,"40,136",6,5,5,75
ALK,USA,52.83,2025-04-17,30.65,2.91,0.55,7.083,15.039,"9,525",52.19%,50.52%  (  -1.40%),61.64%,"155,660",9,5,5,85
TSM,USA,176.73,2025-04-17,43.36,6.27,10.18,3.013,9.970,"86,765",39.60%,41.53%  (  -0.58%),35.81%,"1,775,525",10,5,5,85
GPC,USA,118.78,2025-04-17,42.16,3.03,0.70,6.353,9.301,"1,265",25.61%,28.00%  (  -0.61%),53.77%,"18,153",9,4,5,68
BANC,USA,14.09,2025-04-22,44.36,0.49,1.26,9.683,0.000,47,34.50%,39.08%  (  +0.57%),40.82%,"25,062",8,4,4,70
INFY,USA,18.32,2025-04-17,28.67,0.40,3.98,4.935,9.411,"5,290",18.52%,34.38%  (  +2.31%),80.40%,"95,570",7,4,4,88
PPG,USA,110.73,2025-04-17,40.41,2.62,1.44,3.979,6.729,"1,794",23.46%,26.26%  (  -0.19%),69.66%,"43,006",9,4,4,80
UNP,USA,233.88,2025-04-24,37.65,4.43,5.88,3.214,0.000,"3,928",19.03%,24.11%  (  +2.07%),72.81%,"108,235",9,4,4,88
PNR,Ireland,87.42,2025-04-22,39.01,2.27,3.53,6.385,0.000,"1,928",22.38%,24.19%  (  -2.73%),32.17%,"13,943",4,4,4,79
ISRG,USA,492.49,2025-04-17,35.19,18.44,21.13,5.903,9.603,"4,021",36.37%,36.07%  (  +1.63%),74.30%,"85,193",9,4,5,80
KNX,USA,44.42,2025-04-23,28.33,1.58,0.97,7.766,0.000,660,25.67%,38.14%  (  +2.88%),73.67%,"33,450",6,4,4,70
IRDM,USA,27.65,2025-04-17,39.28,0.98,3.62,11.000,15.909,202,52.48%,43.78%  (  +2.01%),25.52%,"24,933",9,5,4,85
FNB,USA,13.54,2025-04-16,37.78,0.36,1.89,4.130,12.062,12,25.95%,45.89%  (  -19.53%),36.72%,"4,447",7,5,5,87
PHM,USA,102.72,2025-04-22,43.11,3.18,1.16,5.017,0.000,"2,918",28.28%,37.05%  (  -0.23%),64.83%,"44,098",8,4,4,78
DGX,USA,167.11,2025-04-22,46.44,3.97,1.88,5.881,0.000,502,22.43%,20.99%  (  -0.87%),38.53%,"16,548",4,4,4,85
STLD,USA,122.67,2025-04-22,42.48,4.35,1.05,5.917,0.000,"6,151",34.96%,35.52%  (  -0.35%),39.87%,"54,903",10,4,5,80
SAP,USA,272.53,2025-04-28,49.60,6.72,8.60,11.932,0.000,375,31.37%,29.76%  (  unch),56.55%,"34,595",9,5,5,88
IBKR,USA,173.36,2025-04-15,38.32,8.83,7.80,4.558,9.288,"3,771",57.04%,43.51%  (  -0.43%),58.66%,"62,738",8,5,5,88
OMC,USA,81.14,2025-04-15,45.01,2.16,1.02,3.757,6.256,465,23.79%,28.13%  (  +2.02%),68.02%,"18,439",10,4,4,88
UAL,USA,74.87,2025-04-15,35.21,4.88,0.43,6.531,12.929,"30,983",55.11%,57.51%  (  -2.02%),71.02%,"771,895",8,5,5,85
WFRD,Ireland,52.23,2025-04-22,34.59,2.58,0.69,9.903,0.000,248,56.59%,51.79%  (  +1.41%),65.33%,"4,297",8,5,4,70
LMT,USA,439.70,2025-04-22,37.90,12.97,1.46,3.733,0.000,"44,169",27.10%,26.97%  (  +3.88%),96.32%,"129,069",7,4,4,85
IBM,USA,243.87,2025-04-23,44.16,7.66,3.60,6.193,0.000,"29,215",27.14%,34.07%  (  +3.40%),77.02%,"335,094",9,4,4,85
CMG,USA,48.53,2025-04-23,35.44,1.63,5.81,8.148,0.000,"47,366",32.25%,37.73%  (  +1.99%),52.90%,"1,085,949",7,5,5,85
MAT,USA,19.80,2025-04-22,41.75,0.54,1.22,8.642,0.000,923,22.61%,31.27%  (  +4.87%),33.82%,"20,061",9,4,4,80
STX,Ireland,88.27,2025-04-22,39.09,2.86,2.33,7.174,0.000,"17,614",33.08%,39.06%  (  +2.39%),56.75%,"115,155",5,4,4,82
TMHC,USA,59.49,2025-04-29,43.77,1.94,0.74,7.838,0.000,7,31.31%,35.94%  (  -0.56%),62.65%,"3,102",8,5,5,82
NSC,USA,231.75,2025-04-23,37.62,5.25,4.33,4.122,0.000,437,21.32%,26.05%  (  +1.62%),53.63%,"19,187",9,4,4,80
BG,Switzerland,73.25,2025-04-23,47.00,2.04,0.18,6.216,0.000,"1,252",23.00%,28.06%  (  -1.48%),46.79%,"54,387",4,4,4,65
META,USA,596.25,2025-04-23,39.32,24.11,9.18,8.394,0.000,"753,231",34.22%,37.28%  (  -0.32%),42.42%,"2,214,403",10,5,5,85
TMO,USA,517.72,2025-04-23,42.22,11.43,4.56,4.079,0.000,"2,647",19.96%,24.85%  (  +0.33%),60.52%,"48,054",8,5,5,79
RJF,USA,141.06,2025-04-23,37.54,4.14,1.88,6.159,0.000,248,27.30%,29.94%  (  +1.37%),64.37%,"12,376",5,4,4,80
VRT,USA,88.63,2025-04-23,44.61,6.65,4.21,10.541,0.000,"26,986",77.33%,68.79%  (  +3.85%),51.36%,"634,414",8,5,5,90
LRCX,USA,75.84,2025-04-23,44.71,3.21,6.01,3.717,0.000,"40,606",45.41%,44.18%  (  +2.16%),49.54%,"583,140",7,5,5,82
WSC,USA,29.75,2025-05-01,39.33,1.36,2.28,8.934,0.000,"3,824",50.06%,46.02%  (  +1.79%),49.08%,"288,520",7,4,4,65
EPRT,USA,31.73,2025-04-23,49.65,0.75,13.28,7.567,0.000,1,19.98%,39.04%  (  +7.46%),52.29%,"1,083",7,4,4,80
HAS,USA,60.57,2025-04-23,45.11,1.76,2.04,9.114,0.000,"1,901",43.17%,29.05%  (  +1.54%),26.65%,"39,878",9,5,5,68
NOW,USA,827.75,2025-04-23,37.45,33.25,15.52,6.608,0.000,"7,289",40.98%,38.34%  (  -0.21%),67.78%,"104,258",7,5,5,88
TEL,Ireland,146.17,2025-04-23,46.12,3.49,2.75,5.615,0.000,"2,920",26.03%,24.82%  (  -2.74%),51.57%,"12,320",10,4,4,75
PG,USA,166.69,2025-04-24,42.19,3.25,4.63,2.955,0.000,"18,212",21.39%,20.24%  (  +1.43%),83.38%,"348,364",8,4,4,78
CBRE,USA,129.78,2025-04-24,44.75,4.23,1.09,6.942,0.000,639,34.10%,32.86%  (  -0.40%),65.98%,"25,378",7,4,4,85
MRK,USA,93.11,2025-04-24,49.70,2.14,3.68,4.285,0.000,"34,316",20.60%,27.18%  (  +1.02%),69.34%,"620,109",9,4,4,75
PEP,USA,145.45,2025-04-24,39.62,3.29,2.17,3.154,0.000,"25,506",22.46%,21.16%  (  +0.36%),67.25%,"327,047",7,4,4,78
TMUS,USA,255.84,2025-04-24,47.91,6.28,3.59,3.845,0.000,"3,559",27.81%,28.51%  (  +1.28%),87.13%,"212,043",4,4,4,0
GILD,USA,107.08,2025-04-24,44.62,2.77,4.64,4.169,0.000,"12,051",30.56%,27.42%  (  +1.31%),59.06%,"248,682",8,4,5,78
FTV,USA,74.79,2025-04-23,41.43,1.56,4.08,6.067,0.000,190,21.23%,23.14%  (  +0.42%),38.04%,"2,840",5,4,4,85
KLAC,USA,706.49,2025-04-24,48.22,25.83,8.66,6.933,0.000,"1,478",36.62%,37.95%  (  -0.20%),30.32%,"25,848",7,4,4,82
XEL,USA,69.11,2025-04-24,49.33,1.33,2.95,4.741,0.000,477,16.97%,19.00%  (  -0.50%),28.14%,"19,379",9,4,4,68
IPG,USA,26.51,2025-04-23,43.53,0.73,0.92,6.240,0.000,28,25.30%,27.85%  (  -0.03%),40.67%,"6,814",5,4,4,68
SPGI,USA,497.88,2025-04-24,44.46,9.89,10.79,4.047,0.000,"1,026",24.37%,21.83%  (  -0.09%),57.61%,"29,398",8,5,5,80
SSNC,USA,82.35,2025-04-24,43.93,1.74,3.45,5.817,0.000,23,26.11%,21.00%  (  -0.73%),52.54%,"6,365",8,5,5,80
AAPL,USA,218.27,2025-05-01,39.96,6.46,8.28,3.991,0.000,"924,550",28.13%,26.56%  (  -1.30%),49.85%,"5,133,062",5,4,4,87
RCL,Liberia,215.49,2025-04-24,42.85,11.04,3.52,5.936,0.000,"12,333",51.06%,43.21%  (  -0.13%),59.21%,"193,726",8,5,5,85
COF,USA,174.82,2025-04-24,43.63,6.93,1.25,4.511,0.000,"6,142",41.02%,39.95%  (  +1.17%),67.17%,"177,749",9,4,4,68
STM,USA,24.01,2025-04-24,44.15,0.95,1.61,9.184,0.000,"2,706",52.82%,45.09%  (  +1.73%),68.02%,"183,905",4,4,4,62
EXLS,USA,46.34,2025-05-01,42.46,1.26,4.09,7.164,0.000,16,25.27%,32.86%  (  -2.97%),36.07%,"2,449",10,5,5,85
FBIN,USA,62.41,2025-04-29,41.24,1.79,1.66,6.701,0.000,20,26.16%,39.22%  (  +3.39%),79.36%,"1,550",7,4,4,68
KIM,USA,20.75,2025-05-01,40.23,0.51,6.85,6.164,0.000,37,22.14%,25.71%  (  -4.89%),33.36%,"7,671",7,4,4,70
HON,USA,210.12,2025-04-24,47.72,4.05,3.54,3.551,0.000,"14,689",18.02%,22.96%  (  +1.22%),54.49%,"213,359",4,4,4,75
BAX,USA,33.19,2025-05-01,43.58,0.89,1.32,4.948,0.000,"2,937",34.23%,29.70%  (  +1.53%),28.18%,"72,573",8,4,4,75
CUBE,USA,41.61,2025-04-24,46.63,0.99,8.94,7.346,0.000,27,21.39%,28.20%  (  -0.65%),33.69%,"8,728",4,4,4,68
FE,USA,39.56,2025-04-24,48.58,0.83,1.69,4.037,0.000,380,38.20%,18.80%  (  -0.63%),33.02%,"67,720",7,4,4,75
PINS,USA,32.42,2025-04-29,44.18,1.50,6.03,13.897,0.000,"18,013",68.82%,39.54%  (  -1.51%),32.19%,"510,284",10,5,5,80
FTAI,Cayman Islands,107.23,2025-04-24,46.06,8.48,6.28,10.248,0.000,"3,585",85.26%,66.28%  (  -2.31%),40.86%,"136,912",5,5,5,68
DXCM,USA,73.80,2025-04-24,39.96,2.87,7.15,10.100,0.000,"2,586",44.70%,44.34%  (  +4.46%),33.60%,"140,017",8,5,5,80
LKQ,USA,40.40,2025-04-24,44.51,1.04,0.73,6.940,0.000,198,26.64%,26.29%  (  +0.40%),36.14%,"28,771",8,5,5,72
ASX,USA,9.75,2025-04-24,44.62,0.31,1.14,8.103,0.000,139,42.24%,44.55%  (  +7.68%),27.70%,"6,248",7,4,4,75
EBC,USA,16.59,2025-04-24,45.04,0.47,3.31,8.736,0.000,30,28.90%,45.40%  (  +6.93%),52.81%,"1,679",7,4,4,80
DLR,USA,150.38,2025-05-01,42.45,4.88,9.11,4.447,0.000,"3,939",31.99%,29.43%  (  +0.29%),50.06%,"59,081",10,4,4,92
APD,USA,291.65,2025-04-29,36.37,6.66,5.39,6.562,0.000,"1,612",25.93%,22.65%  (  -0.77%),29.89%,"32,526",4,4,4,72
MBLY,USA,14.56,2025-04-24,42.20,0.97,7.15,14.445,0.000,"6,034",63.68%,69.01%  (  -1.87%),41.15%,"355,449",4,4,4,70
AOS,USA,66.50,2025-04-24,46.77,1.46,2.50,6.476,0.000,"1,788",21.47%,24.43%  (  +0.39%),45.67%,"13,070",6,4,4,70
AMZN,USA,196.21,2025-04-29,37.52,6.39,3.26,7.251,0.000,"614,555",27.85%,30.68%  (  -0.60%),32.36%,"4,185,608",8,5,5,85
DOC,USA,20.03,2025-04-24,45.56,0.45,5.29,5.683,0.000,587,18.87%,23.55%  (  -0.16%),20.91%,"24,016",6,5,5,80
AAL,USA,11.39,2025-04-24,30.94,0.60,0.14,7.441,0.000,"70,717",47.47%,52.63%  (  +1.39%),69.12%,"3,253,214",7,4,4,70
HOG,USA,24.71,2025-04-24,42.21,1.02,0.59,7.827,0.000,"3,492",39.33%,44.01%  (  +1.11%),64.02%,"65,498",7,4,4,60
CDP,USA,26.75,2025-04-24,41.47,0.59,8.00,11.572,0.000,5,17.81%,63.35%  (  +11.15%),82.05%,569,7,4,4,80
SM,USA,30.67,2025-05-01,42.61,1.37,1.30,8.246,0.000,220,53.11%,44.62%  (  -1.19%),47.75%,"24,528",9,4,4,85
WDC,USA,43.66,2025-04-24,42.17,1.91,0.97,5.834,0.000,"11,620",49.84%,44.20%  (  +0.50%),61.63%,"410,145",9,5,4,70
TAL,USA,13.15,2025-04-24,48.27,0.75,2.91,10.000,0.000,"1,728",54.21%,58.40%  (  +1.99%),21.20%,"70,522",7,5,4,75
CNC,USA,58.90,2025-04-25,48.74,1.81,0.18,5.655,0.000,"4,667",32.46%,44.15%  (  +6.04%),74.08%,"127,953",9,4,4,80
CL,USA,90.30,2025-04-25,48.73,2.07,3.65,3.250,0.000,"5,924",26.17%,25.16%  (  +3.93%),73.93%,"83,208",10,4,4,85
LYB,Netherlands,71.55,2025-04-25,37.75,1.91,0.57,5.177,0.000,"2,661",26.75%,25.94%  (  +0.77%),70.76%,"95,317",8,4,4,68
NVT,Ireland,57.13,2025-05-02,43.34,2.35,2.87,9.189,0.000,"1,606",38.75%,47.74%  (  +3.80%),67.00%,"43,022",7,5,5,80
WY,USA,29.18,2025-04-24,43.04,0.72,2.97,5.267,0.000,"1,412",24.53%,26.32%  (  +0.77%),55.32%,"27,433",8,5,5,70
ARES,USA,147.71,2025-05-01,37.00,6.46,11.05,6.110,0.000,"1,580",43.68%,37.63%  (  -0.82%),57.36%,"20,366",6,4,4,80
AVTR,USA,16.54,2025-04-25,43.21,0.69,1.66,8.377,0.000,587,56.13%,42.31%  (  -19.25%),49.18%,"43,212",8,5,5,72
GNTX,USA,23.91,2025-04-25,40.85,0.60,2.35,6.289,0.000,191,23.99%,28.34%  (  -3.91%),37.20%,"7,418",6,4,4,55
PSX,USA,125.49,2025-04-25,49.71,3.77,0.36,3.081,0.000,"3,273",32.75%,29.32%  (  -0.33%),50.31%,"79,556",8,4,4,75
AON,Ireland,390.35,2025-04-25,46.62,6.81,5.35,5.435,0.000,759,13.38%,19.54%  (  -0.11%),41.72%,"19,210",9,4,4,77
BRX,USA,25.60,2025-05-05,38.39,0.59,6.09,6.580,0.000,1,23.92%,52.58%  (  +3.29%),64.00%,383,6,4,4,78
NXPI,Netherlands,200.64,2025-05-05,39.05,7.77,4.03,6.447,0.000,"1,391",43.27%,38.11%  (  -0.09%),53.91%,"40,850",6,5,5,60
NUE,USA,122.01,2025-04-28,36.33,4.66,0.92,5.085,0.000,"23,557",39.77%,38.91%  (  +0.89%),64.38%,"155,144",8,4,4,80
AGNC,USA,10.17,2025-04-28,47.75,0.17,1.91,4.125,0.000,"20,211",16.01%,21.71%  (  -0.61%),35.24%,"975,053",7,4,4,70
CCK,USA,87.70,2025-05-05,46.46,2.04,0.87,6.707,0.000,126,23.37%,31.37%  (  +6.67%),70.62%,"15,673",10,5,5,78
KO,USA,68.67,2025-04-29,47.24,1.28,6.32,2.437,0.000,"112,600",22.03%,17.34%  (  +1.20%),63.39%,"750,531",7,5,5,85
CADE,USA,30.32,2025-04-28,38.50,0.89,1.88,10.654,0.000,4,24.45%,47.45%  (  +7.93%),66.82%,"2,278",9,4,4,80
ECL,USA,251.00,2025-04-29,38.74,4.75,4.51,6.662,0.000,"2,177",22.64%,18.17%  (  -0.80%),33.27%,"9,718",4,4,5,82
AZN,USA,74.93,2025-04-24,48.50,1.21,4.30,4.852,0.000,"7,976",18.37%,21.33%  (  -0.82%),29.24%,"199,200",9,5,4,80
KRG,USA,22.09,2025-04-29,45.38,0.56,5.72,8.577,0.000,12,27.46%,40.61%  (  -2.59%),49.09%,405,8,4,4,70
TRU,USA,85.34,2025-04-24,44.09,3.12,3.98,9.198,0.000,77,42.29%,36.04%  (  -0.48%),49.93%,"10,648",9,4,5,82
NEE,USA,70.88,2025-04-22,48.03,1.83,5.97,3.951,0.000,"22,915",27.37%,27.00%  (  -0.70%),34.99%,"569,366",9,4,4,85
ONB,USA,21.20,2025-04-22,41.30,0.62,2.29,7.597,0.000,24,32.26%,41.53%  (  -9.45%),53.69%,"6,661",9,5,5,80
V,USA,335.66,2025-04-22,43.65,6.36,17.82,3.366,0.000,"23,016",18.56%,21.26%  (  +0.73%),48.42%,"296,631",6,5,5,92
HAL,USA,24.74,2025-04-22,42.32,0.75,0.94,3.893,0.000,"27,048",29.52%,33.52%  (  +0.35%),54.77%,"447,188",6,5,5,75
GEHC,USA,81.49,2025-04-29,34.50,2.07,1.89,6.499,0.000,"1,399",30.40%,29.35%  (  +2.26%),44.12%,"94,951",8,5,5,77
UPS,USA,115.10,2025-04-22,41.84,2.52,1.08,6.095,0.000,"52,544",19.11%,21.00%  (  -3.32%),12.77%,"415,072",6,4,4,80
WBS,USA,51.62,2025-04-22,43.36,1.70,2.12,6.526,0.000,813,34.46%,39.26%  (  -2.27%),68.45%,"6,244",4,5,5,75
GOOG,USA,166.25,2025-04-24,39.58,4.96,5.75,6.490,0.000,"160,683",27.38%,29.39%  (  -0.46%),47.56%,"1,453,520",6,5,5,85
PCAR,USA,97.11,2025-04-29,36.08,2.94,1.51,7.180,0.000,"3,377",32.05%,29.17%  (  +1.32%),60.79%,"28,027",5,4,4,85
WM,USA,224.91,2025-04-23,48.08,3.74,4.10,4.143,0.000,804,13.62%,17.34%  (  -0.23%),35.04%,"37,726",9,4,4,88
TXN,USA,179.00,2025-04-22,41.48,5.14,10.41,4.948,0.000,"8,313",32.29%,31.45%  (  +1.00%),55.67%,"280,315",7,4,4,65
SHW,USA,334.41,2025-04-22,34.26,8.27,3.64,6.201,0.000,"2,880",19.97%,24.33%  (  +0.03%),53.65%,"21,385",5,4,4,78
FI,USA,218.09,2025-04-22,46.48,5.28,5.98,4.678,0.000,"2,866",25.68%,25.75%  (  +0.81%),58.58%,"49,734",8,5,5,88
TER,USA,87.51,2025-04-23,30.31,4.62,5.03,10.612,0.000,"1,006",63.30%,41.52%  (  -0.08%),46.18%,"75,470",10,4,5,75
ST,UK,27.15,2025-05-05,44.56,0.93,1.03,8.637,0.000,283,39.81%,34.63%  (  +0.41%),47.38%,"17,008",8,4,4,62
GOOGL,USA,163.99,2025-04-24,38.95,4.95,5.75,6.498,0.000,"254,607",27.13%,29.60%  (  -0.99%),47.35%,"3,150,059",7,4,4,85
MSFT,USA,391.26,2025-04-24,46.38,9.07,11.11,4.911,0.000,"301,375",21.78%,22.60%  (  -1.08%),33.93%,"2,272,487",10,5,5,85
SYF,USA,54.02,2025-04-23,37.87,2.14,1.01,6.952,0.000,506,33.26%,37.21%  (  -1.52%),48.81%,"85,662",9,4,5,65
HST,USA,14.69,2025-04-30,34.84,0.46,1.81,5.090,0.000,268,29.62%,26.56%  (  unch),43.54%,"46,623",7,4,4,79
ATI,USA,52.04,2025-04-29,40.05,2.23,1.70,9.845,0.000,"1,016",36.46%,40.58%  (  +0.99%),45.20%,"13,484",9,5,5,85
IQV,USA,185.89,2025-05-01,45.14,5.19,2.13,7.369,0.000,77,25.31%,31.77%  (  -2.13%),57.27%,"13,447",7,5,5,75
SYK,USA,371.11,2025-04-29,42.42,8.07,6.27,6.065,0.000,"1,062",19.08%,22.47%  (  +0.42%),42.35%,"28,714",5,5,5,90
IP,USA,51.39,2025-04-24,42.15,1.57,1.45,4.634,0.000,"6,225",33.22%,35.17%  (  +1.52%),54.97%,"112,495",10,4,4,75
PYPL,USA,70.19,2025-04-29,43.47,2.18,2.18,8.805,0.000,"116,407",30.43%,31.10%  (  -0.14%),20.13%,"1,367,605",6,4,4,80
MLCO,USA,5.54,2025-04-29,45.69,0.26,0.50,9.227,0.000,"1,275",47.94%,51.96%  (  -2.81%),23.41%,"65,815",7,4,4,60
GDDY,USA,180.33,2025-05-01,47.69,5.08,5.58,6.366,0.000,536,49.39%,26.95%  (  -0.53%),31.19%,"25,764",6,4,5,78
BRKR,USA,44.45,2025-05-01,33.50,1.97,2.00,9.189,0.000,126,40.64%,46.08%  (  -0.41%),60.96%,"4,568",8,5,4,75
CIVI,USA,34.79,2025-05-01,38.14,1.89,0.62,6.953,0.000,715,78.53%,48.80%  (  +0.46%),63.32%,"35,373",7,5,5,75
HLT,USA,229.33,2025-04-23,36.44,7.45,4.94,5.352,0.000,"2,154",28.73%,27.79%  (  +0.55%),41.89%,"81,045",6,4,4,80
