SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
IR,USA,80.96,2025-05-01,38.89,2.24,4.51,5.939,0.000,218,32.61%,28.51%  (  +0.45%),52.02%,"14,985",4,4,5,70
LLY,USA,837.57,2025-04-29,46.63,24.77,17.63,6.043,0.000,"30,851",29.25%,30.72%  (  +1.35%),25.33%,"286,205",10,5,5,80
APLE,USA,13.33,2025-05-01,34.69,0.38,2.23,5.667,0.000,"2,261",26.45%,26.53%  (  -1.39%),23.50%,"10,194",10,4,4,78
BTSG,USA,18.05,2025-05-01,45.18,0.92,0.28,13.682,0.000,25,49.75%,55.13%  (  +2.02%),37.85%,"2,221",4,5,5,70
SHAK,USA,90.70,2025-05-01,40.13,5.01,3.08,10.393,0.000,"2,068",70.62%,46.71%  (  -0.10%),47.70%,"42,855",8,4,4,78
OWL,USA,20.65,2025-05-01,47.78,0.91,13.87,7.579,0.000,"3,123",44.99%,45.07%  (  +4.23%),59.17%,"105,989",6,4,5,90
EOG,USA,125.17,2025-05-01,48.20,3.23,2.95,3.211,0.000,"4,223",28.76%,25.07%  (  -2.18%),39.09%,"149,665",8,4,4,85
HTGC,USA,19.24,2025-05-01,45.93,0.45,6.75,5.074,0.000,"1,171",28.43%,23.36%  (  -0.60%),47.33%,"29,740",9,4,4,80
FIVN,USA,30.14,2025-05-01,33.51,1.70,2.19,15.675,0.000,590,46.95%,51.17%  (  +0.36%),24.47%,"28,789",6,5,4,82
APO,USA,143.41,2025-05-01,48.94,6.01,3.11,5.452,0.000,"25,736",41.09%,37.59%  (  -1.13%),48.33%,"399,341",5,5,5,90
MTZ,USA,124.03,2025-05-01,47.44,6.56,0.80,12.462,0.000,478,48.19%,48.54%  (  +1.89%),50.33%,"23,594",4,5,5,92
PWR,USA,268.22,2025-05-01,49.71,11.67,1.68,7.871,0.000,"1,800",39.88%,40.51%  (  -1.28%),58.04%,"36,086",8,4,4,85
XYZ,USA,61.11,2025-05-01,40.49,3.03,1.57,4.904,0.000,"46,132",71.66%,45.26%  (  -0.42%),10.98%,"754,240",6,5,5,78
EXPE,USA,173.81,2025-05-01,44.90,7.10,1.64,9.338,0.000,"12,662",61.94%,34.88%  (  +0.83%),31.44%,"105,031",7,4,4,85
BWA,USA,28.70,2025-05-01,43.94,0.91,0.45,8.039,0.000,264,29.52%,34.48%  (  +0.70%),70.45%,"23,145",8,4,5,75
IRM,USA,87.54,2025-05-01,41.94,2.85,4.18,5.967,0.000,"4,185",36.31%,30.27%  (  -2.53%),37.34%,"58,055",7,4,4,80
TEAM,USA,227.34,2025-04-24,37.92,12.70,12.42,11.706,0.000,"3,515",58.61%,46.78%  (  +0.24%),43.92%,"94,366",9,4,4,75
CNH,Netherlands,12.53,2025-05-01,46.54,0.47,0.79,6.429,0.000,"3,374",41.48%,36.92%  (  -2.13%),37.35%,"44,986",6,4,4,55
PENN,USA,17.37,2025-05-01,40.89,0.96,0.40,10.162,0.000,"20,907",53.71%,56.74%  (  +4.21%),36.31%,"426,855",9,4,4,55
LXP,USA,8.73,2025-05-01,43.97,0.20,7.20,12.458,0.000,3,24.51%,50.82%  (  -23.65%),34.06%,466,9,4,4,80
NOG,USA,30.11,2025-04-29,43.72,1.14,1.38,5.579,0.000,269,45.45%,38.38%  (  -0.64%),64.79%,"46,514",7,4,4,70
LYV,USA,123.06,2025-05-01,38.01,4.86,1.23,7.562,0.000,"2,399",38.97%,36.63%  (  +1.03%),55.45%,"91,246",7,5,5,82
SW,Ireland,44.21,2025-05-01,36.00,1.65,1.09,6.846,0.000,95,48.06%,39.38%  (  +1.65%),36.33%,"4,902",6,5,5,80
BILL,USA,47.92,2025-05-01,33.70,2.79,3.52,13.839,0.000,"6,952",132.07%,49.51%  (  +0.53%),22.38%,"106,327",7,4,4,78
ILMN,USA,87.66,2025-05-01,36.70,4.13,3.18,8.118,0.000,"2,817",46.99%,44.46%  (  -0.68%),29.74%,"47,834",4,4,4,60
DKNG,USA,39.49,2025-05-01,46.74,2.27,7.31,10.383,0.000,"54,833",70.87%,46.60%  (  +0.07%),33.59%,"680,485",9,5,5,78
BALL,USA,50.69,2025-04-25,42.39,1.22,1.21,6.609,0.000,"13,881",24.58%,27.16%  (  -0.10%),55.46%,"32,500",5,4,4,65
APG,USA,37.14,2025-05-01,47.80,1.19,1.49,9.630,0.000,"2,951",36.55%,41.39%  (  -1.46%),64.01%,"17,797",6,5,5,75
XRAY,USA,15.56,2025-05-01,34.17,0.57,0.82,12.794,0.000,143,39.31%,43.17%  (  -0.77%),44.60%,"18,123",7,4,4,48
NET,USA,119.22,2025-05-01,38.06,6.94,24.64,12.765,0.000,"8,041",69.92%,48.53%  (  -2.68%),31.98%,"203,136",9,4,4,80
APTV,Jersey,62.45,2025-05-01,43.27,1.71,0.73,9.100,0.000,789,23.86%,34.11%  (  +1.22%),31.91%,"63,735",10,4,4,80
SWTX,USA,49.89,2025-05-01,49.34,2.84,19.51,15.403,0.000,"31,712",101.60%,137.36%  (  -5.42%),74.11%,"183,707",9,5,5,90
ZTS,USA,163.03,2025-05-01,45.56,3.91,7.89,7.280,0.000,"3,989",31.26%,26.24%  (  +2.31%),24.44%,"42,768",7,5,5,90
XPO,USA,108.61,2025-05-02,36.07,4.98,1.58,11.486,0.000,427,35.04%,47.24%  (  -0.35%),39.90%,"22,755",6,5,5,80
FLR,USA,37.66,2025-05-02,44.13,1.58,0.39,9.717,0.000,889,47.39%,44.65%  (  -0.04%),54.35%,"155,170",9,4,4,78
CNK,USA,26.05,2025-05-01,48.74,0.96,1.04,8.146,0.000,"6,821",50.87%,49.83%  (  +13.22%),74.56%,"95,387",7,5,4,75
GT,USA,9.14,2025-05-05,48.88,0.43,0.14,11.221,0.000,"1,545",69.31%,47.04%  (  +2.09%),43.47%,"193,286",8,5,4,65
PK,USA,11.17,2025-05-05,35.18,0.41,0.87,7.502,0.000,180,34.18%,41.38%  (  -0.41%),45.94%,"8,807",6,4,4,65
VNOM,USA,44.23,2025-05-05,47.38,1.64,11.36,7.594,0.000,539,36.80%,35.37%  (  +0.22%),63.68%,"15,659",9,5,5,80
SYM,USA,22.39,2025-05-05,46.08,1.61,6.84,20.065,0.000,"3,753",64.70%,66.17%  (  -1.28%),18.38%,"98,989",4,4,4,80
AMKR,USA,19.42,2025-05-05,35.47,0.78,0.76,11.075,0.000,864,48.47%,45.91%  (  +5.12%),43.72%,"96,217",8,4,5,65
WELL,USA,146.52,2025-05-05,47.85,3.19,11.77,5.442,0.000,"1,163",22.52%,24.14%  (  -1.21%),54.05%,"51,240",10,5,5,90
SEE,USA,29.10,2025-05-01,31.09,0.97,0.79,8.491,0.000,"1,876",33.98%,33.29%  (  +3.05%),26.41%,"16,511",6,4,5,75
CCCS,USA,9.00,2025-04-29,25.43,0.26,6.26,12.542,0.000,82,21.69%,44.91%  (  -11.92%),26.82%,"3,456",5,4,4,75
SYY,USA,71.11,2025-04-29,39.79,1.64,0.43,5.368,0.000,"2,501",22.46%,21.19%  (  -1.91%),47.05%,"52,194",7,5,5,80
AMCR,Jersey,9.44,2025-04-29,34.54,0.21,1.01,6.080,0.000,"25,724",20.58%,28.80%  (  +3.41%),42.48%,"71,566",10,5,5,70
ETN,Ireland,295.44,2025-04-29,49.06,11.01,4.65,6.359,0.000,"3,972",36.47%,31.25%  (  -0.42%),40.61%,"124,231",7,4,4,85
CZR,USA,27.36,2025-04-29,33.96,1.48,0.52,6.864,0.000,"17,036",51.20%,48.79%  (  -0.90%),41.37%,"249,126",7,4,5,60
TAP,USA,58.89,2025-04-29,48.78,1.54,1.03,6.272,0.000,299,36.05%,26.44%  (  +0.89%),44.52%,"23,194",8,4,4,70
LSCC,USA,60.67,2025-05-05,48.87,2.94,16.42,12.931,0.000,893,49.66%,48.38%  (  -0.15%),32.47%,"20,753",9,5,5,72
AME,USA,174.52,2025-05-01,37.28,3.66,5.80,4.776,0.000,37,18.32%,22.04%  (  -0.25%),45.31%,"10,177",7,4,4,88
LDOS,USA,133.83,2025-04-29,45.86,4.54,1.03,6.819,0.000,"1,162",29.54%,32.51%  (  +0.66%),59.21%,"27,025",5,4,4,80
STAG,USA,34.02,2025-04-29,35.88,0.74,8.44,5.863,0.000,240,19.45%,25.87%  (  +4.72%),30.86%,"3,308",7,4,5,75
SBUX,USA,97.07,2025-04-29,33.48,2.70,3.05,6.520,0.000,"28,064",29.01%,27.01%  (  +0.01%),33.87%,"645,787",10,4,4,70
RITM,USA,11.63,2025-04-29,47.48,0.22,1.28,5.628,0.000,689,17.30%,21.68%  (  -1.08%),24.70%,"96,161",7,5,5,85
NVO,USA,76.86,2025-05-01,38.88,2.94,6.14,6.524,0.000,"31,902",48.37%,43.22%  (  +0.20%),55.90%,"460,465",8,4,4,
COIN,USA,189.86,2025-05-01,39.05,15.47,6.67,9.268,0.000,"310,270",87.12%,64.97%  (  -0.40%),13.14%,"1,220,567",8,4,4,80
DAR,USA,29.82,2025-04-24,33.52,1.42,0.83,10.527,0.000,"1,040",45.24%,44.46%  (  -1.07%),56.80%,"27,834",9,5,5,78
GMAB,USA,19.76,2025-05-01,38.30,0.67,4.03,12.062,0.000,114,48.54%,62.91%  (  +10.07%),49.61%,"17,765",8,4,4,85
06:29:49 PM,,,,,,,,,,,,,,,,,
