SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
CCI,USA,100.92,2025-04-30,51.16,3.15,-1.92%,6.69,3.383,5.973,811,32.68%,30.33%  (  +0.07%),39.23%,"88,882",8,4,4,60
HOOD,USA,48.93,2025-04-30,60.20,3.75,41.68%,14.59,12.871,12.795,"217,348",101.77%,85.43%  (  +2.18%),56.93%,"1,857,480",8,4,4,80
MET,USA,75.94,2025-04-30,50.60,3.01,-5.10%,0.73,3.572,7.213,737,55.26%,34.13%  (  +0.56%),45.93%,"176,092",10,5,5,80
KLAC,USA,693.72,2025-04-30,54.74,35.11,-3.04%,8.51,6.933,8.407,528,70.70%,44.08%  (  -1.26%),34.86%,"20,654",8,4,4,83
MGM,USA,32.21,2025-04-30,58.87,1.45,-10.79%,0.53,6.554,8.119,"14,825",63.68%,52.17%  (  -1.27%),51.75%,"213,132",8,5,5,75
FTAI,Cayman Islands,108.22,2025-04-30,55.15,8.17,-13.16%,6.34,10.248,9.466,"4,266",100.69%,79.16%  (  +6.16%),51.33%,"80,977",6,5,5,75
CARR,USA,60.49,2025-05-01,47.74,2.27,-13.37%,2.18,7.384,7.935,974,45.78%,40.11%  (  -0.05%),44.04%,"76,722",7,4,4,78
LLY,USA,877.29,2025-05-01,61.87,35.31,3.81%,18.46,6.043,5.616,"26,262",54.92%,38.72%  (  +0.96%),38.66%,"263,408",9,5,5,75
APG,USA,37.36,2025-05-01,57.67,1.53,3.81%,1.49,9.630,7.940,"1,004",47.12%,43.90%  (  +6.86%),52.52%,"7,624",4,5,5,82
HWM,USA,136.35,2025-05-01,60.11,5.83,22.60%,7.42,7.669,8.086,"3,047",59.10%,45.82%  (  -3.47%),53.90%,"40,293",8,5,5,85
CVS,USA,64.93,2025-05-01,43.32,2.18,10.17%,0.22,7.265,7.151,"33,014",31.58%,45.14%  (  +6.58%),67.69%,"658,010",10,5,5,73
KKR,USA,113.93,2025-05-01,54.02,6.80,-13.93%,4.33,4.349,6.653,"4,718",86.06%,52.76%  (  +1.56%),41.94%,"173,356",4,5,5,85
MA,USA,534.49,2025-05-01,54.21,15.84,4.50%,17.26,3.350,4.276,"4,995",38.67%,28.45%  (  -0.62%),40.75%,"118,174",10,5,5,85
IRM,USA,88.47,2025-05-01,56.98,3.39,-16.07%,4.23,5.967,5.680,"1,261",46.94%,40.29%  (  +1.58%),65.75%,"48,491",8,4,4,85
CAH,USA,138.24,2025-05-01,61.45,3.68,16.80%,0.15,4.491,4.950,"2,388",28.66%,32.82%  (  +1.55%),44.82%,"61,822",8,4,4,70
BLDR,USA,121.50,2025-05-01,48.39,5.70,-24.07%,0.84,9.273,10.289,897,52.98%,51.67%  (  +0.36%),45.54%,"30,849",8,5,5,70
PWR,USA,290.62,2025-05-01,62.45,12.53,0.01%,1.82,7.871,9.962,"4,664",51.10%,48.57%  (  -1.35%),59.15%,"36,452",9,4,5,85
APTV,Jersey,56.28,2025-05-01,51.93,2.60,-11.46%,0.66,9.100,9.894,"3,613",60.79%,51.16%  (  +2.74%),56.17%,"41,204",10,4,4,70
BAX,USA,30.53,2025-05-01,50.10,1.21,-10.12%,1.22,4.948,5.569,583,54.64%,43.03%  (  +0.18%),54.21%,"84,613",7,4,4,65
OWL,USA,18.75,2025-05-01,51.77,1.11,-10.10%,12.59,7.579,9.458,"6,185",84.19%,50.93%  (  -2.20%),47.20%,"144,083",5,4,5,87
BDX,USA,204.63,2025-05-01,42.19,5.93,-11.09%,2.85,5.168,6.283,668,31.44%,33.26%  (  +0.12%),71.26%,"44,512",9,5,5,85
MCD,USA,316.81,2025-05-01,56.93,7.38,7.69%,8.74,3.741,3.584,"9,755",25.22%,24.48%  (  +0.02%),43.49%,"196,621",4,4,4,70
RBLX,USA,66.43,2025-05-01,66.34,2.91,26.30%,12.51,12.637,13.131,"12,518",56.58%,69.21%  (  +1.40%),57.11%,"389,032",7,4,4,75
SHAK,USA,89.67,2025-05-01,52.49,5.21,-16.70%,3.06,10.393,10.270,757,74.04%,62.81%  (  -4.92%),46.16%,"35,828",7,4,4,80
SM,USA,23.60,2025-05-01,43.41,1.65,-39.23%,1.00,8.246,13.742,954,102.13%,71.15%  (  +0.72%),54.79%,"22,737",8,4,4,88
RIOT,USA,7.63,2025-05-01,51.69,0.64,-21.42%,7.10,11.880,9.207,"70,443",90.14%,88.45%  (  +2.53%),26.34%,"1,168,914",7,5,5,85
RDDT,USA,121.21,2025-05-01,56.95,9.75,4.42%,16.86,15.317,14.448,"78,670",110.52%,92.04%  (  -2.94%),53.06%,"384,783",10,4,4,80
TEAM,USA,229.83,2025-05-01,57.28,12.67,5.30%,12.56,11.706,13.072,"3,655",70.82%,72.93%  (  +2.15%),63.20%,"70,438",7,5,5,75
TWLO,USA,95.68,2025-05-01,53.00,5.16,5.87%,3.29,9.907,12.777,"14,611",67.67%,69.56%  (  +0.14%),65.80%,"142,091",5,4,5,80
XYZ,USA,58.32,2025-05-01,53.71,3.09,-19.25%,1.50,4.904,10.851,"25,132",61.64%,67.77%  (  +4.15%),51.65%,"578,928",5,5,5,85
DXCM,USA,71.18,2025-05-01,54.07,3.15,-7.41%,6.92,10.100,10.124,"5,237",53.12%,58.79%  (  +2.71%),61.81%,"115,451",8,5,5,74
BMRN,USA,62.98,2025-05-01,49.15,2.42,-11.66%,4.25,7.718,6.162,770,51.83%,35.62%  (  -2.66%),38.88%,"29,864",7,5,5,85
SMMT,USA,24.11,2025-05-01,50.99,3.46,29.43%,-,15.634,11.022,"25,764",172.07%,103.21%  (  -31.26%),19.69%,"113,874",9,5,5,85
CART,USA,39.92,2025-05-01,45.11,1.84,-2.87%,3.10,11.946,10.080,"3,404",45.27%,56.85%  (  +2.93%),48.60%,"55,976",9,4,4,80
GDDY,USA,185.07,2025-05-01,59.91,5.92,5.04%,5.59,6.366,7.073,665,41.03%,42.40%  (  +1.18%),63.45%,"15,537",7,4,5,80
ROKU,USA,68.14,2025-05-01,54.58,4.35,-5.93%,2.42,15.252,13.766,"13,969",87.25%,79.89%  (  +0.35%),58.78%,"188,033",9,4,4,85
AIG,USA,81.93,2025-05-01,50.77,2.35,7.28%,1.43,4.640,4.577,"17,270",37.52%,30.72%  (  +3.89%),39.54%,"141,465",10,4,4,78
SYK,USA,366.49,2025-05-01,54.64,11.81,0.36%,6.19,6.065,6.556,"1,486",36.43%,32.79%  (  +0.47%),53.31%,"29,862",4,5,5,88
MTZ,USA,126.17,2025-05-01,57.32,6.81,0.28%,0.81,12.462,11.591,"2,591",65.87%,56.76%  (  -0.12%),54.24%,"21,697",8,5,5,80
AMZN,USA,187.70,2025-05-01,51.16,8.85,-5.75%,3.12,7.251,6.803,"290,236",57.63%,42.04%  (  +0.12%),47.67%,"3,887,677",7,5,5,85
WSC,USA,24.82,2025-05-01,44.95,1.56,-29.53%,1.90,8.934,10.878,"5,571",73.76%,64.43%  (  +2.77%),75.78%,"40,208",8,4,4,65
ZETA,USA,13.40,2025-05-01,51.99,0.99,-37.79%,3.17,18.293,16.985,"3,912",77.57%,97.52%  (  +1.02%),62.97%,"110,759",5,5,5,80
MSTR,USA,369.25,2025-05-01,64.71,24.64,40.78%,212.07,7.388,6.069,"291,687",110.24%,68.62%  (  -4.10%),0.00%,"2,029,826",9,5,5,75
HL,USA,5.87,2025-05-01,55.44,0.32,1.27%,3.99,6.211,6.612,"5,811",61.92%,57.99%  (  +6.60%),13.47%,"219,234",9,5,5,70
AAPL,USA,210.14,2025-05-01,52.52,8.89,-7.64%,7.98,3.991,4.843,"386,774",64.73%,34.43%  (  -0.41%),37.49%,"4,612,346",5,4,4,90
MNST,USA,58.49,2025-05-01,55.11,1.33,11.95%,7.60,6.653,3.814,"2,668",27.09%,31.78%  (  -0.54%),58.25%,"94,419",9,4,4,75
NRG,USA,109.36,2025-05-06,62.94,5.36,19.00%,0.79,8.608,9.137,542,70.31%,45.77%  (  -4.60%),31.28%,"54,280",9,4,4,80
EOG,USA,114.14,2025-05-01,47.94,4.28,-9.39%,2.68,3.211,4.604,"2,278",53.21%,35.27%  (  -0.08%),39.89%,"155,849",7,4,4,90
SWTX,USA,46.18,2025-05-01,58.88,2.79,17.21%,18.07,15.403,0.799,"98,965",77.47%,12.20%  (  -27.44%),0.00%,"184,601",9,5,5,
EXC,USA,46.48,2025-05-01,55.84,1.12,15.74%,2.04,3.981,4.464,568,25.74%,23.13%  (  +1.02%),40.58%,"88,930",9,4,4,80
FLR,USA,35.02,2025-05-02,49.50,1.75,-24.85%,0.36,9.717,11.850,"2,382",59.49%,61.70%  (  +3.73%),68.04%,"82,576",9,4,4,78
CVX,USA,140.10,2025-05-02,43.09,4.57,-7.60%,1.26,2.334,3.596,"22,577",46.80%,29.83%  (  -1.31%),33.56%,"640,574",5,4,4,85
DD,USA,65.67,2025-05-02,48.87,3.01,-16.87%,2.22,5.627,5.714,"3,830",69.85%,39.98%  (  +0.21%),45.03%,"113,375",6,5,4,80
MT,USA,30.26,2025-05-02,59.75,1.16,19.72%,0.37,4.087,5.405,"2,986",64.72%,46.71%  (  +2.24%),53.22%,"107,221",10,5,4,75
SHEL,USA,66.02,2025-05-02,50.29,1.76,-2.13%,0.69,2.353,3.295,"5,290",44.99%,26.41%  (  -0.70%),37.03%,"223,853",7,5,5,
APO,USA,136.36,2025-05-02,55.05,7.47,-3.68%,2.96,5.452,6.879,"2,474",80.39%,48.87%  (  -1.39%),42.52%,"367,594",6,5,5,85
AES,USA,10.19,2025-05-01,40.61,0.48,-28.73%,0.59,10.434,7.423,"16,585",54.28%,50.45%  (  -1.50%),56.04%,"400,399",10,4,4,70
CI,USA,334.82,2025-05-02,59.19,8.70,3.85%,0.37,4.835,5.554,"1,425",24.60%,33.63%  (  +0.04%),58.45%,"72,800",9,5,5,75
CNK,USA,30.00,2025-05-02,71.83,0.93,6.29%,1.16,8.146,7.583,"6,351",32.46%,37.74%  (  -0.73%),24.50%,"104,655",10,5,5,80
ETN,Ireland,287.74,2025-05-02,55.14,13.50,-9.56%,4.53,6.359,6.118,"4,404",57.59%,44.10%  (  +0.78%),48.33%,"103,767",8,5,4,85
XOM,USA,108.63,2025-05-02,50.60,3.30,-4.51%,1.38,2.212,3.623,"35,630",39.57%,28.44%  (  +0.15%),34.84%,"943,779",4,4,5,85
GT,USA,11.07,2025-05-05,64.48,0.54,19.87%,0.17,11.221,12.196,"24,558",76.59%,60.08%  (  +4.53%),61.45%,"163,443",9,5,4,65
BNTX,USA,104.00,2025-05-05,52.33,7.39,-1.94%,8.38,8.206,10.587,"3,263",73.83%,58.82%  (  -9.26%),73.42%,"50,732",9,5,5,55
FRPT,USA,73.40,2025-05-05,36.07,4.41,-42.70%,3.67,12.580,15.688,808,55.40%,78.68%  (  -0.34%),86.39%,"20,876",8,5,4,80
ARES,USA,153.38,2025-05-05,56.85,8.23,-4.96%,11.88,6.110,8.798,"1,053",80.63%,44.36%  (  -2.62%),42.42%,"25,441",7,5,5,85
VRTX,USA,496.49,2025-05-05,55.16,14.39,5.36%,11.62,4.643,5.454,"1,230",22.63%,33.13%  (  -1.43%),43.81%,"32,210",6,4,5,80
CORT,USA,70.95,2025-05-07,53.00,6.04,36.13%,11.09,17.702,12.678,963,231.01%,81.04%  (  +9.19%),46.99%,"39,332",10,5,4,80
WMB,USA,59.66,2025-05-05,56.20,2.10,13.68%,6.77,3.528,5.362,"2,842",37.30%,31.18%  (  -0.83%),35.67%,"218,715",8,4,5,85
CRH,Ireland,93.04,2025-05-05,56.59,3.88,0.29%,1.77,6.680,7.061,"2,379",53.98%,42.27%  (  +1.57%),49.54%,"53,055",,5,5,85
MAT,USA,15.72,2025-05-05,41.43,0.80,-16.51%,0.94,8.642,10.178,"4,368",68.87%,49.41%  (  -0.19%),49.81%,"22,074",9,4,4,85
FANG,USA,137.82,2025-05-05,48.34,6.68,-19.79%,3.66,4.640,7.703,"1,092",77.86%,45.63%  (  -1.57%),51.67%,"63,266",10,5,5,80
LDOS,USA,145.75,2025-05-06,63.35,4.32,-3.94%,1.12,6.819,8.371,"1,155",31.40%,40.03%  (  +0.35%),66.30%,"23,802",7,4,4,82
CEG,USA,224.82,2025-05-06,56.09,12.88,-4.62%,2.99,8.708,9.545,"5,201",80.05%,57.83%  (  -0.31%),40.34%,"174,955",4,4,5,0
KBR,USA,52.91,2025-05-06,58.17,1.70,-11.53%,0.89,7.599,9.370,779,46.63%,48.14%  (  +6.40%),69.77%,"18,496",5,5,5,85
ZTS,USA,153.57,2025-05-06,48.52,4.78,-11.94%,7.40,7.280,7.293,"12,502",33.52%,35.81%  (  -0.11%),59.93%,"30,299",9,5,4,90
AEP,USA,107.06,2025-05-06,54.16,2.52,7.52%,2.99,3.941,4.834,"1,105",23.68%,23.85%  (  -0.33%),41.49%,"76,787",9,4,4,75
GENI,Guernsey,10.79,2025-05-06,61.22,0.55,28.03%,5.46,16.481,15.524,739,61.08%,72.37%  (  +1.70%),49.99%,"51,157",9,5,5,85
WEC,USA,108.54,2025-05-06,55.45,2.29,11.35%,4.03,4.022,4.216,572,18.95%,22.46%  (  -1.48%),36.60%,"14,622",9,4,4,80
MPC,USA,137.58,2025-05-06,54.06,5.89,-10.50%,0.31,5.076,6.303,"1,458",63.67%,39.78%  (  -0.96%),36.23%,"65,570",9,4,4,75
DDOG,USA,101.74,2025-05-06,54.96,4.46,-17.66%,13.08,10.081,12.532,"13,424",56.92%,65.88%  (  +0.09%),68.94%,"383,651",4,5,5,75
FIS,USA,77.98,2025-05-06,58.58,2.82,-2.25%,4.08,6.237,5.811,"1,646",44.33%,32.98%  (  +5.02%),47.04%,"58,561",7,4,4,70
DUK,USA,120.67,2025-05-06,53.48,2.63,5.91%,3.09,3.493,4.144,"1,075",22.53%,21.02%  (  -0.22%),40.99%,"133,122",9,4,4,85
MPLX,USA,52.43,2025-05-06,56.22,1.55,10.22%,4.82,3.979,6.161,"3,660",33.41%,25.50%  (  +1.55%),37.14%,"116,096",9,4,4,91
WYNN,USA,82.20,2025-05-06,57.36,3.37,-4.08%,1.22,6.117,8.105,"6,574",61.15%,43.82%  (  -1.16%),37.47%,"228,982",5,5,5,75
SRPT,USA,61.51,2025-05-06,45.08,4.01,-46.54%,3.18,8.883,11.607,"1,397",122.12%,67.98%  (  -2.39%),31.06%,"69,333",8,5,5,85
LITE,USA,60.08,2025-05-06,52.55,4.86,-12.50%,2.94,13.055,16.900,"1,697",110.63%,83.74%  (  +2.61%),57.40%,"40,082",9,4,4,70
ANET,USA,78.31,2025-05-06,53.03,4.45,-17.51%,14.04,9.228,11.529,"12,170",68.88%,62.60%  (  +0.34%),59.13%,"482,731",10,4,4,80
ALAB,USA,66.08,2025-05-06,53.93,5.45,-13.52%,27.50,19.804,16.030,"2,564",93.41%,87.11%  (  +1.33%),39.31%,"115,423",4,5,5,80
AMD,USA,96.39,2025-05-06,51.32,5.69,-26.27%,6.07,8.559,10.422,"222,536",91.52%,58.06%  (  -0.24%),44.82%,"3,550,802",9,4,4,85
AZEK,USA,49.17,2025-05-06,58.24,1.60,6.30%,4.76,9.999,6.053,"1,396",59.55%,34.44%  (  -4.03%),28.42%,"11,217",5,4,4,85
MOS,USA,29.54,2025-05-06,68.36,1.11,10.81%,0.84,5.852,6.688,"11,616",49.71%,39.77%  (  -1.07%),38.46%,"180,820",9,4,4,75
CYTK,USA,41.22,2025-05-06,53.56,2.47,-17.52%,265.99,11.231,15.439,659,62.38%,83.92%  (  +1.23%),65.00%,"80,202",4,5,5,60
KVYO,USA,30.37,2025-05-06,53.53,1.92,-14.10%,8.85,15.350,17.040,"2,573",74.36%,82.03%  (  +0.23%),72.91%,"35,531",6,5,5,85
TEM,USA,53.77,2025-05-06,59.45,4.77,7.42%,13.42,9.696,17.225,"41,618",113.69%,101.23%  (  -2.75%),45.43%,"235,357",9,4,5,75
DVN,USA,31.55,2025-05-06,48.81,1.60,-16.99%,1.30,5.004,7.466,"10,815",82.56%,45.02%  (  +0.09%),41.61%,"574,395",5,4,4,82
EA,USA,146.72,2025-05-06,58.10,3.60,1.32%,5.21,5.281,7.436,"3,343",30.23%,35.62%  (  -0.02%),55.51%,"138,587",6,4,4,70
OVV,USA,35.00,2025-05-06,46.24,1.99,-15.92%,1.01,6.534,8.732,547,88.20%,47.57%  (  +0.35%),41.23%,"40,731",6,4,4,80
ET,USA,17.28,2025-05-06,48.16,0.72,-2.41%,0.72,3.393,5.736,"20,140",46.97%,30.97%  (  -0.95%),37.42%,"1,011,858",6,5,5,88
LFST,USA,6.53,2025-05-07,44.16,0.27,-6.05%,2.03,12.385,11.981,527,36.66%,50.53%  (  +0.52%),34.93%,"24,932",5,5,5,75
TRMB,USA,61.45,2025-05-07,48.46,2.62,-5.32%,3.98,6.708,8.991,832,56.59%,43.49%  (  +0.73%),54.01%,"16,714",5,5,4,80
VST,USA,129.62,2025-05-07,57.68,8.94,4.42%,2.28,8.910,11.226,"20,809",89.02%,66.62%  (  -2.33%),40.35%,"347,304",8,5,5,90
U,USA,22.12,2025-05-07,58.17,1.43,6.76%,5.00,13.949,15.029,"13,485",85.18%,80.25%  (  +0.29%),41.67%,"688,203",7,4,4,75
GEO,USA,30.32,2025-05-07,57.12,1.75,35.50%,1.79,8.404,13.087,"10,880",54.71%,82.92%  (  +2.08%),42.20%,"313,840",10,5,4,80
TPG,USA,46.75,2025-05-07,51.27,2.71,-18.05%,4.98,7.138,9.734,"2,190",75.93%,54.17%  (  +8.18%),64.31%,"13,249",4,4,4,80
TEVA,USA,15.02,2025-05-07,54.40,0.68,-14.38%,1.04,8.163,10.954,"19,812",49.39%,60.35%  (  +3.57%),70.35%,"826,017",7,5,4,65
UBER,USA,78.33,2025-05-07,60.24,3.45,9.69%,3.72,8.400,8.824,"44,832",52.75%,47.53%  (  -0.78%),45.19%,"1,390,894",9,5,5,88
DIS,USA,90.16,2025-05-07,48.21,3.30,-10.00%,1.77,7.050,7.788,"33,004",54.59%,40.46%  (  +0.09%),57.64%,"846,486",7,5,5,88
BXSL,USA,29.84,2025-05-07,48.85,0.94,-4.49%,5.12,5.157,4.990,606,43.94%,26.84%  (  -0.10%),35.96%,"13,213",8,4,5,82
COR,USA,287.75,2025-05-07,63.45,6.89,17.98%,0.18,4.839,5.168,"2,486",20.54%,27.16%  (  -0.01%),58.04%,"47,549",5,4,4,80
BGC,USA,9.03,2025-05-07,55.35,0.39,-3.82%,1.93,12.242,9.413,529,53.74%,47.29%  (  +1.46%),51.32%,"14,354",7,4,4,80
EMR,USA,104.50,2025-05-07,49.62,4.33,-9.29%,3.36,5.581,6.963,"2,028",54.28%,41.04%  (  +0.46%),56.42%,"73,338",7,4,4,85
ENTG,USA,79.85,2025-05-07,50.81,5.61,-23.18%,3.73,10.167,11.897,"2,105",106.04%,61.63%  (  -1.39%),45.89%,"13,305",7,5,4,78
JCI,Ireland,81.10,2025-05-07,55.26,2.92,4.23%,2.09,6.318,7.316,"7,175",49.91%,35.25%  (  -4.64%),41.86%,"86,370",4,4,4,86
CDE,USA,5.70,2025-05-07,47.54,0.41,-8.75%,3.51,15.020,16.475,"1,552",76.63%,244.42%  (  -94.19%),62.23%,"213,281",9,5,5,85
COHR,USA,64.81,2025-05-07,54.19,5.22,-22.53%,1.89,12.542,14.833,"5,166",117.71%,86.29%  (  +3.66%),63.70%,"79,062",7,5,5,70
APP,USA,284.98,2025-05-07,54.23,26.75,21.48%,20.48,14.752,22.434,"66,058",123.56%,116.89%  (  +3.27%),76.51%,"338,923",9,4,5,85
CORZ,USA,8.24,2025-05-07,55.13,0.73,-30.13%,4.76,11.180,15.187,"93,557",111.76%,88.13%  (  -6.89%),46.22%,"1,270,925",8,5,5,60
BROS,USA,61.52,2025-05-07,51.52,3.87,24.93%,7.83,13.768,17.379,"3,177",72.64%,82.66%  (  -0.38%),70.52%,"55,960",8,5,5,85
CIVI,USA,29.50,2025-05-07,46.11,2.08,-39.91%,0.52,6.953,14.248,888,113.07%,77.36%  (  -0.12%),59.63%,"31,557",6,4,4,75
ARM,USA,112.08,2025-05-07,53.62,7.27,-17.57%,31.98,11.669,12.712,"21,595",90.32%,71.02%  (  +2.14%),50.29%,"729,673",8,4,5,88
ATO,USA,158.73,2025-05-07,62.22,3.53,12.56%,6.02,3.056,4.187,872,21.52%,22.71%  (  +0.17%),56.48%,"5,222",10,4,4,80
CLSK,USA,8.57,2025-05-08,55.05,0.75,-21.85%,5.15,7.603,13.954,"55,051",111.60%,93.73%  (  +1.00%),16.76%,"1,219,666",5,5,5,80
ADMA,USA,24.51,2025-05-08,67.49,1.55,38.33%,13.71,18.268,13.955,"21,010",77.42%,69.20%  (  -0.93%),51.79%,"56,203",10,4,4,85
BUD,USA,65.12,2025-05-08,60.49,1.22,11.15%,1.91,4.093,5.362,"2,533",24.92%,27.78%  (  -4.72%),43.26%,"180,343",9,5,4,85
SRRK,USA,31.67,2025-05-06,50.60,2.18,15.93%,-,15.615,20.499,506,77.86%,94.50%  (  -2.68%),36.26%,"13,209",9,5,5,75
BHVN,Virgin Islands (British),21.74,2025-05-08,47.10,2.30,-43.72%,-,11.795,22.746,"2,159",112.26%,115.16%  (  -5.03%),53.87%,"41,016",5,5,5,
OKLO,USA,24.49,2025-05-12,50.88,2.53,18.87%,-,11.977,18.662,"20,372",109.80%,98.97%  (  -2.87%),22.88%,"286,316",6,4,4,65
PBR,USA,11.51,2025-05-12,36.55,0.48,-16.33%,0.47,3.458,7.226,"10,647",49.44%,39.68%  (  +0.65%),42.89%,"1,006,398",8,5,4,78
CRSP,Switzerland,37.88,2025-05-14,49.08,2.27,-16.97%,87.68,7.510,12.274,"2,967",68.44%,61.26%  (  -1.05%),43.75%,"122,732",8,4,4,
CELH,USA,35.93,2025-05-06,53.72,2.12,10.27%,6.83,14.831,12.479,"29,395",57.53%,73.88%  (  -2.23%),51.49%,"615,141",9,4,5,80
DT,USA,46.46,2025-05-21,51.54,1.82,-10.21%,8.51,11.347,12.648,928,48.87%,44.56%  (  +0.37%),51.04%,"43,802",5,5,5,80
SONY,USA,25.28,2025-05-13,61.19,0.75,22.54%,1.67,2.376,8.475,"10,674",40.42%,34.81%  (  -4.63%),48.58%,"84,977",7,5,4,84
BABA,USA,118.37,2025-05-13,49.53,5.77,19.24%,2.08,5.287,8.828,"87,670",60.93%,49.76%  (  -2.01%),45.20%,"2,419,033",9,5,5,88
LEGN,USA,34.70,2025-05-12,54.25,1.65,-18.45%,10.16,10.059,11.505,512,48.00%,59.50%  (  +1.12%),33.74%,"9,864",9,5,4,70
FUTU,USA,89.68,2025-05-27,48.38,6.78,4.41%,5.80,8.267,15.822,"7,471",77.32%,67.56%  (  +1.58%),40.98%,"140,181",6,5,4,88
ROST,USA,139.37,2025-05-22,56.80,4.40,-3.27%,2.17,6.860,7.877,542,33.90%,35.46%  (  +1.71%),69.51%,"47,173",10,4,4,72
GRAB,Cayman Islands,4.76,2025-05-21,60.48,0.27,12.76%,6.93,10.819,17.029,"39,735",78.53%,81.14%  (  +0.56%),66.32%,"897,155",8,5,5,75
