SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
BBWI,USA,31.22,2025-05-29,55.78,1.80,-6.34%,0.92,10.687,0.000,"1,812",81.14%,55.46%  (  +1.33%),58.16%,"103,963",9,5,5,68
BEKE,USA,21.12,2025-05-22,55.10,1.09,13.52%,1.87,7.789,12.829,"3,050",55.77%,61.43%  (  +0.47%),31.51%,"480,381",7,5,5,80
SE,USA,130.28,2025-05-13,58.40,6.61,25.46%,4.21,11.783,12.413,"7,955",69.19%,61.51%  (  -2.08%),70.50%,"294,907",8,5,5,85
AKRO,USA,42.17,2025-05-09,56.92,2.43,25.55%,-,9.646,14.168,"1,012",64.74%,76.60%  (  +4.31%),18.72%,"23,343",7,5,5,0
ONON,Switzerland,46.59,2025-05-13,56.17,2.73,-5.30%,5.73,11.204,11.660,"10,955",81.49%,60.56%  (  -0.66%),48.15%,"240,802",10,5,5,88
RUM,USA,8.11,2025-05-13,53.46,0.56,3.77%,36.89,15.059,14.810,"2,044",77.85%,88.27%  (  +0.72%),44.88%,"164,795",4,4,4,70
GLNG,Bermuda,41.06,2025-05-27,62.89,1.88,10.22%,16.50,9.336,17.557,"1,566",70.57%,54.30%  (  -3.16%),45.21%,"104,782",9,5,4,75
SNPS,USA,443.97,2025-05-28,55.52,19.10,-11.74%,11.32,8.904,12.547,"1,989",52.09%,39.99%  (  -0.90%),38.36%,"32,139",7,5,5,80
BBY,USA,67.48,2025-05-29,50.96,3.62,-21.43%,0.34,7.435,0.000,"4,090",79.86%,49.08%  (  +5.98%),49.31%,"127,421",4,4,4,68
ANF,USA,70.67,2025-06-04,41.08,4.97,-44.97%,0.70,13.229,0.000,"10,485",81.24%,75.98%  (  +4.48%),67.74%,"124,659",9,4,4,70
SNOW,USA,158.96,2025-05-28,57.58,8.03,10.25%,14.64,11.778,15.351,"16,948",64.01%,63.35%  (  +0.63%),61.95%,"494,754",7,5,5,75
PANW,USA,181.54,2025-05-19,57.88,7.41,0.98%,14.02,9.089,10.476,"21,463",56.62%,47.99%  (  +0.94%),63.99%,"530,148",7,4,4,80
DKS,USA,189.87,2025-06-04,48.77,11.34,-10.95%,1.13,9.955,0.000,"5,497",69.57%,54.84%  (  +2.12%),55.01%,"57,915",9,4,4,87
BILI,USA,17.27,2025-05-22,46.45,0.94,-6.47%,1.53,10.763,14.259,"6,798",62.68%,66.93%  (  -1.62%),21.31%,"346,656",9,5,5,85
INTU,USA,618.23,2025-05-22,57.23,20.33,-0.62%,10.07,5.693,7.662,"1,761",42.17%,37.87%  (  +1.86%),57.86%,"89,162",9,5,5,90
BURL,USA,222.58,2025-05-29,43.24,12.16,-14.62%,1.32,8.185,0.000,"3,549",56.55%,49.05%  (  +0.80%),61.68%,"55,509",7,5,5,72
DLTR,USA,80.17,2025-06-04,59.26,3.99,5.41%,0.63,12.298,0.000,"20,707",71.10%,47.68%  (  +1.23%),36.32%,"363,612",7,4,4,65
GAP,USA,21.47,2025-05-29,57.21,1.31,-3.25%,0.54,7.952,0.000,"10,991",95.46%,62.67%  (  +3.24%),49.97%,"211,902",9,4,4,82
ADSK,USA,271.47,2025-06-10,56.42,8.78,-1.80%,9.46,5.815,0.000,"1,106",41.50%,35.26%  (  +3.14%),43.82%,"41,033",9,5,5,75
WDAY,USA,239.82,2025-05-22,54.71,9.07,-3.13%,7.58,8.742,8.751,897,44.88%,44.61%  (  +3.12%),60.78%,"68,080",5,4,4,80
DECK,USA,109.15,2025-05-22,45.53,6.21,-31.74%,3.37,5.583,12.677,"13,492",73.87%,61.91%  (  -3.02%),57.39%,"104,016",5,4,5,88
PDD,USA,103.09,2025-05-28,47.67,5.28,-10.94%,2.62,8.949,11.897,"33,708",53.89%,48.71%  (  -2.44%),40.57%,"1,321,527",5,4,4,80
ZM,USA,76.16,2025-05-19,58.00,2.52,3.08%,4.98,9.418,8.739,"5,327",39.98%,41.48%  (  +0.92%),44.67%,"234,351",6,4,4,75
TOL,USA,101.12,2025-05-20,51.50,4.38,-23.53%,0.93,5.992,9.146,"1,097",47.66%,43.37%  (  +2.06%),48.96%,"44,270",9,4,4,70
LI,USA,24.30,2025-05-19,50.48,1.08,2.68%,1.01,9.984,13.155,"8,527",53.16%,58.68%  (  -2.07%),36.36%,"264,869",9,4,4,78
NTES,USA,105.22,2025-05-22,59.79,3.15,13.91%,4.57,6.111,9.412,852,39.04%,46.93%  (  +1.10%),45.23%,"41,233",4,5,5,84
NVDA,USA,108.73,2025-05-28,50.24,6.69,-13.32%,20.33,9.272,9.021,"2,414,868",75.92%,53.43%  (  +2.92%),35.41%,"21,170,537",7,5,5,85
CHWY,USA,37.14,2025-06-04,61.81,1.72,17.43%,1.30,12.474,0.000,"11,334",46.14%,50.05%  (  +8.05%),12.63%,"206,432",10,5,4,85
NTNX,USA,67.89,2025-06-04,55.17,3.34,7.49%,7.81,13.097,0.000,963,68.31%,47.88%  (  +0.56%),49.41%,"107,061",7,5,5,87
CRDO,Cayman Islands,43.04,2025-06-04,51.87,3.99,-7.82%,22.31,21.846,0.000,"2,228",112.11%,92.32%  (  +1.02%),52.57%,"87,327",5,5,5,82
CRM,USA,265.64,2025-06-04,51.76,10.40,-9.21%,6.73,7.799,0.000,"31,398",46.43%,43.64%  (  +3.04%),62.18%,"490,382",6,4,4,85
PSTG,USA,45.38,2025-06-04,51.16,2.54,-18.57%,4.67,14.476,0.000,"1,257",76.35%,58.75%  (  +2.15%),53.07%,"77,352",4,4,4,75
COST,USA,978.54,2025-05-29,54.66,29.71,5.45%,1.64,3.965,0.000,"34,986",31.01%,29.23%  (  +0.84%),48.03%,"252,501",7,4,5,85
DELL,USA,94.47,2025-05-29,56.40,5.27,-15.78%,0.69,10.210,0.000,"30,777",90.71%,57.56%  (  +3.27%),48.92%,"685,815",5,5,5,80
MRVL,USA,58.70,2025-05-29,48.07,4.35,-29.74%,8.81,9.547,0.000,"65,082",98.18%,70.94%  (  +5.23%),52.18%,"766,153",8,5,5,85
ULTA,USA,386.44,2025-05-29,59.21,15.42,1.88%,1.55,7.885,0.000,"2,598",48.35%,42.37%  (  +2.08%),50.65%,"64,986",9,4,4,65
CRWD,USA,423.08,2025-06-03,63.92,21.54,26.86%,26.53,9.624,0.000,"31,964",67.00%,47.28%  (  -0.47%),34.73%,"361,484",7,5,5,85
LULU,USA,268.52,2025-06-04,43.44,14.70,-14.49%,3.19,9.756,0.000,"7,326",72.24%,44.05%  (  -1.69%),38.78%,"179,372",9,4,4,80
IOT,USA,39.80,2025-06-05,53.60,2.25,-11.49%,18.14,16.060,0.000,"5,538",68.95%,54.35%  (  +0.43%),32.24%,"111,233",5,4,4,80
TCOM,USA,58.62,2025-05-19,50.24,2.40,-1.12%,5.11,11.323,13.597,"3,682",48.60%,43.92%  (  +0.25%),40.35%,"85,157",4,5,5,
OKTA,USA,104.79,2025-06-04,55.36,4.76,18.85%,6.97,12.035,0.000,"5,003",53.30%,51.57%  (  +6.50%),46.93%,"163,332",4,4,4,75
HRL,USA,29.52,2025-05-29,44.07,0.72,-4.52%,1.36,5.694,0.000,"1,181",24.82%,26.16%  (  -0.29%),31.50%,"37,657",4,4,4,75
S,USA,18.46,2025-05-29,52.63,0.96,-19.24%,7.41,14.847,0.000,"2,146",63.54%,57.21%  (  +6.98%),45.11%,"180,495",8,5,5,78
ZS,USA,219.86,2025-05-29,62.30,9.57,14.47%,14.05,10.489,0.000,"70,416",62.20%,45.09%  (  +1.81%),34.57%,"192,642",9,5,5,85
HPE,USA,16.49,2025-06-03,57.60,0.84,-15.48%,0.70,9.193,0.000,"17,606",78.84%,42.62%  (  -0.68%),29.36%,"559,086",7,4,4,72
STNE,Cayman Islands,14.23,2025-05-08,76.98,0.60,31.25%,4.14,9.617,11.379,"13,549",65.95%,52.73%  (  +2.51%),20.95%,"99,684",10,4,4,78
MDB,USA,174.51,2025-05-29,49.91,10.65,-31.02%,7.06,13.517,0.000,"8,873",73.87%,58.34%  (  -10.34%),41.11%,"213,995",7,5,4,70
GTLB,USA,46.96,2025-06-02,51.14,2.93,-15.13%,10.14,15.728,0.000,"2,008",73.58%,51.46%  (  +2.27%),31.05%,"101,143",6,5,5,80
ASO,USA,38.06,2025-06-10,41.69,2.30,-26.23%,0.43,9.674,0.000,615,84.20%,50.99%  (  -3.44%),45.23%,"28,114",8,4,4,60
ADBE,USA,368.62,2025-06-12,49.48,12.33,-22.65%,7.13,7.904,0.000,"20,591",37.53%,28.01%  (  -1.57%),17.84%,"292,726",9,4,4,85
AVGO,USA,192.47,2025-06-11,57.97,10.35,4.38%,16.60,7.327,0.000,"162,899",77.86%,46.89%  (  +1.06%),30.61%,"2,031,609",10,5,5,88
UEC,USA,5.42,2025-06-06,59.91,0.34,-14.02%,34.77,6.243,0.000,"17,776",64.64%,67.57%  (  +3.21%),54.56%,"198,256",6,4,4,0
RBRK,USA,69.76,2025-06-10,60.08,4.23,35.24%,14.93,19.038,0.000,"6,084",80.41%,71.06%  (  +5.43%),37.96%,"40,203",6,5,5,75
ORCL,USA,140.14,2025-06-10,51.78,6.29,-12.25%,7.04,8.738,0.000,"29,254",57.14%,36.90%  (  -0.65%),38.43%,"673,408",7,4,4,90
08:20:08 AM,,,,,,,,,,,,,,,,,,
