SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,IV,IvRank,Iv %ile,OI,Scr,Rank,Rank+,Er #
LW,USA,53.01,2025-04-03,39.94,1.92,1.20,10.078,15.477,"2,291",56.34%  (  +1.18%),70.51%,33.46%,"108,491",5,4,4,50
LEVI,USA,16.48,2025-04-02,36.47,0.67,1.03,7.756,12.953,289,46.44%  (  -1.17%),71.50%,37.91%,"36,505",8,4,4,78
DAL,USA,53.28,2025-04-09,29.17,2.61,0.56,6.093,0.000,"81,793",53.99%  (  +3.57%),100.00%,39.95%,"815,094",7,5,5,85
JPM,USA,242.28,2025-04-11,30.29,6.52,2.40,3.236,0.000,"94,993",31.45%  (  +0.38%),95.23%,24.37%,"735,410",6,4,5,88
MS,USA,119.29,2025-04-15,31.31,4.12,1.82,3.448,0.000,"37,323",37.02%  (  +0.03%),98.80%,30.94%,"576,979",6,4,4,85
WFC,USA,71.05,2025-04-11,31.78,2.29,1.85,4.088,0.000,"104,151",37.44%  (  +0.42%),100.00%,23.99%,"1,085,180",6,4,4,80
BK,USA,85.84,2025-04-11,49.77,1.98,1.55,4.484,0.000,"1,550",30.00%  (  +0.98%),90.35%,19.97%,"74,959",7,4,4,85
STT,USA,89.65,2025-04-11,28.43,2.57,1.22,5.230,0.000,"1,909",33.60%  (  -0.62%),94.76%,25.97%,"32,877",4,4,4,85
GS,USA,559.67,2025-04-21,30.80,19.71,1.38,3.705,0.000,"42,210",35.32%  (  -1.21%),93.54%,28.98%,"257,809",5,4,4,82
MTB,USA,178.74,2025-04-21,28.89,4.56,2.19,4.436,0.000,120,34.16%  (  -0.02%),81.11%,19.75%,"9,658",6,4,4,75
BAC,USA,41.40,2025-04-15,29.68,1.21,1.58,3.660,0.000,"225,057",31.86%  (  -0.15%),78.96%,27.09%,"2,706,652",7,5,5,80
PNC,USA,179.77,2025-04-15,31.30,4.54,2.10,3.861,0.000,"1,405",28.39%  (  +0.92%),67.03%,21.29%,"49,143",8,4,4,80
C,USA,70.46,2025-04-15,29.67,2.51,0.78,3.596,0.000,"213,161",35.92%  (  -1.27%),85.33%,31.67%,"1,861,725",6,5,5,85
CFG,USA,41.64,2025-04-16,28.99,1.40,1.46,4.379,0.000,"13,196",39.43%  (  +2.06%),85.65%,23.03%,"67,316",5,4,4,80
USB,USA,44.72,2025-04-16,36.53,1.12,1.65,3.938,0.000,"9,909",31.70%  (  -2.72%),49.84%,19.61%,"227,431",4,4,5,82
STLD,USA,125.03,2025-04-22,41.00,4.48,1.07,5.917,0.000,488,43.26%  (  +3.34%),78.84%,31.88%,"43,486",10,4,4,78
DFS,USA,167.52,2025-04-16,30.43,7.00,1.78,3.771,0.000,"1,510",53.79%  (  +1.71%),89.30%,34.02%,"41,373",7,4,4,80
SNV,USA,46.84,2025-04-16,23.68,1.68,1.92,3.398,0.000,"1,267",42.36%  (  +0.65%),68.90%,25.64%,"10,219",9,4,4,75
KMI,USA,26.14,2025-04-16,39.50,0.77,3.85,2.685,0.000,"12,661",33.12%  (  +1.32%),100.00%,34.05%,"592,447",8,4,4,80
BKR,USA,42.89,2025-04-22,41.07,1.35,1.53,6.602,0.000,"4,633",33.47%  (  -1.39%),75.36%,32.02%,"132,496",9,5,5,88
NDAQ,USA,74.66,2025-04-24,31.46,2.00,5.81,5.387,0.000,"6,268",27.29%  (  +0.54%),97.03%,23.67%,"39,105",8,4,4,77
LBRT,USA,15.17,2025-04-16,28.02,0.81,0.57,5.345,0.000,"1,055",47.34%  (  -4.96%),77.28%,51.30%,"36,287",6,4,4,72
REXR,USA,40.45,2025-04-16,49.04,1.00,9.89,3.774,0.000,72,34.25%  (  +0.07%),60.39%,22.66%,"7,574",8,4,4,75
AA,USA,32.84,2025-04-16,40.25,1.54,0.69,4.278,0.000,"14,491",53.61%  (  +0.95%),66.74%,46.90%,"264,154",4,4,4,73
FITB,USA,40.06,2025-04-18,29.20,1.10,1.93,4.115,0.000,"1,164",32.39%  (  -0.28%),70.92%,19.73%,"81,286",5,4,4,80
HBAN,USA,15.14,2025-04-18,30.09,0.44,1.86,3.546,0.000,676,33.34%  (  -2.64%),68.81%,21.32%,"74,331",7,4,4,80
AXP,USA,273.21,2025-04-18,26.33,8.12,2.59,4.644,0.000,"18,618",32.54%  (  -0.36%),85.13%,22.05%,"219,405",7,4,4,85
KEY,USA,15.73,2025-04-17,30.26,0.56,1.89,4.626,0.000,"4,986",37.45%  (  -0.07%),58.31%,26.08%,"205,739",4,4,4,70
RF,USA,22.07,2025-04-18,30.22,0.61,2.14,4.331,0.000,524,34.43%  (  -1.09%),70.19%,21.22%,"103,672",7,4,4,78
KNX,USA,47.11,2025-04-23,29.86,1.68,1.03,7.766,0.000,"1,491",41.57%  (  +2.20%),90.05%,26.23%,"24,248",6,4,4,70
WAL,USA,77.31,2025-04-17,31.47,3.30,1.70,6.749,0.000,"1,553",49.58%  (  +0.46%),81.22%,38.07%,"36,903",8,5,5,75
BX,USA,145.15,2025-04-17,28.24,5.74,14.20,4.033,0.000,"22,471",43.23%  (  +1.10%),100.00%,31.37%,"292,506",7,4,4,88
TSM,USA,177.10,2025-04-17,37.09,7.63,10.20,3.013,0.000,"159,448",44.30%  (  -2.52%),45.45%,58.28%,"1,706,269",10,5,5,85
FCX,USA,36.94,2025-04-22,46.99,1.59,2.11,3.841,0.000,"52,051",45.02%  (  +2.70%),90.63%,44.29%,"1,102,134",4,4,4,78
BANC,USA,13.80,2025-04-22,27.00,0.47,1.23,9.683,0.000,"2,675",45.53%  (  -4.48%),61.47%,26.19%,"19,858",8,5,5,70
ALLY,USA,34.65,2025-04-17,34.94,1.26,0.65,6.757,0.000,"2,738",38.67%  (  -4.79%),57.40%,26.93%,"118,921",9,4,4,70
PNR,Ireland,88.35,2025-04-22,27.10,2.35,3.57,6.385,0.000,"2,196",30.21%  (  +1.69%),62.73%,20.56%,"10,318",6,4,4,79
ALK,USA,60.64,2025-04-17,31.06,3.18,0.64,7.083,0.000,"5,019",54.57%  (  -1.54%),94.25%,45.28%,"147,046",8,5,5,85
DHR,USA,212.07,2025-04-22,48.16,5.40,6.35,4.766,0.000,"11,199",26.70%  (  -0.78%),67.05%,35.30%,"117,006",7,4,4,70
HOMB,USA,28.88,2025-04-17,40.76,0.69,3.92,8.284,0.000,5,41.80%  (  +2.57%),56.35%,20.27%,"1,179",7,4,4,80
INFY,USA,19.86,2025-04-17,29.75,0.39,4.31,4.935,0.000,"12,391",31.79%  (  +0.70%),68.11%,14.96%,"86,642",8,4,4,88
ISRG,USA,518.26,2025-04-17,30.34,18.50,22.13,5.903,0.000,"9,876",35.37%  (  +1.68%),81.70%,28.68%,"78,541",8,5,5,78
SCHW,USA,74.63,2025-04-21,34.88,2.15,5.35,4.958,0.000,"22,994",32.44%  (  +1.01%),55.54%,23.09%,"478,710",10,4,4,80
FNB,USA,13.75,2025-04-16,28.77,0.40,1.92,4.130,0.000,8,46.08%  (  -22.70%),36.92%,23.38%,"4,266",8,5,5,87
GE,USA,193.85,2025-04-22,42.42,5.85,4.54,5.726,0.000,"26,160",33.67%  (  -0.40%),53.09%,26.38%,"221,046",9,5,5,85
IBKR,USA,192.17,2025-04-15,36.72,9.10,8.65,4.558,0.000,"2,717",49.66%  (  +0.99%),100.00%,45.52%,"54,870",8,5,5,92
CSX,USA,31.26,2025-04-16,37.26,0.64,4.07,3.550,0.000,"20,597",24.63%  (  -2.73%),34.32%,20.26%,"128,121",7,4,4,65
PLD,USA,119.91,2025-04-16,49.54,2.73,13.89,4.365,0.000,"1,655",29.13%  (  +3.08%),48.26%,18.62%,"54,491",6,4,4,82
FHN,USA,18.88,2025-04-16,27.38,0.67,1.97,5.189,0.000,"1,238",35.40%  (  -2.46%),61.00%,26.84%,"33,594",7,4,5,70
NFLX,USA,891.11,2025-04-17,33.40,34.26,9.80,8.223,0.000,"257,876",38.72%  (  +0.43%),58.84%,33.52%,"540,041",8,4,4,85
UAL,USA,82.88,2025-04-15,32.07,5.28,0.48,6.531,0.000,"76,239",61.99%  (  -0.29%),99.05%,49.01%,"740,103",10,5,5,85
UNH,USA,493.48,2025-04-15,47.84,15.39,1.13,4.588,0.000,"52,540",30.86%  (  -1.24%),60.72%,31.95%,"322,622",7,5,5,76
GEV,USA,289.30,2025-04-24,32.22,22.07,2.28,8.763,0.000,"17,920",66.33%  (  +0.63%),100.00%,90.44%,"139,854",7,5,5,85
VRT,USA,85.04,2025-04-23,35.38,8.03,4.04,10.541,0.000,"40,101",73.13%  (  -11.63%),60.71%,122.67%,"593,171",8,5,5,90
NSC,USA,242.22,2025-04-23,43.90,5.44,4.52,4.122,0.000,325,26.86%  (  -1.43%),58.25%,22.42%,"18,959",10,4,4,80
HESM,USA,40.33,2025-04-24,49.74,1.15,6.15,4.607,0.000,43,25.57%  (  +2.08%),73.82%,28.30%,"11,759",6,4,4,85
AR,USA,33.64,2025-04-23,32.55,1.64,2.42,5.087,0.000,"6,667",51.78%  (  +6.31%),100.00%,47.64%,"152,325",6,4,4,85
RJF,USA,143.37,2025-04-23,28.19,4.27,1.91,6.159,0.000,119,32.12%  (  -0.97%),81.25%,22.72%,"11,644",8,4,4,80
META,USA,625.66,2025-04-23,36.52,23.86,9.64,8.394,0.000,"706,690",38.56%  (  -0.40%),46.91%,28.28%,"2,081,121",10,5,5,85
TMO,USA,531.71,2025-04-23,45.59,12.73,4.68,4.079,0.000,"1,321",26.25%  (  -1.55%),70.28%,28.69%,"51,222",9,5,5,79
FTI,UK,26.67,2025-04-24,33.49,1.05,1.24,8.373,0.000,"6,470",37.13%  (  -1.48%),50.92%,34.41%,"24,898",9,5,5,88
BA,USA,154.18,2025-04-23,29.29,6.31,1.74,5.109,0.000,"159,901",41.86%  (  +0.74%),64.42%,35.12%,"1,089,441",7,4,4,50
EQT,USA,47.00,2025-04-22,40.40,2.13,5.38,4.425,0.000,"8,726",46.27%  (  +2.63%),100.00%,50.92%,"342,656",10,4,4,90
LRCX,USA,79.01,2025-04-23,48.12,3.57,6.26,3.717,0.000,"21,033",49.32%  (  -0.07%),66.51%,45.92%,"539,022",5,4,5,80
WAB,USA,179.29,2025-04-23,37.61,5.46,2.95,5.413,0.000,94,28.79%  (  -0.98%),93.46%,37.99%,"5,505",6,5,5,75
NOW,USA,850.63,2025-04-23,25.55,33.42,15.95,6.608,0.000,"15,412",38.49%  (  +1.81%),72.46%,43.06%,"99,686",9,5,5,90
SLM,USA,29.46,2025-04-23,48.27,1.05,2.05,8.187,0.000,442,40.47%  (  -4.25%),47.95%,31.45%,"47,166",9,5,5,78
BSX,USA,99.13,2025-04-23,39.72,2.49,8.74,5.753,0.000,"13,144",30.12%  (  +2.75%),77.36%,20.62%,"207,790",10,5,5,90
APH,USA,62.93,2025-04-23,37.98,2.35,5.01,7.267,0.000,"8,539",37.04%  (  -3.49%),74.69%,48.77%,"72,596",5,5,4,85
SPOT,Luxembourg,532.10,2025-04-22,36.36,27.52,6.30,10.172,0.000,"20,946",50.92%  (  +2.58%),73.59%,52.72%,"119,817",10,4,4,88
VLO,USA,126.85,2025-04-24,42.62,4.80,0.31,3.264,0.000,"5,547",41.97%  (  +1.92%),97.25%,38.31%,"152,441",9,5,5,60
CDP,USA,27.15,2025-04-24,41.33,0.64,8.12,11.572,0.000,2,64.97%  (  +18.51%),88.90%,22.65%,558,7,4,4,80
FTAI,Cayman Islands,104.22,2025-04-24,39.91,10.38,6.12,10.248,0.000,"6,304",84.40%  (  +1.26%),63.50%,87.40%,"121,760",6,5,5,68
WDC,USA,41.70,2025-04-24,29.49,2.25,0.93,5.834,0.000,"58,334",53.39%  (  +3.18%),81.35%,47.55%,"338,865",8,5,4,70
SPGI,USA,497.00,2025-04-24,34.59,10.76,10.77,4.047,0.000,"2,052",22.63%  (  +0.93%),63.35%,23.34%,"23,682",7,5,5,87
FTV,USA,76.60,2025-04-23,36.77,1.56,4.18,6.067,0.000,"1,641",23.50%  (  -2.13%),39.13%,17.25%,"2,171",7,4,4,85
COF,USA,173.17,2025-04-24,29.37,6.79,1.24,4.511,0.000,"22,107",41.81%  (  -2.74%),74.08%,32.51%,"153,993",10,4,4,68
RCL,Liberia,214.00,2025-04-24,32.88,11.02,3.49,5.936,0.000,"13,838",48.84%  (  +0.60%),100.00%,56.19%,"188,165",7,5,5,85
FE,USA,38.56,2025-04-24,40.87,0.96,1.65,4.037,0.000,398,22.74%  (  +0.95%),55.87%,38.41%,"60,127",7,4,4,70
XEL,USA,68.00,2025-04-24,45.63,1.36,2.90,4.741,0.000,209,23.92%  (  +0.97%),58.28%,18.34%,"17,865",8,4,4,68
CUZ,USA,29.20,2025-04-24,40.99,0.75,5.71,8.159,0.000,3,38.91%  (  +4.48%),39.26%,24.00%,460,8,4,4,85
ASX,USA,10.05,2025-04-24,45.48,0.37,1.18,8.103,0.000,53,44.30%  (  -1.57%),27.45%,51.45%,"6,207",6,4,4,75
PCG,USA,15.97,2025-04-24,45.91,0.43,1.43,3.146,0.000,"11,495",34.24%  (  +0.07%),44.58%,26.50%,"736,429",6,4,4,75
KLAC,USA,711.29,2025-04-24,46.59,28.06,8.72,6.933,0.000,864,44.27%  (  -0.46%),51.98%,37.99%,"23,715",8,4,4,82
MBLY,USA,15.59,2025-04-24,45.20,1.17,7.65,14.445,0.000,"8,304",72.79%  (  -8.09%),46.82%,63.92%,"339,937",5,4,4,70
AAL,USA,13.03,2025-04-24,25.65,0.66,0.16,7.441,0.000,"152,906",50.27%  (  -2.94%),60.60%,35.55%,"3,019,031",10,4,5,70
DXCM,USA,77.84,2025-04-24,31.77,2.83,7.54,10.100,0.000,"4,899",40.45%  (  +0.92%),26.01%,32.84%,"124,477",9,5,5,80
ROKU,USA,76.67,2025-04-24,40.80,5.33,2.72,15.252,0.000,"35,271",58.35%  (  +1.83%),44.16%,64.65%,"260,333",9,4,4,85
GM,USA,47.44,2025-04-22,47.16,2.02,0.25,5.704,0.000,"39,948",41.59%  (  +1.85%),75.65%,44.92%,"765,660",6,4,4,80
SYF,USA,54.74,2025-04-23,26.45,2.31,1.03,6.952,0.000,"3,053",46.98%  (  +1.70%),98.20%,32.10%,"86,333",9,4,5,75
MTDR,USA,45.27,2025-04-22,21.35,2.17,1.63,7.482,0.000,"1,389",46.50%  (  -0.91%),95.84%,40.00%,"59,375",10,5,5,85
ONB,USA,21.59,2025-04-22,30.51,0.64,2.33,7.597,0.000,149,46.48%  (  +9.11%),61.01%,22.80%,"6,527",10,5,5,80
MSFT,USA,393.31,2025-04-24,39.45,9.51,11.17,4.911,0.000,"369,552",26.68%  (  -1.23%),56.05%,26.79%,"2,262,140",9,5,5,85
TRU,USA,86.47,2025-04-24,35.60,3.12,4.03,9.198,0.000,98,38.23%  (  -0.96%),59.20%,35.38%,"10,928",9,4,5,82
HAL,USA,25.00,2025-04-22,41.73,0.88,0.95,3.893,0.000,"21,827",32.11%  (  -8.33%),50.77%,32.27%,"414,141",7,4,5,75
GOOGL,USA,173.86,2025-04-24,40.46,4.97,6.09,6.498,0.000,"401,001",31.77%  (  -1.02%),58.86%,34.88%,"2,942,676",8,4,4,85
CMG,USA,50.23,2025-04-23,32.90,1.81,6.02,8.148,0.000,"87,666",37.60%  (  +2.47%),52.57%,30.67%,"1,095,656",4,5,4,85
V,USA,345.32,2025-04-22,47.89,6.46,18.33,3.366,0.000,"23,167",22.83%  (  -0.44%),58.94%,17.70%,"289,493",8,5,5,92
WFRD,Ireland,56.11,2025-04-22,31.90,3.00,0.74,9.903,0.000,185,51.45%  (  -7.61%),72.16%,50.08%,"4,035",9,4,4,70
GOOG,USA,175.75,2025-04-24,40.70,4.97,6.09,6.490,0.000,"170,340",32.10%  (  -0.58%),61.97%,33.99%,"1,415,194",7,5,5,85
FI,USA,218.04,2025-04-22,40.73,5.56,5.98,4.678,0.000,"16,460",29.06%  (  +1.07%),88.14%,31.46%,"60,660",8,5,5,85
TER,USA,108.54,2025-04-23,42.51,4.65,6.23,10.612,0.000,579,45.82%  (  -0.30%),61.13%,43.48%,"46,933",9,4,5,76
WBS,USA,51.11,2025-04-22,25.74,1.74,2.10,6.526,0.000,618,41.11%  (  +1.07%),73.89%,24.17%,"3,919",6,5,5,80
IP,USA,52.30,2025-04-24,38.76,1.65,1.48,4.634,0.000,768,33.00%  (  -1.13%),47.08%,32.58%,"91,963",10,4,4,80
TEAM,USA,238.86,2025-04-24,27.93,13.60,13.05,11.706,0.000,"15,190",50.19%  (  +1.50%),51.99%,59.39%,"77,370",8,4,4,85
09:38:12 AM,,,,,,,,,,,,,,,,,
