SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
ABVX,USA,125.68,2025-12-15,70.56,6.15,189.63%,-,0.000,0.000,"1,856",53.62%,105.60%  (-4.35%),62.45%,"27,641",10,5,5,0,Biotechnology,
ORCL,USA,204.96,2025-12-15,31.79,12.61,-2.84%,9.90,9.252,12.547,"352,626",48.20%,64.81%  (-1.60%),87.32%,"1,858,511",6,4,4,85,Software - Infrastructure,"MSFT, 0.86(6M)"
BIRK,Jersey,43.51,2025-12-18,63.54,1.29,-9.61%,3.62,9.431,12.148,"4,191",30.09%,53.15%  (+0.46%),56.40%,"42,544",4,5,5,88,Footwear & Accessories,
NKE,USA,64.33,2025-12-18,49.75,1.84,-5.65%,2.04,9.144,10.534,"70,257",28.77%,45.99%  (-0.37%),60.06%,"1,432,392",6,4,4,65,Footwear & Accessories,"UA, 0.88(6M)"
CCL,Panama,25.43,2025-12-19,41.63,1.13,-0.73%,1.26,5.296,11.475,"31,154",48.89%,48.10%  (-2.71%),30.05%,"1,252,852",7,5,5,92,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
UEC,USA,12.08,2025-12-23,46.35,1.02,40.54%,86.90,2.708,10.254,"7,942",84.81%,78.11%  (-3.45%),48.71%,"363,483",6,5,5,80,Uranium,
DAL,USA,64.27,2026-01-09,63.39,2.43,20.24%,0.67,7.858,0.000,"42,490",45.97%,41.41%  (-4.10%),16.39%,"819,403",7,5,5,88,Airlines,"UAL, 0.94(6M)"
10:10:06 PM,,,,,,,,,,,,,,,,,,,,
