SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
DKNG,USA,0,2025-05-01,,,,10.383,0.000,"11,430",70.85%,48.27%  (  +3.38%),38.59%,"644,524",9,5,5,75
ZTS,USA,0,2025-05-01,,,,7.280,0.000,41,31.04%,25.78%  (  +1.28%),22.71%,"38,410",8,5,4,90
TEAM,USA,0,2025-04-24,,,,11.706,11.090,733,58.82%,51.39%  (  +6.09%),54.81%,"69,251",7,4,4,75
BILL,USA,0,2025-05-01,,,,13.839,0.000,"2,168",50.62%,48.96%  (  +0.06%),21.48%,"96,550",7,4,4,78
FIVN,USA,0,2025-05-01,,,,15.675,0.000,291,47.81%,52.85%  (  -2.20%),26.91%,"36,432",8,5,4,82
XYZ,USA,0,2025-05-01,,,,4.904,0.000,"6,670",72.51%,46.84%  (  +2.85%),17.58%,"606,452",4,5,5,78
SHAK,USA,0,2025-05-01,,,,10.393,0.000,186,72.28%,46.60%  (  +3.09%),47.37%,"30,518",8,4,4,78
FROG,Israel,0,2025-05-08,,,,15.101,0.000,94,41.90%,45.90%  (  +3.12%),24.72%,"17,173",9,5,5,78
SW,Ireland,0,2025-05-01,,,,6.846,0.000,13,46.86%,34.09%  (  -1.77%),22.70%,"3,553",6,5,5,80
NET,USA,0,2025-05-01,,,,12.765,0.000,"3,839",51.51%,53.76%  (  +4.30%),43.42%,"171,348",9,4,4,75
SWTX,USA,0,2025-05-01,,,,15.403,0.000,"1,614",52.31%,123.76%  (  -7.76%),63.10%,"111,689",8,5,5,0
APG,USA,0,2025-05-01,,,,9.630,0.000,1,38.61%,36.75%  (  -6.11%),53.20%,"2,914",6,5,5,80
CFLT,USA,0,2025-05-06,,,,19.345,0.000,"1,606",65.04%,62.29%  (  +2.37%),47.18%,"205,765",6,4,4,78
OWL,USA,0,2025-05-01,,,,7.579,0.000,393,45.76%,40.89%  (  +0.76%),48.42%,"94,282",8,4,5,90
DOCN,USA,0,2025-05-09,,,,15.654,0.000,367,63.64%,55.03%  (  -0.43%),39.52%,"49,700",5,4,4,75
MT,USA,0,2025-05-01,,,,4.087,0.000,"1,851",51.00%,35.99%  (  +0.39%),51.02%,"101,472",9,4,4,75
CNK,USA,0,2025-05-01,,,,8.146,0.000,41,51.08%,36.07%  (  +1.30%),17.55%,"91,748",9,5,4,75
XPO,USA,0,2025-05-02,,,,11.486,0.000,74,37.89%,46.76%  (  -0.93%),38.21%,"17,744",6,5,5,80
FLR,USA,0,2025-05-02,,,,9.717,0.000,443,46.55%,47.38%  (  +0.86%),62.05%,"109,146",8,4,4,78
PK,USA,0,2025-05-05,,,,7.502,0.000,15,35.25%,40.60%  (  -17.10%),43.95%,"8,181",5,4,4,65
SYM,USA,0,2025-05-05,,,,20.065,0.000,658,63.13%,65.34%  (  +1.90%),17.43%,"84,506",4,4,4,80
FLS,USA,0,2025-05-05,,,,6.314,0.000,10,40.31%,30.73%  (  +0.92%),51.59%,"9,858",5,5,5,85
GPN,USA,0,2025-05-07,,,,8.527,0.000,"3,748",29.63%,31.64%  (  -1.43%),30.90%,"66,207",8,4,4,75
AMKR,USA,0,2025-05-05,,,,11.075,0.000,"45,557",36.60%,46.91%  (  +1.20%),46.84%,"71,527",7,4,5,65
MGM,USA,0,2025-05-07,,,,6.554,0.000,"2,082",61.09%,35.35%  (  -0.33%),37.19%,"195,325",9,5,5,85
ANET,USA,0,2025-05-06,,,,9.228,0.000,"7,838",56.04%,44.93%  (  +0.40%),36.20%,"419,576",10,4,4,85
PEG,USA,0,2025-04-29,,,,4.810,0.000,63,20.74%,22.23%  (  -1.14%),47.49%,"32,984",7,4,4,65
ERJ,USA,0,2025-05-06,,,,8.588,0.000,90,51.18%,44.29%  (  +0.42%),53.25%,"48,220",8,4,4,85
LSCC,USA,0,2025-05-05,,,,12.931,0.000,230,45.76%,49.58%  (  +0.93%),35.95%,"10,095",9,5,5,72
AKAM,USA,0,2025-05-08,,,,10.445,0.000,321,77.09%,28.20%  (  +1.47%),19.03%,"131,764",4,4,4,80
ETN,Ireland,0,2025-04-29,,,,6.359,0.000,"1,021",38.66%,34.23%  (  +0.23%),52.19%,"107,473",5,4,4,85
SBUX,USA,0,2025-04-29,,,,6.520,0.000,"7,172",29.71%,26.99%  (  +2.25%),29.61%,"542,917",9,4,4,70
DD,USA,0,2025-05-07,,,,5.627,0.000,"3,610",23.89%,21.78%  (  -1.50%),32.84%,"103,941",8,4,4,80
KKR,USA,0,2025-05-07,,,,4.349,0.000,516,49.54%,39.22%  (  +1.28%),45.98%,"140,951",6,5,5,85
AME,USA,0,2025-05-01,,,,4.776,0.000,4,19.88%,22.22%  (  -0.19%),46.24%,"6,413",7,4,4,88
SEE,USA,0,2025-05-01,,,,8.491,0.000,146,34.59%,33.87%  (  -0.55%),27.82%,"16,372",7,4,5,75
CZR,USA,0,2025-04-29,,,,6.864,0.000,"10,235",52.32%,48.69%  (  +6.98%),41.06%,"224,285",7,5,5,60
AMCR,Jersey,0,2025-04-29,,,,6.080,0.000,19,22.08%,27.70%  (  -0.27%),40.66%,"85,604",10,5,5,70
CCCS,USA,0,2025-04-29,,,,12.542,0.000,86,22.86%,45.77%  (  +0.66%),27.42%,"1,638",5,4,4,75
RITM,USA,0,2025-04-29,,,,5.628,0.000,133,17.85%,22.91%  (  -1.76%),29.43%,"93,349",8,5,5,85
FRSH,USA,0,2025-05-07,,,,14.502,0.000,10,40.22%,48.95%  (  +4.31%),28.63%,"29,584",9,4,4,80
NCLH,Bermuda,0,2025-05-07,,,,8.334,0.000,"3,545",51.34%,48.75%  (  +1.79%),47.16%,"484,864",9,4,4,80
NVO,USA,0,2025-05-01,,,,6.524,0.000,"29,093",48.71%,42.18%  (  +2.35%),52.98%,"464,962",5,4,4,
FOLD,USA,0,2025-05-08,,,,9.191,0.000,2,32.95%,44.29%  (  +2.49%),34.85%,"18,078",4,4,5,85
G,Bermuda,0,2025-05-08,,,,8.604,0.000,5,19.68%,27.55%  (  -0.95%),33.30%,"3,827",7,4,4,85
RIOT,USA,0,2025-05-07,,,,11.880,0.000,"27,097",87.46%,78.26%  (  -2.47%),6.84%,"1,235,433",6,5,5,80
CRC,USA,0,2025-05-06,,,,7.554,0.000,6,43.69%,37.05%  (  +1.88%),42.63%,"14,328",4,5,5,85
LFST,USA,0,2025-05-08,,,,12.385,0.000,5,31.20%,41.22%  (  +1.03%),10.03%,"28,761",4,5,5,78
COIN,USA,0,2025-05-01,,,,9.268,0.000,"28,609",88.73%,63.19%  (  -0.39%),8.57%,"1,074,184",7,4,4,80
CLSK,USA,0,2025-05-08,,,,7.603,0.000,"12,493",92.67%,80.81%  (  -1.10%),2.94%,"1,259,668",4,5,5,85
RPRX,UK,0,2025-05-08,,,,5.891,0.000,"1,263",24.18%,45.83%  (  +1.67%),72.81%,"41,547",9,5,4,88
DIS,USA,0,2025-05-06,,,,7.050,0.000,"6,312",27.42%,23.64%  (  +0.16%),21.10%,"763,728",6,5,5,86
NTRA,USA,0,2025-05-08,,,,14.325,0.000,"3,053",47.93%,55.94%  (  +3.91%),27.54%,"22,494",10,5,5,78
JOBY,Cayman Islands,0,2025-05-06,,,,10.402,0.000,"1,022",60.14%,68.27%  (  +1.78%),31.44%,"245,374",8,4,4,60
MARA,USA,0,2025-05-08,,,,10.597,0.000,"78,800",101.60%,76.63%  (  -5.83%),2.11%,"1,683,587",5,4,4,75
DAR,USA,0,2025-04-24,,,,10.527,13.447,434,45.82%,44.57%  (  +0.07%),57.23%,"24,633",9,5,5,78
WRBY,USA,0,2025-05-08,,,,16.790,0.000,38,61.72%,54.94%  (  +1.53%),29.88%,"13,356",7,4,4,85
GMAB,USA,0,2025-05-01,,,,12.062,0.000,52,48.76%,53.29%  (  +8.87%),39.80%,"16,596",8,4,4,85
TPR,USA,0,2025-05-08,,,,6.561,0.000,115,36.12%,39.19%  (  +2.43%),50.86%,"198,123",10,5,4,82
USFD,USA,0,2025-05-08,,,,5.909,0.000,12,27.04%,27.21%  (  unch),39.01%,"9,665",8,5,5,90
AVPT,USA,0,2025-05-08,,,,10.602,0.000,54,60.38%,42.65%  (  -1.49%),41.23%,"15,694",7,5,5,85
11:05:26 AM,,,,,,,,,,,,,,,,,
