SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
NXPI,Netherlands,203.37,2025-05-05,42.92,7.96,4.09,6.447,0.000,316,44.53%,37.52%  (  +0.55%),51.39%,"41,270",5,5,5,60
AXTA,Bermuda,33.12,2025-05-07,37.96,0.93,1.37,6.128,0.000,271,28.83%,27.77%  (  -1.67%),45.52%,"1,693",6,4,5,90
AGNC,USA,9.86,2025-04-28,39.24,0.18,1.85,4.125,0.000,"5,718",17.46%,20.83%  (  +0.08%),31.37%,"708,050",6,4,4,70
ECL,USA,252.76,2025-04-29,43.40,4.29,4.55,6.662,0.000,26,14.11%,20.39%  (  +0.10%),48.54%,"9,804",4,4,5,82
XYL,USA,123.46,2025-04-29,48.02,2.55,3.50,5.941,0.000,4,21.28%,22.57%  (  -0.90%),38.56%,"5,489",4,5,5,80
PFE,USA,25.10,2025-05-07,36.66,0.51,2.24,4.412,0.000,"215,741",18.04%,26.42%  (  +0.35%),56.84%,"3,049,120",7,4,4,80
GM,USA,47.06,2025-04-22,43.63,2.06,0.25,5.704,8.312,"73,101",45.98%,38.11%  (  -0.34%),62.48%,"761,341",6,4,4,73
AZN,USA,72.63,2025-04-24,38.89,1.23,4.17,4.852,5.115,"1,513",17.73%,22.44%  (  -2.60%),35.12%,"181,423",9,5,4,80
GLW,USA,47.02,2025-04-29,43.87,1.49,3.07,5.648,0.000,"1,310",30.12%,29.16%  (  +1.65%),56.05%,"293,292",8,4,5,85
GEHC,USA,82.43,2025-04-29,42.37,1.96,1.92,6.499,0.000,528,30.99%,29.00%  (  +1.41%),42.74%,"92,265",8,5,5,77
NEE,USA,70.53,2025-04-22,48.32,1.75,5.94,3.951,6.424,"5,983",27.39%,29.12%  (  +0.01%),47.25%,"477,094",8,4,4,85
GOOGL,USA,164.04,2025-04-24,41.31,4.62,5.75,6.498,6.936,"51,341",28.69%,31.71%  (  +0.65%),58.54%,"2,772,708",8,4,4,85
MMM,USA,149.84,2025-04-29,49.97,3.55,3.06,6.421,0.000,"1,415",27.17%,30.57%  (  +2.16%),59.57%,"210,049",8,4,4,75
UPS,USA,111.38,2025-04-29,37.12,2.60,1.05,6.095,5.129,"5,338",24.35%,25.43%  (  -0.66%),34.66%,"349,155",7,4,4,80
PCAR,USA,99.08,2025-04-29,41.56,2.57,1.55,7.180,0.000,140,31.48%,28.70%  (  -0.32%),59.19%,"27,018",5,4,4,85
GPK,USA,26.10,2025-04-29,47.62,0.70,0.89,8.524,0.000,9,25.36%,31.34%  (  +1.94%),37.13%,"3,567",7,4,4,78
ONB,USA,21.67,2025-04-22,47.34,0.56,2.34,7.597,8.649,2,32.19%,35.35%  (  -7.09%),44.56%,"5,089",10,5,5,80
ST,UK,26.01,2025-05-05,37.82,0.96,0.99,8.637,0.000,79,36.21%,37.08%  (  +2.54%),56.74%,"8,657",8,4,4,62
WBS,USA,52.47,2025-04-22,47.34,1.54,2.15,6.526,11.270,15,34.17%,37.35%  (  +1.75%),62.83%,"8,430",6,5,5,75
MSFT,USA,389.97,2025-04-24,45.49,8.01,11.07,4.911,5.162,"83,793",21.77%,23.77%  (  -0.38%),40.30%,"1,999,909",10,5,5,85
TRU,USA,85.56,2025-04-24,44.90,2.92,3.99,9.198,12.141,2,43.62%,37.86%  (  -0.15%),57.64%,"9,257",9,4,5,82
GOOG,USA,165.96,2025-04-24,41.38,4.64,5.74,6.490,6.932,"33,321",28.99%,31.89%  (  +1.38%),60.84%,"1,283,794",6,5,5,85
SYF,USA,54.56,2025-04-23,41.18,1.97,1.02,6.952,10.764,85,34.54%,36.85%  (  +0.40%),47.39%,"51,120",10,4,5,65
TER,USA,87.57,2025-04-23,33.33,4.09,5.03,10.612,13.488,109,64.75%,42.38%  (  +0.48%),49.18%,"69,824",9,4,5,75
SHW,USA,347.08,2025-04-22,49.52,7.65,3.78,6.201,7.878,34,21.05%,24.94%  (  +0.21%),58.01%,"18,620",4,4,4,78
ENTG,USA,93.85,2025-05-07,41.71,3.99,4.38,10.167,0.000,39,43.25%,43.37%  (  +1.52%),46.35%,"7,817",6,5,5,78
TXN,USA,181.95,2025-04-22,46.03,5.18,10.58,4.948,7.714,"1,252",34.01%,33.99%  (  +0.75%),66.38%,"237,367",5,4,4,65
TENB,USA,36.50,2025-05-07,42.76,1.08,4.88,10.853,0.000,1,24.19%,40.17%  (  -4.39%),45.46%,"1,738",6,4,4,80
HST,USA,14.70,2025-04-30,37.11,0.43,1.81,5.090,0.000,"5,049",30.57%,26.02%  (  -0.56%),40.66%,"38,254",9,4,4,79
ATI,USA,53.81,2025-04-29,46.82,2.03,1.75,9.845,0.000,65,38.26%,38.40%  (  -0.29%),39.52%,"9,735",10,5,5,85
TECH,USA,60.27,2025-05-07,41.11,2.31,7.97,9.431,0.000,4,35.57%,40.48%  (  +1.26%),51.19%,"1,287",8,4,4,88
CORT,USA,57.58,2025-05-07,46.27,2.75,9.00,17.702,0.000,47,51.33%,77.82%  (  -0.23%),44.74%,"40,407",9,5,4,80
PSN,USA,61.61,2025-05-07,46.76,2.29,0.97,7.832,0.000,10,50.94%,42.33%  (  +0.45%),75.59%,"18,216",6,4,5,86
CIVI,USA,35.97,2025-05-01,42.59,1.74,0.64,6.953,0.000,161,76.41%,46.09%  (  +0.61%),56.76%,"26,851",7,4,4,75
BRKR,USA,43.64,2025-05-01,32.74,1.81,1.97,9.189,0.000,14,34.17%,49.35%  (  -0.37%),70.65%,"3,860",8,5,4,75
TRMB,USA,68.23,2025-05-02,42.66,1.99,4.55,6.708,0.000,33,30.44%,29.82%  (  -0.34%),45.09%,"21,609",4,5,5,78
FLEX,Singapore,34.84,2025-05-07,41.30,1.46,0.52,9.654,0.000,128,41.19%,39.73%  (  -0.47%),42.24%,"16,289",6,5,5,88
MIR,USA,15.13,2025-04-29,49.72,0.62,4.09,12.752,0.000,8,41.47%,48.02%  (  +1.63%),26.02%,"15,209",9,5,5,70
QCOM,USA,158.91,2025-05-07,49.01,4.47,4.32,7.159,0.000,"3,938",31.80%,31.91%  (  +1.51%),25.71%,"489,745",9,4,4,85
PYPL,USA,69.81,2025-04-29,42.66,2.00,2.17,8.805,0.000,"10,279",29.54%,31.30%  (  +2.41%),20.88%,"1,135,948",5,4,4,80
NBIX,USA,115.21,2025-05-07,48.53,3.09,4.88,9.456,0.000,22,27.43%,30.64%  (  -2.03%),11.61%,"15,215",7,5,5,78
PCOR,USA,69.99,2025-05-07,44.17,2.87,9.11,12.021,0.000,2,61.92%,44.29%  (  -2.13%),47.92%,"19,719",8,5,5,75
RSI,USA,11.11,2025-05-07,44.78,0.68,2.74,21.453,0.000,263,86.49%,65.07%  (  -1.96%),30.44%,"34,461",7,5,5,85
GTES,UK,19.43,2025-05-07,43.31,0.73,1.46,7.436,0.000,318,43.12%,39.27%  (  -0.06%),38.97%,"27,710",7,5,5,70
SYK,USA,368.75,2025-04-29,41.42,8.04,6.23,6.065,0.000,23,19.12%,23.01%  (  +0.12%),45.63%,"24,613",4,5,5,90
ALKT,USA,27.44,2025-05-07,44.99,1.10,8.40,10.996,0.000,2,53.32%,42.99%  (  +1.22%),32.49%,"1,042",8,5,4,85
MLCO,USA,5.48,2025-04-29,45.05,0.24,0.50,9.227,0.000,27,44.98%,46.55%  (  -6.16%),12.75%,"63,910",7,4,4,60
IR,USA,80.97,2025-05-01,40.13,2.12,4.51,5.939,0.000,188,32.63%,28.43%  (  -0.38%),51.66%,"9,602",7,4,5,70
HLT,USA,233.18,2025-04-23,41.07,6.59,5.00,5.352,8.853,39,28.76%,28.45%  (  +0.39%),44.64%,"78,956",6,4,4,90
SRPT,USA,73.03,2025-05-07,29.07,5.04,3.73,8.883,0.000,793,103.48%,49.60%  (  -2.86%),15.11%,"40,351",9,5,5,85
TTEK,USA,29.66,2025-05-07,44.46,0.84,1.47,5.389,0.000,5,28.40%,37.00%  (  +1.66%),72.70%,"21,737",8,4,4,90
RELY,USA,21.28,2025-05-07,46.71,0.82,3.38,17.438,0.000,"1,008",43.96%,51.00%  (  +0.75%),35.12%,"30,398",8,5,5,85
IQV,USA,179.93,2025-05-01,38.14,4.96,2.06,7.369,0.000,30,24.80%,33.31%  (  +0.60%),65.23%,"5,054",6,5,5,75
CWAN,USA,27.26,2025-05-07,45.46,0.94,15.15,10.501,0.000,383,46.63%,40.82%  (  -1.69%),54.45%,"13,446",10,5,5,85
Z,USA,71.64,2025-05-07,44.33,2.93,7.74,10.019,0.000,"1,864",37.98%,42.73%  (  +5.70%),19.66%,"124,273",5,4,4,75
INFA,USA,18.85,2025-05-07,43.93,0.71,3.98,13.986,0.000,77,75.92%,49.05%  (  +1.91%),42.69%,"13,525",8,4,4,68
LLY,USA,822.86,2025-05-01,43.39,24.20,17.32,6.043,0.000,"9,132",31.79%,34.02%  (  +1.62%),35.43%,"255,739",10,5,5,80
APLE,USA,13.12,2025-05-01,32.52,0.35,2.20,5.667,0.000,39,26.13%,28.73%  (  -0.39%),27.95%,"12,096",9,4,4,78
HTGC,USA,19.45,2025-05-01,49.24,0.39,6.82,5.074,0.000,73,28.25%,23.88%  (  -0.07%),49.18%,"24,858",9,4,4,80
PWR,USA,256.64,2025-05-01,42.89,11.50,1.61,7.871,0.000,186,44.01%,42.61%  (  +1.09%),65.54%,"24,662",8,4,4,85
ILMN,USA,82.80,2025-05-01,29.36,3.79,3.00,8.118,0.000,397,36.43%,45.55%  (  +1.16%),32.63%,"43,949",4,4,4,60
IRM,USA,86.82,2025-05-01,41.79,2.73,4.15,5.967,0.000,19,37.17%,34.64%  (  +3.82%),52.86%,"54,820",6,4,4,80
NOG,USA,0,2025-04-29,,,,5.579,0.000,37,44.99%,36.51%  (  -0.23%),59.81%,"35,741",7,4,4,70
FOUR,USA,0,2025-05-08,,,,12.555,0.000,132,66.58%,46.78%  (  +0.27%),25.98%,"34,953",9,4,4,90
LYV,USA,0,2025-05-01,,,,7.562,0.000,740,40.42%,35.73%  (  -0.50%),51.61%,"83,331",7,5,5,75
MTZ,USA,0,2025-05-01,,,,12.462,0.000,318,53.59%,51.55%  (  +0.43%),57.90%,"15,350",4,5,5,92
NRG,USA,0,2025-05-06,,,,8.608,0.000,70,61.46%,44.17%  (  +0.26%),47.71%,"57,529",9,4,4,85
CGNX,USA,0,2025-05-01,,,,9.085,0.000,22,51.88%,40.25%  (  +0.65%),68.55%,"7,152",5,4,4,70
PENN,USA,0,2025-05-01,,,,10.162,0.000,722,52.35%,53.03%  (  +8.68%),29.07%,"439,203",8,4,4,55
BWA,USA,0,2025-05-01,,,,8.039,0.000,226,33.35%,35.51%  (  +1.89%),75.32%,"25,326",8,4,5,75
APO,USA,0,2025-05-01,,,,5.452,0.000,"2,395",42.43%,38.04%  (  +1.68%),49.92%,"344,814",5,5,5,90
BLDR,USA,0,2025-05-06,,,,9.273,0.000,149,35.87%,43.05%  (  +0.53%),32.51%,"28,350",8,5,5,75
SRE,USA,0,2025-05-06,,,,4.673,0.000,"8,265",64.41%,22.90%  (  -1.32%),47.62%,"63,517",7,4,4,75
XRAY,USA,0,2025-05-01,,,,12.794,0.000,19,39.48%,38.15%  (  +0.61%),35.31%,"16,885",6,4,4,48
APTV,Jersey,0,2025-05-01,,,,9.100,0.000,918,29.06%,36.15%  (  +5.16%),39.96%,"47,367",10,4,4,78
EXPE,USA,0,2025-05-01,,,,9.338,0.000,"1,074",40.10%,37.11%  (  +2.85%),36.99%,"84,200",7,4,4,82
