SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
JNJ,USA,150.62,2025-04-15,35.87,3.72,-3.78%,4.09,2.659,5.632,"52,785",30.57%,31.26%  (  +5.14%),100.00%,"464,789",9,4,4,75
BAC,USA,35.58,2025-04-15,27.79,1.63,-16.50%,1.36,3.660,10.542,"294,520",50.97%,57.79%  (  -0.57%),98.57%,"2,717,622",7,5,5,80
UAL,USA,58.77,2025-04-15,28.44,5.75,-20.02%,0.34,6.531,16.988,"28,236",73.99%,98.59%  (  +2.56%),100.00%,"644,940",7,5,5,85
IBKR,USA,144.29,2025-04-15,28.79,10.32,-10.51%,6.49,4.558,13.454,"5,185",66.10%,77.73%  (  -1.04%),98.19%,"59,460",9,5,5,90
ABT,USA,124.86,2025-04-16,39.16,3.31,6.57%,5.16,3.897,7.807,"7,993",27.18%,42.50%  (  +2.82%),100.00%,"192,984",9,5,5,85
PLD,USA,94.52,2025-04-16,22.19,3.72,-19.66%,10.95,4.365,9.049,"3,530",39.23%,56.10%  (  +6.33%),100.00%,"65,605",6,4,4,74
ASML,USA,615.84,2025-04-16,30.49,26.24,-21.64%,7.93,6.032,12.171,"19,128",45.19%,66.66%  (  +1.38%),100.00%,"146,045",8,4,4,82
FHN,USA,16.50,2025-04-16,29.42,0.88,-9.55%,1.70,5.189,12.595,"4,147",53.34%,68.40%  (  +5.53%),100.00%,"38,577",6,4,5,70
USB,USA,36.80,2025-04-16,23.78,1.56,-20.00%,1.36,3.938,10.777,"12,820",41.23%,59.22%  (  +1.20%),100.00%,"208,014",4,4,4,82
CFG,USA,34.84,2025-04-16,27.18,1.83,-18.27%,1.22,4.379,11.413,"2,534",49.70%,62.18%  (  +0.73%),100.00%,"65,909",4,4,4,80
TRV,USA,233.83,2025-04-16,27.76,6.75,-2.08%,1.14,4.928,10.314,821,31.46%,51.65%  (  +7.03%),100.00%,"13,450",10,4,4,85
FNB,USA,11.63,2025-04-16,24.56,0.54,-20.63%,1.62,4.130,17.989,"1,219",44.12%,94.03%  (  -6.92%),88.10%,"4,664",6,5,5,87
CSX,USA,27.09,2025-04-16,25.41,0.79,-18.48%,3.51,3.550,7.427,"5,262",27.40%,43.45%  (  -1.43%),94.97%,"137,556",9,4,5,65
PGR,USA,255.27,2025-04-11,35.35,8.76,4.42%,1.99,2.611,8.191,"3,235",38.19%,46.11%  (  -4.38%),86.09%,"43,586",8,5,5,82
KMI,USA,25.37,2025-04-16,32.46,0.91,2.44%,3.74,2.685,8.533,"13,321",35.00%,49.51%  (  +4.35%),100.00%,"530,857",9,4,4,80
THC,USA,119.72,2025-04-29,38.34,6.20,-16.54%,0.55,9.405,17.285,"1,242",45.05%,66.77%  (  +4.52%),100.00%,"32,098",8,5,5,85
LVS,USA,32.10,2025-04-16,17.63,1.68,-29.32%,2.01,4.343,12.098,"23,633",41.02%,76.31%  (  +10.32%),100.00%,"265,154",8,4,5,80
TFC,USA,35.14,2025-04-17,23.74,1.60,-19.06%,1.87,3.911,11.544,"13,377",43.35%,61.90%  (  +5.31%),100.00%,"244,590",4,4,4,70
RF,USA,18.68,2025-04-17,24.92,0.87,-19.01%,1.81,4.331,9.507,"1,733",41.79%,58.14%  (  +1.04%),100.00%,"110,323",6,4,4,78
AXP,USA,234.28,2025-04-17,27.25,10.93,-14.70%,2.21,4.644,12.267,"13,416",44.84%,64.69%  (  -0.16%),99.65%,"230,937",7,4,4,85
STT,USA,76.30,2025-04-17,22.05,3.29,-15.19%,1.04,5.230,10.879,"2,552",41.51%,67.67%  (  +8.73%),100.00%,"33,931",5,4,4,85
KEY,USA,13.51,2025-04-17,25.37,0.71,-19.36%,1.61,4.626,11.630,"6,462",47.30%,64.68%  (  +4.06%),100.00%,"164,057",6,4,4,70
ALLY,USA,31.34,2025-04-17,30.37,1.66,-16.91%,0.59,6.757,13.871,"16,795",45.51%,74.14%  (  +3.75%),100.00%,"111,918",9,4,4,74
SCHW,USA,70.04,2025-04-21,32.59,2.71,-3.97%,5.02,4.958,12.266,"45,926",39.49%,56.94%  (  +4.49%),100.00%,"447,288",10,5,5,85
FITB,USA,34.07,2025-04-17,25.22,1.51,-19.27%,1.64,4.115,10.775,"2,804",40.92%,56.78%  (  -2.33%),93.88%,"70,996",4,4,4,80
HBAN,USA,12.71,2025-04-17,25.20,0.62,-17.64%,1.57,3.546,10.236,"1,034",46.39%,56.48%  (  +2.04%),100.00%,"71,211",8,4,4,80
WAL,USA,62.16,2025-04-17,25.40,4.22,-24.02%,1.37,6.749,20.036,"1,169",60.77%,80.39%  (  -1.25%),97.58%,"33,699",4,5,5,75
INFY,USA,16.78,2025-04-17,25.90,0.50,-21.81%,3.65,4.935,10.430,"6,011",28.44%,42.74%  (  -4.14%),85.94%,"69,837",8,4,4,88
PPG,USA,96.93,2025-04-17,24.56,3.51,-20.57%,1.26,3.979,9.438,934,31.04%,42.59%  (  -3.70%),88.28%,"36,496",10,4,4,80
BX,USA,124.65,2025-04-17,30.56,7.41,-20.05%,12.19,4.033,12.311,"14,962",50.97%,72.37%  (  +3.04%),100.00%,"304,592",6,4,4,88
TSM,USA,146.17,2025-04-17,26.68,7.78,-20.88%,8.42,3.013,12.375,"230,117",49.94%,67.56%  (  +1.10%),100.00%,"1,793,189",10,5,5,85
ALK,USA,43.87,2025-04-17,24.50,3.01,-14.43%,0.46,7.083,20.515,"3,257",54.58%,83.90%  (  +5.56%),100.00%,"119,254",9,5,5,85
LMT,USA,430.82,2025-04-22,37.19,12.77,-15.82%,1.43,3.733,8.004,"6,883",29.31%,41.62%  (  +3.53%),100.00%,"99,236",8,4,4,85
GE,USA,167.70,2025-04-22,26.42,7.88,-7.15%,3.93,5.726,12.217,"37,031",46.31%,63.24%  (  +1.53%),100.00%,"222,568",9,5,5,85
DHR,USA,180.62,2025-04-22,23.36,6.76,-25.52%,5.41,4.766,11.187,"8,224",33.48%,54.17%  (  +0.28%),100.00%,"111,989",8,5,5,70
VZ,USA,42.58,2025-04-28,42.91,1.17,1.67%,1.33,3.918,8.181,"120,353",35.09%,37.43%  (  +3.47%),100.00%,"1,089,914",7,4,4,80
RTX,USA,117.32,2025-04-22,27.21,3.55,-2.18%,1.94,4.344,10.313,"16,858",36.35%,53.45%  (  +5.42%),100.00%,"188,367",10,5,5,82
NOC,USA,481.57,2025-04-22,43.11,13.27,-1.43%,1.70,3.919,11.468,"1,419",29.65%,43.72%  (  +4.89%),100.00%,"31,000",6,4,4,85
IRDM,USA,23.28,2025-04-22,23.80,1.16,-18.51%,3.05,11.000,17.826,753,41.36%,67.73%  (  -3.54%),87.91%,"25,776",6,5,4,80
SYF,USA,44.81,2025-04-22,28.36,2.99,-20.58%,0.84,6.952,18.101,"6,711",60.70%,71.90%  (  +2.88%),100.00%,"60,586",9,4,5,65
PHM,USA,96.14,2025-04-22,36.57,3.97,-20.56%,1.08,5.017,10.830,"1,303",37.59%,51.81%  (  +0.11%),100.00%,"39,393",9,4,4,78
CB,Switzerland,274.32,2025-04-22,35.27,7.22,-1.48%,1.97,4.872,11.435,"1,227",30.26%,44.26%  (  +10.17%),100.00%,"33,500",6,4,4,85
ISRG,USA,463.62,2025-04-22,35.39,22.05,-8.91%,19.89,5.903,12.268,"9,104",47.03%,60.69%  (  -0.41%),99.06%,"87,801",7,4,5,75
EQT,USA,47.31,2025-04-22,38.42,2.56,12.66%,5.41,4.425,13.522,"15,207",54.20%,73.00%  (  +10.26%),100.00%,"251,106",9,4,4,85
STLD,USA,111.04,2025-04-22,33.58,5.55,-12.42%,0.95,5.917,15.388,"1,167",44.01%,60.71%  (  +0.11%),100.00%,"39,220",10,5,5,78
BKR,USA,35.71,2025-04-22,26.89,1.89,-10.15%,1.27,6.602,15.368,"8,712",55.42%,62.76%  (  +0.50%),100.00%,"137,679",8,5,5,90
SAP,USA,241.54,2025-04-22,28.20,7.88,0.96%,7.62,11.932,12.124,"1,695",37.53%,47.35%  (  +1.90%),100.00%,"26,783",9,5,5,88
COF,USA,154.67,2025-04-22,34.64,9.31,-7.14%,1.11,4.511,13.785,"9,702",56.28%,70.76%  (  +1.63%),100.00%,"197,387",9,5,4,70
OMC,USA,71.55,2025-04-15,27.53,2.48,-22.71%,0.90,3.757,7.311,627,32.08%,43.53%  (  -5.35%),83.78%,"12,017",10,4,4,88
NFLX,USA,867.83,2025-04-17,37.07,39.17,7.28%,9.55,8.223,13.771,"98,795",46.56%,66.56%  (  +1.47%),100.00%,"459,033",7,4,4,80
APH,USA,60.90,2025-04-23,39.84,2.98,-9.87%,4.85,7.267,14.367,"4,207",47.51%,55.36%  (  +0.68%),100.00%,"75,004",8,5,4,88
BA,USA,138.86,2025-04-23,28.16,8.30,-16.89%,1.57,5.109,14.067,"141,468",58.43%,72.93%  (  +0.97%),100.00%,"1,104,086",8,4,4,50
TEL,Ireland,123.50,2025-04-23,25.20,5.06,-16.85%,2.32,5.615,12.246,872,38.83%,51.39%  (  -0.73%),98.01%,"9,471",9,4,4,75
BSX,USA,91.54,2025-04-23,33.62,3.34,3.19%,8.09,5.753,10.185,"26,476",39.47%,49.93%  (  -2.75%),92.77%,"228,065",9,5,5,88
TMO,USA,437.87,2025-04-23,17.83,15.87,-21.66%,3.85,4.079,11.047,"6,188",28.43%,53.35%  (  +1.01%),100.00%,"56,392",7,5,5,79
GEV,USA,286.07,2025-04-23,41.28,23.82,2.24%,2.26,8.763,18.872,"9,920",74.25%,93.94%  (  +1.69%),100.00%,"139,209",9,5,5,80
CME,USA,252.37,2025-04-23,42.15,5.79,12.83%,14.84,3.868,8.502,"1,491",23.96%,32.30%  (  -0.94%),94.79%,"49,206",8,4,4,90
GD,USA,247.68,2025-04-23,33.89,6.84,-11.88%,1.39,3.427,8.456,"1,309",31.43%,43.93%  (  +0.79%),100.00%,"40,546",6,4,4,0
T,USA,26.83,2025-04-23,47.80,0.82,19.46%,1.57,4.502,8.485,"179,338",34.24%,39.67%  (  -2.72%),90.26%,"1,263,093",10,5,5,80
NOW,USA,735.50,2025-04-23,31.94,38.43,-20.24%,13.87,6.608,14.229,"9,134",49.83%,71.09%  (  +4.41%),100.00%,"93,703",7,5,5,88
BANC,USA,12.11,2025-04-22,25.48,0.63,-18.17%,1.08,9.683,16.309,"2,441",43.18%,64.94%  (  +1.99%),100.00%,"29,695",8,4,4,70
MTDR,USA,38.33,2025-04-22,24.01,2.72,-30.81%,1.38,7.482,21.521,"1,718",73.27%,85.07%  (  +7.72%),100.00%,"61,547",9,5,5,85
FE,USA,38.71,2025-04-23,43.51,0.92,-5.90%,1.66,4.037,9.430,"2,794",40.56%,36.96%  (  -2.10%),91.90%,"70,482",9,4,4,75
IBM,USA,225.78,2025-04-23,31.61,8.28,2.90%,3.34,6.193,11.093,"34,737",33.60%,54.35%  (  -0.31%),99.20%,"292,692",9,4,4,85
LRCX,USA,62.20,2025-04-23,30.73,4.01,-23.27%,4.93,3.717,15.669,"42,959",62.19%,76.38%  (  +1.22%),100.00%,"562,671",6,5,5,82
DFS,USA,150.88,2025-04-23,38.50,9.78,-5.05%,1.60,3.771,17.884,"2,200",62.79%,91.48%  (  +2.89%),100.00%,"48,252",5,4,4,85
NEM,USA,44.86,2025-04-23,43.27,1.81,-3.11%,2.71,4.950,11.508,"35,357",38.53%,60.22%  (  +9.77%),100.00%,"864,315",7,4,4,65
CMG,USA,46.67,2025-04-23,34.68,1.86,-17.83%,5.59,8.148,12.094,"43,776",35.40%,58.87%  (  +0.31%),100.00%,"924,988",7,5,5,85
MAT,USA,15.78,2025-04-22,20.71,0.79,-16.62%,0.95,8.642,16.950,"1,437",56.38%,68.12%  (  +4.91%),100.00%,"13,850",10,4,4,80
WSC,USA,23.99,2025-05-01,29.13,1.71,-33.67%,1.84,8.934,17.216,"1,726",60.34%,67.36%  (  unch),100.00%,"138,649",8,4,4,65
HES,USA,130.59,2025-04-24,26.79,4.95,-8.14%,3.12,2.678,10.550,"5,411",43.61%,56.90%  (  +8.44%),100.00%,"93,434",7,4,4,0
NLY,USA,18.13,2025-04-23,18.09,0.53,-9.41%,1.70,2.212,7.957,"7,112",25.07%,37.37%  (  +0.08%),61.43%,"122,667",8,5,4,80
SLM,USA,24.93,2025-04-23,27.56,1.35,-0.27%,1.73,8.187,15.611,"17,557",41.34%,64.48%  (  -4.36%),90.80%,"46,696",9,5,5,78
ETR,USA,79.34,2025-04-23,36.70,2.48,12.36%,2.89,2.705,10.149,"1,684",31.84%,41.74%  (  +1.74%),100.00%,"37,073",6,4,4,85
PM,USA,151.23,2025-04-23,47.38,4.06,18.63%,6.24,3.659,8.365,"13,024",30.48%,42.09%  (  +3.98%),100.00%,"188,087",6,5,5,85
PTC,USA,139.69,2025-05-07,22.61,5.07,-21.72%,7.27,6.793,14.242,"2,483",30.30%,51.49%  (  +0.96%),100.00%,"9,118",7,4,5,75
HESM,USA,36.12,2025-04-24,24.80,1.36,-4.35%,5.51,4.607,11.087,"1,024",37.52%,45.19%  (  +1.20%),100.00%,"13,989",6,4,4,85
BMRN,USA,59.16,2025-04-23,22.56,2.36,-18.88%,3.98,7.718,13.098,"1,657",41.03%,51.52%  (  +1.66%),100.00%,"35,804",9,5,5,88
NBIS,Netherlands,21.05,2025-04-25,39.02,2.99,-50.52%,42.15,8.357,26.539,"31,564",120.16%,121.85%  (  -9.18%),80.71%,"370,021",10,4,4,70
STX,Ireland,68.66,2025-04-22,20.74,4.16,-30.50%,1.81,7.174,15.128,"6,245",61.71%,82.19%  (  +1.37%),100.00%,"132,617",5,4,4,82
AR,USA,34.15,2025-04-23,35.83,2.06,5.52%,2.46,5.087,16.040,"13,305",61.83%,77.91%  (  -0.33%),99.33%,"165,741",7,4,4,80
OMF,USA,41.54,2025-04-29,30.30,2.63,-18.09%,0.87,8.163,18.024,772,57.43%,73.12%  (  +5.74%),100.00%,"47,016",6,4,4,70
CDE,USA,5.06,2025-05-07,36.96,0.43,-19.04%,3.12,15.020,22.875,"3,747",72.05%,87.88%  (  -10.33%),77.94%,"196,216",8,5,5,80
BG,Switzerland,71.84,2025-04-23,39.79,2.29,-19.19%,0.18,6.216,12.396,"1,270",30.55%,53.36%  (  +11.85%),100.00%,"53,676",6,4,4,62
VRT,USA,63.82,2025-04-23,33.60,7.52,-36.99%,3.03,10.541,24.132,"32,873",95.84%,124.72%  (  +7.71%),100.00%,"597,606",8,5,5,90
TAL,USA,10.94,2025-04-24,30.98,0.79,1.86%,2.42,10.000,18.773,"1,970",63.65%,92.49%  (  -4.39%),46.29%,"57,498",8,5,4,75
MBLY,USA,13.65,2025-04-24,40.32,1.19,-19.02%,6.70,14.445,17.847,"9,643",61.31%,68.94%  (  -20.33%),41.06%,"326,341",5,4,4,70
NDAQ,USA,67.74,2025-04-24,30.34,2.52,-8.60%,5.27,5.387,13.044,"2,498",37.82%,52.34%  (  +4.86%),100.00%,"36,050",9,4,4,85
STM,USA,18.89,2025-04-24,25.96,1.10,-33.35%,1.27,9.184,18.287,"7,176",54.31%,71.39%  (  -0.32%),99.27%,"164,599",6,4,4,62
CMCSA,USA,33.47,2025-04-24,31.75,1.00,-14.10%,1.02,5.072,8.960,"34,554",31.02%,44.29%  (  +4.53%),100.00%,"621,995",8,4,4,82
VLO,USA,106.67,2025-04-24,26.59,6.24,-22.37%,0.26,3.264,13.270,"12,694",57.71%,67.03%  (  +0.49%),100.00%,"127,618",10,5,5,60
XEL,USA,67.06,2025-04-24,39.77,1.66,3.99%,2.86,4.741,9.847,714,25.23%,33.14%  (  +1.32%),100.00%,"15,390",9,4,4,68
TXT,USA,61.09,2025-04-24,21.66,2.43,-25.67%,0.81,5.781,13.257,680,44.16%,52.46%  (  +3.09%),100.00%,"11,697",5,4,4,68
PG,USA,160.23,2025-04-24,36.36,3.77,-5.25%,4.45,2.955,6.247,"27,986",23.80%,34.51%  (  +6.61%),100.00%,"310,810",7,4,4,78
PCG,USA,16.08,2025-04-24,38.78,0.45,-13.14%,1.44,3.146,8.807,"3,779",24.85%,48.83%  (  -0.40%),74.02%,"595,739",4,4,4,75
VLY,USA,8.11,2025-04-24,31.57,0.39,-9.75%,1.27,10.783,15.716,663,40.90%,60.49%  (  +3.36%),81.03%,"18,151",8,4,4,75
UNP,USA,209.97,2025-04-24,23.68,6.00,-12.17%,5.19,3.214,8.804,"5,466",28.95%,43.94%  (  +0.60%),100.00%,"113,581",8,4,4,85
TSCO,USA,49.35,2025-04-24,33.72,1.72,-10.20%,1.76,4.525,10.801,"9,949",39.14%,54.63%  (  +8.01%),100.00%,"83,279",5,4,4,78
FTI,UK,24.17,2025-04-24,30.20,1.47,-14.27%,1.12,8.373,17.005,"1,359",65.45%,68.42%  (  +2.25%),100.00%,"22,190",6,5,4,85
NOK,USA,4.68,2025-04-24,30.39,0.15,5.29%,1.20,8.179,9.051,"11,607",36.78%,42.34%  (  -20.31%),14.32%,"218,555",10,4,4,85
FCX,USA,30.37,2025-04-22,30.68,2.18,-28.87%,1.74,3.841,14.987,"75,509",73.59%,76.89%  (  -1.74%),96.45%,"1,366,562",6,4,4,78
HAS,USA,53.17,2025-04-24,28.04,2.34,-16.04%,1.79,9.114,15.954,"1,418",44.07%,61.55%  (  +6.09%),100.00%,"50,492",9,4,4,75
PEP,USA,143.19,2025-04-24,37.60,3.71,-11.39%,2.14,3.154,7.350,"26,608",23.20%,39.59%  (  +7.93%),100.00%,"296,717",7,4,4,78
KDP,USA,33.60,2025-04-24,48.27,0.85,-0.84%,2.97,5.342,8.963,"2,868",26.30%,37.08%  (  +4.39%),100.00%,"74,623",9,4,4,80
MRK,USA,81.18,2025-04-24,25.14,2.59,-23.19%,3.21,4.285,10.208,"58,323",27.58%,49.96%  (  +5.79%),100.00%,"623,078",8,4,4,75
TMUS,USA,246.67,2025-04-24,37.94,7.76,11.79%,3.46,3.845,9.098,"10,262",31.39%,45.52%  (  +1.78%),100.00%,"191,343",7,4,4,90
SKX,USA,48.21,2025-04-24,29.02,3.38,-25.95%,0.80,10.335,20.187,"2,345",64.31%,79.14%  (  -3.53%),94.41%,"59,697",9,5,5,85
GILD,USA,105.52,2025-04-24,39.52,2.97,18.09%,4.58,4.169,9.339,"13,613",23.59%,46.83%  (  +5.06%),100.00%,"237,058",9,4,5,78
RSG,USA,230.93,2025-04-24,43.60,5.13,9.59%,4.50,4.179,7.966,606,22.34%,29.81%  (  -0.07%),99.63%,"6,392",9,4,4,85
DLR,USA,136.67,2025-04-24,33.96,5.78,-16.34%,8.28,4.447,12.067,"4,403",35.77%,58.26%  (  +2.50%),100.00%,"59,613",9,4,5,92
SSNC,USA,73.27,2025-04-24,24.61,2.44,-3.10%,3.07,5.817,12.549,"1,158",30.74%,45.57%  (  +6.52%),100.00%,"7,479",7,5,5,85
WY,USA,25.48,2025-04-24,23.85,0.90,-16.27%,2.60,5.267,10.983,756,33.49%,41.95%  (  +0.82%),100.00%,"24,675",8,5,5,70
ROKU,USA,57.13,2025-04-24,30.98,5.55,-20.99%,2.03,15.252,20.641,"28,121",78.73%,108.91%  (  -1.42%),98.07%,"209,150",7,4,4,80
HOG,USA,22.78,2025-04-24,33.48,1.19,-28.81%,0.55,7.827,12.868,"1,955",49.29%,70.97%  (  +2.79%),100.00%,"60,940",7,4,4,60
PINS,USA,25.40,2025-04-29,26.17,1.81,-23.82%,4.72,13.897,19.986,"20,102",61.82%,95.18%  (  +6.12%),100.00%,"494,498",9,5,5,88
SGI,USA,55.83,2025-05-06,41.26,2.65,2.20%,2.36,2.957,14.208,"1,224",40.58%,57.12%  (  +1.66%),100.00%,"16,579",8,5,5,75
KLAC,USA,604.62,2025-04-24,33.60,33.80,-16.93%,7.41,6.933,16.674,"1,918",52.19%,67.56%  (  +0.20%),100.00%,"20,755",8,4,4,82
AMZN,USA,175.26,2025-04-29,32.04,9.01,-12.45%,2.91,7.251,13.424,"994,514",42.12%,60.81%  (  +0.17%),100.00%,"3,920,576",9,5,5,85
AJG,USA,310.86,2025-04-24,33.20,8.62,5.17%,6.95,4.817,9.947,"3,601",31.06%,38.82%  (  +1.39%),100.00%,"10,220",8,4,4,88
BAX,USA,28.64,2025-05-01,24.60,1.11,-16.52%,1.14,4.948,11.888,"1,403",38.16%,55.37%  (  +3.93%),91.96%,"77,362",8,4,4,75
SM,USA,21.81,2025-05-01,23.01,1.89,-46.09%,0.93,8.246,26.238,"1,453",77.30%,99.96%  (  +8.00%),100.00%,"24,223",9,4,4,85
CARR,USA,56.83,2025-04-24,28.86,2.50,-18.92%,2.05,7.384,13.454,914,39.71%,58.30%  (  +5.56%),100.00%,"68,802",7,4,5,78
AAL,USA,9.71,2025-04-24,28.48,0.67,-26.12%,0.12,7.441,18.019,"133,250",57.46%,87.79%  (  +4.49%),100.00%,"3,002,650",6,4,4,70
WDC,USA,31.16,2025-04-24,22.78,2.47,-36.89%,0.69,5.834,17.854,"9,927",74.99%,81.36%  (  -9.47%),87.44%,"402,837",8,5,4,70
MA,USA,485.52,2025-05-07,26.14,15.28,-4.16%,15.72,3.350,11.024,"15,250",31.45%,47.48%  (  +0.56%),100.00%,"124,030",10,5,5,80
PTEN,USA,5.69,2025-05-07,24.70,0.55,-33.57%,0.41,9.376,24.195,975,95.81%,80.66%  (  -13.80%),78.60%,"145,044",5,5,4,70
RCL,Liberia,179.55,2025-04-24,29.68,12.66,-11.92%,2.93,5.936,14.528,"5,403",60.21%,74.42%  (  +0.25%),100.00%,"163,164",7,5,5,90
ABBV,USA,186.55,2025-04-25,28.83,6.50,-0.67%,5.86,4.162,8.785,"35,661",29.51%,44.31%  (  +2.73%),100.00%,"391,173",8,5,4,85
HCA,USA,329.63,2025-04-25,47.44,9.98,-4.68%,1.15,8.224,12.120,673,35.16%,46.73%  (  +2.81%),100.00%,"46,542",10,4,5,80
PSX,USA,96.59,2025-04-25,20.60,5.25,-24.84%,0.28,3.081,13.181,"5,818",53.62%,69.70%  (  +4.52%),100.00%,"75,260",7,4,4,75
CL,USA,89.19,2025-04-25,43.31,2.43,-6.86%,3.60,3.250,7.291,"2,477",30.96%,39.19%  (  +6.98%),100.00%,"77,341",10,4,4,85
SLB,,33.14,2025-04-25,20.31,1.63,-22.14%,1.24,3.361,12.709,"47,009",48.01%,62.43%  (  +7.73%),100.00%,"691,519",7,5,5,85
AON,Ireland,364.35,2025-04-25,26.60,8.54,1.96%,5.00,5.435,10.015,551,20.78%,38.79%  (  +6.36%),100.00%,"18,271",10,4,4,77
SONY,USA,21.24,2025-05-13,27.24,0.76,5.38%,1.40,2.376,0.000,"5,262",37.35%,41.44%  (  -9.67%),70.99%,"101,936",8,5,4,84
WM,USA,220.56,2025-04-28,39.43,4.87,2.54%,4.02,4.143,8.202,"2,417",21.62%,31.55%  (  +2.55%),100.00%,"42,321",8,4,4,88
WELL,USA,138.81,2025-04-28,33.50,4.06,7.28%,11.27,5.442,9.722,"2,903",28.92%,41.51%  (  +4.26%),100.00%,"41,653",10,5,5,90
NXPI,Netherlands,163.29,2025-04-28,26.25,10.44,-29.25%,3.28,6.447,15.924,"1,809",53.66%,74.78%  (  -0.48%),99.04%,"43,218",6,5,4,60
NOV,USA,11.94,2025-04-28,25.79,0.70,-26.12%,0.51,8.065,17.005,"21,037",57.53%,72.08%  (  +10.46%),100.00%,"53,702",5,4,4,80
CDNS,USA,233.82,2025-04-28,34.49,10.94,-17.09%,13.82,8.015,15.739,844,38.07%,62.43%  (  +4.09%),100.00%,"46,817",9,5,5,78
NUE,USA,104.97,2025-04-28,28.20,5.86,-25.59%,0.79,5.085,14.077,"5,764",50.80%,67.76%  (  +5.62%),100.00%,"142,171",8,4,4,80
AGNC,USA,8.66,2025-04-28,17.12,0.25,-12.88%,1.63,4.125,9.071,"68,955",22.04%,44.18%  (  +5.31%),100.00%,"708,593",6,4,4,70
BBVA,USA,11.93,2025-05-05,29.90,0.44,9.46%,0.76,10.556,16.583,627,45.16%,74.94%  (  -14.34%),49.25%,"7,589",8,4,4,88
AZN,USA,65.79,2025-04-29,26.27,1.92,-11.64%,3.77,4.852,10.161,"5,499",30.14%,46.22%  (  +7.35%),100.00%,"185,911",10,5,4,80
SHW,USA,322.81,2025-04-29,33.61,9.86,-9.16%,3.51,6.201,10.776,"1,133",26.44%,41.22%  (  +1.32%),100.00%,"19,642",6,4,4,78
ECL,USA,230.33,2025-04-29,23.19,5.85,-7.14%,4.15,6.662,10.616,"2,977",21.78%,38.42%  (  +1.68%),100.00%,"10,699",4,4,4,82
SPOT,Luxembourg,518.97,2025-04-29,40.03,34.82,19.12%,6.15,10.172,18.328,"10,084",63.70%,82.60%  (  -0.46%),99.19%,"123,825",10,4,4,88
ARCC,USA,19.31,2025-04-29,22.06,0.57,-10.64%,4.42,3.512,11.779,"18,394",30.93%,45.50%  (  +1.43%),100.00%,"122,581",10,5,5,78
KO,USA,68.37,2025-04-29,43.71,1.65,2.30%,6.29,2.437,6.810,"80,138",23.49%,30.61%  (  +2.72%),100.00%,"704,574",9,5,5,80
PFE,USA,22.63,2025-04-29,22.22,0.66,-17.52%,2.02,4.412,9.611,"366,733",24.42%,46.85%  (  -0.54%),98.17%,"3,061,998",9,4,4,80
SPGI,USA,438.31,2025-04-29,24.69,14.39,-12.62%,9.68,4.047,9.775,"3,091",33.25%,44.06%  (  +3.59%),100.00%,"29,010",7,5,5,80
AOS,USA,60.64,2025-04-29,26.92,1.64,-19.67%,2.28,6.476,10.710,"1,152",24.59%,42.73%  (  +0.84%),100.00%,"11,753",4,4,4,70
GLW,USA,39.61,2025-04-29,27.05,2.09,-13.66%,2.59,5.648,12.598,"3,089",45.68%,53.23%  (  -7.23%),84.33%,"301,997",8,4,5,75
