SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
DLTR,USA,66.02,2025-03-26,41.85,3.15,0.45,11.142,14.878,"5,178",44.08%,75.41%  (  +1.05%),78.05%,"351,109",4,4,4,62
CHWY,USA,33.17,2025-03-26,42.32,1.81,1.18,13.550,13.331,"7,994",47.67%,71.79%  (  +1.11%),37.64%,"242,311",9,5,5,75
JEF,USA,57.01,2025-03-26,33.25,2.35,1.11,6.434,10.161,243,36.60%,44.22%  (  -0.02%),77.57%,"33,053",6,5,4,
LULU,USA,321.83,2025-03-27,31.70,12.89,4.01,9.874,11.696,"3,278",32.23%,61.38%  (  -1.72%),87.27%,"167,289",9,4,5,88
LW,USA,52.87,2025-04-03,46.28,2.05,1.19,10.078,14.549,418,36.90%,62.27%  (  -0.56%),82.73%,"112,756",5,4,4,50
LEVI,USA,16.40,2025-04-02,41.89,0.63,1.02,7.756,11.883,182,37.53%,51.33%  (  +0.92%),86.77%,"37,960",7,4,4,78
DAL,USA,46.47,2025-04-09,27.98,2.81,0.49,6.093,11.410,"9,612",50.17%,54.49%  (  +0.41%),73.88%,"877,469",5,5,5,80
JPM,USA,232.33,2025-04-11,31.98,6.67,2.30,3.236,6.568,"16,920",28.17%,30.02%  (  -0.83%),64.40%,"771,689",6,4,5,88
BK,USA,82.49,2025-04-11,43.94,2.17,1.49,4.484,7.347,394,24.02%,31.68%  (  -0.64%),75.88%,"77,023",5,4,4,85
WFC,USA,70.42,2025-04-11,40.06,2.30,1.83,4.088,8.619,"15,583",31.95%,37.21%  (  -0.27%),69.02%,"1,172,037",7,4,4,80
STT,USA,87.54,2025-04-11,33.99,2.53,1.19,5.230,7.541,47,26.65%,33.03%  (  -0.05%),76.38%,"33,008",6,4,4,85
MTB,USA,173.82,2025-04-14,33.10,4.65,2.13,4.436,7.887,56,22.86%,34.33%  (  +0.42%),82.10%,"9,848",4,4,4,70
GS,USA,546.20,2025-04-21,35.72,19.31,1.35,3.705,0.000,"11,619",33.34%,35.18%  (  +0.36%),73.94%,"248,621",5,4,4,82
BAC,USA,41.04,2025-04-15,37.14,1.21,1.57,3.660,7.322,"35,360",29.92%,31.11%  (  +0.30%),72.16%,"2,684,602",7,5,5,80
C,USA,69.24,2025-04-15,34.55,2.41,0.76,3.596,8.015,"17,448",33.96%,34.20%  (  -0.35%),61.46%,"1,777,282",4,5,5,85
PNC,USA,172.77,2025-04-15,32.34,4.52,2.02,3.861,6.765,123,24.15%,29.19%  (  +0.97%),72.28%,"47,115",9,4,4,80
USB,USA,42.10,2025-04-16,33.20,1.17,1.55,3.938,7.483,"2,286",25.14%,31.73%  (  +0.26%),49.98%,"224,708",4,4,5,82
CFG,USA,40.52,2025-04-16,33.39,1.35,1.42,4.379,9.177,77,26.92%,39.46%  (  +1.86%),81.17%,"71,138",4,4,4,80
FHN,USA,18.84,2025-04-16,38.55,0.67,1.97,5.189,8.898,112,35.00%,39.26%  (  -0.23%),75.40%,"34,560",6,4,5,70
FR,USA,55.37,2025-04-16,48.42,1.13,11.25,4.301,9.086,30,19.15%,36.36%  (  -0.77%),67.36%,864,6,4,4,85
NDAQ,USA,74.27,2025-04-24,38.35,1.86,5.77,5.387,0.000,263,24.66%,26.39%  (  -1.76%),58.59%,"41,514",9,4,4,85
LVS,USA,43.74,2025-04-16,46.36,1.49,2.77,4.343,9.327,"2,208",29.25%,39.40%  (  -0.37%),77.74%,"356,019",6,4,5,80
LBRT,USA,14.31,2025-04-16,28.10,0.74,0.54,5.345,12.187,142,37.58%,52.79%  (  +0.84%),86.99%,"32,120",7,4,4,72
ABT,USA,127.62,2025-04-16,40.54,2.93,5.28,3.897,6.219,"4,394",22.83%,25.70%  (  -0.30%),75.27%,"179,993",7,5,5,85
STLD,USA,123.34,2025-04-22,43.39,4.70,1.06,5.917,0.000,"3,043",35.12%,40.33%  (  +1.73%),64.10%,"49,573",10,4,5,80
EFX,USA,239.72,2025-04-16,42.26,6.68,5.23,5.463,7.959,14,34.06%,34.52%  (  -0.73%),61.14%,"5,725",4,5,5,70
SNV,USA,45.62,2025-04-16,32.79,1.70,1.87,3.398,9.323,26,33.57%,40.25%  (  +0.16%),61.29%,"10,505",8,4,4,75
DFS,USA,163.15,2025-04-16,35.92,6.92,1.73,3.771,12.776,247,41.43%,55.73%  (  -0.14%),91.91%,"41,809",7,4,4,80
THC,USA,124.79,2025-04-29,44.13,5.34,0.57,9.405,0.000,42,44.86%,43.90%  (  -0.47%),52.67%,"29,579",5,5,5,85
ALLY,USA,34.29,2025-04-17,40.59,1.23,0.64,6.757,0.000,"2,343",29.70%,41.57%  (  +1.44%),68.47%,"123,949",9,4,4,70
FITB,USA,38.61,2025-04-18,32.51,1.09,1.86,4.115,0.000,335,23.12%,33.14%  (  -0.46%),75.59%,"84,279",5,4,4,80
AXP,USA,262.67,2025-04-18,32.72,8.35,2.49,4.644,0.000,"3,388",28.13%,35.14%  (  +1.12%),81.94%,"219,619",8,4,4,85
KEY,USA,15.72,2025-04-17,39.42,0.54,1.89,4.626,0.000,711,30.31%,35.87%  (  -0.06%),51.90%,"204,497",8,4,4,70
TFC,USA,40.78,2025-04-28,32.56,1.19,2.17,3.911,0.000,"1,139",24.43%,32.22%  (  -1.18%),59.40%,"224,359",6,4,4,70
RF,USA,21.33,2025-04-18,32.59,0.61,2.06,4.331,0.000,38,23.88%,34.42%  (  +0.22%),70.12%,"104,232",7,4,4,78
HBAN,USA,14.73,2025-04-18,34.99,0.43,1.81,3.546,0.000,262,25.41%,33.84%  (  +1.07%),71.40%,"75,799",7,4,4,80
ALK,USA,54.47,2025-04-17,28.63,3.14,0.57,7.083,0.000,519,49.67%,57.00%  (  +0.10%),80.41%,"157,105",10,5,5,85
KNX,USA,47.01,2025-04-23,36.10,1.61,1.03,7.766,0.000,17,25.79%,37.73%  (  -4.13%),71.71%,"26,884",6,4,4,70
WAL,USA,76.98,2025-04-17,39.24,3.20,1.69,6.749,0.000,35,40.83%,44.71%  (  -0.34%),60.91%,"40,634",8,5,5,75
BX,USA,144.43,2025-04-17,38.44,5.57,14.13,4.033,0.000,"3,557",34.62%,39.56%  (  -0.74%),61.19%,"306,246",5,4,4,88
TSM,USA,174.76,2025-04-17,40.00,6.83,10.07,3.013,0.000,"24,112",41.91%,44.93%  (  +1.77%),47.63%,"1,692,189",10,5,5,85
HOMB,USA,28.46,2025-04-17,42.36,0.66,3.86,8.284,0.000,1,22.14%,38.28%  (  -5.92%),50.32%,"1,247",7,4,4,80
BANC,USA,14.10,2025-04-22,43.90,0.52,1.26,9.683,0.000,13,36.07%,36.90%  (  -2.67%),33.85%,"24,666",7,5,5,70
UNP,USA,237.19,2025-04-24,41.92,4.67,5.96,3.214,0.000,351,19.73%,22.46%  (  +0.20%),58.76%,"105,209",9,4,4,88
PNR,Ireland,86.88,2025-04-22,35.13,2.39,3.51,6.385,0.000,1,23.76%,28.20%  (  -0.74%),52.57%,"12,973",5,4,4,79
NUE,USA,128.20,2025-04-28,44.29,4.71,0.96,5.085,0.000,"3,854",37.43%,42.05%  (  -0.38%),77.43%,"145,135",9,4,4,80
PPG,USA,113.53,2025-04-17,47.27,2.86,1.48,3.979,0.000,446,26.26%,27.52%  (  +1.43%),77.28%,"41,284",10,4,4,80
INFY,USA,18.49,2025-04-17,22.90,0.40,4.02,4.935,0.000,100,17.51%,33.10%  (  +0.06%),74.35%,"86,110",8,4,4,88
IRDM,USA,27.69,2025-04-17,38.40,1.09,3.63,11.000,0.000,28,52.95%,45.34%  (  -1.47%),28.85%,"24,894",9,5,4,85
ISRG,USA,477.16,2025-04-17,28.88,19.77,20.38,5.903,0.000,971,36.62%,40.91%  (  +1.20%),93.95%,"79,339",8,5,5,80
FNB,USA,13.54,2025-04-16,36.46,0.38,1.89,4.130,13.438,25,27.81%,82.46%  (  +11.52%),75.75%,"4,278",6,5,5,87
PHM,USA,103.63,2025-04-22,44.52,3.12,1.17,5.017,0.000,132,29.61%,37.26%  (  -2.21%),66.25%,"41,330",8,4,4,78
BKR,USA,43.59,2025-04-22,49.40,1.37,1.55,6.602,0.000,461,30.75%,32.60%  (  -0.49%),64.12%,"137,014",7,5,5,88
EWBC,USA,87.86,2025-04-22,36.67,2.60,2.73,7.216,0.000,4,27.60%,34.18%  (  -0.84%),64.66%,"3,312",5,5,5,85
SAP,USA,268.71,2025-04-28,46.35,7.31,8.48,11.932,0.000,56,32.37%,30.49%  (  unch),60.37%,"33,628",10,4,4,88
OMC,USA,80.50,2025-04-15,41.76,2.27,1.01,3.757,7.340,97,24.35%,31.17%  (  -2.72%),84.89%,"18,052",9,4,4,88
PLD,USA,113.60,2025-04-16,39.52,2.89,13.16,4.365,6.529,127,22.86%,28.04%  (  -1.17%),41.12%,"57,381",4,4,4,74
WFRD,Ireland,54.35,2025-04-22,37.01,2.84,0.72,9.903,0.000,7,55.89%,51.51%  (  -1.31%),64.42%,"4,283",9,5,4,70
CSX,USA,30.15,2025-04-16,37.41,0.68,3.93,3.550,6.143,736,22.09%,25.36%  (  +0.53%),37.39%,"131,491",9,4,4,65
IBKR,USA,170.49,2025-04-15,34.21,9.63,7.67,4.558,10.694,566,58.54%,46.63%  (  -1.16%),66.87%,"60,856",8,5,5,88
UNH,USA,493.07,2025-04-15,49.74,13.69,1.13,4.588,8.855,"3,281",32.39%,37.78%  (  +1.77%),90.96%,"302,943",7,5,5,76
UAL,USA,73.78,2025-04-15,30.30,5.34,0.42,6.531,15.242,"4,547",54.12%,65.44%  (  +1.66%),92.75%,"744,580",8,5,5,85
GEV,USA,0,2025-04-24,,,,8.763,0.000,"4,736",59.76%,58.07%  (  -0.75%),63.34%,"144,688",7,5,5,85
META,USA,0,2025-04-23,,,,8.394,0.000,"92,761",33.09%,37.27%  (  -0.19%),42.40%,"1,977,764",9,5,5,85
HUM,USA,0,2025-04-23,,,,6.711,0.000,854,35.89%,71.70%  (  +2.18%),92.23%,"148,444",7,4,4,70
MAT,USA,0,2025-04-22,,,,8.642,0.000,104,49.37%,28.81%  (  -1.38%),26.56%,"19,971",9,4,4,80
TMO,USA,0,2025-04-23,,,,4.079,0.000,177,20.88%,26.54%  (  +0.08%),72.36%,"49,420",8,5,5,79
MTH,USA,0,2025-04-23,,,,5.638,0.000,22,34.49%,41.39%  (  -0.09%),59.45%,"5,993",6,4,4,75
FTI,UK,0,2025-04-24,,,,8.373,0.000,197,39.07%,36.57%  (  -1.33%),49.61%,"20,846",7,5,4,88
SLM,USA,0,2025-04-23,,,,8.187,0.000,205,33.10%,39.30%  (  -0.48%),45.00%,"48,642",9,5,5,78
RJF,USA,0,2025-04-23,,,,6.159,0.000,55,26.05%,31.85%  (  +0.57%),73.48%,"12,069",6,4,4,80
STX,Ireland,0,2025-04-22,,,,7.174,0.000,668,33.48%,36.76%  (  -0.66%),46.80%,"114,821",5,4,4,82
BA,USA,0,2025-04-23,,,,5.109,0.000,"13,949",37.63%,37.25%  (  -0.70%),43.45%,"1,092,559",10,4,4,50
NSC,USA,0,2025-04-23,,,,4.122,0.000,74,22.02%,26.33%  (  -1.01%),55.20%,"18,857",8,4,4,80
LRCX,USA,0,2025-04-23,,,,3.717,0.000,"4,131",45.79%,46.34%  (  -0.02%),56.68%,"545,572",6,4,5,82
TEL,Ireland,0,2025-04-23,,,,5.615,0.000,2,26.59%,26.09%  (  -1.82%),58.55%,"11,853",10,4,4,75
VRT,USA,0,2025-04-23,,,,10.541,0.000,"7,155",78.08%,67.63%  (  -2.52%),48.86%,"606,354",6,5,5,90
BSX,USA,0,2025-04-23,,,,5.753,0.000,478,26.40%,26.09%  (  -2.00%),48.99%,"222,128",9,5,5,90
TMHC,USA,0,2025-04-29,,,,7.838,0.000,2,31.21%,38.01%  (  -0.79%),68.98%,"3,045",7,5,5,82
APH,USA,0,2025-04-23,,,,7.267,0.000,214,31.00%,35.47%  (  -0.94%),68.76%,"76,087",7,5,4,85
NOW,USA,0,2025-04-23,,,,6.608,0.000,"1,064",40.63%,37.64%  (  -1.19%),64.91%,"97,237",9,5,5,88
HAS,USA,0,2025-04-23,,,,9.114,0.000,598,44.48%,28.20%  (  -0.31%),23.58%,"37,388",10,5,5,65
WSC,USA,0,2025-05-01,,,,8.934,0.000,1,50.70%,48.50%  (  -1.92%),55.28%,"292,807",8,4,4,65
WAB,USA,0,2025-04-23,,,,5.413,0.000,15,37.99%,26.19%  (  -2.89%),63.64%,"5,840",7,5,5,75
CMCSA,USA,0,2025-04-24,,,,5.072,0.000,"1,875",25.24%,25.19%  (  -1.12%),37.10%,"582,575",8,4,4,80
SPGI,USA,0,2025-04-24,,,,4.047,0.000,892,24.09%,23.00%  (  -0.44%),65.94%,"25,920",9,5,5,85
AAPL,USA,0,2025-05-01,,,,3.991,0.000,"246,426",29.35%,30.05%  (  -0.49%),66.24%,"4,769,281",4,4,4,87
ASX,USA,0,2025-04-24,,,,8.103,0.000,2,43.31%,44.50%  (  +0.13%),27.65%,"6,255",8,4,4,75
RCL,Liberia,0,2025-04-24,,,,5.936,0.000,"1,712",43.70%,44.73%  (  -1.66%),64.54%,"180,418",8,5,5,85
FBIN,USA,0,2025-04-29,,,,6.701,0.000,1,27.89%,37.39%  (  -0.19%),70.49%,"1,554",7,4,4,68
SM,USA,0,2025-05-01,,,,8.246,0.000,110,52.90%,50.37%  (  +0.43%),65.25%,"23,917",10,4,4,85
AAL,USA,0,2025-04-24,,,,7.441,0.000,"31,364",43.53%,54.99%  (  -0.60%),77.66%,"3,132,360",8,4,4,70
HON,USA,0,2025-04-24,,,,3.551,0.000,"1,278",24.35%,22.73%  (  -0.27%),53.22%,"206,938",5,4,4,75
SSNC,USA,0,2025-04-24,,,,5.817,0.000,1,25.81%,26.42%  (  -0.13%),75.73%,"6,349",7,5,5,80
FTAI,Cayman Islands,0,2025-04-24,,,,10.248,0.000,718,87.08%,77.53%  (  -1.46%),55.12%,"139,043",5,5,5,68
STM,USA,0,2025-04-24,,,,9.184,0.000,812,52.78%,46.66%  (  -0.66%),74.20%,"182,936",4,4,4,65
KIM,USA,0,2025-05-01,,,,6.164,0.000,3,22.19%,26.48%  (  -1.91%),35.09%,"3,760",7,4,4,70
KLAC,USA,0,2025-04-24,,,,6.933,0.000,129,36.52%,41.13%  (  -1.63%),41.21%,"25,181",7,4,4,82
DLR,USA,0,2025-05-01,,,,4.447,0.000,351,32.10%,31.39%  (  -2.69%),58.53%,"52,966",10,4,4,92
HOG,USA,0,2025-04-24,,,,7.827,0.000,435,38.43%,42.53%  (  -0.69%),58.56%,"63,415",7,4,4,60
EXLS,USA,0,2025-05-01,,,,7.164,0.000,47,26.34%,32.55%  (  -1.55%),35.49%,"1,750",9,5,5,85
CDP,USA,0,2025-04-24,,,,11.572,0.000,1,19.52%,44.10%  (  -20.19%),59.93%,568,5,4,4,80
WDC,USA,0,2025-04-24,,,,5.834,0.000,"7,118",49.80%,45.68%  (  -1.85%),64.80%,"391,038",9,5,4,70
COF,USA,0,2025-04-24,,,,4.511,0.000,"1,806",38.99%,37.04%  (  -0.80%),56.54%,"154,523",10,4,4,68
DXCM,USA,0,2025-04-24,,,,10.100,0.000,"1,057",42.60%,41.01%  (  -0.48%),27.12%,"135,045",7,5,5,80
FTV,USA,0,2025-04-23,,,,6.067,0.000,39,20.90%,24.31%  (  -2.38%),41.57%,"2,722",6,4,4,85
PINS,USA,0,2025-04-29,,,,13.897,0.000,"3,260",67.92%,40.38%  (  +0.04%),33.83%,"471,708",10,5,5,80
AMZN,USA,0,2025-04-29,,,,7.251,0.000,"152,048",28.82%,32.54%  (  -0.77%),39.36%,"3,875,061",9,5,5,85
ROKU,USA,0,2025-04-24,,,,15.252,0.000,"4,512",67.32%,55.04%  (  -2.49%),37.48%,"232,825",9,4,4,80
MBLY,USA,0,2025-04-24,,,,14.445,0.000,"1,822",63.39%,71.62%  (  -0.18%),45.06%,"336,418",4,4,4,70
EBC,USA,0,2025-04-24,,,,8.736,0.000,31,30.96%,48.78%  (  +6.64%),57.65%,"1,620",8,4,4,75
ARES,USA,0,2025-05-01,,,,6.110,0.000,47,42.29%,40.93%  (  -2.09%),68.47%,"19,380",7,4,4,80
AVTR,USA,0,2025-04-25,,,,8.377,0.000,27,54.27%,41.56%  (  -0.18%),47.60%,"42,169",8,5,5,72
LYB,Netherlands,0,2025-04-25,,,,5.177,0.000,738,27.44%,26.91%  (  -1.28%),77.50%,"92,243",8,4,4,60
AON,Ireland,0,2025-04-25,,,,5.435,0.000,290,15.01%,19.55%  (  -1.01%),41.80%,"18,043",8,4,4,77
CADE,USA,0,2025-04-28,,,,10.654,0.000,2,25.05%,43.64%  (  -5.22%),59.03%,"2,281",9,4,4,80
CDNS,USA,0,2025-04-28,,,,8.015,0.000,866,39.43%,35.37%  (  -0.94%),42.24%,"51,472",7,5,5,78
GOOGL,USA,0,2025-04-24,,,,6.498,0.000,"65,735",33.75%,30.37%  (  -0.83%),51.44%,"2,929,990",8,4,4,85
UPS,USA,0,2025-04-22,,,,6.095,0.000,"4,380",19.94%,23.50%  (  -0.15%),25.10%,"388,622",6,4,4,80
PCAR,USA,0,2025-04-29,,,,7.180,0.000,108,31.75%,29.29%  (  -0.93%),61.19%,"25,416",7,4,4,85
FBP,Puerto Rico,0,2025-04-22,,,,8.708,0.000,41,29.74%,33.07%  (  -15.04%),43.31%,450,6,4,4,80
FI,USA,0,2025-04-22,,,,4.678,0.000,79,31.88%,28.63%  (  -0.37%),73.50%,"45,227",8,5,5,85
SHW,USA,0,2025-04-22,,,,6.201,0.000,161,20.27%,26.26%  (  -0.20%),67.46%,"19,294",6,4,4,78
GEHC,USA,0,2025-04-29,,,,6.499,0.000,174,30.80%,27.37%  (  +0.03%),36.33%,"82,842",8,5,5,77
ONB,USA,0,2025-04-22,,,,7.597,0.000,6,32.62%,44.68%  (  -7.54%),58.35%,"6,576",10,5,5,80
V,USA,0,2025-04-22,,,,3.366,0.000,"6,129",18.45%,22.12%  (  -0.89%),54.17%,"279,006",7,5,5,92
HAL,USA,0,2025-04-22,,,,3.893,0.000,"2,952",32.48%,33.27%  (  -1.63%),53.47%,"423,476",7,4,5,75
CNC,USA,0,2025-04-25,,,,5.655,0.000,437,36.90%,40.51%  (  -1.34%),63.91%,"127,246",10,4,4,80
TRU,USA,0,2025-04-24,,,,9.198,0.000,1,40.98%,38.69%  (  -1.26%),61.17%,"11,634",7,4,4,82
TXN,USA,0,2025-04-22,,,,4.948,0.000,905,32.03%,32.34%  (  -1.09%),59.41%,"274,929",4,4,4,65
GOOG,USA,0,2025-04-24,,,,6.490,0.000,"41,386",33.08%,30.34%  (  -0.79%),52.58%,"1,336,525",6,5,5,85
SYF,USA,0,2025-04-23,,,,6.952,0.000,299,33.80%,42.02%  (  -0.06%),67.70%,"86,874",10,4,5,65
MTDR,USA,0,2025-04-22,,,,7.482,0.000,298,45.77%,41.67%  (  -1.46%),69.12%,"63,281",10,5,5,85
CMG,USA,0,2025-04-23,,,,8.148,0.000,"8,601",30.50%,34.75%  (  -0.87%),45.02%,"1,067,459",8,5,5,85
MSFT,USA,0,2025-04-24,,,,4.911,0.000,"50,474",21.21%,24.36%  (  -0.57%),43.48%,"2,176,127",10,5,5,85
TER,USA,0,2025-04-23,,,,10.612,0.000,457,63.37%,45.27%  (  -1.63%),59.20%,"79,247",9,4,5,75
WBS,USA,0,2025-04-22,,,,6.526,0.000,6,35.24%,40.04%  (  -0.99%),70.75%,"5,372",6,5,5,80
HST,USA,0,2025-04-30,,,,5.090,0.000,64,29.39%,28.35%  (  -1.03%),53.19%,"42,702",7,4,4,79
BRKR,USA,0,2025-05-01,,,,9.189,0.000,233,39.65%,46.87%  (  -1.35%),63.29%,"3,970",8,5,4,75
ATI,USA,0,2025-04-29,,,,9.845,0.000,28,47.79%,43.14%  (  -0.29%),51.88%,"12,168",9,5,5,85
CIVI,USA,0,2025-05-01,,,,6.953,0.000,142,76.52%,54.73%  (  -0.89%),77.68%,"35,033",8,5,5,75
PYPL,USA,0,2025-04-29,,,,8.805,0.000,"12,453",49.46%,33.56%  (  -0.98%),29.53%,"1,356,869",7,4,4,80
IR,USA,0,2025-05-01,,,,5.939,0.000,6,32.26%,29.33%  (  +0.07%),55.91%,"13,689",4,4,5,70
MIR,USA,0,2025-04-29,,,,12.752,0.000,30,40.71%,49.81%  (  -2.05%),27.61%,"24,227",7,5,5,70
IQV,USA,0,2025-05-01,,,,7.369,0.000,1,26.71%,36.52%  (  +0.92%),81.93%,"13,243",5,5,5,75
SYK,USA,0,2025-04-29,,,,6.065,0.000,49,19.28%,24.07%  (  -1.23%),52.12%,"27,225",4,5,5,90
GDDY,USA,0,2025-05-01,,,,6.366,0.000,145,48.72%,29.98%  (  -0.98%),43.98%,"25,349",6,4,5,78
BGC,USA,0,2025-04-29,,,,12.242,0.000,22,46.07%,40.76%  (  -0.25%),41.52%,"13,468",7,4,4,85
EQH,USA,0,2025-04-29,,,,6.620,0.000,27,38.29%,36.04%  (  -0.98%),67.18%,"3,797",9,5,5,85
IP,USA,0,2025-04-24,,,,4.634,0.000,336,35.77%,34.59%  (  -0.67%),52.88%,"101,894",10,4,4,75
LLY,USA,0,2025-04-29,,,,6.043,0.000,"6,591",31.44%,30.76%  (  -1.63%),25.45%,"270,237",10,5,5,80
BDX,USA,0,2025-05-01,,,,5.168,0.000,"1,351",26.69%,21.59%  (  -0.52%),46.49%,"43,346",7,5,5,83
EXPE,USA,0,2025-05-01,,,,9.338,0.000,578,60.54%,37.84%  (  -1.55%),38.80%,"101,027",5,4,4,85
NOG,USA,0,2025-04-29,,,,5.579,0.000,301,44.94%,42.44%  (  -4.97%),75.61%,"45,517",8,4,4,70
EOG,USA,0,2025-05-01,,,,3.211,0.000,324,28.43%,28.86%  (  -0.43%),63.37%,"144,324",10,4,4,85
APO,USA,0,2025-05-01,,,,5.452,0.000,"2,523",38.64%,40.07%  (  -1.25%),57.04%,"377,656",6,5,5,90
MTZ,USA,0,2025-05-01,,,,12.462,0.000,62,48.96%,51.86%  (  -0.97%),58.67%,"22,806",6,5,5,92
REG,USA,0,2025-05-01,,,,5.521,0.000,9,22.23%,28.48%  (  -2.02%),54.08%,740,4,5,5,80
PENN,USA,0,2025-05-01,,,,10.162,0.000,"23,296",51.23%,61.81%  (  -0.40%),46.23%,"364,576",10,4,4,55
XRAY,USA,0,2025-05-01,,,,12.794,0.000,37,39.19%,40.57%  (  -1.98%),39.79%,"17,698",7,4,4,48
IRM,USA,0,2025-05-01,,,,5.967,0.000,158,36.94%,35.75%  (  +1.33%),56.80%,"56,989",7,4,4,80
APTV,Jersey,0,2025-05-01,,,,9.100,0.000,45,27.49%,34.94%  (  -0.38%),35.18%,"63,401",10,4,4,80
LYV,USA,0,2025-05-01,,,,7.562,0.000,582,37.63%,38.16%  (  +1.63%),62.02%,"88,159",7,5,5,82
HTGC,USA,0,2025-05-01,,,,5.074,0.000,94,27.59%,25.87%  (  -2.02%),56.30%,"28,136",9,4,4,80
BTSG,USA,0,2025-05-01,,,,13.682,0.000,53,48.52%,54.91%  (  -3.02%),37.52%,"2,166",4,5,5,75
NET,USA,0,2025-05-01,,,,12.765,0.000,"1,295",70.77%,55.97%  (  -0.71%),48.26%,"194,967",9,4,4,80
BWA,USA,0,2025-05-01,,,,8.039,0.000,128,30.45%,36.29%  (  +0.06%),78.96%,"15,682",8,4,4,75
PWR,USA,0,2025-05-01,,,,7.871,0.000,122,40.69%,42.97%  (  -0.79%),67.10%,"34,217",8,4,5,85
TXRH,USA,0,2025-05-01,,,,7.436,0.000,84,29.31%,28.64%  (  -0.51%),46.95%,"26,124",6,4,4,83
SWTX,USA,0,2025-05-01,,,,15.403,0.000,"2,808",106.33%,155.77%  (  +0.39%),89.01%,"171,696",8,5,5,90
ZTS,USA,0,2025-05-01,,,,7.280,0.000,147,31.87%,25.51%  (  -1.08%),21.67%,"41,722",8,5,4,90
BILL,USA,0,2025-05-01,,,,13.839,0.000,646,131.36%,54.72%  (  -1.37%),30.89%,"102,095",7,4,4,78
OWL,USA,0,2025-05-01,,,,7.579,0.000,"3,167",40.65%,46.03%  (  -0.15%),61.95%,"94,163",7,4,5,90
DKNG,USA,0,2025-05-01,,,,10.383,0.000,"6,760",67.86%,49.13%  (  -1.54%),41.18%,"592,855",9,5,5,78
CGNX,USA,0,2025-05-01,,,,9.085,0.000,21,51.86%,38.02%  (  -1.17%),62.05%,"7,295",5,4,4,70
SW,Ireland,0,2025-05-01,,,,6.846,0.000,22,47.66%,34.15%  (  -6.45%),22.86%,"4,889",6,5,5,80
ILMN,USA,0,2025-05-01,,,,8.118,0.000,321,46.34%,50.16%  (  +0.70%),44.84%,"46,068",5,4,4,60
BBIO,USA,0,2025-05-01,,,,8.150,0.000,335,61.98%,59.44%  (  +0.90%),17.23%,"102,545",7,5,5,0
FIVN,USA,0,2025-05-01,,,,15.675,0.000,544,48.99%,50.65%  (  -0.83%),23.72%,"28,476",5,5,4,82
LIN,Ireland,0,2025-05-01,,,,3.898,0.000,79,16.49%,19.90%  (  -1.65%),52.82%,"38,031",5,4,5,85
TEAM,USA,0,2025-04-24,,,,11.706,0.000,856,57.29%,50.03%  (  -0.26%),51.60%,"90,956",8,4,4,75
SHAK,USA,0,2025-05-01,,,,10.393,0.000,417,69.70%,49.33%  (  -0.14%),55.44%,"40,203",8,4,4,78
