SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
XYZ,USA,0,2025-05-01,,,,4.904,0.000,"6,970",71.13%,48.28%  (  -1.74%),23.57%,"736,649",6,5,5,78
FLR,USA,0,2025-05-02,,,,9.717,0.000,"1,776",47.58%,43.99%  (  -1.11%),52.49%,"154,723",7,4,4,78
XPO,USA,0,2025-05-02,,,,11.486,0.000,17,43.14%,50.58%  (  +0.33%),51.76%,"23,726",7,5,5,80
CNK,USA,0,2025-05-01,,,,8.146,0.000,55,51.52%,38.55%  (  -0.80%),27.85%,"95,154",8,5,4,75
PK,USA,0,2025-04-29,,,,7.502,0.000,12,33.13%,38.41%  (  -4.36%),38.31%,"8,700",6,4,4,65
VNOM,USA,0,2025-04-29,,,,7.594,0.000,117,36.46%,35.95%  (  -0.38%),65.95%,"15,588",9,5,5,80
STAG,USA,0,2025-04-29,,,,5.863,0.000,27,17.10%,23.56%  (  -0.81%),26.60%,"3,274",7,4,5,75
CZR,USA,0,2025-04-29,,,,6.864,0.000,"4,798",49.12%,48.93%  (  -3.08%),41.79%,"247,444",7,4,5,65
ETN,Ireland,0,2025-04-29,,,,6.359,0.000,"1,110",36.33%,34.17%  (  -0.86%),51.99%,"118,130",7,4,4,85
AMCR,Jersey,0,2025-04-29,,,,6.080,0.000,35,20.37%,26.72%  (  +1.70%),39.03%,"66,569",10,5,5,75
CCCS,USA,0,2025-04-29,,,,12.542,0.000,15,22.25%,43.01%  (  +0.02%),25.50%,"3,482",5,4,4,75
AME,USA,0,2025-05-01,,,,4.776,0.000,2,18.75%,22.94%  (  -1.12%),50.04%,"9,783",7,4,4,88
TAP,USA,0,2025-04-29,,,,6.272,0.000,110,36.42%,27.74%  (  +0.16%),51.18%,"23,059",9,4,4,70
SBUX,USA,0,2025-04-29,,,,6.520,0.000,"3,348",29.06%,28.32%  (  -1.00%),38.87%,"646,238",10,4,4,70
SYY,USA,0,2025-04-29,,,,5.368,0.000,526,22.35%,21.75%  (  +1.77%),52.18%,"51,169",7,5,5,78
SEE,USA,0,2025-05-01,,,,8.491,0.000,30,34.10%,31.80%  (  -0.28%),22.76%,"16,531",5,4,5,75
AMD,USA,0,2025-04-29,,,,8.559,0.000,"110,554",40.02%,40.34%  (  -1.59%),19.97%,"3,914,548",9,4,4,90
KRG,USA,0,2025-04-29,,,,8.577,0.000,3,27.18%,44.07%  (  +0.02%),53.51%,402,8,4,4,70
NVO,USA,0,2025-05-01,,,,6.524,0.000,"2,448",49.32%,44.32%  (  +0.01%),59.00%,"444,215",6,4,4,
COIN,USA,0,2025-05-01,,,,9.268,0.000,"27,660",86.24%,71.76%  (  -1.98%),30.54%,"1,196,691",8,4,4,80
11:05:10 AM,,,,,,,,,,,,,,,,,
