SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
SMPL,USA,34.27,2025-04-03,32.79,1.06,2.54,9.306,10.718,30,22.09%,43.56%  (  -3.57%),69.46%,"4,187",6,5,4,72
LW,USA,48.65,2025-04-03,28.24,1.97,1.10,10.078,15.220,"27,284",32.73%,60.33%  (  +0.38%),78.73%,"106,907",6,4,4,50
LEVI,USA,15.59,2025-04-02,30.77,0.66,0.97,7.756,13.149,405,38.08%,52.60%  (  +2.90%),90.73%,"37,918",7,4,4,78
DAL,USA,43.92,2025-04-09,19.03,2.95,0.46,6.093,13.552,"231,945",45.20%,59.43%  (  -0.06%),87.34%,"930,446",4,5,5,80
MS,USA,111.68,2025-04-15,27.92,4.33,1.74,3.448,0.000,"33,189",35.39%,39.85%  (  +0.17%),83.56%,"581,416",4,4,4,85
WFC,USA,68.46,2025-04-11,32.37,2.40,1.78,4.088,9.968,"40,078",30.07%,41.73%  (  +1.30%),86.30%,"1,148,560",7,4,4,80
JPM,USA,225.19,2025-04-11,21.57,6.88,2.23,3.236,7.977,"113,094",26.20%,34.86%  (  +0.15%),86.70%,"775,263",6,4,5,88
BK,USA,79.66,2025-04-11,33.21,2.19,1.44,4.484,8.255,"3,031",22.39%,36.31%  (  -1.04%),95.55%,"77,936",6,4,4,85
FAST,USA,73.69,2025-04-11,43.37,1.92,5.60,5.666,7.973,356,25.14%,31.53%  (  -0.35%),73.66%,"43,469",7,4,4,70
STT,USA,84.47,2025-04-11,21.23,2.64,1.15,5.230,8.775,"4,527",25.21%,35.49%  (  +3.61%),88.70%,"32,395",6,4,4,85
MTB,USA,170.47,2025-04-21,23.67,4.73,2.09,4.436,0.000,180,20.74%,36.30%  (  +1.76%),93.75%,"9,881",7,4,4,75
GS,USA,524.81,2025-04-21,25.81,20.09,1.30,3.705,0.000,"27,983",31.74%,38.03%  (  +1.34%),86.02%,"259,241",4,4,4,82
PNC,USA,168.84,2025-04-15,23.53,4.78,1.97,3.861,0.000,"2,902",22.55%,30.66%  (  +1.21%),82.74%,"48,099",8,4,4,80
BAC,USA,39.67,2025-04-15,26.10,1.26,1.52,3.660,0.000,"196,146",28.06%,33.07%  (  +0.82%),83.26%,"2,682,959",7,5,5,80
C,USA,67.23,2025-04-15,26.28,2.58,0.74,3.596,0.000,"98,239",33.30%,38.57%  (  +1.52%),80.76%,"1,795,145",4,5,5,85
USB,USA,40.92,2025-04-16,23.46,1.23,1.51,3.938,0.000,"10,155",23.63%,34.02%  (  +2.44%),58.99%,"227,158",4,4,5,82
FHN,USA,18.46,2025-04-16,33.37,0.71,1.93,5.189,0.000,361,34.25%,41.10%  (  +1.97%),82.26%,"34,526",6,4,5,70
CFG,USA,39.73,2025-04-16,26.79,1.42,1.39,4.379,0.000,513,26.36%,40.38%  (  +2.02%),85.92%,"69,438",4,4,4,80
EFX,USA,236.73,2025-04-16,37.80,7.12,5.17,5.463,0.000,77,34.82%,38.12%  (  +0.10%),81.55%,"5,716",4,5,5,70
SNV,USA,44.18,2025-04-16,23.90,1.78,1.82,3.398,0.000,103,32.23%,41.88%  (  +0.01%),67.16%,"11,326",8,4,4,75
LBRT,USA,14.13,2025-04-16,23.33,0.78,0.53,5.345,0.000,257,41.42%,60.08%  (  +9.44%),99.97%,"32,021",7,4,4,72
FR,USA,54.30,2025-04-16,40.50,1.17,11.03,4.301,0.000,2,19.13%,37.13%  (  -0.47%),69.25%,862,6,4,4,85
REXR,USA,38.79,2025-04-16,38.25,1.07,9.48,3.774,0.000,118,21.92%,35.31%  (  -0.89%),63.89%,"7,665",7,4,4,75
STLD,USA,123.25,2025-04-22,41.84,4.74,1.06,5.917,0.000,"1,389",32.90%,42.17%  (  +0.55%),73.32%,"48,519",9,4,5,78
ABT,USA,129.89,2025-04-16,44.05,2.85,5.37,3.897,0.000,"9,788",21.71%,26.67%  (  +0.14%),81.48%,"179,809",7,5,5,85
KMI,USA,26.54,2025-04-16,45.88,0.72,3.91,2.685,0.000,"9,123",20.82%,32.81%  (  +0.65%),66.19%,"596,638",9,4,4,80
ASML,USA,694.59,2025-04-16,43.71,24.71,8.94,6.032,0.000,"11,299",40.26%,43.46%  (  +2.19%),62.60%,"161,316",7,4,4,82
LVS,USA,42.78,2025-04-16,40.69,1.50,2.71,4.343,0.000,"6,653",44.61%,38.86%  (  -0.40%),75.34%,"340,408",4,4,5,80
AA,USA,32.31,2025-04-16,42.29,1.63,0.68,4.278,0.000,"19,330",47.86%,55.30%  (  +0.68%),74.45%,"264,288",4,4,5,73
DFS,USA,159.23,2025-04-16,31.02,7.37,1.69,3.771,0.000,"13,316",40.09%,56.42%  (  +2.18%),93.67%,"39,950",7,4,4,80
NDAQ,USA,72.17,2025-04-24,28.60,1.95,5.61,5.387,0.000,651,23.79%,29.88%  (  +1.67%),78.45%,"42,091",9,4,4,85
TFC,USA,39.48,2025-04-28,21.02,1.24,2.10,3.911,0.000,"6,408",22.94%,34.82%  (  +0.20%),71.27%,"229,947",6,4,4,70
KEY,USA,15.15,2025-04-17,29.44,0.56,1.82,4.626,0.000,"3,588",28.99%,38.33%  (  -0.33%),61.86%,"208,954",8,4,4,70
HBAN,USA,14.28,2025-04-18,24.87,0.45,1.76,3.546,0.000,728,23.50%,37.41%  (  +2.00%),89.89%,"75,162",7,4,4,80
FITB,USA,37.48,2025-04-18,22.32,1.13,1.80,4.115,0.000,"2,042",21.27%,35.97%  (  +2.71%),93.23%,"78,188",6,4,4,80
RF,USA,20.84,2025-04-18,23.00,0.63,2.02,4.331,0.000,903,22.14%,36.33%  (  +1.57%),79.59%,"104,069",8,4,4,78
AXP,USA,256.43,2025-04-18,24.32,8.51,2.43,4.644,0.000,"13,927",25.88%,35.26%  (  +0.80%),82.50%,"224,103",7,4,4,85
ALLY,USA,32.99,2025-04-17,30.23,1.29,0.62,6.757,0.000,"10,124",29.15%,42.73%  (  +2.84%),72.91%,"118,767",9,4,4,70
NUE,USA,129.56,2025-04-28,45.76,4.82,0.97,5.085,0.000,"5,211",36.17%,43.94%  (  +0.66%),85.25%,"137,396",9,4,4,80
GPC,USA,119.43,2025-04-17,43.07,3.25,0.71,6.353,0.000,362,23.63%,32.06%  (  +2.12%),70.18%,"15,961",8,4,5,68
TSM,USA,171.59,2025-04-17,36.80,7.48,9.88,3.013,0.000,"119,097",42.64%,44.10%  (  +2.57%),44.73%,"1,730,112",10,5,5,85
WAL,USA,74.76,2025-04-17,33.28,3.37,1.64,6.749,0.000,280,39.92%,48.81%  (  +1.13%),78.01%,"38,531",8,5,5,75
BANC,USA,13.42,2025-04-22,33.08,0.52,1.20,9.683,0.000,15,33.64%,45.95%  (  +0.80%),62.80%,"24,617",7,5,5,70
KNX,USA,45.60,2025-04-23,27.28,1.70,1.00,7.766,0.000,423,25.02%,39.07%  (  -0.25%),78.15%,"26,546",5,4,4,70
PPG,USA,111.36,2025-04-17,41.34,3.00,1.45,3.979,0.000,375,30.93%,28.84%  (  +0.19%),85.31%,"44,223",9,4,4,80
PNR,Ireland,84.00,2025-04-22,23.06,2.48,3.39,6.385,0.000,"2,570",22.85%,29.97%  (  -0.04%),61.54%,"12,525",5,4,4,79
ALK,USA,52.60,2025-04-17,22.91,3.37,0.55,7.083,0.000,"12,604",49.84%,57.78%  (  -0.67%),82.68%,"155,034",9,5,5,85
BX,USA,136.53,2025-04-17,25.52,5.73,13.35,4.033,0.000,"28,508",32.30%,42.44%  (  +1.05%),72.40%,"313,626",5,4,4,88
INFY,USA,18.29,2025-04-17,18.01,0.42,3.97,4.935,0.000,"4,854",17.38%,34.33%  (  +0.78%),80.16%,"86,073",8,4,4,88
UNP,USA,234.29,2025-04-24,36.87,4.93,5.89,3.214,0.000,"2,937",19.32%,24.47%  (  +1.97%),75.90%,"104,846",9,4,4,88
IRDM,USA,26.87,2025-04-17,32.44,1.16,3.52,11.000,0.000,986,52.46%,51.29%  (  +1.47%),41.60%,"24,849",9,5,4,85
ISRG,USA,476.78,2025-04-17,26.86,20.84,20.36,5.903,0.000,"6,065",36.51%,40.46%  (  +2.61%),92.14%,"81,847",8,5,5,80
DHR,USA,204.09,2025-04-22,38.74,5.33,6.11,4.766,0.000,"14,191",21.44%,29.85%  (  +0.78%),85.53%,"118,835",6,4,4,70
HOMB,USA,27.89,2025-04-17,34.05,0.69,3.78,8.284,0.000,10,21.39%,51.34%  (  +9.53%),72.64%,"1,184",7,4,4,80
SLB,,39.93,2025-04-18,44.97,1.26,1.50,3.361,0.000,"27,124",27.91%,33.07%  (  +0.48%),55.47%,"718,414",4,4,4,85
HCA,USA,314.79,2025-04-25,46.68,11.00,1.10,8.224,0.000,"3,247",36.33%,37.76%  (  +2.79%),77.65%,"50,520",7,4,4,80
SCHW,USA,73.51,2025-04-21,38.08,2.33,5.27,4.958,0.000,"32,200",27.54%,35.33%  (  +2.41%),70.43%,"497,849",10,4,4,80
ELS,USA,66.03,2025-04-28,43.63,1.55,8.58,5.467,0.000,7,17.93%,34.15%  (  +2.50%),85.13%,184,8,4,4,80
FNB,USA,13.11,2025-04-16,25.98,0.40,1.83,4.130,0.000,3,26.21%,70.94%  (  -10.54%),63.46%,"4,279",6,5,5,87
GE,USA,192.42,2025-04-22,42.22,5.67,4.51,5.726,0.000,"8,688",25.32%,34.63%  (  -0.88%),57.84%,"230,748",9,5,5,85
PHM,USA,101.09,2025-04-22,38.10,3.37,1.14,5.017,0.000,"1,214",34.22%,39.86%  (  -0.65%),83.39%,"42,971",7,4,4,78
DGX,USA,168.82,2025-04-22,49.83,4.05,1.90,5.881,0.000,679,25.70%,27.97%  (  +2.16%),93.32%,"16,165",6,4,4,88
SAP,USA,255.19,2025-04-28,33.79,7.31,8.06,11.932,0.000,"3,151",30.46%,33.53%  (  +1.20%),76.15%,"31,333",10,4,4,88
BKR,USA,41.74,2025-04-22,39.35,1.40,1.49,6.602,0.000,"1,285",32.70%,35.96%  (  +0.45%),84.14%,"136,430",7,5,5,88
EWBC,USA,85.03,2025-04-22,24.46,2.70,2.64,7.216,0.000,27,25.08%,39.87%  (  +1.48%),89.82%,"3,293",5,5,5,80
CSX,USA,29.13,2025-04-16,22.95,0.69,3.80,3.550,0.000,"1,299",19.74%,26.29%  (  +0.70%),41.23%,"124,026",9,4,4,65
PLD,USA,110.36,2025-04-16,29.70,3.02,12.79,4.365,0.000,"3,082",22.59%,30.86%  (  +2.35%),59.63%,"55,842",4,4,4,74
NFLX,USA,890.17,2025-04-17,38.62,34.90,9.79,8.223,0.000,"86,128",37.55%,41.24%  (  +2.36%),67.42%,"545,821",7,4,4,85
OMC,USA,79.48,2025-04-15,37.46,2.39,1.00,3.757,0.000,252,23.70%,28.08%  (  -2.17%),73.38%,"18,274",9,4,4,88
UNH,USA,481.52,2025-04-15,43.61,14.42,1.10,4.588,0.000,"14,146",32.29%,36.41%  (  +2.04%),84.99%,"310,617",7,5,5,76
IBKR,USA,161.03,2025-04-15,25.77,10.09,7.25,4.558,0.000,"5,852",57.74%,52.90%  (  +3.47%),83.40%,"60,283",8,5,5,88
UAL,USA,69.90,2025-04-15,23.49,5.73,0.40,6.531,0.000,"60,334",51.21%,66.29%  (  +3.97%),95.07%,"781,293",8,5,5,85
GEV,USA,300.24,2025-04-24,40.91,22.00,2.37,8.763,0.000,"14,699",62.39%,63.66%  (  -0.29%),80.37%,"144,777",8,5,5,85
IBM,USA,245.80,2025-04-23,44.24,7.19,3.63,6.193,0.000,"27,935",43.81%,30.44%  (  +1.01%),61.80%,"328,643",8,4,4,85
META,USA,590.64,2025-04-23,33.22,25.55,9.10,8.394,0.000,"475,586",32.28%,43.18%  (  +3.09%),63.18%,"2,105,630",10,5,5,85
EQT,USA,48.86,2025-04-22,47.35,2.03,5.59,4.425,0.000,"8,699",42.09%,44.34%  (  +4.03%),91.32%,"322,092",9,4,4,90
ETR,USA,82.84,2025-04-23,49.02,2.18,3.00,2.705,0.000,174,27.66%,28.72%  (  -4.06%),78.48%,"40,578",7,4,4,85
AR,USA,36.37,2025-04-23,47.87,1.57,2.62,5.087,0.000,"1,972",40.53%,45.29%  (  -1.61%),72.18%,"155,050",6,4,4,85
BG,Switzerland,73.59,2025-04-23,49.30,2.21,0.19,6.216,0.000,821,31.04%,34.74%  (  +2.35%),83.11%,"53,896",5,4,4,65
TEL,Ireland,141.22,2025-04-23,36.51,3.79,2.66,5.615,0.000,"2,712",25.30%,29.51%  (  -0.46%),77.22%,"10,223",10,4,4,75
ROL,USA,50.73,2025-04-23,47.80,1.04,7.25,6.423,0.000,57,20.36%,25.77%  (  -2.56%),48.87%,"3,265",8,4,4,85
BSX,USA,95.37,2025-04-23,35.77,2.66,8.40,5.753,0.000,"12,710",25.61%,32.06%  (  -0.99%),74.60%,"229,929",10,5,5,90
IRT,USA,20.57,2025-04-23,48.75,0.49,7.61,10.590,0.000,11,18.49%,31.79%  (  -19.01%),41.07%,726,8,5,5,85
NSC,USA,227.69,2025-04-23,29.69,5.88,4.25,4.122,0.000,249,20.79%,31.61%  (  +0.46%),85.71%,"19,250",10,4,4,80
STX,Ireland,85.62,2025-04-22,28.59,3.23,2.26,7.174,0.000,"2,085",32.10%,39.75%  (  -0.32%),59.75%,"116,483",4,4,4,82
EPRT,USA,30.51,2025-04-23,36.29,0.78,12.76,7.567,0.000,2,18.39%,30.10%  (  +0.68%),35.52%,952,6,4,4,80
BA,USA,159.32,2025-04-23,40.58,6.44,1.80,5.109,0.000,"61,460",38.91%,41.47%  (  +0.09%),62.63%,"1,128,321",10,4,4,50
TMO,USA,508.90,2025-04-23,35.07,12.33,4.48,4.079,0.000,"2,831",27.96%,27.98%  (  -0.83%),82.44%,"50,085",9,5,5,79
HAS,USA,59.30,2025-04-23,39.66,1.96,2.00,9.114,0.000,802,45.50%,31.56%  (  +0.30%),35.70%,"38,158",10,5,5,75
MAT,USA,19.66,2025-04-22,37.99,0.58,1.21,8.642,0.000,455,50.00%,28.45%  (  -4.48%),25.48%,"19,828",10,4,4,80
HES,USA,143.92,2025-04-24,47.40,3.61,3.44,2.678,0.000,350,26.10%,27.14%  (  +0.92%),62.35%,"40,635",9,4,4,0
OPCH,USA,32.24,2025-04-22,49.36,0.86,1.07,10.043,0.000,7,18.67%,25.14%  (  -3.55%),19.13%,"12,925",7,5,5,82
SLM,USA,28.36,2025-04-23,40.61,1.11,1.97,8.187,0.000,"1,514",32.54%,43.53%  (  +2.62%),55.66%,"47,427",9,5,5,78
HUM,USA,251.73,2025-04-23,41.09,9.62,0.26,6.711,0.000,"3,643",35.52%,73.08%  (  -1.34%),94.84%,"151,128",7,4,4,70
WAB,USA,176.25,2025-04-23,35.57,5.02,2.90,5.413,0.000,30,37.80%,31.61%  (  +2.16%),93.79%,"5,808",7,5,5,75
APH,USA,61.62,2025-04-23,37.00,2.26,4.90,7.267,0.000,"2,377",31.57%,36.02%  (  -1.79%),70.83%,"74,097",7,5,4,85
NLY,USA,21.10,2025-04-23,49.58,0.42,1.92,2.212,0.000,"26,245",20.68%,31.44%  (  -7.62%),48.29%,"131,119",9,4,5,80
MTH,USA,69.41,2025-04-23,37.22,2.67,0.78,5.638,0.000,480,36.65%,45.35%  (  +4.27%),76.19%,"5,601",5,4,4,75
RJF,USA,139.81,2025-04-23,30.21,4.25,1.86,6.159,0.000,173,24.76%,34.87%  (  +0.50%),87.93%,"11,875",7,4,4,80
LRCX,USA,75.26,2025-04-23,43.66,3.68,5.96,3.717,0.000,"12,185",48.59%,51.43%  (  -0.91%),73.50%,"546,504",6,4,5,82
FTI,UK,26.50,2025-04-24,37.89,1.07,1.23,8.373,0.000,84,37.60%,40.94%  (  +0.79%),59.72%,"20,294",8,5,4,88
SPOT,Luxembourg,537.91,2025-04-22,43.46,29.22,6.37,10.172,0.000,"6,540",59.41%,53.32%  (  +1.94%),80.94%,"125,094",10,4,4,78
NOW,USA,811.62,2025-04-23,31.21,37.09,15.22,6.608,0.000,"9,047",50.14%,41.13%  (  -0.51%),79.26%,"102,030",9,5,5,88
VRT,USA,83.09,2025-04-23,37.69,7.76,3.95,10.541,0.000,"28,467",77.36%,79.38%  (  +2.57%),74.16%,"614,890",6,5,5,90
VLO,USA,125.80,2025-04-24,42.93,4.78,0.31,3.264,0.000,"5,401",38.54%,39.73%  (  +0.63%),76.69%,"151,083",9,5,5,60
CMCSA,USA,34.70,2025-04-24,41.56,0.94,1.06,5.072,0.000,"21,192",41.76%,29.74%  (  -5.12%),62.59%,"569,403",8,4,4,80
PG,USA,168.59,2025-04-24,45.07,3.49,4.69,2.955,0.000,"30,545",21.54%,19.89%  (  +0.15%),80.44%,"345,100",6,4,4,80
PEP,USA,148.34,2025-04-24,44.15,3.79,2.21,3.154,0.000,"35,753",25.49%,24.48%  (  +0.97%),95.18%,"323,165",4,4,4,78
CDP,USA,26.27,2025-04-24,33.41,0.65,7.86,11.572,0.000,1,19.66%,44.10%  (  -20.19%),59.93%,568,6,4,4,80
RCL,Liberia,207.90,2025-04-24,31.00,11.27,3.39,5.936,0.000,"14,003",43.23%,49.74%  (  -2.28%),82.08%,"184,774",8,5,5,85
SPGI,USA,479.85,2025-04-24,29.30,10.81,10.40,4.047,0.000,"2,983",23.70%,25.11%  (  -0.94%),81.02%,"29,820",9,5,5,85
IPG,USA,26.09,2025-04-23,37.83,0.81,0.91,6.240,0.000,102,25.95%,34.28%  (  +5.48%),66.25%,"6,505",4,4,4,68
ORI,USA,36.59,2025-04-24,47.27,0.68,1.10,5.017,0.000,50,17.65%,24.88%  (  +0.22%),32.61%,"2,678",7,4,4,80
HON,USA,206.69,2025-04-24,40.46,4.34,3.48,3.551,0.000,"4,656",24.21%,25.49%  (  -0.86%),68.69%,"205,117",6,4,4,75
DXCM,USA,68.48,2025-04-24,22.49,3.01,6.64,10.100,0.000,"6,792",41.13%,45.22%  (  +3.31%),35.33%,"136,636",7,5,5,80
XEL,USA,68.67,2025-04-24,49.02,1.43,2.93,4.741,0.000,"8,989",16.99%,21.24%  (  -2.42%),41.88%,"20,392",9,4,4,68
AOS,USA,65.45,2025-04-24,42.33,1.65,2.46,6.476,0.000,220,22.23%,29.09%  (  +0.24%),71.34%,"12,575",5,4,4,70
CUZ,USA,28.06,2025-04-24,36.09,0.85,5.49,8.159,0.000,3,25.29%,42.57%  (  -7.40%),44.33%,458,8,4,4,85
WDC,USA,42.03,2025-04-24,35.38,2.18,0.94,5.834,0.000,"10,670",48.58%,50.70%  (  -2.72%),75.58%,"381,739",9,5,4,70
COF,USA,166.12,2025-04-24,30.75,7.03,1.19,4.511,0.000,"12,114",37.27%,43.20%  (  -0.71%),79.07%,"154,531",10,4,4,68
VALE,USA,9.42,2025-04-23,47.64,0.27,1.06,8.423,0.000,"52,703",32.56%,30.97%  (  -8.85%),34.41%,"1,643,058",9,4,5,80
DOC,USA,20.03,2025-04-24,47.03,0.45,5.29,5.683,0.000,80,18.80%,25.84%  (  -1.43%),27.20%,"23,536",6,5,5,80
GLPI,USA,49.41,2025-04-24,48.56,0.99,8.87,4.115,0.000,97,12.96%,23.26%  (  -0.32%),55.06%,"12,469",10,4,5,72
AJG,USA,322.85,2025-04-24,49.03,6.65,7.19,4.817,0.000,240,22.01%,25.07%  (  -0.04%),81.61%,"9,166",6,4,4,88
HOG,USA,24.20,2025-04-24,37.11,1.14,0.58,7.827,0.000,"3,936",37.14%,45.55%  (  +0.78%),69.68%,"64,160",6,4,4,60
ASX,USA,9.53,2025-04-24,40.41,0.37,1.12,8.103,0.000,6,43.82%,47.41%  (  +4.01%),30.61%,"6,222",8,4,4,75
TAL,USA,12.80,2025-04-24,47.46,0.68,2.83,10.000,0.000,952,46.93%,42.88%  (  -17.64%),9.78%,"69,593",6,5,4,75
FTV,USA,71.82,2025-04-23,23.69,1.63,3.92,6.067,0.000,905,19.16%,29.20%  (  +1.74%),56.29%,"2,801",7,4,4,85
AAL,USA,10.67,2025-04-24,16.37,0.70,0.13,7.441,0.000,"227,784",41.90%,59.11%  (  +2.37%),92.58%,"3,157,335",8,4,4,70
MBLY,USA,14.47,2025-04-24,39.16,1.08,7.10,14.445,0.000,"4,208",62.91%,73.18%  (  +2.04%),47.41%,"340,622",5,4,4,70
FE,USA,39.14,2025-04-24,46.36,0.96,1.68,4.037,0.000,"1,273",37.78%,22.12%  (  -1.89%),52.28%,"61,830",7,4,4,70
KLAC,USA,681.50,2025-04-24,42.08,28.13,8.36,6.933,0.000,644,36.06%,46.20%  (  +1.28%),58.57%,"24,622",7,4,4,82
SSNC,USA,79.96,2025-04-24,32.03,1.91,3.35,5.817,0.000,"1,273",25.53%,26.55%  (  +0.67%),76.30%,"5,904",5,5,5,80
EBC,USA,15.79,2025-04-24,31.12,0.51,3.15,8.736,0.000,31,29.86%,48.78%  (  +6.64%),57.65%,"1,620",7,4,4,75
TBBB,Virgin Islands (British),24.52,2025-03-17,34.92,1.13,0.91,8.984,7.852,406,37.72%,53.65%  (  +0.47%),19.60%,537,7,4,4,80
FTAI,Cayman Islands,101.18,2025-04-24,40.30,10.28,5.94,10.248,0.000,"6,866",88.76%,88.42%  (  +1.66%),68.41%,"138,605",6,5,5,68
ROKU,USA,67.63,2025-04-24,33.51,5.13,2.40,15.252,0.000,"17,574",68.35%,62.45%  (  +0.47%),52.44%,"253,551",8,4,4,80
CARR,USA,64.25,2025-04-24,44.86,2.05,2.31,7.384,0.000,"4,761",31.53%,35.58%  (  +2.54%),65.52%,"110,132",9,4,5,78
AVTR,USA,15.82,2025-04-25,34.01,0.78,1.59,8.377,0.000,"2,287",54.46%,45.49%  (  +1.07%),55.82%,"41,782",8,5,5,72
XOM,USA,108.67,2025-04-25,48.29,2.73,1.39,2.212,0.000,"50,728",25.82%,28.28%  (  -0.27%),93.45%,"993,698",5,4,5,80
WY,USA,28.95,2025-04-24,40.02,0.74,2.95,5.267,0.000,701,22.95%,32.35%  (  +1.52%),100.00%,"27,095",9,5,5,70
CL,USA,90.52,2025-04-25,48.84,2.42,3.65,3.250,0.000,"4,576",29.56%,24.53%  (  -3.59%),70.70%,"86,527",7,4,4,85
PSX,USA,122.50,2025-04-25,46.40,4.10,0.35,3.081,0.000,"2,402",34.28%,36.48%  (  +0.40%),90.67%,"75,181",9,4,4,75
CVX,USA,153.61,2025-04-25,47.72,3.49,1.40,2.334,0.000,"28,171",24.70%,26.20%  (  -0.38%),83.93%,"567,964",8,5,5,82
LYB,Netherlands,72.61,2025-04-25,39.08,2.07,0.58,5.177,0.000,673,27.14%,29.72%  (  +0.31%),97.06%,"91,710",8,4,4,60
AGNC,USA,10.04,2025-04-28,44.00,0.19,1.89,4.125,0.000,"23,529",16.52%,23.22%  (  -3.82%),41.81%,"911,364",8,4,4,70
CDNS,USA,241.56,2025-04-28,33.85,10.00,14.27,8.015,0.000,"1,538",38.33%,40.21%  (  +0.53%),61.80%,"51,051",7,5,5,78
CADE,USA,29.36,2025-04-28,24.78,0.97,1.82,10.654,0.000,2,24.34%,43.64%  (  -5.22%),59.03%,"2,281",9,4,4,80
GM,USA,47.11,2025-04-22,45.80,2.05,0.25,5.704,0.000,"50,341",36.55%,41.48%  (  +1.14%),75.25%,"732,996",6,4,4,80
UPS,USA,115.23,2025-04-22,41.28,2.56,1.08,6.095,0.000,"31,215",47.51%,26.73%  (  +0.63%),41.13%,"423,335",6,4,4,80
TER,USA,85.33,2025-04-23,24.54,5.62,4.90,10.612,0.000,"2,631",64.19%,48.06%  (  -0.64%),68.91%,"77,829",9,4,5,75
V,USA,328.55,2025-04-22,33.68,7.05,17.44,3.366,0.000,"22,120",19.19%,26.60%  (  +1.88%),84.21%,"290,962",7,5,5,92
EDU,USA,48.04,2025-04-23,44.92,2.01,1.63,11.190,0.000,106,52.79%,54.25%  (  +5.11%),62.05%,"31,473",5,4,4,70
SHW,USA,342.10,2025-04-22,38.64,8.68,3.72,6.201,0.000,503,21.46%,28.36%  (  +1.36%),82.49%,"18,476",6,4,4,78
WM,USA,223.20,2025-04-23,45.09,3.87,4.07,4.143,0.000,"1,846",21.79%,19.55%  (  +0.05%),49.31%,"36,922",6,4,4,88
CMG,USA,48.73,2025-04-23,29.51,1.81,5.84,8.148,0.000,"56,522",29.54%,38.82%  (  +1.10%),55.80%,"1,108,475",6,5,5,85
