SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
TXN,USA,173.60,2025-04-22,32.53,5.88,10.10,4.948,0.000,"12,476",32.68%,36.25%  (  +1.14%),75.95%,"276,153",4,4,4,65
WFRD,Ireland,51.89,2025-04-22,29.57,2.99,0.69,9.903,0.000,217,54.70%,55.83%  (  -0.05%),78.51%,"4,183",9,5,4,70
ONB,USA,20.20,2025-04-22,27.37,0.70,2.18,7.597,0.000,25,30.59%,42.77%  (  -4.45%),55.52%,"6,578",10,5,5,80
CNC,USA,57.96,2025-04-25,44.90,2.12,0.18,5.655,0.000,"4,478",37.10%,44.03%  (  +2.18%),73.74%,"133,654",9,4,4,80
WBS,USA,48.52,2025-04-22,28.44,1.87,1.99,6.526,0.000,843,32.67%,42.40%  (  +2.16%),77.71%,"5,008",5,5,5,75
SYF,USA,51.90,2025-04-23,26.84,2.40,0.97,6.952,0.000,"8,137",32.57%,47.02%  (  +2.45%),87.38%,"90,310",9,4,5,75
FBP,Puerto Rico,17.64,2025-04-22,28.21,0.53,2.36,8.708,0.000,35,27.28%,48.10%  (  +6.48%),65.83%,452,7,4,4,80
MSFT,USA,378.77,2025-04-24,33.26,9.53,10.76,4.911,0.000,"262,636",26.01%,28.53%  (  +0.76%),66.07%,"2,258,646",10,5,5,85
HAL,USA,24.34,2025-04-22,37.21,0.84,0.92,3.893,0.000,"34,032",31.61%,37.28%  (  +0.74%),74.40%,"412,787",7,4,5,75
FI,USA,209.45,2025-04-22,32.89,5.55,5.75,4.678,0.000,"1,926",31.36%,30.04%  (  -0.08%),80.80%,"53,432",8,5,5,85
GOOG,USA,164.73,2025-04-24,32.90,5.23,5.70,6.490,0.000,"172,946",34.34%,34.41%  (  +1.35%),74.30%,"1,404,143",7,5,5,85
MTDR,USA,46.93,2025-04-22,34.08,2.20,1.69,7.482,0.000,"2,297",43.52%,45.40%  (  +1.23%),85.17%,"62,012",10,5,5,85
CSGP,USA,75.44,2025-04-22,46.66,2.38,11.63,8.909,0.000,376,30.69%,34.94%  (  +0.15%),48.79%,"113,355",9,4,4,88
GOOGL,USA,162.76,2025-04-24,32.67,5.24,5.70,6.498,0.000,"377,753",35.12%,34.37%  (  +1.22%),72.65%,"3,010,687",8,4,4,85
TRU,USA,80.45,2025-04-24,31.21,3.30,3.75,9.198,0.000,180,40.26%,42.54%  (  +1.47%),77.46%,"11,853",8,4,4,82
HLT,USA,221.78,2025-04-23,20.34,7.21,4.78,5.352,0.000,"1,670",27.64%,34.87%  (  +1.91%),71.54%,"79,159",4,4,4,85
IP,USA,50.38,2025-04-24,36.42,1.78,1.42,4.634,0.000,"11,362",35.52%,38.79%  (  +2.20%),68.17%,"89,190",10,4,4,75
TEAM,USA,208.00,2025-04-24,24.99,14.23,11.37,11.706,0.000,"28,842",69.66%,56.50%  (  +2.41%),66.85%,"83,393",8,4,4,75
08:36:17 AM,,,,,,,,,,,,,,,,,
