SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
MT,USA,30.19,2025-05-02,59.34,1.10,19.28%,0.37,4.087,5.310,"4,125",64.71%,43.11%  (  -3.60%),45.47%,"109,157",10,5,4,75
APG,USA,37.49,2025-05-01,58.21,1.48,4.18%,1.50,9.630,8.485,"1,011",47.06%,45.81%  (  +1.91%),55.87%,"6,651",4,5,5,82
CARR,USA,60.82,2025-05-01,48.81,2.20,-12.86%,2.19,7.384,7.687,784,45.49%,39.36%  (  -0.75%),42.22%,"76,873",8,4,4,78
RBLX,USA,66.40,2025-05-01,66.24,2.79,25.91%,12.50,12.637,12.883,"17,433",56.60%,68.91%  (  -0.31%),56.66%,"395,572",7,4,4,75
TRGP,USA,178.11,2025-05-01,49.49,8.35,2.34%,2.33,4.839,7.690,"1,132",66.17%,40.80%  (  +1.04%),42.45%,"22,797",5,5,5,85
LLY,USA,885.20,2025-05-01,62.96,34.10,4.77%,18.63,6.043,5.347,"22,134",54.86%,37.19%  (  -1.53%),35.02%,"272,483",9,5,5,75
HWM,USA,137.50,2025-05-01,61.16,5.61,23.32%,7.49,7.669,7.962,"1,950",58.86%,45.48%  (  -0.34%),53.25%,"42,356",8,5,5,85
CAH,USA,139.84,2025-05-01,64.03,3.64,17.93%,0.15,4.491,4.894,"15,745",28.52%,30.25%  (  -2.57%),38.43%,"61,090",7,4,4,70
SHAK,USA,88.26,2025-05-01,50.41,5.09,-18.02%,3.01,10.393,10.131,"2,671",74.16%,60.34%  (  -2.47%),42.62%,"36,309",7,4,4,80
BAX,USA,30.98,2025-05-01,52.51,1.19,-8.74%,1.24,4.948,5.911,"4,520",54.81%,41.27%  (  -1.75%),50.31%,"84,981",7,4,4,65
MCD,USA,314.50,2025-05-01,54.01,7.13,6.80%,8.68,3.741,3.377,"8,783",25.10%,24.75%  (  +0.28%),44.59%,"200,233",5,4,4,70
MA,USA,539.68,2025-05-01,56.48,15.22,5.41%,17.43,3.350,4.013,"2,828",38.70%,28.12%  (  -0.33%),39.83%,"120,106",10,5,5,85
SW,Ireland,42.35,2025-05-01,47.39,1.78,-12.53%,1.04,6.846,8.528,"1,482",53.92%,50.03%  (  -2.93%),54.66%,"3,593",6,5,5,80
BDX,USA,206.44,2025-05-01,44.93,5.73,-10.27%,2.87,5.168,6.562,852,31.46%,33.05%  (  -0.21%),70.40%,"45,094",9,5,5,85
GPK,USA,25.64,2025-05-01,53.60,0.73,-7.94%,0.88,8.524,7.706,"3,521",29.87%,41.73%  (  +1.25%),56.12%,"2,332",7,4,4,78
OWL,USA,18.60,2025-05-01,50.82,1.06,-10.85%,12.49,7.579,9.683,"1,075",83.57%,51.52%  (  +0.59%),48.17%,"139,575",5,4,5,87
IRM,USA,88.27,2025-05-01,56.50,3.27,-16.23%,4.23,5.967,5.516,"4,770",46.21%,40.50%  (  +0.21%),66.42%,"48,499",8,4,4,85
KKR,USA,114.35,2025-05-01,54.41,6.49,-13.63%,4.34,4.349,6.322,"4,331",85.85%,48.11%  (  -4.65%),35.05%,"173,111",4,5,5,85
BLDR,USA,120.24,2025-05-01,46.81,5.52,-24.80%,0.83,9.273,10.146,582,52.80%,52.36%  (  +0.69%),47.02%,"30,972",9,5,5,70
PWR,USA,292.38,2025-05-01,63.19,12.11,0.57%,1.83,7.871,9.340,"1,711",50.72%,48.64%  (  +0.08%),59.33%,"37,668",9,4,5,85
APTV,Jersey,57.65,2025-05-01,55.23,2.58,-9.20%,0.67,9.100,9.225,"2,554",61.29%,44.39%  (  -6.77%),41.04%,"43,455",10,4,4,70
CHD,USA,99.01,2025-05-01,35.57,2.82,-5.58%,3.99,4.773,5.227,"1,113",25.42%,24.75%  (  -4.22%),46.88%,"5,283",4,4,4,
ATI,USA,53.77,2025-05-01,59.42,2.63,-7.79%,1.74,9.845,11.184,"5,935",77.52%,53.89%  (  -0.66%),50.39%,"12,871",9,5,5,78
CVS,USA,65.03,2025-05-01,43.83,2.10,10.27%,0.22,7.265,6.977,"17,182",31.27%,39.66%  (  -5.48%),52.56%,"676,575",10,5,5,73
ROKU,USA,69.28,2025-05-01,56.28,4.26,-4.42%,2.46,15.252,13.855,"13,866",87.03%,77.85%  (  -2.04%),56.02%,"193,919",9,4,4,85
SYK,USA,370.92,2025-05-01,57.25,11.43,1.53%,6.27,6.065,6.255,"1,112",36.46%,32.27%  (  -0.52%),51.71%,"31,046",4,5,5,88
RIOT,USA,7.42,2025-05-01,49.30,0.62,-23.51%,6.90,11.880,9.267,"82,304",90.45%,85.37%  (  -3.08%),20.45%,"1,190,787",7,5,5,85
AJG,USA,317.14,2025-05-01,41.78,9.99,5.56%,7.09,4.817,5.106,523,35.13%,28.19%  (  -1.94%),48.91%,"8,786",8,4,4,88
RDDT,USA,122.14,2025-05-01,57.51,9.42,4.99%,16.99,15.317,13.263,"24,957",110.41%,87.91%  (  -4.13%),47.94%,"362,357",10,4,4,80
MTZ,USA,127.42,2025-05-01,58.46,6.67,1.18%,0.82,12.462,10.830,"8,130",65.40%,54.46%  (  -2.30%),49.82%,"22,287",8,5,5,80
AIG,USA,82.00,2025-05-01,50.99,2.25,7.33%,1.43,4.640,4.299,"1,882",37.41%,28.95%  (  -1.77%),34.58%,"149,296",10,4,4,78
AMZN,USA,187.39,2025-05-01,50.91,8.53,-5.89%,3.12,7.251,6.631,"369,069",57.56%,41.92%  (  -0.13%),47.36%,"3,971,333",7,5,5,85
MSTR,USA,381.45,2025-05-01,66.99,24.10,44.76%,219.08,7.388,4.996,"339,175",110.32%,66.89%  (  -1.73%),0.00%,"2,100,252",9,5,5,80
AAPL,USA,211.21,2025-05-01,53.27,8.53,-7.13%,8.02,3.991,4.512,"383,151",64.74%,33.29%  (  -1.13%),35.19%,"4,698,439",5,4,4,90
HL,USA,5.80,2025-05-01,53.48,0.31,0.07%,3.94,6.211,6.730,"4,965",61.63%,63.33%  (  +5.33%),17.81%,"222,594",9,5,5,70
TWLO,USA,96.48,2025-05-01,53.95,4.92,6.52%,3.32,9.907,12.520,"3,262",67.58%,69.94%  (  +0.38%),66.39%,"150,178",5,4,5,80
XYZ,USA,59.56,2025-05-01,56.37,2.97,-17.50%,1.52,4.904,10.416,"22,526",61.53%,66.40%  (  -1.37%),48.84%,"589,398",5,5,5,85
HOLX,USA,58.36,2025-05-01,44.55,1.60,-20.45%,3.24,6.596,7.368,908,25.74%,38.49%  (  +2.93%),83.85%,"15,845",4,4,4,70
TEAM,USA,228.49,2025-05-01,56.47,12.15,4.56%,12.48,11.706,13.066,"2,921",70.79%,72.46%  (  -0.47%),62.54%,"72,973",8,4,5,75
