SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
NCLH,Bermuda,0,2025-04-30,,,,,8.334,13.818,"23,501",85.10%,70.55%  (  +0.46%),55.17%,"518,503",10,4,4,70
SMG,USA,0,2025-04-30,,,,,10.265,15.674,894,53.03%,69.78%  (  +3.49%),78.39%,"59,329",5,5,4,65
HUM,USA,0,2025-04-30,,,,,6.711,14.188,"24,913",48.53%,61.61%  (  -8.87%),53.24%,"180,017",7,4,4,70
CHRW,USA,0,2025-04-30,,,,,7.939,9.728,"1,302",40.00%,43.23%  (  +2.62%),63.49%,"31,078",6,4,4,75
ALL,USA,0,2025-04-30,,,,,5.393,7.660,"1,851",38.45%,33.46%  (  +1.61%),48.92%,"31,542",6,4,5,80
HOOD,USA,0,2025-04-30,,,,,12.871,16.502,"1,746",122.21%,89.78%  (  +0.42%),63.40%,"2,168,342",9,4,4,85
MSFT,USA,0,2025-04-30,,,,,4.911,6.979,"2,863",38.46%,35.67%  (  -0.47%),57.03%,"2,151,511",9,5,5,88
NLY,USA,0,2025-04-30,,,,,2.212,5.316,"9,498",38.31%,31.94%  (  -1.12%),46.95%,"149,587",6,5,5,80
META,USA,0,2025-04-30,,,,,8.394,10.654,"5,407",63.95%,54.41%  (  -0.45%),67.74%,"2,208,015",9,5,5,85
SRPT,USA,0,2025-05-07,,,,,8.883,13.534,"1,416",117.01%,71.26%  (  +3.37%),33.91%,"60,475",9,5,5,85
CORT,USA,0,2025-05-07,,,,,17.702,16.354,"1,955",229.92%,73.85%  (  +1.86%),41.97%,"59,527",10,5,4,80
LLY,USA,0,2025-05-01,,,,,6.043,8.891,"30,146",52.73%,54.51%  (  +2.88%),76.18%,"282,339",9,5,5,80
MCD,USA,0,2025-05-01,,,,,3.741,5.127,"25,857",28.38%,27.07%  (  +1.73%),53.80%,"228,377",5,4,4,70
SHAK,USA,0,2025-05-01,,,,,10.393,14.414,828,76.02%,75.28%  (  +2.74%),64.02%,"34,835",7,4,4,78
CVS,USA,0,2025-05-01,,,,,7.265,8.262,"1,735",33.79%,42.53%  (  +2.65%),60.50%,"729,065",10,5,5,73
APTV,Jersey,0,2025-05-01,,,,,9.100,13.318,"2,304",60.48%,56.08%  (  +2.41%),67.16%,"59,976",8,4,4,80
BAX,USA,0,2025-05-01,,,,,4.948,8.742,"3,181",53.62%,62.22%  (  +14.28%),96.93%,"83,068",8,4,4,60
RBLX,USA,0,2025-05-01,,,,,12.637,15.621,"27,507",59.80%,77.26%  (  +2.87%),69.00%,"424,295",7,4,4,78
MSTR,USA,0,2025-05-01,,,,,7.388,12.767,"5,032",128.40%,78.90%  (  -0.37%),6.20%,"2,330,922",10,5,5,70
AAPL,USA,0,2025-05-01,,,,,3.991,8.108,"20,818",65.75%,42.09%  (  -1.55%),53.05%,"5,469,569",7,4,4,85
TEAM,USA,0,2025-05-01,,,,,11.706,15.166,"5,702",76.75%,75.61%  (  +2.70%),66.98%,"75,966",7,5,5,75
PCOR,USA,0,2025-05-01,,,,,12.021,15.432,831,65.79%,67.21%  (  +1.84%),87.58%,"19,197",4,5,5,75
SYK,USA,0,2025-05-01,,,,,6.065,7.841,"2,101",35.07%,34.40%  (  +0.75%),58.26%,"33,825",5,5,5,90
SRE,USA,0,2025-05-06,,,,,4.673,7.935,576,37.06%,32.06%  (  -0.68%),57.24%,"74,734",9,4,4,75
BBIO,USA,0,2025-05-01,,,,,8.150,16.467,688,54.76%,68.36%  (  +2.49%),25.23%,"95,762",9,5,5,0
INSM,USA,0,2025-05-08,,,,,10.173,16.189,931,42.43%,72.50%  (  -5.56%),12.73%,"52,914",7,5,5,75
STWD,USA,0,2025-05-14,,,,,4.401,7.698,"1,218",38.17%,34.71%  (  +1.20%),70.15%,"122,123",7,5,5,80
APG,USA,0,2025-05-01,,,,,9.630,10.188,"2,210",45.53%,45.31%  (  +5.97%),54.99%,"3,894",5,5,5,75
SWTX,USA,0,2025-05-01,,,,,15.403,13.353,"22,687",68.89%,115.66%  (  +5.75%),56.55%,"173,802",9,5,5,0
PTON,USA,0,2025-05-01,,,,,21.409,15.844,"11,475",99.82%,112.84%  (  +4.22%),55.47%,"502,129",4,4,4,60
FLR,USA,0,2025-05-02,,,,,9.717,14.501,750,62.27%,65.09%  (  -3.94%),74.38%,"120,640",10,4,4,78
MT,USA,0,2025-05-02,,,,,4.087,8.925,"3,993",65.46%,49.86%  (  +0.61%),60.02%,"128,909",10,5,4,75
ARES,USA,0,2025-05-05,,,,,6.110,12.149,967,83.94%,49.53%  (  -3.08%),51.65%,"25,951",5,5,5,85
FRPT,USA,0,2025-05-05,,,,,12.580,18.871,930,67.65%,84.54%  (  +9.53%),96.17%,"25,211",7,5,5,85
NBIX,USA,0,2025-05-05,,,,,9.456,13.523,646,51.28%,59.81%  (  +4.06%),51.78%,"15,431",10,5,5,78
GPN,USA,0,2025-05-07,,,,,8.527,15.250,"1,346",71.67%,54.90%  (  +6.45%),73.86%,"110,471",9,4,4,75
ARMK,USA,0,2025-05-06,,,,,6.384,10.417,"1,698",48.60%,48.78%  (  +11.64%),83.96%,"11,204",6,5,5,78
AMD,USA,0,2025-05-06,,,,,8.559,14.180,"8,052",91.13%,66.18%  (  -0.58%),60.10%,"3,983,762",8,4,4,85
MOS,USA,0,2025-05-07,,,,,5.852,8.827,"9,643",49.68%,44.77%  (  -1.66%),50.87%,"179,720",7,4,4,75
ANET,USA,0,2025-05-06,,,,,9.228,14.827,"28,661",67.69%,66.68%  (  +0.56%),66.30%,"500,698",10,4,4,85
DIS,USA,0,2025-05-07,,,,,7.050,9.817,516,54.64%,45.90%  (  -0.85%),71.23%,"881,674",6,5,5,85
BSY,USA,0,2025-05-07,,,,,8.326,12.076,503,40.90%,47.61%  (  -2.05%),83.33%,"4,785",8,4,4,85
COR,USA,0,2025-05-07,,,,,4.839,5.936,"1,100",21.51%,26.07%  (  +0.70%),53.25%,"49,577",5,4,4,80
IONQ,USA,0,2025-05-14,,,,,13.907,24.789,"2,175",131.30%,110.00%  (  -0.46%),58.90%,"491,237",9,5,5,55
MARA,USA,0,2025-05-08,,,,,10.597,18.219,"1,153",111.74%,92.81%  (  +0.71%),23.16%,"1,830,232",7,4,4,75
CLSK,USA,0,2025-05-08,,,,,7.603,20.939,"2,087",108.80%,97.76%  (  -8.22%),21.07%,"1,304,700",6,5,5,85
ALGM,USA,0,2025-05-08,,,,,11.914,17.045,"3,980",93.07%,72.45%  (  +6.06%),65.69%,"103,172",7,5,5,65
PAYO,USA,0,2025-05-14,,,,,15.017,19.219,500,64.67%,80.14%  (  -20.55%),31.44%,"39,857",8,5,4,83
HL,USA,0,2025-05-14,,,,,6.211,13.709,834,63.56%,63.64%  (  +5.93%),18.06%,"226,581",9,5,5,70
MP,USA,0,2025-05-08,,,,,10.093,19.719,675,90.54%,87.07%  (  +0.25%),88.16%,"267,924",10,4,4,78
NET,USA,0,2025-05-08,,,,,12.765,16.940,"29,165",75.11%,78.67%  (  +3.69%),67.88%,"189,638",9,4,4,70
COIN,USA,0,2025-05-08,,,,,9.268,15.490,730,95.14%,74.21%  (  -1.07%),37.07%,"1,137,367",8,4,4,80
AFRM,USA,0,2025-05-08,,,,,14.975,22.153,578,111.31%,105.80%  (  -2.49%),64.89%,"468,071",10,4,4,58
SRRK,USA,0,2025-05-06,,,,,15.615,23.481,"7,642",72.04%,103.87%  (  +0.43%),41.87%,"14,324",10,5,4,60
ACHR,USA,0,2025-05-08,,,,,9.339,16.277,"5,781",91.96%,87.43%  (  +0.79%),43.73%,"683,069",9,5,4,60
SOUN,USA,0,2025-05-08,,,,,20.103,22.799,515,109.14%,105.89%  (  -6.08%),36.20%,"772,942",5,4,4,70
RGTI,USA,0,2025-05-08,,,,,27.801,24.274,"1,466",136.89%,123.61%  (  +2.55%),8.28%,"706,779",8,5,5,50
09:59:09 AM,,,,,,,,,,,,,,,,,,
