SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
WYNN,USA,82.36,2025-05-06,57.07,3.11,-3.80%,1.23,6.117,6.793,"4,405",61.61%,42.33%  (  -0.52%),34.73%,"234,694",6,5,5,75
SRPT,USA,63.52,2025-05-06,49.03,3.59,-43.92%,3.28,8.883,8.536,862,74.62%,68.14%  (  -2.38%),31.20%,"74,517",10,5,5,85
LITE,USA,63.83,2025-05-06,57.82,4.48,-7.10%,3.13,13.055,15.575,523,109.14%,78.52%  (  -3.03%),50.89%,"41,680",8,4,4,65
ANET,USA,91.58,2025-05-06,68.60,4.53,-3.43%,16.43,9.228,9.905,"26,500",72.72%,56.86%  (  -2.77%),49.04%,"509,643",10,5,5,80
TRMB,USA,64.21,2025-05-07,56.24,2.39,-1.23%,4.16,6.708,7.463,"1,438",56.89%,39.24%  (  -4.56%),45.08%,"19,187",7,5,4,80
BWA,USA,29.36,2025-05-07,60.50,1.00,-7.95%,0.46,8.039,7.211,"2,534",47.48%,38.58%  (  -1.58%),44.41%,"24,378",8,4,5,75
DIS,USA,92.79,2025-05-07,54.06,2.97,-7.26%,1.82,7.050,7.077,"42,388",54.85%,38.77%  (  -2.51%),53.41%,"897,078",5,5,5,88
COR,USA,291.58,2025-05-07,65.09,6.35,18.88%,0.19,4.839,5.029,800,20.57%,26.66%  (  +0.59%),55.86%,"48,832",4,4,4,80
TEVA,USA,16.16,2025-05-07,64.28,0.63,-7.76%,1.12,8.163,9.663,"9,320",50.73%,51.82%  (  -3.67%),52.33%,"940,556",6,5,4,65
VST,USA,140.43,2025-05-07,64.71,8.35,12.30%,2.47,8.910,9.056,"13,780",89.59%,64.58%  (  -4.30%),37.15%,"403,807",9,5,5,90
U,USA,21.65,2025-05-07,54.87,1.34,4.02%,4.96,13.949,13.913,"27,210",85.98%,83.82%  (  -2.67%),45.88%,"703,946",7,4,4,75
BG,Switzerland,79.13,2025-05-07,56.22,2.28,-8.12%,0.20,6.216,6.603,743,36.45%,36.76%  (  -1.32%),44.45%,"47,580",4,4,4,65
GEO,USA,31.72,2025-05-07,61.54,1.62,39.90%,1.87,8.404,10.728,"6,967",52.40%,69.78%  (  -7.50%),31.16%,"334,883",9,5,4,80
JCI,Ireland,88.89,2025-05-07,68.53,2.87,13.80%,2.29,6.318,7.935,"2,506",51.23%,41.73%  (  -7.17%),57.49%,"98,731",5,4,4,86
UBER,USA,84.46,2025-05-07,69.64,3.28,18.00%,4.02,8.400,7.688,"130,289",53.41%,45.69%  (  -0.15%),40.65%,"1,459,782",9,5,5,88
EMR,USA,108.89,2025-05-07,57.10,3.89,-5.32%,3.50,5.581,4.806,"1,144",54.75%,36.83%  (  -2.08%),47.78%,"75,539",8,4,4,85
CORZ,USA,8.87,2025-05-07,60.26,0.70,-24.50%,5.13,11.180,12.586,"32,973",108.13%,88.62%  (  +3.59%),46.61%,"1,340,071",8,5,5,60
CXW,USA,23.00,2025-05-07,68.18,0.83,28.65%,1.28,10.149,9.582,522,33.93%,51.49%  (  -1.79%),30.24%,"31,615",9,5,4,75
IONQ,USA,30.90,2025-05-07,63.42,2.58,36.09%,174.97,13.907,15.424,"73,434",112.83%,101.81%  (  +2.43%),49.72%,"399,359",8,5,5,60
HASI,USA,25.43,2025-05-07,48.00,0.99,-15.32%,8.01,9.845,8.743,"2,175",45.39%,47.11%  (  -3.31%),46.56%,"35,403",8,5,5,82
CAR,USA,96.66,2025-05-07,68.50,5.70,12.90%,0.29,13.998,11.381,"5,744",96.51%,68.40%  (  -4.37%),38.85%,"179,530",5,4,4,56
ARM,USA,122.88,2025-05-07,62.90,6.86,-8.80%,35.10,11.669,10.564,"48,970",91.66%,64.08%  (  -1.25%),37.68%,"768,097",8,4,5,88
CDE,USA,5.30,2025-05-07,40.34,0.37,-14.81%,3.27,15.020,12.361,"2,409",74.33%,72.76%  (  -1.41%),6.89%,"215,771",10,5,5,85
BROS,USA,61.61,2025-05-07,52.07,3.53,24.15%,7.85,13.768,15.488,"2,505",71.43%,77.03%  (  -2.34%),62.37%,"63,189",7,5,5,80
RELY,USA,20.83,2025-05-07,55.67,0.82,11.36%,3.36,17.438,15.840,686,44.84%,71.17%  (  +8.87%),57.69%,"19,517",9,5,5,80
FLUT,Ireland,248.48,2025-05-07,61.71,8.54,3.39%,3.13,6.177,7.675,636,47.97%,41.33%  (  -1.23%),38.62%,"25,720",,5,5,70
PR,USA,12.23,2025-05-07,50.14,0.60,-13.08%,1.98,7.394,8.167,"5,212",84.75%,44.52%  (  -3.42%),34.96%,"120,507",6,5,5,85
DASH,USA,204.12,2025-05-07,65.23,8.75,25.36%,8.07,9.596,8.792,"8,938",63.14%,50.87%  (  -6.09%),46.97%,"210,109",9,4,4,75
GXO,USA,37.69,2025-05-07,56.43,1.58,-20.90%,0.38,7.338,9.555,"1,425",61.06%,50.17%  (  -0.64%),48.92%,"43,644",9,4,5,75
CVNA,USA,257.86,2025-05-07,66.02,16.92,27.85%,4.03,14.587,14.058,"25,015",117.42%,78.78%  (  -3.99%),42.45%,"421,606",10,4,4,85
APP,USA,307.01,2025-05-07,58.52,26.46,28.67%,22.08,14.752,21.522,"50,756",123.25%,115.75%  (  -1.90%),75.40%,"373,033",10,4,5,85
COHR,USA,71.95,2025-05-07,62.44,4.91,-13.77%,2.10,12.542,12.812,"4,269",117.82%,75.93%  (  -7.80%),51.66%,"94,569",6,5,5,70
ACAD,USA,14.68,2025-05-07,41.88,0.61,-12.26%,2.56,15.720,12.505,"1,598",40.94%,55.22%  (  -12.25%),32.85%,"26,060",6,4,5,80
CLSK,USA,9.07,2025-05-08,58.99,0.70,-16.10%,5.45,7.603,11.551,"67,153",110.33%,90.89%  (  -1.80%),13.72%,"1,295,564",5,5,5,80
ADMA,USA,23.53,2025-05-07,61.52,1.46,31.23%,13.18,18.268,13.777,"1,527",72.37%,69.71%  (  -2.04%),52.35%,"89,550",10,4,4,85
BHVN,Virgin Islands (British),23.68,2025-05-08,53.50,2.11,-38.19%,-,11.795,16.738,"1,953",113.51%,95.99%  (  -3.20%),37.11%,"44,638",5,5,5,0
PBR,USA,11.59,2025-05-12,40.69,0.43,-15.38%,0.47,3.458,6.218,"27,863",48.63%,35.09%  (  -4.84%),35.86%,"996,999",7,5,4,78
CRSP,Switzerland,38.99,2025-05-14,53.12,2.14,-13.75%,90.37,7.510,11.719,"2,252",68.62%,60.29%  (  -4.05%),41.04%,"128,051",8,4,4,
PCVX,USA,36.09,2025-05-14,41.55,3.33,-56.98%,-,10.630,12.884,911,192.93%,68.35%  (  +2.96%),36.19%,"10,608",5,5,5,60
CELH,USA,34.87,2025-05-06,48.73,1.89,8.39%,6.63,14.831,12.676,"18,169",49.54%,73.62%  (  -2.10%),50.98%,"656,913",7,4,5,80
SONY,USA,25.28,2025-05-13,57.98,0.72,21.78%,1.67,2.376,7.709,745,41.11%,37.99%  (  -1.10%),57.63%,"92,312",8,5,4,84
GDS,USA,28.36,2025-05-28,63.22,2.00,26.92%,3.47,17.511,25.715,"3,376",89.96%,87.87%  (  +3.41%),47.42%,"31,157",6,5,4,78
BOOT,USA,113.19,2025-05-13,61.85,6.61,-16.68%,1.88,10.962,11.879,922,79.95%,64.41%  (  -3.57%),58.86%,"15,206",9,5,5,85
FUTU,USA,98.58,2025-05-27,57.33,6.03,14.05%,6.38,8.267,14.354,"10,259",78.84%,63.81%  (  -0.18%),35.47%,"146,708",7,5,4,88
BBWI,USA,31.09,2025-05-29,54.97,1.64,-6.32%,0.91,10.687,12.997,"1,011",81.66%,58.37%  (  -2.73%),64.46%,"106,407",9,5,5,68
AKRO,USA,44.81,2025-05-09,62.00,2.44,31.97%,-,9.646,10.644,"1,380",66.31%,66.08%  (  -7.36%),14.78%,"28,950",7,5,5,0
GLNG,Bermuda,40.08,2025-05-27,55.49,2.08,7.19%,16.10,9.336,14.429,"25,641",70.30%,51.47%  (  -7.98%),40.81%,"116,925",9,5,4,75
BILI,USA,18.22,2025-05-22,54.24,0.82,-1.47%,1.61,10.763,10.840,"9,541",61.02%,50.91%  (  -13.37%),0.00%,"371,416",9,5,5,85
WSM,USA,160.51,2025-05-28,56.30,8.21,-1.90%,2.57,10.793,15.201,842,73.68%,49.89%  (  -1.50%),42.05%,"37,017",6,4,4,75
DKS,USA,194.28,2025-06-04,52.38,10.21,-8.64%,1.15,9.955,0.000,"1,070",69.17%,56.52%  (  -0.37%),58.25%,"66,434",9,4,4,88
SNOW,USA,168.46,2025-05-21,64.22,7.49,16.39%,15.50,11.778,14.222,"32,951",64.86%,63.58%  (  -3.39%),62.46%,"524,574",7,5,5,75
PANW,USA,187.91,2025-05-19,62.07,6.76,4.30%,14.52,9.089,9.638,"37,239",56.33%,45.72%  (  -2.54%),57.66%,"551,039",7,4,4,80
MOD,USA,90.63,2025-05-20,62.45,5.54,-16.98%,1.88,16.098,19.606,"3,469",91.90%,67.00%  (  -2.55%),32.15%,"10,733",9,5,4,80
ANF,USA,70.51,2025-06-04,42.21,4.32,-44.22%,0.70,13.229,0.000,"6,051",79.50%,80.44%  (  -2.21%),76.40%,"136,677",9,4,4,70
SNPS,USA,471.82,2025-05-28,63.85,17.75,-5.64%,12.03,8.904,11.536,871,53.40%,39.08%  (  -1.59%),36.17%,"34,293",7,5,5,80
BURL,USA,233.97,2025-05-29,52.31,11.07,-10.09%,1.39,8.185,10.962,"2,276",55.04%,50.16%  (  -2.18%),64.61%,"63,928",9,5,5,72
ADSK,USA,279.73,2025-05-22,62.19,8.02,1.02%,9.75,5.815,0.000,536,40.53%,35.06%  (  -2.93%),43.22%,"43,459",9,5,5,75
DECK,USA,116.39,2025-05-22,54.78,5.69,-26.87%,3.59,5.583,12.282,"10,168",74.39%,63.44%  (  -0.94%),59.85%,"125,033",6,4,4,88
INTU,USA,633.13,2025-05-22,60.86,18.57,1.84%,10.31,5.693,7.220,995,42.35%,35.65%  (  -1.98%),50.50%,"93,846",9,5,5,90
GAP,USA,22.87,2025-05-29,63.50,1.21,3.21%,0.57,7.952,12.507,"5,584",94.38%,61.71%  (  -3.39%),48.31%,"232,126",9,4,4,82
WDAY,USA,249.30,2025-05-22,60.85,8.19,0.58%,7.93,8.742,9.417,712,44.59%,44.75%  (  -0.80%),61.18%,"69,786",5,4,4,90
DLTR,USA,84.07,2025-06-04,64.60,3.68,11.23%,0.65,12.298,0.000,"21,790",71.13%,47.42%  (  +0.14%),35.94%,"384,676",10,4,4,65
PDD,USA,110.94,2025-05-28,58.71,4.73,-3.62%,2.82,8.949,11.679,"61,830",52.40%,52.08%  (  -1.67%),48.21%,"1,372,573",6,4,4,80
ZM,USA,78.34,2025-05-19,62.90,2.27,5.47%,5.13,9.418,9.049,"3,768",40.24%,41.63%  (  -2.00%),45.04%,"251,372",7,4,4,75
TOL,USA,103.82,2025-05-20,56.47,4.00,-21.21%,0.96,5.992,8.587,"1,367",47.77%,42.71%  (  -2.65%),47.04%,"48,918",8,4,4,70
LI,USA,25.12,2025-05-19,55.50,0.96,5.85%,1.05,9.984,12.222,"5,262",53.29%,62.30%  (  +1.15%),43.72%,"277,894",9,4,4,75
NVDA,USA,114.42,2025-05-28,56.04,6.11,-8.54%,21.40,9.229,11.803,"2,881,193",75.72%,53.19%  (  -1.66%),34.99%,"22,644,588",7,5,5,85
CRDO,Cayman Islands,48.15,2025-06-04,60.16,3.70,2.55%,24.97,21.846,0.000,"5,040",111.00%,90.55%  (  -0.76%),50.64%,"90,406",5,5,5,82
CRM,USA,275.00,2025-06-04,57.84,9.18,-6.12%,6.96,7.799,0.000,"17,681",46.93%,43.83%  (  -1.59%),62.75%,"525,046",6,4,4,85
NTNX,USA,72.21,2025-06-04,62.30,3.06,13.73%,8.31,13.097,0.000,610,67.91%,49.48%  (  +0.32%),53.41%,"109,283",7,5,5,87
PSTG,USA,47.68,2025-06-04,57.27,2.36,-13.86%,4.90,14.476,0.000,826,76.62%,55.95%  (  -0.88%),47.19%,"79,362",4,4,4,75
CHWY,USA,36.65,2025-06-04,57.70,1.57,15.14%,1.28,12.474,0.000,"7,496",45.95%,53.20%  (  +2.02%),16.26%,"228,423",10,5,4,85
DELL,USA,94.18,2025-05-29,55.74,4.94,-15.36%,0.69,10.210,13.467,"26,649",90.67%,61.29%  (  -1.14%),56.06%,"727,468",5,5,5,80
COST,USA,1006.18,2025-05-29,61.85,27.43,8.07%,1.69,3.965,6.199,"49,515",30.00%,27.85%  (  -2.31%),42.74%,"285,898",6,4,5,85
MRVL,USA,62.61,2025-05-29,54.53,3.91,-24.81%,9.40,9.547,14.930,"40,547",98.74%,66.87%  (  -4.94%),46.24%,"846,246",8,5,5,85
NTAP,USA,91.63,2025-05-29,58.18,3.17,-20.11%,2.91,9.398,10.080,"1,181",58.10%,44.43%  (  -1.84%),53.83%,"51,085",8,4,4,68
TCOM,USA,60.27,2025-05-19,55.44,2.11,1.30%,5.25,11.323,12.929,"2,024",42.70%,43.17%  (  -0.25%),38.31%,"90,072",6,5,5,
OKTA,USA,113.12,2025-05-27,64.10,4.81,27.85%,7.53,12.035,0.000,"9,965",56.30%,61.16%  (  -4.43%),66.33%,"175,911",5,4,4,75
ESTC,Netherlands,83.86,2025-05-29,47.91,4.31,-11.91%,6.13,17.729,18.002,937,65.87%,58.14%  (  -0.84%),43.73%,"29,463",4,5,5,80
CRWD,USA,440.85,2025-06-03,67.56,19.20,31.70%,27.65,9.624,0.000,"29,485",66.13%,46.14%  (  -0.33%),32.04%,"382,191",7,5,5,85
ZS,USA,229.87,2025-05-29,67.22,8.59,19.37%,14.69,10.489,8.331,"13,236",62.04%,41.70%  (  -1.91%),26.25%,"230,705",9,5,5,85
ULTA,USA,396.12,2025-05-29,62.19,14.21,4.49%,1.59,7.885,9.326,"1,215",46.88%,42.80%  (  -2.89%),51.79%,"68,860",9,4,4,65
LULU,USA,275.08,2025-06-04,48.09,13.18,-12.30%,3.27,9.756,0.000,"10,271",70.50%,43.80%  (  -0.61%),38.28%,"190,920",9,4,4,80
S,USA,18.81,2025-05-29,54.91,0.86,-17.53%,7.55,14.847,13.524,"1,322",63.32%,60.20%  (  -0.66%),51.53%,"183,858",9,5,5,78
IOT,USA,41.52,2025-06-05,58.75,2.14,-7.78%,18.91,16.060,0.000,"2,002",68.51%,55.85%  (  +0.59%),34.88%,"120,552",6,4,4,80
HPE,USA,16.86,2025-06-03,60.02,0.76,-13.12%,0.71,9.193,0.000,"18,074",78.97%,45.89%  (  -0.61%),35.63%,"578,902",7,4,4,70
MDB,USA,174.04,2025-05-29,49.78,9.32,-30.77%,7.04,13.517,11.575,"4,468",72.81%,61.86%  (  +2.63%),47.66%,"221,717",7,5,4,70
SIG,Bermuda,61.28,2025-06-12,60.18,3.12,-19.15%,0.39,11.456,0.000,550,69.47%,60.99%  (  +3.27%),55.00%,"23,520",4,4,4,70
GTLB,USA,46.73,2025-06-02,50.47,2.57,-15.44%,10.08,15.728,0.000,"1,067",72.10%,56.57%  (  +9.97%),40.24%,"104,032",6,5,5,80
ASO,USA,39.22,2025-06-10,47.31,2.11,-23.50%,0.44,9.674,0.000,"1,164",84.07%,48.16%  (  -3.61%),40.17%,"31,330",7,4,4,60
ADBE,USA,381.61,2025-06-12,57.05,11.39,-19.29%,7.37,7.904,0.000,"11,527",37.47%,27.68%  (  -2.04%),16.61%,"310,279",8,4,4,85
AVGO,USA,204.29,2025-06-11,64.08,9.63,10.48%,17.63,7.327,0.000,"155,327",77.30%,46.06%  (  -0.75%),28.48%,"2,151,555",10,5,5,88
UEC,USA,5.36,2025-06-06,57.73,0.30,-14.66%,34.32,6.243,0.000,"2,285",60.20%,69.06%  (  -2.01%),58.17%,"224,244",6,4,4,0
RBRK,USA,73.36,2025-06-10,64.72,3.79,40.19%,15.71,19.038,0.000,858,80.75%,68.17%  (  -1.62%),33.79%,"39,888",6,5,5,75
ORCL,USA,151.22,2025-06-10,61.95,6.19,-5.32%,7.61,8.738,0.000,"43,614",57.60%,34.41%  (  -1.04%),32.98%,"737,750",7,4,4,90
02:08:28 PM,,,,,,,,,,,,,,,,,,
