SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
WM,USA,0,2025-04-28,,,,,4.143,5.284,"1,378",23.95%,24.60%  (  -2.12%),60.23%,"32,134",7,4,4,88
TER,USA,0,2025-04-28,,,,,10.612,13.538,634,91.64%,63.23%  (  -5.00%),64.31%,"97,671",9,4,4,75
NUE,USA,0,2025-04-28,,,,,5.085,7.807,"3,852",60.68%,51.48%  (  -3.37%),61.91%,"117,737",9,4,4,78
NXPI,Netherlands,0,2025-04-28,,,,,6.447,8.973,"1,994",83.16%,54.71%  (  -4.06%),51.94%,"39,710",7,5,5,60
SYY,USA,0,2025-04-29,,,,,5.368,7.454,707,32.73%,30.52%  (  +0.07%),62.76%,"53,922",7,5,5,80
OMF,USA,0,2025-04-29,,,,,8.163,10.530,997,69.78%,48.37%  (  -6.06%),52.55%,"45,674",6,4,5,65
GM,USA,0,2025-04-29,,,,,5.704,7.728,"25,991",44.95%,46.66%  (  -3.72%),57.89%,"782,934",4,4,4,78
ARCC,USA,0,2025-04-29,,,,,3.512,6.494,"6,560",45.01%,28.51%  (  -4.07%),48.63%,"130,825",10,5,5,79
HON,USA,0,2025-04-29,,,,,3.551,5.621,"3,338",42.31%,32.87%  (  -2.97%),52.23%,"179,012",4,4,4,80
PYPL,USA,0,2025-04-29,,,,,8.805,9.686,"45,327",53.17%,52.35%  (  -1.84%),57.26%,"1,225,101",5,4,4,85
RCL,Liberia,0,2025-04-29,,,,,5.936,9.178,"4,502",74.51%,55.90%  (  -3.77%),55.47%,"158,957",6,5,5,90
SPOT,Luxembourg,0,2025-04-29,,,,,10.172,12.044,"9,097",62.99%,66.21%  (  -3.39%),69.14%,"106,390",10,4,4,88
PFE,USA,0,2025-04-29,,,,,4.412,5.216,"150,835",30.10%,34.54%  (  -1.30%),48.18%,"3,210,109",9,4,4,85
PCAR,USA,0,2025-04-29,,,,,7.180,8.777,"1,390",44.22%,41.49%  (  -0.83%),66.57%,"28,730",4,4,4,80
VRNA,USA,0,2025-04-29,,,,,15.457,19.489,"1,030",67.20%,86.54%  (  -9.97%),24.42%,"52,475",6,5,4,70
AMT,USA,0,2025-04-29,,,,,5.885,6.155,688,29.69%,29.41%  (  -0.10%),44.68%,"51,852",8,5,5,76
SPGI,USA,0,2025-04-29,,,,,4.047,5.955,"1,112",41.91%,34.52%  (  -3.21%),59.55%,"29,594",7,5,5,85
THC,USA,0,2025-04-29,,,,,9.405,13.301,773,60.18%,60.28%  (  -3.88%),83.49%,"32,035",6,5,5,80
GLW,USA,0,2025-04-29,,,,,5.648,7.432,"6,004",53.03%,44.37%  (  -3.23%),65.11%,"266,269",7,5,5,85
AZN,USA,0,2025-04-29,,,,,4.852,5.533,"2,774",33.69%,34.06%  (  -1.09%),58.01%,"138,278",9,5,4,80
KO,USA,0,2025-04-29,,,,,2.437,3.850,"94,673",23.37%,23.88%  (  -1.46%),65.99%,"731,217",9,5,5,80
ETR,USA,0,2025-04-29,,,,,2.705,6.681,"1,220",31.80%,29.62%  (  +1.55%),55.54%,"33,469",4,4,4,85
EPD,USA,0,2025-04-29,,,,,2.366,4.414,"5,063",34.24%,25.54%  (  -2.95%),54.89%,"243,181",8,5,5,80
SBUX,USA,0,2025-04-29,,,,,6.520,8.839,"21,421",56.19%,49.13%  (  -3.96%),62.88%,"561,017",9,4,4,60
EQR,USA,0,2025-04-29,,,,,4.612,6.662,"1,517",39.98%,28.61%  (  +2.24%),50.03%,"8,708",5,4,4,75
BXP,USA,0,2025-04-29,,,,,6.830,8.682,696,46.68%,40.82%  (  -2.55%),46.22%,"32,029",6,4,4,65
CSGP,USA,0,2025-04-29,,,,,8.909,9.893,"1,132",44.87%,44.65%  (  -2.58%),67.30%,"76,938",10,4,4,90
NOG,USA,0,2025-04-29,,,,,5.579,12.946,"1,176",96.28%,62.88%  (  -2.52%),63.84%,"35,532",9,4,4,70
OKE,USA,0,2025-04-29,,,,,9.090,8.409,"2,685",58.94%,41.19%  (  -2.90%),49.51%,"100,581",7,4,4,85
MDLZ,USA,0,2025-04-29,,,,,3.438,4.649,"2,498",26.03%,28.20%  (  -1.84%),64.51%,"115,647",9,5,4,80
V,USA,0,2025-04-29,,,,,3.366,5.538,"25,378",40.65%,33.18%  (  -2.36%),55.58%,"296,183",9,5,5,85
FSLR,USA,0,2025-04-29,,,,,7.950,12.361,"82,721",62.26%,74.44%  (  -1.03%),76.33%,"469,333",10,5,5,72
UNM,USA,0,2025-04-29,,,,,5.943,6.771,"1,610",50.61%,30.93%  (  -10.56%),36.25%,"9,495",7,4,4,78
EXE,USA,0,2025-04-29,,,,,4.089,7.286,"3,101",41.27%,33.91%  (  -4.37%),55.99%,"200,489",10,5,5,70
CZR,USA,0,2025-04-29,,,,,6.864,9.823,"6,417",75.03%,59.07%  (  -7.52%),47.75%,"230,004",7,5,5,65
ENTG,USA,0,2025-05-07,,,,,10.167,14.360,552,101.85%,71.09%  (  -0.79%),59.99%,"10,352",4,5,4,78
UPS,USA,0,2025-04-29,,,,,6.095,8.338,"20,632",45.65%,46.58%  (  -0.60%),57.38%,"342,640",7,4,4,78
IP,USA,0,2025-04-30,,,,,4.634,7.371,"1,679",55.05%,42.70%  (  -10.80%),47.21%,"68,591",9,4,4,75
NCLH,Bermuda,0,2025-04-30,,,,,8.334,11.379,"14,827",84.29%,66.72%  (  -6.44%),49.44%,"474,130",10,4,4,78
PPL,USA,0,2025-04-30,,,,,3.567,4.728,"13,684",24.58%,20.83%  (  -1.40%),41.71%,"33,339",8,5,5,70
YUMC,USA,0,2025-04-30,,,,,9.275,9.451,"5,312",51.06%,45.86%  (  -3.83%),45.17%,"46,434",7,5,5,90
WDC,USA,0,2025-04-30,,,,,5.834,10.684,"10,008",85.41%,64.48%  (  +6.20%),65.03%,"322,503",10,5,5,68
TW,USA,0,2025-04-30,,,,,5.925,8.466,"1,040",47.39%,40.28%  (  +0.32%),65.52%,"6,103",10,4,4,89
WGS,USA,0,2025-04-30,,,,,24.432,22.560,"3,106",78.07%,122.69%  (  -24.84%),60.55%,"12,958",6,4,4,75
PSN,USA,0,2025-04-30,,,,,7.832,12.016,"1,047",36.09%,56.58%  (  +2.44%),76.77%,"18,797",7,5,5,85
HES,USA,0,2025-04-30,,,,,2.678,5.818,"1,398",55.00%,37.78%  (  -4.31%),50.59%,"94,589",8,4,4,0
HUM,USA,0,2025-04-30,,,,,6.711,14.186,"9,320",51.83%,73.17%  (  -1.69%),69.17%,"148,954",7,4,4,68
GEHC,USA,0,2025-04-30,,,,,6.499,8.470,"4,588",68.13%,48.48%  (  -2.38%),57.33%,"106,626",8,5,5,70
KLAC,USA,0,2025-04-30,,,,,6.933,10.688,577,70.43%,50.67%  (  -0.91%),50.19%,"19,507",7,4,4,80
VICI,USA,0,2025-04-30,,,,,4.331,5.081,"1,220",28.69%,23.31%  (  -3.74%),31.88%,"60,957",8,5,5,82
SFM,USA,0,2025-04-30,,,,,10.223,12.768,"1,502",36.45%,59.35%  (  -2.14%),76.45%,"19,209",10,4,4,80
FTAI,Cayman Islands,0,2025-04-30,,,,,10.248,12.772,"2,355",101.05%,79.04%  (  -4.75%),51.20%,"83,039",,5,5,75
CCI,USA,0,2025-04-30,,,,,3.383,6.372,"2,367",40.27%,30.73%  (  -2.19%),40.88%,"86,543",8,4,4,60
MGM,USA,0,2025-04-30,,,,,6.554,9.598,"13,473",65.46%,50.91%  (  -4.29%),49.28%,"205,314",8,5,5,75
AR,USA,0,2025-04-30,,,,,5.087,9.301,"3,744",72.07%,58.95%  (  -8.46%),57.29%,"200,367",8,4,4,80
QCOM,USA,0,2025-04-30,,,,,7.159,8.327,"27,368",64.33%,51.23%  (  -1.82%),56.24%,"490,762",9,4,4,85
META,USA,0,2025-04-30,,,,,8.394,9.762,"343,367",64.40%,54.28%  (  -2.76%),67.45%,"1,979,810",8,5,5,85
NLY,USA,0,2025-04-30,,,,,2.212,4.773,"7,744",40.04%,29.03%  (  -15.77%),39.19%,"139,561",8,5,5,65
CFLT,USA,0,2025-04-30,,,,,19.345,20.958,"3,991",72.85%,96.25%  (  -4.30%),78.78%,"197,585",4,4,4,78
ALGN,USA,0,2025-04-30,,,,,11.439,12.429,"2,111",54.04%,64.01%  (  -5.86%),65.56%,"34,111",4,4,5,75
MSFT,USA,0,2025-04-30,,,,,4.911,6.018,"157,971",38.42%,35.60%  (  -2.60%),56.80%,"1,886,982",9,5,5,84
MET,USA,0,2025-04-30,,,,,3.572,7.525,"1,886",55.79%,35.08%  (  -5.11%),48.17%,"173,172",8,5,5,80
HST,USA,0,2025-04-30,,,,,5.090,9.225,"13,595",53.47%,39.22%  (  -5.99%),51.97%,"14,417",8,4,4,78
HOOD,USA,0,2025-04-30,,,,,12.871,15.396,"237,558",105.47%,89.45%  (  +0.23%),62.90%,"1,862,830",8,4,4,85
CORT,USA,0,2025-05-07,,,,,17.702,13.840,"1,169",230.29%,72.46%  (  +0.64%),41.00%,"33,779",10,5,4,80
MLCO,USA,0,2025-04-29,,,,,9.227,9.800,577,51.78%,64.41%  (  +2.96%),6.65%,"38,304",9,5,4,60
SCI,USA,0,2025-05-07,,,,,6.698,8.085,697,31.98%,37.63%  (  -0.95%),66.52%,"4,789",6,5,4,78
SRPT,USA,0,2025-05-07,,,,,8.883,12.232,"5,728",120.81%,68.06%  (  -6.74%),31.12%,"64,870",9,5,5,85
GEO,USA,0,2025-05-06,,,,,8.404,11.611,"17,501",59.51%,64.21%  (  -3.32%),26.48%,"310,564",10,5,4,80
MA,USA,0,2025-05-01,,,,,3.350,5.495,"7,288",39.33%,32.00%  (  -2.79%),50.81%,"117,002",9,5,5,80
CNH,Netherlands,0,2025-05-01,,,,,6.429,13.402,712,57.81%,51.01%  (  -7.14%),37.63%,"38,587",6,4,4,60
BLDR,USA,0,2025-05-01,,,,,9.273,11.625,772,55.65%,55.82%  (  -1.94%),54.44%,"28,519",8,5,5,70
CVS,USA,0,2025-05-01,,,,,7.265,8.350,"12,448",31.67%,44.04%  (  -1.23%),64.65%,"674,288",10,5,5,73
HWM,USA,0,2025-05-01,,,,,7.669,9.153,"1,250",59.72%,52.15%  (  -4.40%),65.90%,"38,836",8,5,5,85
LLY,USA,0,2025-05-01,,,,,6.043,6.979,"31,114",54.09%,41.01%  (  -1.48%),44.09%,"270,827",10,5,5,75
CAH,USA,0,2025-05-01,,,,,4.491,6.109,"9,071",29.16%,34.12%  (  -0.19%),48.06%,"62,434",6,4,4,70
APD,USA,0,2025-05-01,,,,,6.562,8.084,934,41.51%,38.00%  (  -2.26%),51.55%,"22,698",4,4,4,68
KKR,USA,0,2025-05-01,,,,,4.349,8.453,"8,067",86.34%,53.05%  (  -8.44%),42.37%,"164,286",5,5,5,85
MCD,USA,0,2025-05-01,,,,,3.741,4.286,"24,656",28.16%,26.35%  (  -1.01%),50.95%,"191,821",5,4,4,70
PWR,USA,0,2025-05-01,,,,,7.871,11.056,"2,118",51.10%,52.64%  (  -1.84%),69.06%,"32,669",8,4,5,85
RBLX,USA,0,2025-05-01,,,,,12.637,14.513,"26,016",57.12%,75.12%  (  -5.22%),65.84%,"382,318",6,4,4,75
DTE,USA,0,2025-05-01,,,,,3.998,4.315,868,26.06%,21.88%  (  -3.30%),31.59%,"5,478",10,4,4,85
IRM,USA,0,2025-05-01,,,,,5.967,7.038,586,46.99%,42.27%  (  -2.82%),72.09%,"45,393",8,4,4,85
BAX,USA,0,2025-05-01,,,,,4.948,7.435,"1,009",53.47%,47.32%  (  -0.50%),63.76%,"76,442",8,4,4,65
APTV,Jersey,0,2025-05-01,,,,,9.100,10.759,"1,437",59.79%,51.12%  (  -7.36%),56.07%,"38,329",9,4,4,70
OWL,USA,0,2025-05-01,,,,,7.579,12.087,"19,475",83.35%,59.61%  (  +1.44%),61.39%,"124,614",6,4,5,87
SHAK,USA,0,2025-05-01,,,,,10.393,12.202,"1,345",76.50%,66.89%  (  -5.75%),52.01%,"33,684",6,4,4,80
EXAS,USA,0,2025-05-01,,,,,12.912,14.083,898,60.41%,69.22%  (  +0.41%),77.50%,"30,321",7,5,5,65
ROKU,USA,0,2025-05-01,,,,,15.252,16.173,"16,110",85.44%,83.07%  (  -4.85%),63.08%,"185,767",8,4,4,85
BMRN,USA,0,2025-05-01,,,,,7.718,8.259,"1,393",51.73%,39.81%  (  -5.82%),52.16%,"28,367",9,5,5,85
RDDT,USA,0,2025-05-01,,,,,15.317,17.117,"26,736",118.58%,99.73%  (  -4.34%),62.58%,"371,706",10,4,4,80
AIG,USA,0,2025-05-01,,,,,4.640,5.422,"2,529",38.00%,33.18%  (  -3.50%),46.46%,"139,611",9,4,4,72
LYV,USA,0,2025-05-01,,,,,7.562,10.234,"1,404",51.41%,48.57%  (  -0.34%),65.47%,"79,266",7,5,5,80
RIOT,USA,0,2025-05-01,,,,,11.880,13.695,"155,897",92.78%,95.61%  (  -0.18%),40.02%,"1,112,928",7,5,5,85
TEAM,USA,0,2025-05-01,,,,,11.706,14.637,"2,845",72.68%,77.58%  (  -1.57%),69.77%,"67,542",8,5,5,75
AMZN,USA,0,2025-05-01,,,,,7.251,8.315,"629,676",56.09%,46.92%  (  -2.85%),59.32%,"3,885,250",6,5,5,85
SYK,USA,0,2025-05-01,,,,,6.065,7.222,"1,308",35.73%,33.26%  (  -2.82%),54.74%,"26,148",4,5,5,88
MSTR,USA,0,2025-05-01,,,,,7.388,9.931,"823,256",116.35%,78.62%  (  -1.32%),6.02%,"1,969,224",10,5,5,75
DXCM,USA,0,2025-05-01,,,,,10.100,11.457,"5,464",51.93%,62.46%  (  -0.22%),68.96%,"119,311",8,5,5,74
CART,USA,0,2025-05-01,,,,,11.946,10.797,"2,215",45.00%,59.73%  (  +0.69%),54.11%,"54,583",9,4,4,80
AAPL,USA,0,2025-05-01,,,,,3.991,6.746,"694,096",65.46%,41.88%  (  -2.80%),52.63%,"4,735,122",5,4,4,90
TWLO,USA,0,2025-05-01,,,,,9.907,13.510,"3,289",68.57%,76.88%  (  +0.15%),77.00%,"140,450",6,4,5,85
XYZ,USA,0,2025-05-01,,,,,4.904,12.686,"28,119",63.57%,68.27%  (  -3.50%),52.67%,"574,057",4,5,5,85
MNST,USA,0,2025-05-01,,,,,6.653,4.135,"2,840",27.73%,32.48%  (  -2.52%),59.88%,"97,563",9,4,4,75
EOG,USA,0,2025-05-01,,,,,3.211,6.278,"2,314",53.72%,39.85%  (  -1.65%),51.10%,"154,725",8,4,4,90
EXC,USA,0,2025-05-01,,,,,3.981,4.730,831,26.79%,23.27%  (  -0.83%),41.23%,"84,023",9,4,4,80
BBIO,USA,0,2025-05-01,,,,,8.150,13.449,"1,458",54.64%,61.63%  (  -8.89%),19.20%,"86,425",9,5,5,0
INSM,USA,0,2025-05-08,,,,,10.173,13.979,784,45.35%,67.48%  (  -3.49%),10.97%,"48,144",7,5,5,70
NRG,USA,0,2025-05-06,,,,,8.608,11.487,"2,224",72.12%,53.69%  (  -6.37%),49.97%,"52,675",8,4,4,80
SWTX,USA,0,2025-05-01,,,,,15.403,16.771,"20,255",74.19%,119.43%  (  +4.70%),59.60%,"118,868",8,5,5,
PTON,USA,0,2025-05-01,,,,,21.409,12.000,"69,048",99.03%,108.82%  (  -2.20%),50.53%,"385,536",4,4,4,70
AES,USA,0,2025-05-01,,,,,10.434,11.523,"7,061",55.62%,54.47%  (  -2.85%),66.55%,"389,529",9,4,4,70
SHEL,USA,0,2025-05-01,,,,,2.353,4.565,"3,211",45.02%,28.97%  (  -2.25%),44.50%,"235,131",8,5,5,
XOM,USA,0,2025-05-02,,,,,2.212,4.935,"54,531",40.86%,32.58%  (  -2.72%),47.67%,"942,595",5,4,4,85
CNK,USA,0,2025-05-01,,,,,8.146,8.883,999,32.38%,40.51%  (  +3.34%),35.94%,"103,012",10,5,5,80
MT,USA,0,2025-05-02,,,,,4.087,7.466,758,66.01%,50.76%  (  -0.50%),61.94%,"107,791",10,5,4,78
DD,USA,0,2025-05-02,,,,,5.627,7.156,"9,636",68.47%,44.20%  (  -0.14%),51.75%,"113,688",4,5,4,80
APO,USA,0,2025-05-02,,,,,5.452,9.096,"4,083",80.81%,55.37%  (  -6.60%),53.58%,"373,806",6,5,5,85
ETN,Ireland,0,2025-05-02,,,,,6.359,7.775,"3,049",58.09%,45.50%  (  -6.39%),51.24%,"104,557",6,4,4,80
CVX,USA,0,2025-05-02,,,,,2.334,5.063,"28,959",47.22%,34.69%  (  -0.92%),44.96%,"640,769",7,4,5,85
CI,USA,0,2025-05-02,,,,,4.835,6.160,"5,480",26.81%,35.13%  (  -3.31%),63.62%,"67,918",9,5,5,75
FLR,USA,0,2025-05-02,,,,,9.717,14.168,"2,086",61.52%,63.77%  (  +3.90%),71.92%,"80,114",10,4,4,78
BEPC,Canada,0,2025-05-02,,,,,7.635,10.712,874,46.08%,38.28%  (  -5.01%),31.46%,"8,037",9,5,4,75
GT,USA,0,2025-05-05,,,,,11.221,13.637,"2,988",77.45%,61.18%  (  -5.18%),63.64%,"159,998",9,5,4,65
ON,USA,0,2025-05-05,,,,,9.740,14.044,"10,030",91.06%,72.34%  (  +2.08%),59.02%,"278,307",4,4,4,55
VRTX,USA,0,2025-05-05,,,,,4.643,6.514,"1,294",24.33%,36.41%  (  -2.46%),53.09%,"32,506",5,4,5,70
FANG,USA,0,2025-05-05,,,,,4.640,9.180,"3,252",78.92%,48.15%  (  -4.18%),56.78%,"62,160",10,5,5,80
CTRA,USA,0,2025-05-05,,,,,3.849,7.960,"1,831",42.79%,50.01%  (  +8.42%),75.72%,"111,175",5,5,5,90
WMB,USA,0,2025-05-05,,,,,3.528,6.787,"10,993",37.88%,34.58%  (  -3.18%),44.80%,"221,971",9,4,5,80
MAT,USA,0,2025-05-05,,,,,8.642,12.689,"1,148",66.38%,59.70%  (  -3.73%),67.13%,"15,615",9,4,4,85
