SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
HBAN,USA,0,2025-04-17,,,,,3.546,6.929,"1,825",54.38%,48.85%  (  -7.49%),79.06%,"71,226",8,4,4,80
FITB,USA,0,2025-04-17,,,,,4.115,7.372,"2,395",46.63%,44.92%  (  -11.07%),62.74%,"72,101",4,4,4,80
SCHW,USA,0,2025-04-21,,,,,4.958,8.693,"28,651",45.18%,46.72%  (  -12.28%),67.12%,"472,745",9,5,5,85
KEY,USA,0,2025-04-17,,,,,4.626,8.995,"6,059",55.32%,53.71%  (  -14.05%),68.60%,"171,425",7,4,4,70
RF,USA,0,2025-04-17,,,,,4.331,7.243,"1,643",49.86%,43.93%  (  -17.48%),57.51%,"110,986",6,4,4,78
STT,USA,0,2025-04-17,,,,,5.230,7.787,"1,039",49.94%,50.32%  (  -10.08%),65.19%,"34,061",4,4,4,85
TFC,USA,0,2025-04-17,,,,,3.911,7.112,"14,534",50.77%,45.59%  (  -17.54%),60.09%,"256,059",5,4,4,70
WAL,USA,0,2025-04-17,,,,,6.749,15.446,"5,278",70.78%,61.83%  (  -18.98%),61.57%,"35,014",4,5,5,75
INFY,USA,0,2025-04-17,,,,,4.935,8.494,"1,121",36.80%,37.16%  (  -9.06%),66.96%,"66,455",8,4,4,88
TSM,USA,0,2025-04-17,,,,,3.013,8.488,"236,401",61.14%,50.92%  (  -22.43%),46.76%,"1,913,968",10,5,5,85
BX,USA,0,2025-04-17,,,,,4.033,8.265,"19,851",65.67%,51.20%  (  -22.80%),54.55%,"318,098",6,4,4,88
AGNC,USA,0,2025-04-28,,,,,4.125,6.622,"179,991",26.09%,34.98%  (  -12.09%),63.82%,"759,952",6,4,4,70
MMM,USA,0,2025-04-29,,,,,6.421,10.228,"8,451",49.20%,46.93%  (  -13.90%),68.38%,"228,521",8,4,4,75
GE,USA,0,2025-04-22,,,,,5.726,9.209,"34,837",55.31%,48.28%  (  -16.72%),60.23%,"234,899",9,5,5,85
DHR,USA,0,2025-04-22,,,,,4.766,8.464,"6,070",44.82%,44.99%  (  -15.78%),64.71%,"119,300",8,5,5,70
VZ,USA,0,2025-04-22,,,,,3.918,5.528,"178,302",35.28%,29.89%  (  -5.53%),67.48%,"1,156,908",8,4,4,80
PNR,Ireland,0,2025-04-22,,,,,6.385,12.136,"1,450",47.06%,47.83%  (  -1.29%),90.91%,"15,303",5,4,4,79
RTX,USA,0,2025-04-22,,,,,4.344,6.210,"10,039",41.45%,34.42%  (  -20.33%),50.96%,"200,994",10,5,5,82
PHM,USA,0,2025-04-22,,,,,5.017,10.832,"1,974",40.42%,47.89%  (  -10.42%),66.47%,"40,351",7,4,4,78
SYF,USA,0,2025-04-22,,,,,6.952,13.880,"8,958",74.57%,55.79%  (  -23.85%),56.51%,"69,827",10,4,5,65
SAP,USA,0,2025-04-22,,,,,11.932,9.052,"3,766",46.27%,38.21%  (  -12.62%),60.50%,"27,409",9,5,5,88
STLD,USA,0,2025-04-22,,,,,5.917,11.782,598,54.55%,48.19%  (  -16.33%),55.78%,"39,856",10,5,5,78
CB,Switzerland,0,2025-04-22,,,,,4.872,7.125,975,31.27%,28.43%  (  -12.14%),48.10%,"34,347",8,4,4,85
BKR,USA,0,2025-04-22,,,,,6.602,12.069,"3,143",63.69%,48.92%  (  -16.56%),62.07%,"135,361",7,5,5,90
EQT,USA,0,2025-04-22,,,,,4.425,10.259,"29,575",56.09%,54.65%  (  -15.19%),62.60%,"259,094",9,4,4,85
NEE,USA,0,2025-04-22,,,,,3.951,6.891,"24,112",38.64%,39.74%  (  -11.41%),62.20%,"536,822",7,4,5,85
BA,USA,0,2025-04-23,,,,,5.109,10.287,"180,206",72.36%,52.34%  (  -20.74%),54.30%,"1,171,490",9,4,4,50
BSX,USA,0,2025-04-23,,,,,5.753,7.936,"39,331",43.09%,41.38%  (  -10.10%),70.27%,"227,738",9,5,5,88
T,USA,0,2025-04-23,,,,,4.502,6.934,"295,339",34.56%,36.32%  (  -7.13%),75.41%,"1,298,164",10,5,5,80
CME,USA,0,2025-04-23,,,,,3.868,6.670,"7,594",23.66%,25.87%  (  -7.87%),57.65%,"50,386",9,4,4,90
TMO,USA,0,2025-04-23,,,,,4.079,8.505,"4,088",38.86%,42.27%  (  -17.19%),60.25%,"61,383",8,5,5,79
TEL,Ireland,0,2025-04-23,,,,,5.615,10.625,"1,465",47.72%,42.53%  (  -10.56%),71.98%,"9,764",9,4,4,75
VRT,USA,0,2025-04-23,,,,,10.541,17.089,"68,900",103.35%,90.91%  (  -31.97%),57.62%,"615,314",7,5,5,90
NOW,USA,0,2025-04-23,,,,,6.608,11.059,"8,085",62.55%,54.36%  (  -21.20%),60.53%,"98,900",8,5,5,88
MTDR,USA,0,2025-04-23,,,,,7.482,16.000,"1,957",86.81%,64.65%  (  -21.09%),64.91%,"62,593",9,5,5,88
LRCX,USA,0,2025-04-23,,,,,3.717,11.780,"27,284",79.58%,57.75%  (  -27.16%),51.25%,"571,509",6,5,5,82
ALK,USA,0,2025-04-23,,,,,7.083,16.211,"3,080",84.72%,61.89%  (  -24.30%),57.33%,"123,517",9,5,5,85
IBM,USA,0,2025-04-23,,,,,6.193,9.003,"24,215",38.93%,44.82%  (  -15.28%),65.59%,"304,309",9,4,4,85
FE,USA,0,2025-04-23,,,,,4.037,7.509,"1,832",41.22%,23.97%  (  -12.50%),41.85%,"69,377",10,4,4,75
HES,USA,0,2025-04-24,,,,,2.678,7.205,"3,658",49.93%,36.99%  (  -20.03%),48.56%,"94,719",6,4,4,0
NLY,USA,0,2025-04-23,,,,,2.212,5.944,"28,375",29.95%,38.79%  (  -4.75%),65.20%,"137,978",8,4,4,80
RJF,USA,0,2025-04-23,,,,,6.159,11.427,567,47.79%,46.57%  (  -7.66%),71.47%,"10,636",4,4,4,80
WSC,USA,0,2025-05-01,,,,,8.934,15.052,724,74.82%,59.53%  (  -14.77%),69.17%,"137,336",7,4,4,65
MAT,USA,0,2025-04-22,,,,,8.642,15.448,"3,762",63.75%,60.38%  (  -18.85%),68.27%,"15,382",9,4,4,80
PM,USA,0,2025-04-23,,,,,3.659,6.844,"9,534",30.68%,33.07%  (  -10.53%),66.39%,"198,687",7,5,5,85
BMRN,USA,0,2025-04-23,,,,,7.718,9.916,"2,466",45.86%,28.20%  (  -25.05%),18.36%,"35,651",10,5,5,88
STX,Ireland,0,2025-04-22,,,,,7.174,12.324,"15,010",71.15%,69.12%  (  -14.75%),74.54%,"142,152",6,4,4,82
AR,USA,0,2025-04-23,,,,,5.087,11.192,"10,565",68.00%,71.59%  (  -10.09%),81.04%,"197,069",7,4,4,80
ETR,USA,0,2025-04-23,,,,,2.705,7.671,"6,856",32.26%,32.17%  (  -10.02%),64.56%,"38,294",7,4,4,85
NBIS,Netherlands,0,2025-04-25,,,,,8.357,20.246,"68,617",128.60%,108.24%  (  -9.38%),52.10%,"381,778",10,4,4,70
PEP,USA,0,2025-04-24,,,,,3.154,4.707,"23,244",24.30%,26.72%  (  -10.03%),51.30%,"310,133",7,4,4,78
TRU,USA,0,2025-04-24,,,,,9.198,13.619,"3,118",71.38%,53.94%  (  -23.05%),56.29%,"10,537",8,4,4,82
NDAQ,USA,0,2025-04-24,,,,,5.387,10.238,"3,824",45.34%,43.47%  (  -7.38%),75.53%,"37,524",9,4,4,85
TAL,USA,0,2025-04-24,,,,,10.000,15.901,"4,580",69.88%,88.39%  (  -4.48%),43.27%,"78,378",6,5,4,75
XEL,USA,0,2025-04-24,,,,,4.741,7.128,"1,063",26.10%,33.16%  (  -3.32%),84.96%,"16,244",8,4,4,68
PG,USA,0,2025-04-24,,,,,2.955,4.752,"22,102",24.77%,25.77%  (  -10.61%),59.34%,"327,956",7,4,4,78
NOK,USA,0,2025-04-24,,,,,8.179,8.114,"7,887",39.93%,93.91%  (  +32.03%),61.53%,"232,378",10,4,4,85
CMCSA,USA,0,2025-04-24,,,,,5.072,7.219,"27,636",36.88%,41.10%  (  -4.86%),82.25%,"642,523",8,4,4,82
TSCO,USA,0,2025-04-24,,,,,4.525,7.405,"4,151",43.54%,31.76%  (  -19.17%),33.36%,"94,548",5,4,4,78
STM,USA,0,2025-04-24,,,,,9.184,14.633,"7,720",81.49%,59.07%  (  -30.71%),50.50%,"166,300",6,4,4,62
VLO,USA,0,2025-04-24,,,,,3.264,9.745,"11,593",64.78%,52.72%  (  -18.35%),59.30%,"129,723",10,5,5,60
TXT,USA,0,2025-04-24,,,,,5.781,11.471,750,52.08%,44.13%  (  -13.38%),68.01%,"12,458",7,4,4,68
UNP,USA,0,2025-04-24,,,,,3.214,6.909,"8,292",35.79%,34.64%  (  -10.28%),64.99%,"117,962",8,4,4,85
CBRE,USA,0,2025-04-24,,,,,6.942,11.775,"5,522",45.22%,49.57%  (  -11.30%),71.76%,"20,974",5,4,4,85
FTI,UK,0,2025-04-24,,,,,8.373,14.897,"1,050",75.41%,59.13%  (  -14.10%),75.74%,"23,185",7,5,4,85
FCX,USA,0,2025-04-22,,,,,3.841,11.341,"119,593",85.29%,62.88%  (  -13.20%),67.91%,"1,422,951",6,4,4,78
MRK,USA,0,2025-04-24,,,,,4.285,7.261,"41,389",30.24%,37.65%  (  -14.96%),60.13%,"653,599",8,4,4,75
HAS,USA,0,2025-04-24,,,,,9.114,11.947,"3,177",52.10%,47.95%  (  -23.02%),53.30%,"52,206",8,4,4,75
GILD,USA,0,2025-04-24,,,,,4.169,6.371,"18,672",24.95%,37.25%  (  -12.72%),60.27%,"250,154",9,4,5,78
SSNC,USA,0,2025-04-24,,,,,5.817,9.252,"1,816",39.42%,35.15%  (  -12.82%),67.33%,"9,070",7,5,5,85
SKX,USA,0,2025-04-24,,,,,10.335,16.016,"2,751",73.14%,65.98%  (  -16.80%),73.43%,"61,712",9,5,5,85
DLR,USA,0,2025-04-24,,,,,4.447,8.949,"1,351",41.38%,42.25%  (  -17.16%),58.69%,"64,184",9,4,4,92
WY,USA,0,2025-04-24,,,,,5.267,8.576,677,39.83%,35.44%  (  -15.36%),51.92%,"25,007",8,5,5,70
TMUS,USA,0,2025-04-24,,,,,3.845,6.957,"9,773",32.22%,35.52%  (  -10.68%),69.46%,"196,632",7,4,4,90
SLM,USA,0,2025-04-24,,,,,8.187,13.797,"2,035",49.96%,58.14%  (  -9.99%),77.43%,"41,220",9,5,5,78
PINS,USA,0,2025-04-29,,,,,13.897,15.700,"23,082",74.35%,75.92%  (  -22.22%),70.40%,"508,066",9,5,5,88
SM,USA,0,2025-05-01,,,,,8.246,19.599,570,98.05%,74.46%  (  -31.56%),59.09%,"25,998",8,4,4,85
HOG,USA,0,2025-04-24,,,,,7.827,11.001,"4,490",67.30%,65.56%  (  -9.29%),80.72%,"71,645",5,4,4,60
ROKU,USA,0,2025-04-24,,,,,15.252,15.087,"34,414",90.63%,91.24%  (  -15.43%),74.15%,"216,094",7,4,4,80
BAX,USA,0,2025-05-01,,,,,4.948,8.802,"13,414",47.38%,43.40%  (  -20.21%),55.03%,"78,756",8,4,4,75
AMZN,USA,0,2025-04-29,,,,,7.251,9.694,"942,077",54.56%,45.66%  (  -18.26%),56.31%,"4,191,217",8,5,5,85
CARR,USA,0,2025-04-24,,,,,7.384,10.860,"2,295",48.18%,41.50%  (  -21.78%),47.39%,"71,890",7,4,5,78
MA,USA,0,2025-05-07,,,,,3.350,7.729,"15,169",38.18%,33.93%  (  -15.43%),56.29%,"134,815",10,5,5,80
WDC,USA,0,2025-04-24,,,,,5.834,13.102,"16,387",86.89%,66.77%  (  -17.18%),68.08%,"413,817",9,5,4,70
RCL,Liberia,0,2025-04-24,,,,,5.936,9.622,"12,404",75.09%,56.42%  (  -23.21%),56.46%,"167,415",8,5,5,90
AAL,USA,0,2025-04-24,,,,,7.441,12.725,"219,104",86.60%,59.14%  (  -38.22%),40.13%,"3,151,466",6,4,4,70
PSX,USA,0,2025-04-25,,,,,3.081,8.899,"120,372",63.48%,54.11%  (  -17.31%),66.07%,"78,985",7,4,4,75
ABBV,USA,0,2025-04-25,,,,,4.162,7.683,"58,225",34.61%,42.10%  (  -9.18%),73.72%,"410,867",9,4,4,85
CL,USA,0,2025-04-25,,,,,3.250,5.164,"2,052",29.95%,23.13%  (  -12.71%),43.72%,"77,926",9,4,4,85
SLB,,0,2025-04-25,,,,,3.361,8.196,"45,503",60.75%,55.12%  (  -8.08%),80.62%,"719,280",8,5,5,85
NVT,Ireland,0,2025-05-02,,,,,9.189,14.171,"1,709",68.94%,56.69%  (  -23.49%),57.57%,"34,956",7,5,5,80
AON,Ireland,0,2025-04-25,,,,,5.435,7.914,543,23.16%,30.31%  (  -11.30%),59.44%,"18,308",10,4,4,77
WM,USA,0,2025-04-28,,,,,4.143,6.350,"1,447",24.52%,23.07%  (  -9.92%),52.95%,"42,372",8,4,4,88
RMBS,USA,0,2025-04-28,,,,,12.896,17.881,819,87.86%,69.91%  (  -22.17%),59.82%,"14,344",5,5,5,87
NXPI,Netherlands,0,2025-04-28,,,,,6.447,11.694,"3,662",80.55%,56.98%  (  -24.73%),55.98%,"45,331",5,5,4,60
AMKR,USA,0,2025-04-28,,,,,11.075,17.205,582,83.37%,68.49%  (  -22.85%),61.55%,"100,183",9,4,5,65
WELL,USA,0,2025-04-28,,,,,5.442,9.012,"1,387",31.12%,34.48%  (  -10.94%),63.69%,"40,687",9,5,5,90
NUE,USA,0,2025-04-28,,,,,5.085,10.170,"31,620",60.79%,46.04%  (  -22.73%),49.92%,"146,227",8,4,4,80
NOV,USA,0,2025-04-28,,,,,8.065,14.305,"1,845",73.86%,59.90%  (  -30.24%),52.13%,"58,771",6,4,4,80
SHW,USA,0,2025-04-29,,,,,6.201,8.598,662,33.09%,34.20%  (  -11.78%),59.59%,"21,235",6,4,4,78
AMT,USA,0,2025-04-29,,,,,5.885,7.977,"2,961",29.04%,30.84%  (  -10.54%),51.30%,"57,489",8,5,5,76
AOS,USA,0,2025-04-29,,,,,6.476,9.751,"1,394",28.49%,28.84%  (  -19.25%),39.74%,"12,755",7,4,4,70
BP,USA,0,2025-05-06,,,,,3.526,9.834,"35,475",47.57%,43.55%  (  -15.72%),62.91%,"624,940",8,4,4,75
PFE,USA,0,2025-04-29,,,,,4.412,8.980,"437,185",27.64%,43.32%  (  -1.76%),86.11%,"3,319,843",9,4,4,80
ARCC,USA,0,2025-04-29,,,,,3.512,7.404,"10,369",43.27%,30.90%  (  -15.99%),55.31%,"128,924",10,5,5,78
PYPL,USA,0,2025-04-29,,,,,8.805,11.894,"178,103",52.95%,51.95%  (  -20.19%),56.39%,"1,300,682",7,4,4,80
BBVA,USA,0,2025-05-05,,,,,10.556,12.491,"1,127",47.58%,54.71%  (  -32.40%),33.40%,"8,304",8,4,4,88
EPD,USA,0,2025-04-29,,,,,2.366,7.340,"21,852",30.41%,31.55%  (  -10.14%),71.54%,"276,014",9,5,5,72
AZN,USA,0,2025-04-29,,,,,4.852,7.925,"14,267",31.40%,37.24%  (  -10.06%),68.10%,"182,962",10,5,4,80
SPGI,USA,0,2025-04-29,,,,,4.047,8.063,903,40.09%,37.76%  (  -10.87%),68.84%,"30,064",7,5,5,80
GLW,USA,0,2025-04-29,,,,,5.648,9.468,"3,595",54.76%,43.72%  (  -16.62%),63.69%,"306,001",8,4,5,75
OMF,USA,0,2025-04-29,,,,,8.163,13.575,"3,503",68.61%,54.29%  (  -18.76%),63.91%,"47,822",6,4,5,70
SYY,USA,0,2025-04-29,,,,,5.368,7.998,526,31.32%,30.41%  (  -9.12%),62.27%,"54,877",9,5,5,80
EIX,USA,0,2025-04-29,,,,,5.890,12.229,"3,004",39.60%,47.82%  (  -12.85%),50.82%,"115,551",5,4,4,75
V,USA,0,2025-04-22,,,,,3.366,6.987,"29,655",38.96%,33.41%  (  -15.06%),56.27%,"294,700",8,5,5,92
FSLR,USA,0,2025-04-29,,,,,7.950,13.985,"31,913",62.96%,65.96%  (  -20.16%),59.17%,"488,839",10,5,4,75
BXP,USA,0,2025-04-29,,,,,6.830,11.487,"1,435",46.23%,46.33%  (  -12.55%),62.63%,"36,352",6,4,4,65
PPG,USA,0,2025-04-17,,,,,3.979,7.044,"1,872",49.21%,31.12%  (  -19.30%),45.91%,"36,804",10,4,4,80
OKE,USA,0,2025-04-29,,,,,9.090,12.550,"4,574",58.10%,51.07%  (  -17.25%),67.90%,"114,096",8,4,4,78
EQH,USA,0,2025-04-29,,,,,6.620,12.501,"2,493",64.66%,57.88%  (  -8.51%),84.57%,"10,422",10,5,5,75
HAL,USA,0,2025-04-22,,,,,3.893,9.720,"18,994",70.37%,55.18%  (  -12.54%),71.94%,"499,372",7,5,4,75
GEHC,USA,0,2025-04-29,,,,,6.499,10.716,"21,171",66.04%,55.13%  (  -10.97%),69.90%,"107,233",7,5,5,77
UPS,USA,0,2025-04-29,,,,,6.095,10.785,"27,973",44.85%,47.51%  (  -19.98%),59.29%,"378,699",8,4,4,80
FI,USA,0,2025-04-22,,,,,4.678,9.129,"10,853",44.05%,46.90%  (  -9.77%),76.57%,"52,841",6,5,5,85
TER,USA,0,2025-04-23,,,,,10.612,15.869,"5,766",90.78%,60.80%  (  -18.22%),59.83%,"107,802",9,4,5,75
GOOGL,USA,0,2025-04-24,,,,,6.498,6.476,"411,084",43.86%,40.91%  (  -16.55%),55.02%,"3,042,159",8,4,4,85
AER,Netherlands,0,2025-04-30,,,,,6.045,9.524,"2,578",45.49%,40.54%  (  -11.17%),65.16%,"30,634",10,5,5,78
SMG,USA,0,2025-04-30,,,,,10.265,17.588,"2,443",58.76%,68.06%  (  -12.64%),74.97%,"57,614",7,5,4,60
GTES,UK,0,2025-05-07,,,,,7.436,13.349,702,73.47%,60.27%  (  -15.34%),61.34%,"35,667",8,5,5,80
IP,USA,0,2025-04-30,,,,,4.634,9.973,"1,604",57.16%,44.14%  (  -23.83%),50.23%,"93,430",10,4,4,75
HST,USA,0,2025-04-30,,,,,5.090,10.198,721,51.93%,39.34%  (  -19.07%),52.28%,"26,440",8,4,4,79
PTC,USA,0,2025-05-07,,,,,6.793,10.350,"1,388",40.55%,40.97%  (  -17.31%),56.46%,"9,343",7,4,5,75
ALL,USA,0,2025-04-30,,,,,5.393,8.826,"1,393",40.15%,34.95%  (  -12.87%),53.86%,"30,129",7,4,5,80
VICI,USA,0,2025-04-30,,,,,4.331,7.633,"1,267",25.22%,29.76%  (  -7.05%),64.45%,"50,858",10,5,5,82
MET,USA,0,2025-04-30,,,,,3.572,9.827,"6,244",54.97%,39.56%  (  -17.38%),58.79%,"176,166",9,5,5,80
ALGN,USA,0,2025-04-30,,,,,11.439,12.567,"2,781",59.54%,66.59%  (  -15.10%),70.57%,"35,541",6,4,5,68
META,USA,0,2025-04-30,,,,,8.394,11.207,"617,952",62.73%,52.19%  (  -16.11%),62.59%,"2,124,767",10,5,5,80
CFLT,USA,0,2025-04-30,,,,,19.345,23.347,"12,194",87.40%,97.79%  (  -15.14%),80.74%,"251,198",4,4,4,78
ALB,USA,0,2025-04-30,,,,,7.517,13.870,"17,940",88.58%,69.06%  (  -42.84%),41.90%,"238,415",7,4,4,55
MGM,USA,0,2025-04-30,,,,,6.554,12.403,"6,758",63.55%,56.74%  (  -20.02%),60.70%,"235,007",8,5,5,85
CCI,USA,0,2025-04-30,,,,,3.383,8.250,"2,475",39.59%,34.95%  (  -10.16%),58.22%,"93,546",9,4,4,60
SRPT,USA,0,2025-05-07,,,,,8.883,19.072,"7,190",114.86%,80.63%  (  -9.90%),42.03%,"53,714",10,5,4,85
AUR,USA,0,2025-05-14,,,,,20.103,0.000,"9,908",100.55%,114.89%  (  -28.31%),57.85%,"166,429",8,4,4,70
MOS,USA,0,2025-05-07,,,,,5.852,10.223,"3,986",49.61%,45.81%  (  -18.73%),53.45%,"176,605",9,4,4,75
Z,USA,0,2025-05-07,,,,,10.019,14.787,"13,023",47.90%,67.93%  (  -9.25%),73.62%,"133,220",4,4,4,75
QCOM,USA,0,2025-04-30,,,,,7.159,10.477,"59,321",64.42%,49.00%  (  -23.09%),51.56%,"561,215",10,4,4,85
EMR,USA,0,2025-05-14,,,,,5.581,0.000,998,54.48%,46.38%  (  -14.18%),67.38%,"73,529",9,4,4,88
CIVI,USA,0,2025-05-01,,,,,6.953,23.407,"2,455",111.16%,96.98%  (  -17.41%),81.02%,"42,224",6,4,4,75
IQV,USA,0,2025-05-01,,,,,7.369,12.840,"66,021",45.11%,49.73%  (  -10.43%),73.59%,"7,134",7,5,5,75
VRNA,USA,0,2025-05-08,,,,,15.457,21.960,"12,777",67.16%,87.54%  (  -5.09%),24.97%,"62,821",4,5,4,70
JAZZ,Ireland,0,2025-05-07,,,,,7.982,12.308,"3,159",45.96%,48.20%  (  -11.58%),71.05%,"10,114",7,5,5,80
LIN,Ireland,0,2025-05-01,,,,,3.898,7.298,"1,090",33.66%,27.90%  (  -17.79%),46.03%,"38,445",8,4,4,85
NNN,USA,0,2025-05-01,,,,,4.754,6.895,602,25.87%,30.26%  (  -5.74%),56.34%,"6,529",7,4,4,80
SHAK,USA,0,2025-05-01,,,,,10.393,16.930,"2,295",77.28%,77.35%  (  -23.07%),66.97%,"33,896",6,4,4,78
CAH,USA,0,2025-05-01,,,,,4.491,8.740,"3,485",28.02%,40.23%  (  -8.86%),63.25%,"105,191",7,4,4,70
LLY,USA,0,2025-05-01,,,,,6.043,12.184,"38,980",37.80%,55.62%  (  -8.49%),78.83%,"268,193",10,5,5,80
ICE,USA,0,2025-05-01,,,,,4.399,7.994,"1,695",25.71%,31.62%  (  -6.89%),70.06%,"45,006",10,5,5,87
BDX,USA,0,2025-05-01,,,,,5.168,7.811,"1,489",27.94%,28.84%  (  -11.48%),54.05%,"53,726",9,5,5,85
APTV,Jersey,0,2025-05-01,,,,,9.100,13.139,"2,328",52.95%,53.33%  (  -17.44%),61.03%,"58,434",10,4,4,80
OWL,USA,0,2025-05-01,,,,,7.579,15.590,"6,518",83.64%,65.53%  (  -17.69%),71.08%,"131,670",6,4,5,90
BLDR,USA,0,2025-05-01,,,,,9.273,13.310,"1,598",53.77%,51.00%  (  -26.02%),44.09%,"30,543",8,5,5,75
MCD,USA,0,2025-05-01,,,,,3.741,5.379,"18,171",28.18%,26.38%  (  -12.32%),51.04%,"212,975",5,4,4,70
KKR,USA,0,2025-05-07,,,,,4.349,12.021,"8,938",88.58%,57.08%  (  -34.83%),48.35%,"175,972",4,5,5,85
XYZ,USA,0,2025-05-01,,,,,4.904,16.950,"55,649",68.27%,78.84%  (  -11.58%),74.39%,"663,247",6,5,5,78
DXCM,USA,0,2025-05-01,,,,,10.100,13.261,"8,989",57.99%,60.20%  (  -16.00%),64.55%,"127,440",8,5,5,80
SYK,USA,0,2025-05-01,,,,,6.065,8.410,"1,609",35.23%,34.55%  (  -13.39%),58.71%,"31,266",5,5,5,90
GDDY,USA,0,2025-05-01,,,,,6.366,10.195,"1,181",36.83%,44.98%  (  -10.57%),70.63%,"20,526",4,4,5,78
TEAM,USA,0,2025-05-01,,,,,11.706,16.145,"2,620",80.10%,74.07%  (  -24.94%),64.80%,"75,251",8,4,4,75
AMGN,USA,0,2025-05-01,,,,,4.789,7.970,"12,215",27.27%,37.83%  (  -12.54%),52.15%,"193,088",8,4,4,85
NET,USA,0,2025-05-01,,,,,12.765,17.437,"11,053",78.17%,81.65%  (  -18.19%),72.41%,"183,528",10,4,4,70
STWD,USA,0,2025-05-14,,,,,4.401,0.000,"9,225",34.23%,31.71%  (  -7.18%),70.39%,"112,058",7,5,5,75
FOUR,USA,0,2025-05-08,,,,,12.555,18.079,"1,713",62.23%,66.41%  (  -16.91%),64.33%,"37,120",8,4,4,90
SWTX,USA,0,2025-05-01,,,,,15.403,22.979,"9,753",70.86%,122.66%  (  -5.45%),62.22%,"155,536",9,5,5,0
LNG,USA,0,2025-05-02,,,,,3.478,10.375,"4,007",49.97%,42.75%  (  -13.32%),66.19%,"99,407",6,5,5,80
TRGP,USA,0,2025-05-01,,,,,4.839,14.387,867,64.09%,58.45%  (  -12.49%),76.00%,"29,995",5,5,5,85
