SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
NBIS,Netherlands,0,2025-04-25,,,,,8.357,22.449,"7,492",127.98%,116.14%  (  +3.03%),68.71%,"397,845",10,4,4,70
STX,Ireland,0,2025-04-22,,,,,7.174,12.235,"1,080",72.18%,78.09%  (  +2.30%),90.03%,"154,750",6,4,4,85
TAL,USA,0,2025-04-24,,,,,10.000,15.494,"62,924",71.89%,86.44%  (  -22.84%),41.83%,"124,363",6,5,4,75
PG,USA,0,2025-04-24,,,,,2.955,5.134,"9,615",24.78%,29.07%  (  +1.78%),71.97%,"336,538",7,4,4,78
VLO,USA,0,2025-04-24,,,,,3.264,10.572,"1,802",66.79%,61.51%  (  -1.13%),78.79%,"130,258",9,5,5,55
NOK,USA,0,2025-04-24,,,,,8.179,8.497,756,40.35%,42.78%  (  -4.29%),14.73%,"243,284",10,4,4,85
CMCSA,USA,0,2025-04-24,,,,,5.072,7.874,"3,467",38.61%,41.48%  (  -2.10%),83.67%,"641,784",9,4,4,82
PEP,USA,0,2025-04-24,,,,,3.154,5.118,"6,363",24.28%,30.19%  (  -2.21%),64.43%,"326,720",7,4,4,78
MBLY,USA,0,2025-04-24,,,,,14.445,17.741,"1,962",86.52%,97.03%  (  +12.66%),83.13%,"351,625",4,4,4,70
HAS,USA,0,2025-04-24,,,,,9.114,14.827,617,55.88%,63.61%  (  +1.84%),85.07%,"53,431",8,4,4,75
STM,USA,0,2025-04-24,,,,,9.184,17.211,"4,777",88.71%,71.45%  (  -2.57%),70.46%,"175,031",6,4,4,55
FI,USA,0,2025-04-24,,,,,4.678,9.990,572,44.05%,52.48%  (  +0.36%),89.75%,"58,951",6,5,5,85
FCX,USA,0,2025-04-24,,,,,3.841,12.526,"49,932",88.16%,72.47%  (  +2.16%),87.44%,"1,468,792",6,4,4,78
TSCO,USA,0,2025-04-24,,,,,4.525,9.234,665,43.91%,48.27%  (  -2.23%),81.49%,"104,434",4,4,4,78
UNP,USA,0,2025-04-24,,,,,3.214,7.206,"1,566",36.07%,40.64%  (  +0.65%),85.43%,"125,159",8,4,4,85
PCG,USA,0,2025-04-24,,,,,3.146,7.293,867,28.57%,41.06%  (  -4.45%),58.34%,"610,548",4,4,4,75
MRK,USA,0,2025-04-24,,,,,4.285,9.608,"12,336",32.50%,51.29%  (  -2.18%),94.31%,"670,526",9,4,4,75
GILD,USA,0,2025-04-24,,,,,4.169,8.007,"3,806",26.02%,44.30%  (  -1.19%),82.29%,"254,252",9,4,5,78
ROKU,USA,0,2025-04-24,,,,,15.252,14.302,"5,921",91.27%,98.27%  (  +2.82%),83.66%,"237,006",7,4,4,80
CARR,USA,0,2025-04-24,,,,,7.384,12.822,624,48.05%,53.31%  (  +4.23%),75.93%,"74,721",7,4,5,78
AMZN,USA,0,2025-04-29,,,,,7.251,11.387,"290,478",55.62%,56.31%  (  +1.14%),81.80%,"4,329,836",8,5,5,87
WDC,USA,0,2025-04-24,,,,,5.834,13.457,"1,528",86.72%,79.71%  (  -0.09%),85.24%,"419,591",9,5,5,65
PINS,USA,0,2025-04-29,,,,,13.897,17.507,"2,945",75.78%,86.20%  (  +2.38%),84.08%,"517,512",9,5,5,88
PSX,USA,0,2025-04-25,,,,,3.081,11.296,941,64.65%,61.97%  (  -3.28%),81.48%,"197,866",7,4,4,77
RITM,USA,0,2025-04-29,,,,,5.628,11.818,"1,292",40.44%,45.42%  (  +0.34%),100.00%,"95,566",6,5,5,85
ABBV,USA,0,2025-04-25,,,,,4.162,8.996,"4,643",34.60%,50.12%  (  +1.24%),96.70%,"435,890",9,4,4,85
SLB,,0,2025-04-25,,,,,3.361,11.194,"6,854",66.05%,63.47%  (  +4.71%),100.00%,"738,752",6,5,5,80
HCA,USA,0,2025-04-25,,,,,8.224,11.872,701,29.40%,49.35%  (  +3.36%),100.00%,"47,788",10,4,4,80
NUE,USA,0,2025-04-28,,,,,5.085,12.342,"1,440",61.80%,60.70%  (  +0.72%),82.21%,"168,785",9,4,4,80
NXPI,Netherlands,0,2025-04-28,,,,,6.447,14.659,590,85.23%,71.39%  (  -3.82%),81.65%,"49,140",5,5,4,60
WM,USA,0,2025-04-28,,,,,4.143,7.093,568,24.41%,30.50%  (  +0.38%),88.20%,"43,098",7,4,4,88
TER,USA,0,2025-04-23,,,,,10.612,18.839,"1,726",92.74%,76.11%  (  -2.35%),87.96%,"108,888",9,4,5,80
OPCH,USA,0,2025-04-29,,,,,10.043,17.438,"1,161",31.84%,71.20%  (  +9.25%),100.00%,"14,956",4,5,4,82
SHW,USA,0,2025-04-29,,,,,6.201,10.087,"1,334",32.73%,40.88%  (  +1.29%),82.49%,"20,789",6,4,4,78
AZN,USA,0,2025-04-29,,,,,4.852,8.710,905,32.05%,42.34%  (  -0.02%),84.25%,"192,661",9,5,4,80
ARCC,USA,0,2025-04-29,,,,,3.512,9.710,"3,597",45.07%,41.04%  (  +0.87%),83.64%,"131,080",10,5,5,80
OMF,USA,0,2025-04-29,,,,,8.163,16.448,615,70.17%,68.14%  (  -0.25%),90.46%,"48,115",7,4,5,65
RCL,Liberia,0,2025-04-24,,,,,5.936,14.688,"3,411",77.50%,71.21%  (  +2.24%),84.21%,"178,532",9,5,5,90
PFE,USA,0,2025-04-29,,,,,4.412,9.991,"67,129",28.80%,49.45%  (  -2.72%),91.99%,"3,500,098",9,4,4,80
SPOT,Luxembourg,0,2025-04-29,,,,,10.172,15.864,"5,250",68.55%,74.59%  (  -1.27%),83.88%,"131,348",10,4,4,88
EPD,USA,0,2025-04-29,,,,,2.366,8.032,"4,787",30.32%,39.22%  (  +0.49%),92.81%,"279,884",9,5,5,72
PYPL,USA,0,2025-04-29,,,,,8.805,13.015,"20,159",54.70%,62.24%  (  -1.87%),78.60%,"1,367,368",7,4,4,80
REGN,USA,0,2025-04-29,,,,,4.671,12.009,552,39.79%,62.23%  (  +5.39%),100.00%,"41,303",6,5,4,82
BBVA,USA,0,2025-05-05,,,,,10.556,14.116,837,47.86%,61.15%  (  -11.54%),38.44%,"9,341",7,4,4,88
GLW,USA,0,2025-04-29,,,,,5.648,10.621,"1,451",54.82%,53.69%  (  +2.47%),85.31%,"305,551",9,5,5,75
FSLR,USA,0,2025-04-29,,,,,7.950,15.300,"4,279",57.38%,76.69%  (  +1.51%),80.89%,"503,127",10,5,4,75
V,USA,0,2025-04-29,,,,,3.366,8.094,"7,067",38.64%,40.60%  (  -0.19%),77.12%,"311,591",7,5,5,92
EQH,USA,0,2025-04-29,,,,,6.620,16.099,"1,003",67.96%,69.24%  (  +2.36%),100.00%,"12,765",9,5,5,75
CZR,USA,0,2025-04-29,,,,,6.864,15.796,"1,784",74.84%,78.36%  (  +6.62%),86.38%,"269,550",6,5,5,60
HAL,USA,0,2025-04-22,,,,,3.893,11.134,"5,734",73.60%,64.26%  (  -2.53%),92.23%,"507,908",7,5,4,75
GOOG,USA,0,2025-04-24,,,,,6.490,7.141,"70,635",44.99%,49.15%  (  -1.98%),77.81%,"1,429,085",4,5,5,85
UPS,USA,0,2025-04-29,,,,,6.095,11.308,"8,706",45.04%,54.08%  (  -0.11%),72.67%,"387,789",8,4,4,80
GOOGL,USA,0,2025-04-24,,,,,6.498,7.197,"131,062",44.66%,48.46%  (  -2.01%),75.54%,"3,207,490",8,4,4,86
GEHC,USA,0,2025-04-29,,,,,6.499,12.684,"2,960",66.54%,63.71%  (  +4.87%),86.14%,"125,333",7,5,5,75
IP,USA,0,2025-04-30,,,,,4.634,11.678,680,59.17%,57.65%  (  +3.47%),78.44%,"94,427",10,4,4,75
TW,USA,0,2025-04-30,,,,,5.925,12.041,927,45.27%,49.75%  (  +4.21%),92.33%,"12,799",10,4,4,92
SMG,USA,0,2025-04-30,,,,,10.265,18.515,562,59.05%,79.51%  (  +6.15%),97.66%,"58,959",5,5,4,65
NCLH,Bermuda,0,2025-05-07,,,,,8.334,18.168,"8,969",87.46%,87.81%  (  +1.58%),80.94%,"522,727",10,4,4,70
ALB,USA,0,2025-04-30,,,,,7.517,17.600,"5,405",91.83%,88.01%  (  +2.66%),67.60%,"243,928",7,4,4,60
HST,USA,0,2025-04-30,,,,,5.090,12.565,"2,018",53.78%,48.88%  (  -4.90%),76.15%,"26,437",8,4,4,79
NLY,USA,0,2025-04-30,,,,,2.212,9.903,"4,546",37.08%,46.22%  (  +2.16%),85.01%,"149,536",7,5,5,80
VICI,USA,0,2025-04-30,,,,,4.331,8.424,622,25.97%,35.70%  (  +5.80%),94.40%,"51,139",10,5,5,82
META,USA,0,2025-04-30,,,,,8.394,12.641,"237,657",65.03%,61.39%  (  +1.09%),83.94%,"2,245,265",9,5,5,88
FTAI,Cayman Islands,0,2025-04-30,,,,,10.248,20.760,"1,001",102.60%,99.06%  (  +1.99%),73.50%,"111,956",4,5,5,68
AR,USA,0,2025-04-30,,,,,5.087,16.023,"3,327",70.87%,77.78%  (  +6.81%),92.66%,"209,680",7,4,4,85
HOOD,USA,0,2025-04-30,,,,,12.871,19.850,"110,933",121.31%,100.71%  (  +0.44%),79.67%,"2,211,786",8,4,4,85
MET,USA,0,2025-04-30,,,,,3.572,11.747,"1,109",56.13%,50.29%  (  -1.18%),84.25%,"176,443",9,5,5,80
CFLT,USA,0,2025-04-30,,,,,19.345,25.088,"4,904",88.37%,103.41%  (  +4.90%),87.89%,"258,824",4,4,4,78
MGM,USA,0,2025-04-30,,,,,6.554,14.303,"1,584",64.21%,66.54%  (  -2.47%),79.93%,"238,949",9,5,5,85
QCOM,USA,0,2025-04-30,,,,,7.159,12.613,"8,518",65.39%,61.42%  (  -0.84%),77.62%,"571,027",9,4,4,88
Z,USA,0,2025-05-07,,,,,10.019,15.594,"1,211",50.96%,78.81%  (  +6.68%),96.92%,"138,900",4,4,4,80
UBER,USA,0,2025-05-14,,,,,8.400,0.000,"22,117",52.61%,65.04%  (  +4.95%),88.35%,"1,496,741",8,5,5,80
MOS,USA,0,2025-05-07,,,,,5.852,11.244,"22,349",49.55%,52.95%  (  -6.11%),71.16%,"178,409",8,4,4,75
TRMB,USA,0,2025-05-02,,,,,6.708,13.801,503,57.10%,56.50%  (  +1.42%),81.41%,"37,036",5,5,4,80
AUR,USA,0,2025-05-14,,,,,20.103,0.000,"1,366",100.33%,124.49%  (  -4.41%),68.51%,"173,143",8,4,4,70
GPK,USA,0,2025-05-01,,,,,8.524,11.527,"1,152",32.34%,46.75%  (  -11.81%),65.29%,"3,123",7,4,4,78
MA,USA,0,2025-05-07,,,,,3.350,8.388,"3,540",38.30%,40.56%  (  -1.95%),75.06%,"142,809",10,5,5,80
LLY,USA,0,2025-05-01,,,,,6.043,13.089,"9,651",38.63%,62.98%  (  -1.06%),96.33%,"286,906",10,5,5,80
OWL,USA,0,2025-05-01,,,,,7.579,17.392,775,85.10%,73.86%  (  -1.50%),84.69%,"136,262",6,4,5,75
KKR,USA,0,2025-05-01,,,,,4.349,15.561,"2,971",91.11%,75.05%  (  +1.18%),74.99%,"184,429",4,5,5,85
BLDR,USA,0,2025-05-01,,,,,9.273,15.345,912,55.22%,62.02%  (  -3.62%),67.77%,"31,139",8,5,5,75
SHAK,USA,0,2025-05-01,,,,,10.393,18.140,662,78.64%,85.04%  (  +0.96%),77.99%,"34,977",6,4,4,78
CAH,USA,0,2025-05-01,,,,,4.491,10.205,"3,373",27.90%,47.25%  (  +2.49%),80.70%,"111,198",6,4,4,70
MCD,USA,0,2025-05-01,,,,,3.741,6.360,"6,737",27.84%,30.85%  (  -1.36%),68.84%,"222,767",4,4,4,70
HWM,USA,0,2025-05-01,,,,,7.669,13.031,"1,627",61.09%,61.44%  (  -1.14%),83.55%,"53,548",8,5,5,85
TEAM,USA,0,2025-05-01,,,,,11.706,18.075,591,80.47%,87.12%  (  +1.81%),83.22%,"78,183",8,5,5,75
RDDT,USA,0,2025-05-06,,,,,15.317,23.687,"14,356",139.53%,117.01%  (  +4.04%),83.98%,"445,067",10,4,4,85
TWLO,USA,0,2025-05-06,,,,,9.907,17.061,764,71.71%,84.83%  (  +1.73%),89.17%,"162,273",7,4,5,80
AAPL,USA,0,2025-05-01,,,,,3.991,11.232,"763,573",63.34%,55.02%  (  +0.44%),79.31%,"5,410,293",4,4,4,85
NET,USA,0,2025-05-01,,,,,12.765,18.167,"3,575",78.64%,91.54%  (  -0.25%),87.41%,"191,231",10,4,4,70
SWTX,USA,0,2025-05-01,,,,,15.403,25.843,"3,573",67.57%,132.35%  (  +14.00%),70.06%,"158,113",8,5,5,0
STWD,USA,0,2025-05-14,,,,,4.401,0.000,870,37.22%,43.85%  (  +0.61%),100.00%,"122,519",7,5,5,80
INSM,USA,0,2025-05-08,,,,,10.173,21.008,"1,360",42.06%,91.68%  (  -0.73%),19.47%,"49,757",9,5,5,75
HTGC,USA,0,2025-05-01,,,,,5.074,11.679,550,42.05%,47.70%  (  +3.15%),95.01%,"35,376",7,4,4,80
BILL,USA,0,2025-05-01,,,,,13.839,15.327,"1,373",76.24%,99.25%  (  +2.80%),85.07%,"106,162",7,4,4,78
DKNG,USA,0,2025-05-01,,,,,10.383,15.023,"17,281",67.73%,76.86%  (  +4.14%),73.77%,"751,927",8,5,5,75
CROX,USA,0,2025-05-06,,,,,10.574,20.255,"1,635",74.35%,90.15%  (  +2.75%),92.76%,"74,227",8,4,5,78
BTSG,USA,0,2025-05-01,,,,,13.682,19.807,"2,455",60.06%,82.42%  (  +5.15%),74.98%,"1,952",4,5,5,70
XOM,USA,0,2025-05-02,,,,,2.212,9.599,"37,188",40.35%,48.68%  (  -0.75%),97.68%,"1,060,080",7,4,4,78
SHEL,USA,0,2025-05-01,,,,,2.353,8.884,"6,527",43.16%,44.41%  (  -3.60%),89.50%,"269,842",8,5,5,
FANG,USA,0,2025-05-05,,,,,4.640,14.939,"1,385",76.41%,70.32%  (  +0.81%),100.00%,"66,490",10,5,5,78
WMB,USA,0,2025-05-05,,,,,3.528,9.882,966,35.31%,47.36%  (  +0.32%),79.12%,"303,686",9,4,5,85
CAR,USA,0,2025-05-07,,,,,13.998,21.432,"2,453",108.50%,96.72%  (  +4.15%),79.66%,"134,035",5,4,4,50
MPC,USA,0,2025-05-06,,,,,5.076,13.851,"1,025",63.93%,62.04%  (  +0.97%),84.09%,"75,735",9,4,4,80
AEP,USA,0,2025-05-06,,,,,3.941,7.682,"1,264",26.06%,31.57%  (  -1.39%),77.79%,"78,374",9,4,4,75
DUK,USA,0,2025-05-06,,,,,3.493,7.781,"1,833",22.92%,29.50%  (  +0.19%),79.28%,"144,729",10,4,5,85
MPLX,USA,0,2025-05-06,,,,,3.979,9.794,729,29.84%,40.59%  (  -0.47%),75.26%,"119,645",8,4,4,87
AMD,USA,0,2025-05-06,,,,,8.559,16.814,"423,813",88.44%,75.69%  (  -1.67%),78.00%,"4,011,516",7,4,4,85
DVN,USA,0,2025-05-06,,,,,5.004,17.348,"12,185",80.78%,76.62%  (  -0.69%),96.69%,"597,016",6,4,4,85
ANET,USA,0,2025-05-06,,,,,9.228,17.494,"5,977",71.71%,77.32%  (  -0.45%),85.00%,"502,412",10,4,4,85
ET,USA,0,2025-05-06,,,,,3.393,12.954,"23,615",46.07%,57.99%  (  +3.58%),90.79%,"1,231,741",9,5,5,88
SBUX,USA,0,2025-04-29,,,,,6.520,11.811,"12,467",58.34%,58.66%  (  +1.16%),83.24%,"638,914",7,4,4,70
MTCH,USA,0,2025-05-06,,,,,8.552,12.022,"1,076",46.08%,59.52%  (  -2.05%),93.89%,"209,782",9,4,4,68
ETN,Ireland,0,2025-04-29,,,,,6.359,11.811,"1,383",60.02%,56.95%  (  -1.66%),75.00%,"121,393",7,4,4,85
MPWR,USA,0,2025-05-07,,,,,11.786,21.145,630,107.30%,86.79%  (  +0.97%),91.78%,"14,483",7,5,5,85
MSTR,USA,0,2025-05-05,,,,,7.388,21.157,"329,034",132.79%,97.83%  (  +1.57%),18.33%,"2,352,498",10,5,5,70
YUMC,USA,0,2025-05-05,,,,,9.275,15.593,659,44.56%,64.51%  (  +8.32%),81.34%,"63,365",9,5,4,85
DD,USA,0,2025-05-07,,,,,5.627,11.712,"4,043",66.31%,53.54%  (  -4.52%),66.64%,"123,238",5,4,4,80
EXE,USA,0,2025-04-29,,,,,4.089,10.819,"1,299",42.65%,44.79%  (  -1.38%),84.96%,"242,095",10,5,5,70
HASI,USA,0,2025-05-06,,,,,9.845,15.839,"1,030",42.42%,65.31%  (  +1.15%),100.00%,"35,815",7,5,4,80
TEVA,USA,0,2025-05-07,,,,,8.163,16.101,"12,051",53.26%,73.26%  (  -1.14%),97.60%,"832,696",7,5,4,65
VST,USA,0,2025-05-07,,,,,8.910,20.140,"12,773",94.53%,91.71%  (  +1.44%),79.65%,"450,112",8,5,5,86
DIS,USA,0,2025-05-07,,,,,7.050,12.223,"32,294",55.08%,55.37%  (  -0.49%),94.86%,"885,327",7,5,5,85
BG,Switzerland,0,2025-05-07,,,,,6.216,11.255,"2,358",37.31%,46.47%  (  +1.18%),69.36%,"54,910",4,4,4,62
NVO,USA,0,2025-05-07,,,,,6.524,15.205,"17,895",51.54%,67.27%  (  -1.87%),92.19%,"520,265",6,4,4,88
PR,USA,0,2025-05-07,,,,,7.394,19.536,"4,451",87.22%,75.70%  (  -4.46%),90.35%,"123,069",7,5,5,85
UGI,USA,0,2025-05-07,,,,,6.934,10.049,575,26.26%,40.27%  (  +0.95%),67.43%,"45,472",10,4,4,78
ARM,USA,0,2025-05-07,,,,,11.669,19.305,"29,458",95.44%,86.96%  (  -0.38%),79.27%,"818,398",7,4,5,88
CVNA,USA,0,2025-05-07,,,,,14.587,24.814,"23,930",134.12%,111.74%  (  -1.44%),80.30%,"391,298",10,4,5,85
DASH,USA,0,2025-05-07,,,,,9.596,16.609,"1,995",67.55%,74.27%  (  +2.65%),91.14%,"215,164",8,5,5,75
APP,USA,0,2025-05-07,,,,,14.752,30.658,"43,554",140.96%,139.58%  (  +6.04%),98.69%,"420,998",9,4,5,85
NTRA,USA,0,2025-05-08,,,,,14.325,19.329,584,66.15%,80.07%  (  +6.30%),59.79%,"23,934",9,5,5,78
JOBY,Cayman Islands,0,2025-05-06,,,,,10.402,20.330,"1,105",78.64%,89.34%  (  -0.72%),62.66%,"277,830",8,4,4,60
MARA,USA,0,2025-05-08,,,,,10.597,22.952,"136,032",112.30%,103.10%  (  +2.01%),36.55%,"1,799,932",7,4,4,75
ALGM,USA,0,2025-05-08,,,,,11.914,21.008,728,102.33%,86.67%  (  +0.79%),91.07%,"55,683",8,5,5,65
