SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
DAL,USA,43.37,2025-04-09,31.16,2.46,0.45,6.093,9.365,"40,644",52.79%,55.22%  (  -2.40%),75.89%,"816,152",5,5,5,85
WFC,USA,72.26,2025-04-11,47.53,2.11,1.87,4.088,6.324,"38,296",33.07%,36.32%  (  -0.08%),65.62%,"1,132,576",7,4,4,85
MS,USA,119.27,2025-04-15,46.22,4.24,1.86,3.448,7.081,"16,721",41.34%,37.85%  (  -1.19%),75.73%,"598,978",5,4,4,85
JPM,USA,245.82,2025-04-11,48.97,6.25,2.43,3.236,5.018,"42,001",29.48%,29.80%  (  -0.32%),63.41%,"704,054",8,4,4,90
GS,USA,563.10,2025-04-21,46.77,19.28,1.38,3.705,7.309,"26,554",35.99%,35.20%  (  -1.21%),74.00%,"257,482",5,4,4,85
MTB,USA,179.71,2025-04-14,47.61,4.56,2.20,4.436,6.535,640,24.69%,34.09%  (  -0.59%),80.74%,"9,530",7,4,4,70
BAC,USA,41.85,2025-04-15,44.67,1.09,1.60,3.660,6.366,"129,640",31.27%,32.96%  (  -0.82%),82.64%,"2,527,894",6,5,5,80
JNJ,USA,155.36,2025-04-15,38.81,3.15,4.22,2.659,3.416,"67,805",27.45%,19.15%  (  -2.15%),59.75%,"455,513",8,4,4,75
C,USA,71.76,2025-04-15,46.35,2.20,0.79,3.596,6.871,"58,323",33.44%,37.16%  (  +0.20%),74.53%,"1,741,897",6,5,4,80
PNC,USA,177.01,2025-04-15,46.91,4.04,2.07,3.861,5.837,"1,567",24.52%,29.79%  (  +0.26%),76.54%,"40,450",7,4,4,80
UAL,USA,71.37,2025-04-15,37.64,4.76,0.41,6.531,12.951,"23,170",60.75%,67.45%  (  -2.48%),93.53%,"633,063",8,5,5,85
JBHT,USA,152.78,2025-04-15,47.60,4.37,1.26,4.498,7.035,67,25.56%,36.23%  (  -0.74%),70.86%,"8,784",5,4,4,65
IBKR,USA,174.31,2025-04-15,44.00,8.47,7.84,4.558,8.511,"3,415",58.81%,47.31%  (  +0.08%),68.67%,"55,653",9,5,5,90
PLD,USA,112.34,2025-04-16,45.47,2.60,13.02,4.365,5.197,"1,471",25.17%,28.41%  (  -0.24%),43.57%,"58,752",4,4,4,74
ASML,USA,669.01,2025-04-16,37.89,20.21,8.61,6.032,8.590,"9,739",39.92%,44.93%  (  -0.30%),68.55%,"149,246",7,4,4,82
SNV,USA,46.76,2025-04-16,43.65,1.61,1.92,3.398,8.935,135,36.09%,42.17%  (  +0.19%),73.89%,"10,456",5,4,4,75
HOMB,USA,28.38,2025-04-16,45.97,0.61,3.85,8.284,10.583,229,19.81%,40.76%  (  +1.70%),54.56%,623,7,4,4,80
CSX,USA,29.74,2025-04-16,42.29,0.60,3.86,3.550,4.859,"4,533",21.22%,27.20%  (  -3.37%),45.03%,"133,374",9,4,4,65
AA,USA,30.84,2025-04-16,39.19,1.53,0.65,4.278,10.749,"7,663",49.95%,53.53%  (  -5.07%),66.34%,"238,384",4,4,5,73
FNB,USA,13.65,2025-04-16,44.24,0.36,1.90,4.130,10.645,2,26.15%,66.76%  (  +5.16%),59.00%,"4,360",5,5,5,87
LVS,USA,39.04,2025-04-16,32.72,1.29,2.47,4.343,6.424,"10,163",30.63%,41.84%  (  -0.08%),88.67%,"260,415",7,4,5,80
KEY,USA,16.07,2025-04-17,46.84,0.51,1.93,4.626,7.017,"4,742",30.41%,36.31%  (  -0.26%),54.10%,"163,316",7,4,4,70
HBAN,USA,15.21,2025-04-18,48.17,0.42,1.87,3.546,8.901,478,27.09%,32.51%  (  -2.36%),64.46%,"71,338",7,4,4,80
AXP,USA,275.25,2025-04-17,48.20,7.98,2.60,4.644,6.347,"8,858",31.84%,33.75%  (  -0.83%),75.50%,"228,233",4,4,4,85
