SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
BAC,USA,42.48,2025-04-15,47.02,1.21,1.62,3.660,7.003,"135,726",30.43%,30.73%  (  +0.25%),70.03%,"2,787,839",9,5,5,80
C,USA,71.82,2025-04-15,44.10,2.37,0.79,3.596,7.498,"77,195",34.33%,33.73%  (  +0.09%),59.37%,"1,836,265",6,5,5,85
PLD,USA,112.07,2025-04-16,38.06,2.85,12.98,4.365,6.469,"1,803",23.93%,27.29%  (  +0.22%),36.16%,"57,406",7,4,4,74
CFG,USA,40.99,2025-04-16,37.21,1.27,1.44,4.379,8.661,"3,445",25.72%,37.50%  (  +0.67%),71.15%,"72,407",5,4,4,80
FHN,USA,19.22,2025-04-16,43.12,0.64,1.98,5.189,8.585,221,34.94%,38.58%  (  +0.07%),72.86%,"34,784",5,4,5,70
HOMB,USA,28.11,2025-04-16,39.95,0.65,3.81,8.284,8.828,6,21.50%,42.98%  (  +5.51%),58.35%,"1,250",7,4,4,80
SNV,USA,47.30,2025-04-16,42.16,1.67,1.94,3.398,8.561,548,34.04%,38.32%  (  -0.09%),54.31%,"10,279",8,4,4,75
CSX,USA,29.98,2025-04-16,36.76,0.64,3.91,3.550,6.004,"1,608",21.85%,26.95%  (  +0.49%),43.98%,"134,962",9,4,4,65
LBRT,USA,14.57,2025-04-16,31.01,0.66,0.55,5.345,10.981,122,36.69%,48.89%  (  +1.79%),64.77%,"30,501",7,4,4,72
DFS,USA,164.47,2025-04-16,41.66,8.02,1.75,3.771,12.707,"2,392",47.73%,57.53%  (  -1.72%),81.24%,"49,570",7,4,4,85
THC,USA,126.34,2025-04-29,47.02,5.18,0.58,9.405,0.000,707,46.64%,41.80%  (  +1.14%),45.93%,"30,406",4,5,5,85
ABT,USA,126.78,2025-04-16,40.06,2.81,5.24,3.897,5.632,"12,261",22.04%,24.84%  (  +0.52%),69.73%,"189,922",5,5,5,85
FR,USA,54.97,2025-04-16,45.79,1.10,11.17,4.301,9.755,11,19.18%,42.95%  (  +2.99%),83.55%,556,6,4,4,85
EFX,USA,243.45,2025-04-16,47.98,6.67,5.31,5.463,7.476,247,34.88%,32.98%  (  -0.75%),52.38%,"6,089",5,5,5,70
NDAQ,USA,76.91,2025-04-24,48.72,1.87,5.98,5.387,0.000,677,25.52%,23.42%  (  -0.55%),41.72%,"42,019",9,4,4,85
LVS,USA,42.88,2025-04-16,42.77,1.38,2.72,4.343,7.859,"8,082",29.16%,33.81%  (  -4.12%),52.70%,"361,613",6,4,5,80
RF,USA,21.68,2025-04-17,38.43,0.59,2.10,4.331,7.149,"5,023",23.32%,31.51%  (  -0.18%),55.69%,"104,418",7,4,4,78
HBAN,USA,14.95,2025-04-18,40.30,0.43,1.84,3.546,9.699,364,25.82%,29.99%  (  -1.82%),51.43%,"76,100",7,4,4,80
KEY,USA,16.09,2025-04-17,45.41,0.52,1.94,4.626,8.763,"3,798",28.79%,34.86%  (  -0.48%),47.84%,"211,147",7,4,4,70
FITB,USA,39.43,2025-04-17,39.63,1.06,1.90,4.115,6.848,"1,104",23.65%,30.51%  (  -0.51%),59.18%,"85,164",5,4,4,80
TFC,USA,41.33,2025-04-28,37.73,1.15,2.20,3.911,0.000,"2,535",24.48%,30.85%  (  -1.40%),53.18%,"230,493",5,4,4,70
AXP,USA,270.83,2025-04-18,40.82,8.19,2.56,4.644,8.077,"11,767",29.39%,33.24%  (  -0.54%),73.14%,"227,844",8,4,4,85
NUE,USA,129.50,2025-04-28,46.20,4.25,0.97,5.085,0.000,"7,373",36.12%,38.01%  (  +0.12%),60.68%,"152,755",8,4,4,80
WAL,USA,76.61,2025-04-17,40.34,3.05,1.68,6.749,13.837,801,38.89%,40.77%  (  -4.95%),44.49%,"40,421",6,5,5,75
DHR,USA,210.25,2025-04-22,48.44,5.03,6.29,4.766,0.000,"17,970",21.12%,26.14%  (  -0.25%),62.52%,"123,378",8,4,4,70
ALK,USA,52.85,2025-04-17,30.67,3.01,0.55,7.083,15.135,"9,583",52.10%,51.92%  (  -1.13%),65.70%,"155,780",9,5,5,85
KNX,USA,44.53,2025-04-23,28.63,1.56,0.97,7.766,0.000,"1,897",25.68%,35.26%  (  -4.67%),59.94%,"32,324",6,4,4,70
INFY,USA,18.06,2025-04-17,22.74,0.40,3.92,4.935,8.859,"10,561",17.48%,32.07%  (  +0.07%),69.44%,"86,155",7,4,4,88
TSM,USA,177.47,2025-04-17,43.98,6.47,10.22,3.013,10.312,"141,723",39.84%,42.11%  (  -1.17%),37.83%,"1,744,634",9,5,5,85
ISRG,USA,491.81,2025-04-17,34.85,18.67,21.10,5.903,9.915,"9,276",36.30%,34.44%  (  -0.07%),67.68%,"84,451",9,4,5,80
GPC,USA,120.74,2025-04-17,45.86,3.03,0.71,6.353,9.300,618,25.16%,28.61%  (  +2.90%),56.24%,"18,087",8,4,5,68
IRDM,USA,27.55,2025-04-17,38.41,1.00,3.61,11.000,16.677,74,52.65%,41.77%  (  -4.80%),21.21%,"25,036",9,5,4,85
UNP,USA,234.79,2025-04-24,38.84,4.51,5.90,3.214,0.000,"3,816",19.03%,22.03%  (  +1.14%),55.16%,"106,491",9,4,4,88
PPG,USA,111.26,2025-04-17,41.64,2.66,1.45,3.979,6.696,683,25.02%,26.44%  (  -0.09%),70.79%,"42,472",10,4,4,80
BANC,USA,14.09,2025-04-22,44.36,0.50,1.26,9.683,0.000,79,34.51%,38.51%  (  +1.00%),39.01%,"25,024",6,4,4,70
PNR,Ireland,88.30,2025-04-22,41.23,2.31,3.56,6.385,0.000,668,22.34%,26.92%  (  -0.30%),46.04%,"13,372",5,4,4,79
BX,USA,148.75,2025-04-17,44.83,5.61,14.55,4.033,9.193,"9,720",36.49%,37.11%  (  -2.06%),51.65%,"317,692",6,4,4,88
FNB,USA,13.55,2025-04-16,37.93,0.36,1.89,4.130,14.863,5,26.72%,65.42%  (  -9.24%),57.57%,"4,446",7,5,5,87
PHM,USA,105.34,2025-04-22,48.92,3.04,1.19,5.017,0.000,"1,732",27.63%,37.28%  (  +0.74%),66.33%,"43,278",8,4,4,78
DGX,USA,166.46,2025-04-22,45.24,4.15,1.87,5.881,0.000,519,22.79%,21.85%  (  +1.40%),45.34%,"16,438",4,4,4,85
SAP,USA,271.69,2025-04-28,48.80,6.91,8.58,11.932,0.000,"1,046",31.35%,29.75%  (  +1.11%),56.53%,"33,985",9,5,5,88
EWBC,USA,89.89,2025-04-22,44.73,2.58,2.79,7.216,0.000,52,27.75%,31.27%  (  -6.10%),51.80%,"3,506",8,5,5,85
STLD,USA,126.64,2025-04-22,48.51,4.26,1.08,5.917,0.000,776,33.83%,35.87%  (  +0.38%),41.62%,"54,942",10,4,5,75
WFRD,Ireland,52.86,2025-04-22,35.70,2.70,0.70,9.903,0.000,253,56.64%,50.37%  (  -0.22%),60.73%,"4,224",8,5,4,70
IBKR,USA,175.86,2025-04-15,39.69,9.09,7.91,4.558,9.553,"4,306",57.15%,43.95%  (  +0.38%),59.80%,"62,739",8,5,5,88
OMC,USA,80.69,2025-04-15,43.15,2.17,1.01,3.757,6.434,141,23.77%,26.10%  (  -5.03%),56.79%,"18,358",10,4,4,88
UAL,USA,74.04,2025-04-15,33.69,4.95,0.42,6.531,13.270,"35,904",55.15%,59.52%  (  -3.55%),76.54%,"764,330",9,5,5,85
IBM,USA,243.32,2025-04-23,43.60,7.74,3.60,6.193,0.000,"52,388",29.06%,30.66%  (  +2.52%),62.76%,"331,066",9,4,4,85
CMG,USA,49.00,2025-04-23,36.90,1.66,5.87,8.148,0.000,"57,827",32.24%,35.73%  (  +0.19%),47.62%,"1,086,783",7,5,5,85
HAS,USA,60.38,2025-04-23,44.27,1.73,2.04,9.114,0.000,"2,046",43.31%,27.51%  (  +1.84%),21.08%,"38,360",9,5,5,68
TMHC,USA,60.78,2025-04-29,48.80,1.92,0.76,7.838,0.000,3,30.84%,36.49%  (  -2.79%),64.35%,"3,200",7,5,5,82
RJF,USA,141.73,2025-04-23,38.39,4.24,1.89,6.159,0.000,193,28.08%,28.57%  (  -2.98%),57.80%,"12,352",5,4,4,80
LRCX,USA,77.55,2025-04-23,48.09,3.28,6.14,3.717,0.000,"33,973",45.21%,42.03%  (  -2.66%),42.41%,"568,102",6,5,5,82
NOW,USA,824.12,2025-04-23,36.61,34.26,15.46,6.608,0.000,"20,267",40.85%,38.55%  (  +0.87%),68.66%,"102,974",7,5,5,88
WSC,USA,30.28,2025-05-01,41.30,1.37,2.32,8.934,0.000,"2,495",51.26%,44.23%  (  +1.28%),44.60%,"288,865",7,4,4,65
BG,Switzerland,73.95,2025-04-23,49.82,2.05,0.19,6.216,0.000,393,22.95%,29.54%  (  +1.56%),54.86%,"54,281",5,4,4,65
NSC,USA,233.54,2025-04-23,39.75,5.30,4.36,4.122,0.000,202,21.28%,24.43%  (  -0.14%),44.27%,"19,138",9,4,4,80
TEL,Ireland,146.28,2025-04-23,46.32,3.56,2.75,5.615,0.000,"1,523",26.04%,27.55%  (  +0.97%),66.54%,"12,097",10,4,4,75
META,USA,586.00,2025-04-23,35.35,24.69,9.03,8.394,0.000,"814,812",33.86%,37.60%  (  +0.83%),43.55%,"2,153,280",9,5,5,85
STX,Ireland,88.38,2025-04-22,39.31,2.92,2.33,7.174,0.000,"5,635",33.34%,36.67%  (  +0.89%),46.42%,"116,017",4,4,4,82
TMO,USA,518.64,2025-04-23,42.77,11.65,4.56,4.079,0.000,"5,883",20.29%,24.52%  (  -0.53%),58.20%,"47,874",8,5,5,79
MAT,USA,20.03,2025-04-22,44.58,0.54,1.23,8.642,0.000,181,24.07%,26.40%  (  -1.76%),19.44%,"20,069",10,4,4,80
VRT,USA,89.08,2025-04-23,45.01,6.90,4.23,10.541,0.000,"57,243",77.44%,64.94%  (  -0.46%),43.07%,"616,363",8,5,5,90
PG,USA,167.55,2025-04-24,43.98,3.19,4.66,2.955,0.000,"24,853",21.35%,18.81%  (  +0.56%),71.43%,"341,523",8,4,4,80
CBRE,USA,130.13,2025-04-24,45.23,4.31,1.09,6.942,0.000,"7,895",34.32%,33.26%  (  +0.72%),68.19%,"18,245",7,4,4,85
PEP,USA,147.15,2025-04-24,42.69,3.31,2.20,3.154,0.000,"33,189",22.20%,20.80%  (  +0.28%),64.24%,"322,669",7,4,4,78
GILD,USA,105.87,2025-04-24,41.06,2.79,4.59,4.169,0.000,"17,816",30.95%,26.11%  (  +0.07%),50.92%,"247,172",8,5,5,78
PINS,USA,31.42,2025-04-29,39.02,1.48,5.84,13.897,0.000,"33,353",68.22%,41.05%  (  +1.58%),35.14%,"500,631",10,5,5,80
AAL,USA,11.26,2025-04-24,29.11,0.61,0.14,7.441,0.000,"87,160",47.24%,51.23%  (  +0.16%),64.08%,"3,235,514",7,4,4,70
KIM,USA,20.91,2025-05-01,42.26,0.51,6.90,6.164,0.000,278,22.12%,30.60%  (  +3.62%),44.31%,"7,427",7,4,4,70
IPG,USA,26.47,2025-04-23,43.04,0.74,0.92,6.240,0.000,129,25.38%,27.87%  (  -0.81%),40.77%,"6,785",4,4,4,68
HOG,USA,25.24,2025-04-24,45.41,1.03,0.61,7.827,0.000,570,39.16%,42.90%  (  +1.73%),59.91%,"65,443",7,4,4,60
FTAI,Cayman Islands,106.70,2025-04-24,45.62,8.71,6.25,10.248,0.000,"4,061",85.41%,68.59%  (  -1.61%),43.71%,"140,394",5,5,5,68
EMN,USA,89.88,2025-04-24,35.33,2.53,1.10,5.881,0.000,822,26.81%,26.99%  (  +0.77%),51.47%,"8,340",4,4,4,72
FTV,USA,74.66,2025-04-23,40.76,1.56,4.08,6.067,0.000,36,21.29%,22.72%  (  -0.31%),36.77%,"2,834",6,4,4,85
EXLS,USA,46.43,2025-05-01,42.94,1.27,4.10,7.164,0.000,706,25.31%,35.83%  (  +2.47%),41.76%,"1,797",9,5,5,85
HON,USA,210.89,2025-04-24,49.18,4.15,3.55,3.551,0.000,"3,130",24.45%,21.74%  (  -0.74%),47.67%,"212,481",4,4,4,75
DXCM,USA,75.11,2025-04-24,42.27,2.91,7.28,10.100,0.000,"7,237",44.58%,39.88%  (  +1.84%),24.91%,"138,940",8,5,5,80
LKQ,USA,40.98,2025-04-24,48.30,1.06,0.74,6.940,0.000,77,26.40%,25.89%  (  +1.20%),34.52%,"28,844",8,5,5,72
DLR,USA,151.41,2025-05-01,43.71,4.96,9.18,4.447,0.000,"2,212",32.09%,29.14%  (  -0.56%),48.79%,"58,488",10,4,4,92
AMZN,USA,194.95,2025-04-29,35.59,6.54,3.24,7.251,0.000,"711,577",28.07%,31.28%  (  -0.11%),34.63%,"4,133,355",9,5,5,85
COF,USA,174.47,2025-04-24,43.26,7.17,1.25,4.511,0.000,"7,772",41.36%,38.78%  (  +0.39%),62.90%,"173,821",10,4,4,68
MBLY,USA,14.24,2025-04-24,38.94,0.99,6.99,14.445,0.000,"5,146",63.57%,70.87%  (  +2.55%),43.95%,"353,795",4,4,4,70
BAX,USA,33.44,2025-05-01,45.29,0.90,1.33,4.948,0.000,"4,255",34.79%,28.17%  (  -1.84%),24.37%,"69,026",7,4,4,75
RCL,Liberia,214.72,2025-04-24,42.28,11.11,3.51,5.936,0.000,"13,588",51.29%,43.34%  (  -1.17%),59.66%,"189,095",7,5,5,85
CHD,USA,108.07,2025-05-01,47.63,2.19,4.35,4.773,0.000,92,20.61%,22.08%  (  -0.33%),60.07%,"8,071",5,4,4,
TMUS,USA,257.03,2025-04-24,49.31,6.45,3.61,3.845,0.000,"4,004",28.22%,27.24%  (  +0.97%),80.69%,"210,900",4,4,4,0
APD,USA,292.92,2025-04-29,37.36,6.75,5.41,6.562,0.000,"6,035",26.11%,23.42%  (  +0.63%),33.79%,"32,495",4,4,4,65
AAPL,USA,214.10,2025-05-01,33.87,6.38,8.13,3.991,0.000,"1,038,231",27.46%,27.86%  (  -0.06%),55.95%,"5,047,515",5,4,4,87
ASX,USA,9.83,2025-04-24,46.07,0.32,1.15,8.103,0.000,43,42.20%,36.87%  (  -8.30%),19.89%,"6,257",7,4,4,75
STM,USA,24.40,2025-04-24,46.23,0.96,1.64,9.184,0.000,"5,223",52.79%,43.35%  (  -0.91%),61.22%,"184,894",4,4,4,65
FBIN,USA,63.01,2025-04-29,43.29,1.81,1.68,6.701,0.000,18,26.11%,35.83%  (  +1.36%),62.98%,"1,558",7,4,4,68
SPGI,USA,497.20,2025-04-24,43.94,10.20,10.77,4.047,0.000,"1,319",24.55%,21.92%  (  +0.37%),58.29%,"28,577",9,5,5,85
ROKU,USA,73.82,2025-04-24,45.35,4.82,2.62,15.252,0.000,"19,491",70.56%,55.21%  (  -1.08%),37.83%,"252,075",9,4,4,80
SM,USA,30.93,2025-05-01,43.72,1.42,1.32,8.246,0.000,265,53.17%,45.81%  (  -1.99%),51.42%,"24,428",9,4,4,85
SSNC,USA,82.34,2025-04-24,43.89,1.76,3.45,5.817,0.000,18,26.11%,21.73%  (  -1.45%),55.66%,"6,364",9,5,5,80
AOS,USA,66.71,2025-04-24,47.76,1.50,2.51,6.476,0.000,108,21.45%,24.04%  (  -1.50%),43.53%,"13,015",6,4,4,70
WDC,USA,44.51,2025-04-24,44.78,1.96,0.99,5.834,0.000,"17,732",49.62%,43.70%  (  +0.56%),60.56%,"400,918",9,5,4,70
CDP,USA,27.08,2025-04-24,45.74,0.59,8.10,11.572,0.000,1,18.69%,52.19%  (  -24.81%),67.38%,568,6,4,4,80
TXT,USA,73.49,2025-04-24,48.14,1.73,0.97,5.781,0.000,502,25.38%,26.73%  (  +0.15%),68.59%,"14,212",4,4,4,68
EBC,USA,16.45,2025-04-24,42.66,0.48,3.28,8.736,0.000,30,28.94%,45.40%  (  +6.93%),52.81%,"1,679",8,4,4,80
CL,USA,90.28,2025-04-25,48.66,2.13,3.65,3.250,0.000,"8,497",26.42%,21.23%  (  +0.32%),53.87%,"78,474",9,4,4,85
LYB,Netherlands,72.69,2025-04-25,40.88,1.91,0.58,5.177,0.000,"1,958",26.71%,25.17%  (  +0.46%),65.41%,"95,787",8,4,4,68
NVT,Ireland,56.86,2025-05-02,42.32,2.39,2.85,9.189,0.000,83,40.27%,43.94%  (  -0.04%),55.89%,"43,372",7,5,5,80
AVTR,USA,16.28,2025-04-25,40.55,0.70,1.63,8.377,0.000,"4,487",55.63%,61.56%  (  +21.45%),89.41%,"43,193",8,5,5,72
GNTX,USA,24.09,2025-04-25,42.47,0.61,2.37,6.289,0.000,16,24.06%,32.25%  (  +2.69%),50.36%,"7,423",4,4,4,55
ARES,USA,147.34,2025-05-01,36.50,6.60,11.02,6.110,0.000,807,43.92%,38.45%  (  +0.92%),60.12%,"19,874",6,4,4,80
CADE,USA,30.13,2025-04-28,36.32,0.90,1.87,10.654,0.000,4,24.51%,47.45%  (  +7.93%),66.82%,"2,278",10,4,4,80
CDNS,USA,258.50,2025-04-28,49.41,9.12,15.27,8.015,0.000,"1,007",39.78%,33.79%  (  -0.42%),35.86%,"52,865",8,5,5,78
ECL,USA,251.94,2025-04-29,39.99,4.75,4.53,6.662,0.000,85,22.61%,18.97%  (  -0.70%),38.77%,"9,872",4,4,5,82
KRG,USA,22.41,2025-04-29,49.23,0.55,5.81,8.577,0.000,4,27.23%,43.20%  (  -0.87%),52.40%,403,8,4,4,70
MSFT,USA,386.84,2025-04-24,42.36,9.08,10.98,4.911,0.000,"296,748",21.56%,23.67%  (  +0.38%),39.76%,"2,250,038",10,5,5,85
HAL,USA,24.99,2025-04-22,44.70,0.76,0.95,3.893,0.000,"36,025",30.66%,33.17%  (  -0.53%),52.92%,"440,147",6,5,5,75
GOOGL,USA,162.80,2025-04-24,36.97,5.07,5.71,6.498,0.000,"278,969",26.94%,30.59%  (  +0.48%),52.58%,"3,126,798",8,4,4,85
MDLZ,USA,63.95,2025-04-29,49.97,1.51,2.27,3.438,0.000,"5,176",25.49%,23.39%  (  +1.02%),53.31%,"146,643",8,4,4,80
UPS,USA,116.98,2025-04-22,46.44,2.36,1.10,6.095,0.000,"47,370",18.82%,24.33%  (  +0.83%),29.22%,"402,171",6,4,4,80
PCAR,USA,98.32,2025-04-29,37.97,3.01,1.53,7.180,0.000,"4,436",32.06%,27.85%  (  +1.89%),56.27%,"25,667",5,4,4,85
TRU,USA,85.26,2025-04-24,43.92,3.15,3.98,9.198,0.000,"2,036",42.27%,36.52%  (  -0.79%),51.98%,"11,381",9,4,4,82
NEE,USA,71.15,2025-04-22,48.96,1.84,6.00,3.951,0.000,"17,705",27.33%,27.70%  (  +0.17%),39.04%,"565,249",9,4,4,85
FBP,Puerto Rico,18.37,2025-04-22,41.91,0.51,2.45,8.708,0.000,41,27.78%,33.07%  (  -15.04%),43.31%,450,6,4,4,80
GOOG,USA,165.05,2025-04-24,37.64,5.08,5.71,6.490,0.000,"148,547",27.18%,29.85%  (  +0.57%),49.99%,"1,433,443",6,5,5,85
SHW,USA,336.03,2025-04-22,35.44,8.26,3.66,6.201,0.000,"1,187",20.02%,24.30%  (  -0.50%),53.44%,"21,241",5,4,4,78
GEHC,USA,81.81,2025-04-29,35.41,2.10,1.90,6.499,0.000,"2,389",30.86%,27.09%  (  +1.95%),35.21%,"94,048",8,5,5,77
WBS,USA,51.52,2025-04-22,42.90,1.74,2.11,6.526,0.000,288,34.92%,41.53%  (  +2.76%),75.13%,"6,023",4,5,5,75
V,USA,339.50,2025-04-22,47.74,6.54,18.02,3.366,0.000,"14,197",18.36%,20.53%  (  -0.16%),43.50%,"292,473",6,5,5,92
TER,USA,88.18,2025-04-23,30.88,4.74,5.06,10.612,0.000,"8,239",63.62%,41.59%  (  -0.19%),46.44%,"80,996",10,4,5,75
ONB,USA,21.37,2025-04-22,42.84,0.64,2.31,7.597,0.000,28,32.62%,50.98%  (  +9.56%),67.66%,"6,636",10,5,5,80
SYF,USA,53.87,2025-04-23,37.21,2.17,1.01,6.952,0.000,"8,126",33.34%,38.74%  (  +1.29%),54.81%,"88,157",10,4,5,65
TXN,USA,180.68,2025-04-22,43.39,5.25,10.51,4.948,0.000,"9,623",32.31%,30.45%  (  -0.09%),51.44%,"278,872",7,4,4,65
HST,USA,14.96,2025-04-30,37.65,0.44,1.84,5.090,0.000,"4,661",30.09%,26.56%  (  -0.62%),43.54%,"42,912",7,4,4,79
ATI,USA,52.27,2025-04-29,40.68,2.28,1.70,9.845,0.000,"1,770",37.38%,39.59%  (  unch),42.62%,"12,168",9,5,5,85
HLT,USA,231.91,2025-04-23,38.13,7.07,4.99,5.352,0.000,"1,312",32.43%,27.24%  (  -0.37%),39.58%,"80,937",5,4,4,80
SYK,USA,374.22,2025-04-29,44.97,8.05,6.32,6.065,0.000,"1,414",19.06%,22.04%  (  -0.02%),39.77%,"28,706",5,5,5,90
GDDY,USA,180.69,2025-05-01,48.20,5.13,5.59,6.366,0.000,511,49.48%,27.48%  (  -1.00%),33.43%,"25,659",6,4,5,78
MLCO,USA,5.58,2025-04-29,46.86,0.26,0.50,9.227,0.000,"1,341",47.88%,54.77%  (  +1.64%),28.94%,"66,190",6,4,4,55
IP,USA,52.29,2025-04-24,45.80,1.56,1.48,4.634,0.000,"10,194",34.53%,33.65%  (  +0.83%),49.43%,"103,712",10,4,4,75
IQV,USA,184.26,2025-05-01,42.66,5.12,2.11,7.369,0.000,199,26.13%,33.90%  (  +0.06%),68.25%,"13,351",7,5,5,75
CIVI,USA,35.76,2025-05-01,40.42,1.95,0.64,6.953,0.000,"5,170",78.44%,48.35%  (  -1.08%),62.22%,"35,216",8,5,5,75
BRKR,USA,44.47,2025-05-01,33.56,2.03,2.00,9.189,0.000,61,40.84%,46.49%  (  +2.99%),62.18%,"4,666",7,5,4,75
PYPL,USA,69.67,2025-04-29,41.69,2.20,2.17,8.805,0.000,"72,113",30.26%,31.24%  (  -0.93%),20.67%,"1,372,416",6,4,4,80
IR,USA,81.67,2025-05-01,40.70,2.27,4.55,5.939,0.000,68,32.60%,28.06%  (  -0.90%),49.88%,"15,002",5,4,5,70
LLY,USA,842.57,2025-04-29,47.97,24.75,17.73,6.043,0.000,"30,130",30.79%,29.37%  (  -0.70%),21.17%,"281,780",10,5,5,80
APLE,USA,13.51,2025-05-01,36.85,0.37,2.26,5.667,0.000,95,27.90%,27.92%  (  -8.01%),26.30%,"10,152",10,4,4,78
EOG,USA,124.30,2025-05-01,46.07,3.31,2.93,3.211,0.000,"3,984",28.76%,27.26%  (  +0.60%),53.10%,"149,216",10,4,4,85
NET,USA,117.94,2025-05-01,36.30,7.13,24.38,12.765,0.000,"13,487",69.84%,51.21%  (  -1.28%),37.83%,"202,235",9,4,4,80
BILL,USA,47.95,2025-05-01,33.75,2.87,3.52,13.839,0.000,"4,286",131.99%,48.98%  (  -1.64%),21.52%,"104,682",7,4,4,78
ZTS,USA,163.16,2025-05-01,45.77,4.04,7.89,7.280,0.000,675,31.31%,23.93%  (  -0.34%),15.73%,"42,753",7,5,4,90
DKNG,USA,38.44,2025-05-01,43.40,2.29,7.12,10.383,0.000,"112,663",70.37%,46.52%  (  -2.65%),33.37%,"642,014",9,5,5,78
APTV,Jersey,62.48,2025-05-01,43.40,1.73,0.73,9.100,0.000,"1,249",25.97%,32.88%  (  -1.44%),27.07%,"64,680",10,4,4,80
ILMN,USA,84.79,2025-05-01,27.30,4.11,3.07,8.118,0.000,"2,870",45.05%,45.14%  (  -0.47%),31.55%,"48,278",4,4,4,60
SHAK,USA,90.64,2025-05-01,40.04,5.11,3.08,10.393,0.000,"2,441",70.57%,46.80%  (  +1.22%),47.98%,"42,553",9,4,4,78
BALL,USA,51.57,2025-04-25,46.87,1.22,1.23,6.609,0.000,255,24.08%,27.26%  (  -0.14%),56.06%,"32,410",7,4,4,65
